CAN Message, 0x24:0800412a5289a320,Timestamp,Amplitude
,,1739209764.1368449,-45.120503652039325
,,1739209764.136847,-38.13080360867914
,,1739209764.1368494,-35.57807855764607
,,1739209764.1368518,-38.13080360867914
,,1739209764.136854,-38.13080360867914
,,1739209764.1368563,-38.13080360867914
,,1739209764.1368587,-45.120503652039325
,,1739209764.1368608,-45.120503652039325
,,1739209764.1368632,-38.13080360867914
,,1739209764.1368656,-38.13080360867914
,,1739209764.1368678,-45.120503652039325
,,1739209764.13687,-33.981070128970906
,,1739209764.1368723,-33.981070128970906
,,1739209764.136875,-27.87774495603141
,,1739209764.136877,-45.120503652039325
,,1739209764.1368794,-38.13080360867914
,,1739209764.1368816,-35.57807855764607
,,1739209764.136884,-38.13080360867914
,,1739209764.1368864,-38.13080360867914
,,1739209764.1368885,-45.120503652039325
,,1739209764.136891,-38.13080360867914
,,1739209764.1368933,-30.49652367304973
,,1739209764.1368954,-45.120503652039325
,,1739209764.1368978,-38.13080360867914
,,1739209764.1369002,-38.13080360867914
,,1739209764.1369023,-38.13080360867914
,,1739209764.1369047,-45.120503652039325
,,1739209764.136907,-38.13080360867914
,,1739209764.1369092,-38.13080360867914
,,1739209764.1369116,-33.981070128970906
,,1739209764.136914,-45.120503652039325
,,1739209764.1369162,-38.13080360867914
,,1739209764.1369183,-33.981070128970906
,,1739209764.136921,-45.120503652039325
,,1739209764.136923,-45.120503652039325
,,1739209764.1369257,-38.13080360867914
,,1739209764.1369278,-32.816014438256545
,,1739209764.13693,-33.981070128970906
,,1739209764.1369324,-45.120503652039325
,,1739209764.1369348,-45.120503652039325
,,1739209764.136937,-38.13080360867914
,,1739209764.1369393,-38.13080360867914
,,1739209764.1369417,-45.120503652039325
,,1739209764.1369438,-45.120503652039325
,,1739209764.1369462,-35.57807855764607
,,1739209764.1369486,-27.267205301931607
,,1739209764.1369507,-38.13080360867914
,,1739209764.136953,-45.120503652039325
,,1739209764.1369555,-31.141103565318915
,,1739209764.1369576,-27.877744956031417
,,1739209764.13696,-17.079109328685792
,,1739209764.1369624,-11.273386222656468
,,1739209764.1369646,-32.816014438256545
,,1739209764.136967,-30.49652367304973
,,1739209764.136969,-45.120503652039325
,,1739209764.1369717,-38.13080360867914
,,1739209764.136974,-45.120503652039325
,,1739209764.1369762,-35.57807855764607
,,1739209764.1369784,-38.13080360867914
,,1739209764.1369808,-45.120503652039325
,,1739209764.1369832,-35.57807855764607
,,1739209764.1369853,-45.120503652039325
,,1739209764.1369877,-38.13080360867914
,,1739209764.13699,-35.57807855764607
,,1739209764.1369922,-38.13080360867914
,,1739209764.1369946,-38.13080360867914
,,1739209764.136997,-32.816014438256545
,,1739209764.1369991,-45.120503652039325
,,1739209764.1370015,-45.120503652039325
,,1739209764.137004,-31.141103565318915
,,1739209764.137006,-35.57807855764607
,,1739209764.1370084,-38.13080360867914
,,1739209764.1370108,-38.13080360867914
,,1739209764.137013,-30.49652367304973
,,1739209764.137015,-20.888044912671223
,,1739209764.1370175,-23.38864096791655
,,1739209764.13702,-28.992665084841946
,,1739209764.1370225,-31.141103565318915
,,1739209764.1370246,-24.589719217205094
,,1739209764.1370268,-11.863295071845172
,,1739209764.1370292,-12.231307595422026
,,1739209764.1370316,-28.992665084841967
,,1739209764.1370337,-33.981070128970906
,,1739209764.137036,-38.13080360867914
,,1739209764.1370385,-45.120503652039325
,,1739209764.1370406,-38.13080360867914
,,1739209764.137043,-32.816014438256545
,,1739209764.1370454,-38.13080360867914
,,1739209764.1370475,-45.120503652039325
,,1739209764.13705,-28.992665084841946
,,1739209764.1370523,-30.49652367304973
,,1739209764.1370544,-38.13080360867914
,,1739209764.1370568,-45.120503652039325
,,1739209764.1370592,-30.49652367304973
,,1739209764.1370614,-24.151403521958727
,,1739209764.1370635,-38.13080360867914
,,1739209764.137066,-38.13080360867914
,,1739209764.1370685,-35.57807855764607
,,1739209764.137071,-33.981070128970906
,,1739209764.137073,-38.13080360867914
,,1739209764.1370752,-35.57807855764607
,,1739209764.1370776,-32.816014438256545
,,1739209764.13708,-28.21854285175415
,,1739209764.137082,-20.001670042250552
,,1739209764.1370845,-28.992665084841946
,,1739209764.1370869,-33.981070128970906
,,1739209764.137089,-26.0356534632528
,,1739209764.1370914,-28.992665084841967
,,1739209764.1370938,-9.678582544388966
,,1739209764.137096,-15.87254369406017
,,1739209764.1370983,-22.448786368009163
,,1739209764.1371017,-30.49652367304973
,,1739209764.1371047,-45.120503652039325
,,1739209764.137108,-38.13080360867914
,,1739209764.1371114,-26.991370085610736
,,1739209764.1371143,-38.13080360867914
,,1739209764.137118,-45.120503652039325
,,1739209764.1371212,-28.58837851428586
,,1739209764.1371243,-28.58837851428586
,,1739209764.1371276,-38.13080360867914
,,1739209764.137131,-35.57807855764607
,,1739209764.1371343,-38.13080360867914
,,1739209764.1371374,-38.13080360867914
,,1739209764.1371408,-35.57807855764607
,,1739209764.137144,-38.13080360867914
,,1739209764.1371472,-33.981070128970906
,,1739209764.1371503,-45.120503652039325
,,1739209764.137154,-38.13080360867914
,,1739209764.137157,-29.438486411369333
,,1739209764.1371603,-45.120503652039325
,,1739209764.1371636,-38.13080360867914
,,1739209764.1371667,-45.120503652039325
,,1739209764.13717,-45.120503652039325
,,1739209764.1371734,-35.57807855764607
,,1739209764.1371765,-38.13080360867914
,,1739209764.13718,-45.120503652039325
,,1739209764.1371832,-45.120503652039325
,,1739209764.1371863,-45.120503652039325
,,1739209764.1371896,-38.13080360867914
,,1739209764.137193,-45.120503652039325
,,1739209764.1371963,-45.120503652039325
,,1739209764.1371994,-38.13080360867914
,,1739209764.1372027,-45.120503652039325
,,1739209764.137206,-45.120503652039325
,,1739209764.1372092,-38.13080360867914
,,1739209764.1372125,-45.120503652039325
,,1739209764.137216,-35.57807855764607
,,1739209764.137219,-38.13080360867914
,,1739209764.1372223,-38.13080360867914
,,1739209764.1372256,-45.120503652039325
,,1739209764.1372287,-24.589719217205094
,,1739209764.137232,-21.4469444417791
,,1739209764.1372354,-25.82631439489636
,,1739209764.1372385,-31.141103565318915
,,1739209764.1372418,-32.816014438256545
,,1739209764.1372452,-35.57807855764607
,,1739209764.1372485,-16.688175871059194
,,1739209764.1372516,-19.497575007474538
,,1739209764.137255,-45.120503652039325
,,1739209764.137258,-31.141103565318915
,,1739209764.1372614,-45.120503652039325
,,1739209764.1372647,-38.13080360867914
,,1739209764.137268,-33.981070128970906
,,1739209764.1372712,-38.13080360867914
,,1739209764.1372745,-45.120503652039325
,,1739209764.1372778,-38.13080360867914
,,1739209764.137281,-35.57807855764607
,,1739209764.1372845,-31.14110356531892
,,1739209764.1372876,-38.13080360867914
,,1739209764.1372907,-33.981070128970906
,,1739209764.137294,-31.141103565318915
,,1739209764.1372974,-28.992665084841946
,,1739209764.1373005,-45.120503652039325
,,1739209764.1373038,-33.981070128970906
,,1739209764.1373072,-38.13080360867914
,,1739209764.1373105,-35.57807855764607
,,1739209764.1373136,-32.816014438256545
,,1739209764.137317,-45.120503652039325
,,1739209764.13732,-38.13080360867914
,,1739209764.1373234,-31.141103565318915
,,1739209764.1373267,-16.91848905718289
,,1739209764.13733,-27.8777449560314
,,1739209764.1373332,-45.120503652039325
,,1739209764.1373365,-45.120503652039325
,,1739209764.1373398,-30.49652367304973
,,1739209764.137343,-10.160899703222244
,,1739209764.1373465,-21.67658091518819
,,1739209764.1373496,-33.981070128970906
,,1739209764.1373527,-38.13080360867914
,,1739209764.137356,-38.13080360867914
,,1739209764.1373594,-45.120503652039325
,,1739209764.1373625,-38.13080360867914
,,1739209764.1373658,-33.981070128970906
,,1739209764.1373692,-38.13080360867914
,,1739209764.1373725,-20.88804491267121
,,1739209764.1373756,-22.54371790334745
,,1739209764.137379,-38.13080360867914
,,1739209764.137382,-38.13080360867914
,,1739209764.1373854,-23.16150712794695
,,1739209764.1373887,-15.18614134706317
,,1739209764.137392,-11.516463104739906
,,1739209764.1373951,-24.438645034577675
,,1739209764.1373985,-45.120503652039325
,,1739209764.1374018,-33.981070128970906
,,1739209764.137405,-38.13080360867914
,,1739209764.1374085,-45.120503652039325
,,1739209764.1374116,-45.120503652039325
,,1739209764.1374147,-31.141103565318915
,,1739209764.137418,-38.13080360867914
,,1739209764.1374214,-18.192034459266992
,,1739209764.1374245,-38.13080360867914
,,1739209764.1374278,-32.816014438256545
,,1739209764.1374311,-31.141103565318893
,,1739209764.1374342,-28.992665084841967
,,1739209764.1374376,-8.70477112025754
,,1739209764.137441,-32.81601443825658
,,1739209764.137444,-33.981070128970906
,,1739209764.1374474,-45.120503652039325
,,1739209764.1374507,-45.120503652039325
,,1739209764.137454,-27.267205301931607
,,1739209764.1374571,-38.13080360867914
,,1739209764.1374605,-38.13080360867914
,,1739209764.1374638,-38.13080360867914
,,1739209764.137467,-31.14110356531892
,,1739209764.1374702,-33.981070128970906
,,1739209764.1374736,-45.120503652039325
,,1739209764.1374767,-38.13080360867914
,,1739209764.13748,-28.992665084841946
,,1739209764.1374834,-30.49652367304973
,,1739209764.1374865,-38.13080360867914
,,1739209764.1374898,-45.120503652039325
,,1739209764.1374931,-33.981070128970906
,,1739209764.1374962,-32.816014438256545
,,1739209764.1374996,-45.120503652039325
,,1739209764.137503,-45.120503652039325
,,1739209764.137506,-38.13080360867914
,,1739209764.137509,-30.49652367304973
,,1739209764.1375127,-38.13080360867914
,,1739209764.137516,-33.98107012897096
,,1739209764.1375191,-45.120503652039325
,,1739209764.1375225,-45.120503652039325
,,1739209764.1375258,-35.57807855764607
,,1739209764.137529,-45.120503652039325
,,1739209764.1375322,-38.13080360867914
,,1739209764.1375356,-38.13080360867914
,,1739209764.137539,-45.120503652039325
,,1739209764.137542,-33.981070128970906
,,1739209764.137545,-25.82631439489636
,,1739209764.1375484,-20.001670042250552
,,1739209764.1375518,-33.981070128970906
,,1739209764.1375551,-45.120503652039325
,,1739209764.1375582,-45.120503652039325
,,1739209764.1375616,-45.120503652039325
,,1739209764.137565,-45.120503652039325
,,1739209764.137568,-38.13080360867914
,,1739209764.137571,-38.13080360867914
,,1739209764.137575,-31.141103565318943
,,1739209764.1375778,-31.141103565318893
,,1739209764.137581,-30.49652367304973
,,1739209764.1375844,-45.120503652039325
,,1739209764.1375878,-38.13080360867914
,,1739209764.137591,-38.13080360867914
,,1739209764.1375942,-45.120503652039325
,,1739209764.1375976,-45.120503652039325
,,1739209764.137601,-32.816014438256545
,,1739209764.137604,-38.13080360867914
