CAN Message, 0x1b8:01006f44223e81aa,Timestamp,Amplitude
,,1739209777.0411923,-45.120503652039325
,,1739209777.04121,-45.120503652039325
,,1739209777.041227,-45.120503652039325
,,1739209777.0412447,-45.120503652039325
,,1739209777.0412624,-45.120503652039325
,,1739209777.0412798,-38.13080360867914
,,1739209777.0412974,-38.13080360867914
,,1739209777.0413148,-38.13080360867914
,,1739209777.0413325,-38.13080360867914
,,1739209777.04135,-38.13080360867914
,,1739209777.0413675,-38.13080360867914
,,1739209777.041385,-45.120503652039325
,,1739209777.0414023,-45.120503652039325
,,1739209777.04142,-38.13080360867914
,,1739209777.0414374,-45.120503652039325
,,1739209777.041455,-38.13080360867914
,,1739209777.0414724,-38.13080360867914
,,1739209777.04149,-38.13080360867914
,,1739209777.0415075,-38.13080360867914
,,1739209777.041525,-28.992665084841946
,,1739209777.0415423,-32.816014438256545
,,1739209777.04156,-38.13080360867914
,,1739209777.0415776,-35.57807855764607
,,1739209777.041595,-38.13080360867914
,,1739209777.0416126,-35.57807855764607
,,1739209777.04163,-45.120503652039325
,,1739209777.0416474,-38.13080360867914
,,1739209777.041665,-38.13080360867914
,,1739209777.0416825,-45.120503652039325
,,1739209777.0417,-38.13080360867914
,,1739209777.0417175,-45.120503652039325
,,1739209777.0417352,-45.120503652039325
,,1739209777.0417526,-38.13080360867914
,,1739209777.0417702,-45.120503652039325
,,1739209777.0417876,-45.120503652039325
,,1739209777.041805,-38.13080360867914
,,1739209777.041823,-38.13080360867914
,,1739209777.04184,-38.13080360867914
,,1739209777.0418575,-38.13080360867914
,,1739209777.0418751,-45.120503652039325
,,1739209777.0418928,-45.120503652039325
,,1739209777.0419102,-33.981070128970906
,,1739209777.0419278,-45.120503652039325
,,1739209777.0419452,-27.8777449560314
,,1739209777.0419626,-25.077289914212862
,,1739209777.0419805,-28.58837851428589
,,1739209777.0419977,-33.98107012897096
,,1739209777.0420153,-29.438486411369333
,,1739209777.0420327,-33.981070128970906
,,1739209777.0420504,-26.487275050834725
,,1739209777.0420678,-14.686880871828
,,1739209777.0420852,-13.911475475894024
,,1739209777.0421028,-31.14110356531892
,,1739209777.0421202,-25.62660358559016
,,1739209777.042138,-45.120503652039325
,,1739209777.0421553,-32.816014438256545
,,1739209777.042173,-31.141103565318893
,,1739209777.0421903,-38.13080360867914
,,1739209777.0422077,-45.120503652039325
,,1739209777.0422254,-45.120503652039325
,,1739209777.0422428,-45.120503652039325
,,1739209777.0422604,-35.57807855764607
,,1739209777.0422778,-38.13080360867914
,,1739209777.0422957,-45.120503652039325
,,1739209777.0423129,-38.13080360867914
,,1739209777.0423305,-35.57807855764607
,,1739209777.042348,-45.120503652039325
,,1739209777.0423653,-35.57807855764607
,,1739209777.042383,-32.816014438256545
,,1739209777.0424004,-45.120503652039325
,,1739209777.042418,-38.13080360867914
,,1739209777.0424354,-45.120503652039325
,,1739209777.042453,-31.141103565318943
,,1739209777.0424705,-35.57807855764607
,,1739209777.042488,-38.13080360867914
,,1739209777.0425055,-33.981070128970906
,,1739209777.042523,-35.57807855764607
,,1739209777.0425406,-38.13080360867914
,,1739209777.042558,-38.13080360867914
,,1739209777.0425756,-16.6881758710592
,,1739209777.042593,-21.4469444417791
,,1739209777.0426106,-38.13080360867914
,,1739209777.042628,-31.141103565318893
,,1739209777.0426457,-38.13080360867914
,,1739209777.042663,-38.13080360867914
,,1739209777.0426805,-35.57807855764607
,,1739209777.042698,-38.13080360867914
,,1739209777.0427155,-35.57807855764607
,,1739209777.0427332,-27.8777449560314
,,1739209777.0427506,-45.120503652039325
,,1739209777.042768,-38.13080360867914
,,1739209777.0427856,-33.981070128970906
,,1739209777.042803,-25.82631439489636
,,1739209777.0428207,-33.981070128970906
,,1739209777.042838,-38.13080360867914
,,1739209777.0428555,-45.120503652039325
,,1739209777.0428731,-38.13080360867914
,,1739209777.0428908,-31.141103565318915
,,1739209777.0429082,-19.49757500747454
,,1739209777.0429256,-15.459086324648965
,,1739209777.0429432,-33.98107012897096
,,1739209777.0429606,-30.49652367304973
,,1739209777.0429783,-33.981070128970906
,,1739209777.0429957,-45.120503652039325
,,1739209777.043013,-45.120503652039325
,,1739209777.0430307,-38.13080360867914
,,1739209777.0430484,-38.13080360867914
,,1739209777.0430658,-38.13080360867914
