CAN Message, 0x39:040089c34fbc3827,Timestamp,Amplitude
,,1739209819.4031813,-45.120503652039325
,,1739209819.4031858,-38.13080360867914
,,1739209819.4031904,-45.120503652039325
,,1739209819.403195,-45.120503652039325
,,1739209819.4031994,-33.981070128970906
,,1739209819.4032035,-38.13080360867914
,,1739209819.4032085,-45.120503652039325
,,1739209819.4032128,-38.13080360867914
,,1739209819.4032173,-32.816014438256545
,,1739209819.4032218,-38.13080360867914
,,1739209819.403226,-45.120503652039325
,,1739209819.403231,-33.981070128970906
,,1739209819.4032352,-38.13080360867914
,,1739209819.4032395,-45.120503652039325
,,1739209819.4032445,-45.120503652039325
,,1739209819.4032483,-45.120503652039325
,,1739209819.403253,-45.120503652039325
,,1739209819.4032576,-38.13080360867914
,,1739209819.403262,-45.120503652039325
,,1739209819.403267,-45.120503652039325
,,1739209819.4032712,-30.49652367304973
,,1739209819.4032755,-38.13080360867914
,,1739209819.40328,-45.120503652039325
,,1739209819.4032843,-45.120503652039325
,,1739209819.403289,-38.13080360867914
,,1739209819.4032936,-38.13080360867914
,,1739209819.403298,-38.13080360867914
,,1739209819.4033024,-35.57807855764607
,,1739209819.403307,-38.13080360867914
,,1739209819.4033115,-45.120503652039325
,,1739209819.403316,-45.120503652039325
,,1739209819.4033203,-45.120503652039325
,,1739209819.4033248,-45.120503652039325
,,1739209819.4033294,-45.120503652039325
,,1739209819.403334,-45.120503652039325
,,1739209819.4033384,-45.120503652039325
,,1739209819.403343,-38.13080360867914
,,1739209819.4033473,-38.13080360867914
,,1739209819.4033518,-45.120503652039325
,,1739209819.4033563,-33.981070128970906
,,1739209819.4033608,-33.981070128970906
,,1739209819.4033654,-45.120503652039325
,,1739209819.4033697,-45.120503652039325
,,1739209819.4033742,-38.13080360867914
,,1739209819.4033787,-32.816014438256545
,,1739209819.4033833,-38.13080360867914
,,1739209819.4033878,-38.13080360867914
,,1739209819.403392,-35.57807855764607
,,1739209819.4033966,-45.120503652039325
,,1739209819.4034011,-28.992665084841946
,,1739209819.4034057,-12.854504599965717
,,1739209819.4034102,-33.981070128970906
,,1739209819.4034145,-38.13080360867914
,,1739209819.403419,-33.981070128970906
,,1739209819.4034235,-45.120503652039325
,,1739209819.403428,-38.13080360867914
,,1739209819.4034326,-45.120503652039325
,,1739209819.4034371,-38.13080360867914
,,1739209819.4034414,-38.13080360867914
,,1739209819.403446,-38.13080360867914
,,1739209819.4034505,-38.13080360867914
,,1739209819.403455,-38.13080360867914
,,1739209819.4034595,-45.120503652039325
,,1739209819.4034638,-45.120503652039325
,,1739209819.4034684,-45.120503652039325
,,1739209819.403473,-38.13080360867914
,,1739209819.4034774,-38.13080360867914
,,1739209819.403482,-35.57807855764607
,,1739209819.4034865,-35.57807855764607
,,1739209819.4034908,-45.120503652039325
,,1739209819.4034953,-32.816014438256545
,,1739209819.4034998,-45.120503652039325
,,1739209819.4035044,-31.141103565318915
,,1739209819.403509,-28.58837851428589
,,1739209819.4035132,-20.277505258571445
,,1739209819.4035175,-32.816014438256545
,,1739209819.4035225,-33.981070128970906
,,1739209819.4035268,-27.267205301931607
,,1739209819.4035313,-20.001670042250552
