CAN Message, 0x150:0200d050e27d1239,Timestamp,Amplitude
,,1739209716.7554057,-45.120503652039325
,,1739209716.7554076,-45.120503652039325
,,1739209716.7554097,-38.13080360867914
,,1739209716.7554114,-38.13080360867914
,,1739209716.7554133,-45.120503652039325
,,1739209716.7554152,-45.120503652039325
,,1739209716.755417,-35.57807855764607
,,1739209716.7554188,-45.120503652039325
,,1739209716.7554207,-32.816014438256545
,,1739209716.7554226,-35.57807855764607
,,1739209716.7554245,-35.57807855764607
,,1739209716.7554264,-38.13080360867914
,,1739209716.7554283,-35.57807855764607
,,1739209716.7554302,-38.13080360867914
,,1739209716.755432,-45.120503652039325
,,1739209716.7554338,-38.13080360867914
,,1739209716.7554357,-45.120503652039325
,,1739209716.7554376,-38.13080360867914
,,1739209716.7554395,-38.13080360867914
,,1739209716.7554414,-33.981070128970906
,,1739209716.755443,-45.120503652039325
,,1739209716.7554452,-45.120503652039325
,,1739209716.7554471,-45.120503652039325
,,1739209716.755449,-45.120503652039325
,,1739209716.7554507,-45.120503652039325
,,1739209716.7554526,-45.120503652039325
,,1739209716.7554543,-38.13080360867914
,,1739209716.7554564,-38.13080360867914
,,1739209716.7554584,-45.120503652039325
,,1739209716.7554605,-45.120503652039325
,,1739209716.7554622,-35.57807855764607
,,1739209716.755464,-45.120503652039325
,,1739209716.7554655,-33.981070128970906
,,1739209716.7554677,-29.438486411369333
,,1739209716.7554696,-38.13080360867914
,,1739209716.7554717,-45.120503652039325
,,1739209716.7554734,-38.13080360867914
,,1739209716.7554753,-38.13080360867914
,,1739209716.7554772,-38.13080360867914
,,1739209716.755479,-38.13080360867914
,,1739209716.755481,-38.13080360867914
,,1739209716.755483,-33.98107012897096
,,1739209716.7554846,-35.57807855764607
,,1739209716.7554865,-33.981070128970906
,,1739209716.7554884,-45.120503652039325
,,1739209716.7554903,-45.120503652039325
,,1739209716.7554922,-38.13080360867914
,,1739209716.755494,-45.120503652039325
,,1739209716.755496,-30.49652367304973
,,1739209716.7554977,-45.120503652039325
,,1739209716.7554996,-17.600019173844906
,,1739209716.7555015,-15.554017859987258
,,1739209716.7555034,-38.13080360867914
,,1739209716.755505,-35.57807855764607
,,1739209716.7555072,-38.13080360867914
,,1739209716.7555091,-38.13080360867914
,,1739209716.755511,-45.120503652039325
,,1739209716.7555127,-38.13080360867914
,,1739209716.7555146,-33.981070128970906
,,1739209716.7555163,-45.120503652039325
,,1739209716.7555184,-38.13080360867914
,,1739209716.7555203,-32.816014438256545
,,1739209716.7555225,-38.13080360867914
,,1739209716.7555242,-33.981070128970906
,,1739209716.755526,-45.120503652039325
,,1739209716.755528,-33.98107012897096
,,1739209716.7555296,-35.57807855764607
,,1739209716.7555315,-38.13080360867914
,,1739209716.7555337,-38.13080360867914
,,1739209716.7555354,-38.13080360867914
,,1739209716.7555373,-38.13080360867914
,,1739209716.7555392,-35.57807855764607
,,1739209716.755541,-45.120503652039325
,,1739209716.755543,-35.57807855764607
,,1739209716.755545,-21.522148828640407
,,1739209716.7555466,-29.43848641136937
,,1739209716.7555485,-32.816014438256545
,,1739209716.7555504,-26.991370085610757
,,1739209716.7555523,-25.826314394896364
,,1739209716.7555542,-10.962426375683858
,,1739209716.755556,-14.5022105790923
,,1739209716.755558,-26.99137008561072
,,1739209716.75556,-30.49652367304973
,,1739209716.7555616,-45.120503652039325
,,1739209716.7555635,-33.981070128970906
,,1739209716.7555654,-33.981070128970906
,,1739209716.7555673,-38.13080360867914
,,1739209716.7555692,-45.120503652039325
,,1739209716.7555711,-45.120503652039325
,,1739209716.755573,-33.981070128970906
,,1739209716.755575,-33.981070128970906
,,1739209716.7555766,-45.120503652039325
,,1739209716.7555785,-45.120503652039325
,,1739209716.7555804,-38.13080360867914
,,1739209716.7555823,-45.120503652039325
,,1739209716.7555842,-38.13080360867914
,,1739209716.755586,-45.120503652039325
,,1739209716.755588,-30.49652367304973
,,1739209716.75559,-33.981070128970906
,,1739209716.7555916,-35.57807855764607
,,1739209716.7555935,-38.13080360867914
,,1739209716.7555954,-33.981070128970906
,,1739209716.7555974,-33.981070128970906
,,1739209716.7555993,-45.120503652039325
,,1739209716.7556012,-38.13080360867914
,,1739209716.755603,-28.58837851428586
,,1739209716.755605,-30.49652367304973
,,1739209716.755607,-38.13080360867914
,,1739209716.7556086,-16.738311432963037
,,1739209716.7556105,-25.826314394896357
,,1739209716.7556124,-38.13080360867914
,,1739209716.7556145,-45.120503652039325
,,1739209716.7556162,-33.981070128970906
,,1739209716.755618,-31.141103565318915
,,1739209716.75562,-33.981070128970906
,,1739209716.755622,-35.57807855764607
,,1739209716.7556236,-45.120503652039325
,,1739209716.7556255,-38.13080360867914
,,1739209716.7556274,-31.141103565318915
,,1739209716.7556293,-35.57807855764607
,,1739209716.7556312,-45.120503652039325
,,1739209716.755633,-38.13080360867914
,,1739209716.755635,-45.120503652039325
,,1739209716.755637,-45.120503652039325
,,1739209716.7556388,-45.120503652039325
,,1739209716.7556405,-45.120503652039325
,,1739209716.7556424,-26.03565346325281
,,1739209716.7556443,-15.459086324648965
,,1739209716.7556462,-16.6881758710592
,,1739209716.755648,-28.58837851428586
,,1739209716.75565,-45.120503652039325
,,1739209716.755652,-45.120503652039325
,,1739209716.755654,-38.13080360867914
,,1739209716.7556555,-38.13080360867914
,,1739209716.7556574,-33.98107012897096
,,1739209716.755659,-45.120503652039325
,,1739209716.7556612,-35.57807855764607
,,1739209716.7556632,-38.13080360867914
,,1739209716.755665,-45.120503652039325
,,1739209716.755667,-45.120503652039325
,,1739209716.7556689,-45.120503652039325
,,1739209716.7556703,-38.13080360867914
,,1739209716.7556725,-38.13080360867914
,,1739209716.7556744,-38.13080360867914
,,1739209716.7556765,-45.120503652039325
,,1739209716.7556782,-38.13080360867914
,,1739209716.75568,-22.002965041481755
,,1739209716.755682,-32.816014438256545
,,1739209716.755684,-45.120503652039325
,,1739209716.7556858,-38.13080360867914
,,1739209716.7556877,-30.49652367304973
,,1739209716.7556894,-18.0533258286717
,,1739209716.7556913,-30.49652367304973
