CAN Message, 0x62:030ac892050e4fa1,Timestamp,Amplitude
,,1739209797.137638,-32.816014438256545
,,1739209797.137642,-33.981070128970906
,,1739209797.137646,-45.120503652039325
,,1739209797.13765,-45.120503652039325
,,1739209797.1376538,-45.120503652039325
,,1739209797.137658,-45.120503652039325
,,1739209797.137662,-38.13080360867914
,,1739209797.1376655,-45.120503652039325
,,1739209797.1376698,-45.120503652039325
,,1739209797.1376736,-33.981070128970906
,,1739209797.1376777,-45.120503652039325
,,1739209797.1376815,-45.120503652039325
,,1739209797.1376855,-38.13080360867914
,,1739209797.1376896,-38.13080360867914
,,1739209797.1376934,-38.13080360867914
,,1739209797.1376977,-38.13080360867914
,,1739209797.1377015,-35.57807855764607
,,1739209797.137705,-28.992665084841946
,,1739209797.1377094,-35.57807855764607
,,1739209797.1377132,-38.13080360867914
,,1739209797.1377172,-45.120503652039325
,,1739209797.137721,-38.13080360867914
,,1739209797.137725,-38.13080360867914
,,1739209797.1377292,-45.120503652039325
,,1739209797.137733,-45.120503652039325
,,1739209797.137737,-38.13080360867914
,,1739209797.1377409,-38.13080360867914
,,1739209797.137745,-38.13080360867914
,,1739209797.137749,-45.120503652039325
,,1739209797.1377528,-38.13080360867914
,,1739209797.1377568,-35.57807855764607
,,1739209797.1377606,-38.13080360867914
,,1739209797.1377647,-35.57807855764607
,,1739209797.1377687,-38.13080360867914
,,1739209797.1377726,-38.13080360867914
,,1739209797.1377766,-32.816014438256545
,,1739209797.1377804,-38.13080360867914
,,1739209797.1377845,-45.120503652039325
,,1739209797.1377883,-45.120503652039325
,,1739209797.1377923,-38.13080360867914
,,1739209797.1377964,-38.13080360867914
,,1739209797.1378002,-38.13080360867914
,,1739209797.1378045,-45.120503652039325
,,1739209797.137808,-45.120503652039325
,,1739209797.137812,-45.120503652039325
,,1739209797.1378162,-38.13080360867914
,,1739209797.13782,-35.57807855764607
,,1739209797.137824,-38.13080360867914
,,1739209797.137828,-45.120503652039325
,,1739209797.137832,-22.84163660590256
,,1739209797.137836,-10.863531518413383
,,1739209797.1378398,-11.863295071845172
,,1739209797.1378438,-23.38864096791655
,,1739209797.1378477,-38.13080360867914
,,1739209797.1378517,-45.120503652039325
,,1739209797.1378558,-45.120503652039325
,,1739209797.1378596,-33.981070128970906
,,1739209797.1378636,-33.981070128970906
,,1739209797.1378677,-45.120503652039325
,,1739209797.1378715,-45.120503652039325
,,1739209797.1378753,-45.120503652039325
,,1739209797.1378794,-38.13080360867914
,,1739209797.1378834,-31.141103565318915
,,1739209797.1378872,-45.120503652039325
,,1739209797.1378913,-38.13080360867914
,,1739209797.137895,-38.13080360867914
,,1739209797.1378992,-45.120503652039325
,,1739209797.1379032,-45.120503652039325
,,1739209797.137907,-38.13080360867914
,,1739209797.137911,-35.57807855764607
,,1739209797.137915,-38.13080360867914
,,1739209797.137919,-33.981070128970906
,,1739209797.137923,-38.13080360867914
,,1739209797.1379268,-45.120503652039325
,,1739209797.1379309,-23.75329798047522
,,1739209797.1379347,-31.141103565318893
,,1739209797.1379387,-45.120503652039325
,,1739209797.1379426,-38.13080360867914
,,1739209797.1379466,-45.120503652039325
,,1739209797.137951,-19.357090149981367
,,1739209797.1379545,-24.438645034577675
,,1739209797.1379583,-33.981070128970906
,,1739209797.1379623,-31.141103565318943
,,1739209797.1379664,-45.120503652039325
,,1739209797.1379704,-45.120503652039325
,,1739209797.1379745,-38.13080360867914
,,1739209797.1379783,-38.13080360867914
,,1739209797.137982,-38.13080360867914
,,1739209797.1379862,-38.13080360867914
,,1739209797.1379902,-32.816014438256545
,,1739209797.137994,-23.273589343863303
,,1739209797.137998,-33.981070128970906
,,1739209797.138002,-45.120503652039325
,,1739209797.138006,-38.13080360867914
,,1739209797.13801,-38.13080360867914
,,1739209797.1380138,-45.120503652039325
,,1739209797.138018,-45.120503652039325
,,1739209797.1380217,-33.981070128970906
,,1739209797.1380258,-25.25278630937684
,,1739209797.1380296,-45.120503652039325
,,1739209797.1380336,-45.120503652039325
,,1739209797.1380377,-35.57807855764607
,,1739209797.1380415,-31.141103565318893
,,1739209797.1380455,-18.836614351536177
,,1739209797.1380494,-33.981070128970906
,,1739209797.1380534,-45.120503652039325
,,1739209797.1380577,-35.57807855764607
,,1739209797.1380613,-38.13080360867914
,,1739209797.138065,-12.04768318170583
,,1739209797.1380692,-27.87774495603143
,,1739209797.1380732,-25.077289914212862
,,1739209797.1380773,-45.120503652039325
,,1739209797.138081,-45.120503652039325
,,1739209797.1380851,-38.13080360867914
,,1739209797.138089,-38.13080360867914
,,1739209797.138093,-45.120503652039325
,,1739209797.1380968,-33.981070128970906
,,1739209797.1381009,-22.002965041481755
,,1739209797.138105,-24.151403521958727
,,1739209797.1381087,-26.99137008561072
,,1739209797.1381128,-45.120503652039325
,,1739209797.1381166,-38.13080360867914
,,1739209797.138121,-35.57807855764607
,,1739209797.1381247,-38.13080360867914
,,1739209797.1381285,-38.13080360867914
,,1739209797.1381326,-33.981070128970906
,,1739209797.1381364,-33.98107012897096
,,1739209797.1381404,-13.558041748065843
,,1739209797.1381445,-20.695705961394808
,,1739209797.1381483,-30.49652367304973
,,1739209797.1381524,-31.141103565318915
,,1739209797.1381562,-45.120503652039325
,,1739209797.1381602,-45.120503652039325
,,1739209797.1381643,-38.13080360867914
,,1739209797.138168,-45.120503652039325
,,1739209797.138172,-38.13080360867914
,,1739209797.138176,-45.120503652039325
,,1739209797.13818,-45.120503652039325
,,1739209797.1381838,-45.120503652039325
,,1739209797.138188,-45.120503652039325
,,1739209797.138192,-38.13080360867914
,,1739209797.1381958,-38.13080360867914
,,1739209797.1381998,-31.141103565318893
,,1739209797.1382036,-33.981070128970906
,,1739209797.1382077,-45.120503652039325
,,1739209797.1382115,-45.120503652039325
,,1739209797.1382155,-28.58837851428586
,,1739209797.1382196,-25.62660358559016
,,1739209797.1382234,-38.13080360867914
,,1739209797.1382277,-45.120503652039325
,,1739209797.1382315,-33.981070128970906
,,1739209797.138235,-31.141103565318915
,,1739209797.1382394,-32.816014438256545
,,1739209797.1382432,-38.13080360867914
,,1739209797.1382473,-33.981070128970906
,,1739209797.138251,-28.21854285175415
,,1739209797.1382551,-28.992665084841946
,,1739209797.1382592,-38.13080360867914
,,1739209797.138263,-32.816014438256545
,,1739209797.138267,-35.57807855764607
,,1739209797.1382709,-45.120503652039325
,,1739209797.138275,-33.981070128970906
,,1739209797.138279,-45.120503652039325
,,1739209797.1382828,-35.57807855764607
,,1739209797.1382868,-45.120503652039325
,,1739209797.1382906,-38.13080360867914
,,1739209797.1382947,-32.816014438256545
,,1739209797.1382987,-27.267205301931607
,,1739209797.1383026,-38.13080360867914
,,1739209797.1383066,-38.13080360867914
,,1739209797.1383104,-38.13080360867914
,,1739209797.1383145,-31.141103565318943
,,1739209797.1383183,-38.13080360867914
,,1739209797.1383224,-45.120503652039325
,,1739209797.1383264,-45.120503652039325
,,1739209797.1383302,-33.981070128970906
,,1739209797.1383345,-35.57807855764607
,,1739209797.138338,-45.120503652039325
,,1739209797.138342,-38.13080360867914
,,1739209797.1383462,-45.120503652039325
,,1739209797.13835,-22.84163660590256
,,1739209797.138354,-38.13080360867914
,,1739209797.138358,-45.120503652039325
,,1739209797.138362,-32.81601443825658
,,1739209797.138366,-38.13080360867914
,,1739209797.1383698,-14.686880871828
,,1739209797.138374,-33.981070128970906
,,1739209797.1383777,-33.981070128970906
,,1739209797.1383815,-33.981070128970906
,,1739209797.1383858,-45.120503652039325
,,1739209797.1383896,-38.13080360867914
,,1739209797.1383936,-31.141103565318915
,,1739209797.1383977,-38.13080360867914
,,1739209797.1384015,-45.120503652039325
,,1739209797.138405,-35.57807855764607
,,1739209797.1384094,-38.13080360867914
,,1739209797.1384134,-45.120503652039325
,,1739209797.1384172,-33.981070128970906
,,1739209797.1384213,-32.816014438256545
,,1739209797.138425,-14.71843737629218
,,1739209797.1384292,-17.245898906855142
,,1739209797.1384332,-31.14110356531892
,,1739209797.138437,-31.141103565318915
,,1739209797.138441,-25.07728991421287
,,1739209797.138445,-38.13080360867914
,,1739209797.138449,-45.120503652039325
,,1739209797.138453,-45.120503652039325
,,1739209797.1384568,-38.13080360867914
,,1739209797.1384609,-38.13080360867914
,,1739209797.1384647,-38.13080360867914
,,1739209797.1384687,-45.120503652039325
