CAN Message, 0x24:028f7ace11bff7c7,Timestamp,Amplitude
,,1739209789.6935503,-38.13080360867914
,,1739209789.6935513,-45.120503652039325
,,1739209789.6935525,-45.120503652039325
,,1739209789.6935532,-33.981070128970906
,,1739209789.6935542,-38.13080360867914
,,1739209789.693555,-45.120503652039325
,,1739209789.693556,-45.120503652039325
,,1739209789.693557,-35.57807855764607
,,1739209789.693558,-35.57807855764607
,,1739209789.693559,-45.120503652039325
,,1739209789.69356,-45.120503652039325
,,1739209789.6935608,-38.13080360867914
,,1739209789.6935618,-45.120503652039325
,,1739209789.6935625,-45.120503652039325
,,1739209789.6935637,-38.13080360867914
,,1739209789.6935644,-33.981070128970906
,,1739209789.6935654,-45.120503652039325
,,1739209789.6935663,-45.120503652039325
,,1739209789.6935673,-38.13080360867914
,,1739209789.6935682,-45.120503652039325
,,1739209789.6935692,-45.120503652039325
,,1739209789.69357,-38.13080360867914
,,1739209789.693571,-38.13080360867914
,,1739209789.693572,-45.120503652039325
,,1739209789.693573,-38.13080360867914
,,1739209789.693574,-38.13080360867914
,,1739209789.693575,-38.13080360867914
,,1739209789.693576,-38.13080360867914
,,1739209789.6935768,-38.13080360867914
,,1739209789.6935778,-35.57807855764607
,,1739209789.6935787,-38.13080360867914
,,1739209789.6935797,-45.120503652039325
,,1739209789.6935806,-38.13080360867914
,,1739209789.6935816,-45.120503652039325
,,1739209789.6935823,-45.120503652039325
,,1739209789.6935835,-38.13080360867914
,,1739209789.6935844,-32.816014438256545
,,1739209789.6935854,-45.120503652039325
,,1739209789.6935863,-45.120503652039325
,,1739209789.6935873,-45.120503652039325
,,1739209789.6935885,-38.13080360867914
,,1739209789.6935892,-38.13080360867914
,,1739209789.6935902,-38.13080360867914
,,1739209789.693591,-38.13080360867914
,,1739209789.693592,-38.13080360867914
,,1739209789.693593,-38.13080360867914
,,1739209789.693594,-45.120503652039325
,,1739209789.693595,-35.57807855764607
,,1739209789.693596,-33.981070128970906
,,1739209789.6935968,-26.99137008561072
,,1739209789.6935978,-16.663323472372703
,,1739209789.6935987,-10.056806481084257
,,1739209789.6935997,-27.267205301931607
,,1739209789.693601,-38.13080360867914
,,1739209789.6936016,-38.13080360867914
,,1739209789.6936026,-38.13080360867914
,,1739209789.6936035,-45.120503652039325
,,1739209789.6936045,-38.13080360867914
,,1739209789.6936054,-45.120503652039325
,,1739209789.6936064,-45.120503652039325
,,1739209789.693607,-38.13080360867914
,,1739209789.693608,-38.13080360867914
,,1739209789.693609,-38.13080360867914
,,1739209789.69361,-38.13080360867914
,,1739209789.693611,-38.13080360867914
,,1739209789.693612,-45.120503652039325
,,1739209789.6936128,-45.120503652039325
,,1739209789.6936138,-24.589719217205094
,,1739209789.6936147,-38.13080360867914
,,1739209789.6936157,-23.50682362968953
,,1739209789.6936166,-27.8777449560314
,,1739209789.6936176,-25.077289914212862
,,1739209789.6936183,-25.25278630937684
,,1739209789.6936195,-31.141103565318943
,,1739209789.6936204,-22.002965041481744
,,1739209789.6936214,-22.002965041481744
,,1739209789.6936224,-31.141103565318915
,,1739209789.6936233,-38.13080360867914
,,1739209789.6936245,-31.141103565318943
,,1739209789.6936252,-15.275230518601363
,,1739209789.6936262,-13.743798279671742
,,1739209789.693627,-21.228842808393978
,,1739209789.693628,-45.120503652039325
,,1739209789.693629,-33.981070128970906
,,1739209789.69363,-25.62660358559016
,,1739209789.693631,-33.981070128970906
,,1739209789.693632,-28.21854285175415
,,1739209789.6936328,-32.81601443825658
,,1739209789.6936338,-38.13080360867914
,,1739209789.6936347,-33.981070128970906
,,1739209789.6936357,-28.58837851428586
