CAN Message, 0x1bb:0000af266bd0e2d9,Timestamp,Amplitude
,,1739209731.484372,-35.57807855764607
,,1739209731.4843726,-35.57807855764607
,,1739209731.484373,-45.120503652039325
,,1739209731.484373,-38.13080360867914
,,1739209731.4843738,-38.13080360867914
,,1739209731.4843743,-45.120503652039325
,,1739209731.4843748,-38.13080360867914
,,1739209731.4843752,-38.13080360867914
,,1739209731.4843757,-38.13080360867914
,,1739209731.484376,-45.120503652039325
,,1739209731.4843764,-38.13080360867914
,,1739209731.484377,-45.120503652039325
,,1739209731.4843774,-38.13080360867914
,,1739209731.484378,-38.13080360867914
,,1739209731.4843783,-45.120503652039325
,,1739209731.4843786,-45.120503652039325
,,1739209731.484379,-38.13080360867914
,,1739209731.4843795,-32.816014438256545
,,1739209731.48438,-45.120503652039325
,,1739209731.4843805,-38.13080360867914
,,1739209731.484381,-38.13080360867914
,,1739209731.4843814,-38.13080360867914
,,1739209731.4843817,-38.13080360867914
,,1739209731.4843822,-38.13080360867914
,,1739209731.4843826,-45.120503652039325
,,1739209731.484383,-38.13080360867914
,,1739209731.4843836,-33.981070128970906
,,1739209731.484384,-38.13080360867914
,,1739209731.4843843,-45.120503652039325
,,1739209731.4843848,-38.13080360867914
,,1739209731.4843853,-38.13080360867914
,,1739209731.4843855,-38.13080360867914
,,1739209731.4843862,-35.57807855764607
,,1739209731.4843867,-38.13080360867914
,,1739209731.484387,-38.13080360867914
,,1739209731.4843874,-35.57807855764607
,,1739209731.484388,-45.120503652039325
,,1739209731.4843884,-32.816014438256545
,,1739209731.4843888,-35.57807855764607
,,1739209731.4843893,-35.57807855764607
,,1739209731.4843895,-45.120503652039325
,,1739209731.48439,-45.120503652039325
,,1739209731.4843905,-38.13080360867914
,,1739209731.484391,-33.981070128970906
,,1739209731.4843917,-45.120503652039325
,,1739209731.484392,-33.98107012897096
,,1739209731.4843924,-38.13080360867914
,,1739209731.4843926,-38.13080360867914
,,1739209731.4843931,-45.120503652039325
,,1739209731.4843936,-28.58837851428586
,,1739209731.484394,-14.354099215335872
,,1739209731.4843946,-19.692249382447496
,,1739209731.484395,-26.991370085610736
,,1739209731.4843953,-45.120503652039325
,,1739209731.4843955,-45.120503652039325
,,1739209731.4843962,-45.120503652039325
,,1739209731.4843967,-38.13080360867914
,,1739209731.4843972,-31.141103565318893
,,1739209731.4843976,-33.981070128970906
,,1739209731.484398,-45.120503652039325
,,1739209731.4843984,-45.120503652039325
,,1739209731.4843988,-38.13080360867914
,,1739209731.4843993,-33.981070128970906
,,1739209731.4843998,-35.57807855764607
,,1739209731.4844005,-45.120503652039325
,,1739209731.4844005,-38.13080360867914
,,1739209731.484401,-38.13080360867914
,,1739209731.4844017,-38.13080360867914
,,1739209731.484402,-45.120503652039325
,,1739209731.4844024,-32.81601443825658
,,1739209731.484403,-38.13080360867914
,,1739209731.4844034,-45.120503652039325
,,1739209731.4844036,-33.981070128970906
,,1739209731.484404,-38.13080360867914
,,1739209731.4844046,-18.263086266016654
,,1739209731.484405,-31.141103565318915
,,1739209731.4844055,-38.13080360867914
,,1739209731.484406,-23.506823629689546
,,1739209731.4844062,-38.13080360867914
,,1739209731.4844067,-8.564317816627069
,,1739209731.4844072,-19.84420464332591
,,1739209731.4844077,-35.57807855764607
,,1739209731.484408,-33.981070128970906
,,1739209731.4844086,-38.13080360867914
,,1739209731.4844089,-38.13080360867914
,,1739209731.484409,-30.49652367304976
,,1739209731.4844098,-33.981070128970906
,,1739209731.4844103,-38.13080360867914
,,1739209731.4844108,-45.120503652039325
,,1739209731.4844112,-45.120503652039325
,,1739209731.4844117,-35.57807855764607
,,1739209731.484412,-38.13080360867914
,,1739209731.4844124,-38.13080360867914
,,1739209731.484413,-26.99137008561072
,,1739209731.4844134,-45.120503652039325
,,1739209731.484414,-45.120503652039325
,,1739209731.4844143,-35.57807855764607
,,1739209731.4844146,-38.13080360867914
,,1739209731.484415,-45.120503652039325
,,1739209731.4844155,-38.13080360867914
,,1739209731.484416,-31.141103565318915
,,1739209731.4844165,-27.267205301931607
,,1739209731.484417,-28.992665084841946
,,1739209731.4844172,-26.991370085610736
,,1739209731.4844177,-38.13080360867914
,,1739209731.4844182,-32.816014438256545
,,1739209731.4844186,-28.58837851428586
,,1739209731.484419,-27.87774495603141
,,1739209731.4844196,-13.706005918034618
,,1739209731.4844198,-33.981070128970906
,,1739209731.4844203,-32.816014438256545
,,1739209731.4844208,-45.120503652039325
,,1739209731.4844213,-38.13080360867914
,,1739209731.4844215,-33.981070128970906
