CAN Message, 0x62:0cf58b6ada6ddd20,Timestamp,Amplitude
,,1739209636.1488905,-38.13080360867914
,,1739209636.1489036,-35.57807855764607
,,1739209636.148917,-45.120503652039325
,,1739209636.1489303,-45.120503652039325
,,1739209636.1489437,-32.816014438256545
,,1739209636.1489573,-32.816014438256545
,,1739209636.1489706,-45.120503652039325
,,1739209636.148984,-35.57807855764607
,,1739209636.1489973,-32.816014438256545
,,1739209636.149011,-45.120503652039325
,,1739209636.149024,-38.13080360867914
,,1739209636.1490374,-38.13080360867914
,,1739209636.1490507,-45.120503652039325
,,1739209636.149064,-45.120503652039325
,,1739209636.1490774,-45.120503652039325
,,1739209636.1490908,-38.13080360867914
,,1739209636.149104,-45.120503652039325
,,1739209636.1491177,-38.13080360867914
,,1739209636.1491308,-38.13080360867914
,,1739209636.1491442,-45.120503652039325
,,1739209636.1491575,-35.57807855764607
,,1739209636.149171,-35.57807855764607
,,1739209636.1491845,-35.57807855764607
,,1739209636.1491978,-38.13080360867914
,,1739209636.1492112,-45.120503652039325
,,1739209636.1492243,-38.13080360867914
,,1739209636.149238,-45.120503652039325
,,1739209636.1492512,-45.120503652039325
,,1739209636.1492646,-45.120503652039325
,,1739209636.149278,-38.13080360867914
,,1739209636.1492913,-38.13080360867914
,,1739209636.1493046,-45.120503652039325
,,1739209636.149318,-45.120503652039325
,,1739209636.149331,-38.13080360867914
,,1739209636.1493447,-38.13080360867914
,,1739209636.149358,-45.120503652039325
,,1739209636.1493714,-35.57807855764607
,,1739209636.149385,-45.120503652039325
,,1739209636.1493983,-38.13080360867914
,,1739209636.1494117,-38.13080360867914
,,1739209636.149425,-45.120503652039325
,,1739209636.1494384,-38.13080360867914
,,1739209636.1494515,-45.120503652039325
,,1739209636.149465,-45.120503652039325
,,1739209636.1494784,-45.120503652039325
,,1739209636.1494918,-33.981070128970906
,,1739209636.1495051,-45.120503652039325
,,1739209636.1495185,-45.120503652039325
,,1739209636.1495318,-38.13080360867914
,,1739209636.1495452,-45.120503652039325
,,1739209636.1495583,-13.287805215211243
,,1739209636.149572,-29.43848641136937
,,1739209636.1495852,-29.438486411369333
,,1739209636.1495986,-45.120503652039325
,,1739209636.1496122,-38.13080360867914
,,1739209636.1496255,-38.13080360867914
,,1739209636.149639,-38.13080360867914
,,1739209636.1496522,-31.141103565318915
,,1739209636.1496656,-45.120503652039325
,,1739209636.149679,-38.13080360867914
,,1739209636.1496923,-29.438486411369333
,,1739209636.1497056,-30.49652367304973
,,1739209636.149719,-45.120503652039325
,,1739209636.1497324,-45.120503652039325
,,1739209636.1497457,-32.816014438256545
,,1739209636.149759,-33.981070128970906
,,1739209636.1497724,-45.120503652039325
,,1739209636.1497858,-38.13080360867914
,,1739209636.149799,-38.13080360867914
,,1739209636.1498125,-45.120503652039325
,,1739209636.149826,-38.13080360867914
,,1739209636.1498394,-38.13080360867914
,,1739209636.1498528,-45.120503652039325
,,1739209636.149866,-26.99137008561072
,,1739209636.1498797,-17.952126419044045
,,1739209636.1498928,-45.120503652039325
,,1739209636.1499062,-31.141103565318915
,,1739209636.1499195,-33.98107012897096
,,1739209636.1499329,-20.88804491267121
,,1739209636.1499462,-8.285530475241176
,,1739209636.1499596,-33.981070128970906
,,1739209636.149973,-22.54371790334745
,,1739209636.1499865,-38.13080360867914
,,1739209636.1499996,-33.981070128970906
,,1739209636.150013,-35.57807855764607
,,1739209636.1500263,-33.981070128970906
,,1739209636.15004,-45.120503652039325
,,1739209636.1500533,-38.13080360867914
,,1739209636.1500666,-35.57807855764607
,,1739209636.15008,-33.981070128970906
,,1739209636.1500933,-45.120503652039325
,,1739209636.150107,-45.120503652039325
,,1739209636.15012,-38.13080360867914
,,1739209636.1501334,-28.992665084841946
,,1739209636.1501467,-38.13080360867914
,,1739209636.15016,-45.120503652039325
,,1739209636.1501734,-45.120503652039325
,,1739209636.1501868,-28.218542851754165
,,1739209636.1502,-38.13080360867914
,,1739209636.1502137,-38.13080360867914
,,1739209636.1502268,-45.120503652039325
,,1739209636.1502402,-33.981070128970906
,,1739209636.1502538,-25.62660358559016
,,1739209636.1502671,-22.44878636800916
,,1739209636.1502805,-45.120503652039325
,,1739209636.1502938,-38.13080360867914
,,1739209636.1503072,-28.992665084841946
,,1739209636.1503203,-18.636903542229973
,,1739209636.150334,-12.712515940865975
,,1739209636.1503472,-31.141103565318915
,,1739209636.1503606,-32.816014438256545
,,1739209636.150374,-38.13080360867914
,,1739209636.1503873,-33.981070128970906
,,1739209636.1504006,-45.120503652039325
,,1739209636.150414,-45.120503652039325
,,1739209636.150427,-45.120503652039325
,,1739209636.1504407,-38.13080360867914
