CAN Message, 0x1b8:01004dbdcf9cd874,Timestamp,Amplitude
,,1739209821.1085083,-35.57807855764607
,,1739209821.1085122,-38.13080360867914
,,1739209821.108516,-45.120503652039325
,,1739209821.1085198,-45.120503652039325
,,1739209821.1085236,-38.13080360867914
,,1739209821.1085277,-33.981070128970906
,,1739209821.1085317,-45.120503652039325
,,1739209821.1085353,-38.13080360867914
,,1739209821.108539,-45.120503652039325
,,1739209821.108543,-33.981070128970906
,,1739209821.108547,-45.120503652039325
,,1739209821.1085508,-45.120503652039325
,,1739209821.1085546,-33.981070128970906
,,1739209821.1085584,-33.981070128970906
,,1739209821.1085622,-45.120503652039325
,,1739209821.1085663,-38.13080360867914
,,1739209821.10857,-45.120503652039325
,,1739209821.108574,-45.120503652039325
,,1739209821.1085775,-35.57807855764607
,,1739209821.1085815,-38.13080360867914
,,1739209821.1085856,-45.120503652039325
,,1739209821.1085894,-24.438645034577675
,,1739209821.1085932,-31.141103565318915
,,1739209821.108597,-38.13080360867914
,,1739209821.1086009,-45.120503652039325
,,1739209821.108605,-45.120503652039325
,,1739209821.1086087,-45.120503652039325
,,1739209821.1086123,-45.120503652039325
,,1739209821.1086164,-38.13080360867914
,,1739209821.1086202,-45.120503652039325
,,1739209821.1086242,-32.816014438256545
,,1739209821.108628,-30.49652367304973
,,1739209821.1086318,-45.120503652039325
,,1739209821.1086357,-38.13080360867914
,,1739209821.1086397,-38.13080360867914
,,1739209821.1086435,-33.981070128970906
,,1739209821.108647,-45.120503652039325
,,1739209821.1086512,-45.120503652039325
,,1739209821.108655,-45.120503652039325
,,1739209821.1086588,-33.981070128970906
,,1739209821.1086628,-35.57807855764607
,,1739209821.108667,-45.120503652039325
,,1739209821.1086705,-38.13080360867914
,,1739209821.1086743,-45.120503652039325
,,1739209821.108678,-38.13080360867914
,,1739209821.1086822,-25.25278630937684
,,1739209821.108686,-45.120503652039325
,,1739209821.1086898,-38.13080360867914
,,1739209821.1086936,-31.141103565318915
,,1739209821.1086974,-29.438486411369347
,,1739209821.1087012,-12.653056554800877
,,1739209821.1087053,-28.992665084841967
,,1739209821.108709,-38.13080360867914
,,1739209821.108713,-45.120503652039325
,,1739209821.1087167,-45.120503652039325
,,1739209821.1087203,-38.13080360867914
,,1739209821.1087246,-38.13080360867914
,,1739209821.1087284,-38.13080360867914
,,1739209821.1087322,-38.13080360867914
,,1739209821.108736,-24.589719217205094
,,1739209821.10874,-33.981070128970906
,,1739209821.108744,-45.120503652039325
,,1739209821.1087475,-35.57807855764607
,,1739209821.1087515,-38.13080360867914
,,1739209821.1087554,-45.120503652039325
,,1739209821.1087592,-45.120503652039325
,,1739209821.1087632,-32.816014438256545
,,1739209821.108767,-25.82631439489636
