CAN Message, 0x24:0deb045ad871c455,Timestamp,Amplitude
,,1739209810.2634685,-38.13080360867914
,,1739209810.2634716,-38.13080360867914
,,1739209810.263475,-30.49652367304973
,,1739209810.2634785,-35.57807855764607
,,1739209810.263482,-45.120503652039325
,,1739209810.2634852,-38.13080360867914
,,1739209810.2634883,-45.120503652039325
,,1739209810.263492,-45.120503652039325
,,1739209810.2634952,-45.120503652039325
,,1739209810.2634983,-38.13080360867914
,,1739209810.263502,-38.13080360867914
,,1739209810.2635052,-38.13080360867914
,,1739209810.2635086,-35.57807855764607
,,1739209810.263512,-38.13080360867914
,,1739209810.2635152,-38.13080360867914
,,1739209810.2635188,-35.57807855764607
,,1739209810.263522,-38.13080360867914
,,1739209810.2635255,-38.13080360867914
,,1739209810.2635288,-45.120503652039325
,,1739209810.2635322,-38.13080360867914
,,1739209810.2635355,-38.13080360867914
,,1739209810.2635388,-35.57807855764607
,,1739209810.2635422,-45.120503652039325
,,1739209810.2635455,-38.13080360867914
,,1739209810.2635489,-38.13080360867914
,,1739209810.2635522,-38.13080360867914
,,1739209810.2635558,-45.120503652039325
,,1739209810.263559,-38.13080360867914
,,1739209810.2635624,-35.57807855764607
,,1739209810.2635658,-38.13080360867914
,,1739209810.263569,-45.120503652039325
,,1739209810.2635725,-38.13080360867914
,,1739209810.2635758,-38.13080360867914
,,1739209810.2635791,-38.13080360867914
,,1739209810.2635825,-45.120503652039325
,,1739209810.2635858,-45.120503652039325
,,1739209810.2635891,-32.816014438256545
,,1739209810.2635927,-38.13080360867914
,,1739209810.263596,-38.13080360867914
,,1739209810.2635994,-38.13080360867914
,,1739209810.2636027,-33.981070128970906
,,1739209810.263606,-45.120503652039325
,,1739209810.2636094,-45.120503652039325
,,1739209810.2636127,-45.120503652039325
,,1739209810.263616,-38.13080360867914
,,1739209810.2636194,-45.120503652039325
,,1739209810.2636228,-45.120503652039325
,,1739209810.263626,-38.13080360867914
,,1739209810.2636297,-38.13080360867914
,,1739209810.263633,-33.981070128970906
,,1739209810.2636364,-11.104775195274833
,,1739209810.2636397,-26.991370085610736
,,1739209810.263643,-45.120503652039325
,,1739209810.2636464,-32.816014438256545
,,1739209810.2636497,-38.13080360867914
,,1739209810.263653,-45.120503652039325
,,1739209810.2636564,-33.981070128970906
,,1739209810.2636597,-35.57807855764607
,,1739209810.2636633,-38.13080360867914
,,1739209810.2636666,-38.13080360867914
,,1739209810.26367,-38.13080360867914
,,1739209810.2636733,-32.816014438256545
,,1739209810.2636766,-38.13080360867914
,,1739209810.26368,-28.218542851754165
,,1739209810.2636833,-26.99137008561072
,,1739209810.263687,-33.981070128970906
,,1739209810.26369,-38.13080360867914
,,1739209810.263693,-38.13080360867914
,,1739209810.263697,-45.120503652039325
,,1739209810.2637002,-45.120503652039325
,,1739209810.2637036,-45.120503652039325
,,1739209810.263707,-45.120503652039325
,,1739209810.2637105,-33.981070128970906
,,1739209810.2637136,-31.14110356531892
,,1739209810.263717,-19.357090149981367
,,1739209810.2637205,-28.992665084841946
,,1739209810.2637236,-38.13080360867914
,,1739209810.263727,-28.58837851428586
,,1739209810.2637303,-23.16150712794696
,,1739209810.2637336,-11.508893700089027
,,1739209810.2637372,-28.58837851428586
,,1739209810.2637403,-45.120503652039325
,,1739209810.263744,-45.120503652039325
,,1739209810.2637472,-38.13080360867914
,,1739209810.2637506,-28.992665084841946
,,1739209810.263754,-45.120503652039325
,,1739209810.2637572,-45.120503652039325
,,1739209810.2637606,-45.120503652039325
,,1739209810.263764,-32.816014438256545
,,1739209810.2637672,-32.816014438256545
,,1739209810.2637706,-45.120503652039325
,,1739209810.2637742,-38.13080360867914
,,1739209810.2637775,-30.49652367304973
,,1739209810.2637808,-35.57807855764607
,,1739209810.2637842,-45.120503652039325
,,1739209810.2637875,-38.13080360867914
,,1739209810.2637908,-38.13080360867914
,,1739209810.2637942,-45.120503652039325
,,1739209810.2637975,-38.13080360867914
,,1739209810.2638009,-45.120503652039325
,,1739209810.2638042,-29.438486411369357
,,1739209810.2638075,-29.438486411369333
,,1739209810.263811,-25.07728991421287
,,1739209810.2638144,-21.522148828640407
,,1739209810.2638178,-33.981070128970906
,,1739209810.2638211,-35.57807855764607
,,1739209810.2638245,-27.87774495603141
,,1739209810.2638278,-14.686880871827997
,,1739209810.2638311,-10.935833442573289
,,1739209810.2638345,-25.25278630937684
,,1739209810.2638378,-33.981070128970906
,,1739209810.2638412,-45.120503652039325
,,1739209810.2638445,-38.13080360867914
,,1739209810.263848,-38.13080360867914
,,1739209810.2638514,-38.13080360867914
