CAN Message, 0x150:0300a46ea91cafbe,Timestamp,Amplitude
,,1739209680.3579726,-45.120503652039325
,,1739209680.3579917,-38.13080360867914
,,1739209680.3580108,-25.82631439489636
,,1739209680.3580298,-33.981070128970906
,,1739209680.358049,-45.120503652039325
,,1739209680.358068,-35.57807855764607
,,1739209680.358087,-32.816014438256545
,,1739209680.358106,-38.13080360867914
,,1739209680.3581252,-38.13080360867914
,,1739209680.3581443,-38.13080360867914
,,1739209680.3581634,-38.13080360867914
,,1739209680.3581824,-45.120503652039325
,,1739209680.3582015,-45.120503652039325
,,1739209680.3582206,-45.120503652039325
,,1739209680.3582397,-33.981070128970906
,,1739209680.3582587,-45.120503652039325
,,1739209680.3582778,-45.120503652039325
,,1739209680.3582969,-45.120503652039325
,,1739209680.358316,-33.981070128970906
,,1739209680.358335,-38.13080360867914
,,1739209680.358354,-45.120503652039325
,,1739209680.358373,-38.13080360867914
,,1739209680.358392,-32.816014438256545
,,1739209680.358411,-38.13080360867914
,,1739209680.35843,-38.13080360867914
,,1739209680.3584492,-32.816014438256545
,,1739209680.3584683,-33.981070128970906
,,1739209680.3584874,-38.13080360867914
,,1739209680.3585064,-45.120503652039325
,,1739209680.3585255,-38.13080360867914
,,1739209680.3585446,-38.13080360867914
,,1739209680.3585637,-38.13080360867914
,,1739209680.3585827,-38.13080360867914
,,1739209680.3586018,-35.57807855764607
,,1739209680.358621,-38.13080360867914
,,1739209680.35864,-38.13080360867914
,,1739209680.358659,-45.120503652039325
,,1739209680.358678,-38.13080360867914
,,1739209680.3586972,-38.13080360867914
,,1739209680.3587162,-45.120503652039325
,,1739209680.358735,-38.13080360867914
,,1739209680.3587544,-45.120503652039325
,,1739209680.3587737,-31.141103565318915
,,1739209680.3587923,-33.981070128970906
,,1739209680.3588116,-38.13080360867914
,,1739209680.3588307,-33.981070128970906
,,1739209680.3588498,-38.13080360867914
,,1739209680.3588688,-35.57807855764607
,,1739209680.358888,-38.13080360867914
,,1739209680.358907,-38.13080360867914
,,1739209680.3589258,-9.955149913081296
,,1739209680.358945,-20.10991102986178
,,1739209680.358964,-32.81601443825658
,,1739209680.358983,-29.438486411369333
,,1739209680.359002,-38.13080360867914
,,1739209680.3590212,-45.120503652039325
,,1739209680.3590405,-38.13080360867914
,,1739209680.359059,-45.120503652039325
,,1739209680.3590784,-45.120503652039325
,,1739209680.3590977,-45.120503652039325
,,1739209680.3591166,-38.13080360867914
,,1739209680.3591356,-38.13080360867914
,,1739209680.3591547,-33.981070128970906
,,1739209680.3591738,-31.141103565318915
,,1739209680.3591928,-38.13080360867914
,,1739209680.359212,-45.120503652039325
,,1739209680.359231,-38.13080360867914
,,1739209680.35925,-28.992665084841946
,,1739209680.3592691,-35.57807855764607
,,1739209680.3592882,-38.13080360867914
,,1739209680.3593073,-45.120503652039325
,,1739209680.3593264,-28.992665084841946
,,1739209680.3593454,-32.816014438256545
,,1739209680.3593645,-45.120503652039325
,,1739209680.3593836,-17.569380988088582
,,1739209680.359403,-38.13080360867914
,,1739209680.3594215,-33.981070128970906
,,1739209680.3594408,-38.13080360867914
,,1739209680.35946,-28.58837851428586
,,1739209680.359479,-8.862236519182176
,,1739209680.359498,-26.991370085610736
,,1739209680.3595169,-45.120503652039325
,,1739209680.359536,-38.13080360867914
,,1739209680.359555,-28.992665084841967
,,1739209680.359574,-45.120503652039325
,,1739209680.3595932,-45.120503652039325
,,1739209680.3596122,-45.120503652039325
,,1739209680.3596313,-45.120503652039325
,,1739209680.3596504,-45.120503652039325
,,1739209680.3596694,-45.120503652039325
,,1739209680.3596883,-45.120503652039325
,,1739209680.3597076,-32.816014438256545
,,1739209680.359727,-35.57807855764607
,,1739209680.3597455,-45.120503652039325
,,1739209680.3597648,-35.57807855764607
,,1739209680.359784,-45.120503652039325
,,1739209680.359803,-45.120503652039325
,,1739209680.359822,-33.981070128970906
,,1739209680.359841,-45.120503652039325
,,1739209680.3598602,-22.44878636800916
,,1739209680.3598793,-30.49652367304973
,,1739209680.3598983,-38.13080360867914
,,1739209680.3599174,-28.992665084841946
,,1739209680.3599365,-20.277505258571438
,,1739209680.3599555,-38.13080360867914
,,1739209680.3599746,-30.49652367304973
,,1739209680.3599937,-31.141103565318943
,,1739209680.3600128,-19.69224938244749
,,1739209680.3600318,-10.160899703222242
,,1739209680.360051,-38.13080360867914
,,1739209680.36007,-38.13080360867914
,,1739209680.3600888,-27.8777449560314
,,1739209680.360108,-32.816014438256545
,,1739209680.360127,-38.13080360867914
,,1739209680.360146,-32.816014438256545
,,1739209680.360165,-38.13080360867914
,,1739209680.3601842,-38.13080360867914
,,1739209680.3602033,-25.82631439489636
,,1739209680.3602223,-45.120503652039325
,,1739209680.3602414,-33.981070128970906
,,1739209680.3602605,-31.141103565318893
,,1739209680.3602796,-45.120503652039325
,,1739209680.3602986,-38.13080360867914
,,1739209680.3603177,-38.13080360867914
,,1739209680.3603368,-33.981070128970906
,,1739209680.360356,-33.981070128970906
,,1739209680.360375,-38.13080360867914
,,1739209680.360394,-18.877682693682605
,,1739209680.360413,-29.438486411369333
,,1739209680.360432,-45.120503652039325
,,1739209680.3604512,-45.120503652039325
,,1739209680.3604703,-38.13080360867914
,,1739209680.3604894,-45.120503652039325
,,1739209680.3605084,-38.13080360867914
,,1739209680.3605275,-38.13080360867914
,,1739209680.3605466,-45.120503652039325
,,1739209680.3605657,-45.120503652039325
,,1739209680.3605847,-45.120503652039325
,,1739209680.3606038,-45.120503652039325
,,1739209680.360623,-45.120503652039325
,,1739209680.360642,-38.13080360867914
,,1739209680.3606608,-38.13080360867914
,,1739209680.36068,-38.13080360867914
,,1739209680.360699,-38.13080360867914
,,1739209680.360718,-45.120503652039325
,,1739209680.360737,-35.57807855764607
,,1739209680.3607562,-38.13080360867914
,,1739209680.3607752,-32.816014438256545
,,1739209680.3607943,-26.991370085610736
,,1739209680.3608134,-38.13080360867914
