CAN Message, 0x62:00cd2c226275ce2b,Timestamp,Amplitude
,,1739209588.1563516,-45.120503652039325
,,1739209588.1563563,-45.120503652039325
,,1739209588.156361,-38.13080360867914
,,1739209588.156366,-38.13080360867914
,,1739209588.1563706,-45.120503652039325
,,1739209588.1563754,-38.13080360867914
,,1739209588.1563802,-45.120503652039325
,,1739209588.156385,-38.13080360867914
,,1739209588.1563897,-45.120503652039325
,,1739209588.1563945,-38.13080360867914
,,1739209588.1563993,-38.13080360867914
,,1739209588.156404,-38.13080360867914
,,1739209588.1564088,-32.816014438256545
,,1739209588.1564136,-45.120503652039325
,,1739209588.1564183,-38.13080360867914
,,1739209588.156423,-38.13080360867914
,,1739209588.156428,-38.13080360867914
,,1739209588.1564326,-45.120503652039325
,,1739209588.1564374,-33.981070128970906
,,1739209588.1564422,-33.981070128970906
,,1739209588.156447,-45.120503652039325
,,1739209588.1564517,-45.120503652039325
,,1739209588.1564565,-38.13080360867914
,,1739209588.1564612,-38.13080360867914
,,1739209588.156466,-45.120503652039325
,,1739209588.1564708,-38.13080360867914
,,1739209588.1564753,-33.981070128970906
,,1739209588.15648,-33.981070128970906
,,1739209588.1564848,-45.120503652039325
,,1739209588.1564896,-45.120503652039325
,,1739209588.1564944,-38.13080360867914
,,1739209588.1564991,-38.13080360867914
,,1739209588.156504,-45.120503652039325
,,1739209588.1565087,-45.120503652039325
,,1739209588.1565137,-45.120503652039325
,,1739209588.1565182,-38.13080360867914
,,1739209588.156523,-45.120503652039325
,,1739209588.1565278,-45.120503652039325
,,1739209588.1565323,-33.981070128970906
,,1739209588.1565373,-38.13080360867914
,,1739209588.156542,-38.13080360867914
,,1739209588.1565468,-33.981070128970906
,,1739209588.1565516,-38.13080360867914
,,1739209588.1565564,-33.981070128970906
,,1739209588.1565611,-45.120503652039325
,,1739209588.156566,-45.120503652039325
,,1739209588.156571,-38.13080360867914
,,1739209588.1565754,-38.13080360867914
,,1739209588.1565802,-33.981070128970906
,,1739209588.156585,-31.14110356531892
,,1739209588.1565895,-13.9378563911445
,,1739209588.1565945,-19.22100763878221
,,1739209588.1565993,-30.49652367304976
,,1739209588.156604,-33.981070128970906
,,1739209588.1566088,-38.13080360867914
,,1739209588.1566136,-33.981070128970906
,,1739209588.1566184,-45.120503652039325
,,1739209588.1566231,-31.141103565318915
,,1739209588.156628,-45.120503652039325
,,1739209588.1566324,-31.14110356531892
,,1739209588.1566372,-45.120503652039325
,,1739209588.156642,-45.120503652039325
,,1739209588.1566467,-45.120503652039325
,,1739209588.1566515,-35.57807855764607
,,1739209588.1566565,-45.120503652039325
,,1739209588.156661,-35.57807855764607
,,1739209588.1566658,-38.13080360867914
,,1739209588.1566706,-32.816014438256545
,,1739209588.156675,-35.57807855764607
,,1739209588.15668,-45.120503652039325
,,1739209588.1566849,-45.120503652039325
,,1739209588.1566896,-32.816014438256545
,,1739209588.1566944,-38.13080360867914
,,1739209588.1566992,-45.120503652039325
,,1739209588.156704,-20.888044912671223
,,1739209588.1567087,-25.62660358559016
,,1739209588.1567135,-38.13080360867914
,,1739209588.1567185,-38.13080360867914
,,1739209588.156723,-38.13080360867914
,,1739209588.1567278,-10.094866960965655
,,1739209588.1567326,-22.84163660590256
,,1739209588.156737,-38.13080360867914
,,1739209588.156742,-38.13080360867914
,,1739209588.1567469,-38.13080360867914
,,1739209588.1567516,-35.57807855764607
,,1739209588.1567564,-38.13080360867914
,,1739209588.1567612,-38.13080360867914
,,1739209588.156766,-28.992665084841946
,,1739209588.1567707,-38.13080360867914
,,1739209588.1567757,-38.13080360867914
,,1739209588.1567802,-38.13080360867914
,,1739209588.156785,-31.14110356531892
,,1739209588.1567895,-45.120503652039325
,,1739209588.1567943,-45.120503652039325
,,1739209588.156799,-45.120503652039325
,,1739209588.1568038,-31.141103565318893
,,1739209588.1568086,-30.49652367304973
,,1739209588.1568134,-45.120503652039325
,,1739209588.1568182,-38.13080360867914
,,1739209588.156823,-45.120503652039325
,,1739209588.1568277,-38.13080360867914
,,1739209588.1568325,-38.13080360867914
,,1739209588.1568372,-32.816014438256545
,,1739209588.156842,-45.120503652039325
,,1739209588.1568468,-45.120503652039325
,,1739209588.1568515,-45.120503652039325
,,1739209588.1568563,-45.120503652039325
,,1739209588.156861,-28.58837851428586
,,1739209588.1568658,-17.600019173844906
,,1739209588.1568706,-45.120503652039325
,,1739209588.1568754,-45.120503652039325
,,1739209588.15688,-45.120503652039325
,,1739209588.156885,-38.13080360867914
,,1739209588.1568897,-38.13080360867914
,,1739209588.1568944,-45.120503652039325
,,1739209588.1568992,-45.120503652039325
,,1739209588.156904,-45.120503652039325
,,1739209588.1569088,-27.267205301931607
,,1739209588.1569135,-33.98107012897096
,,1739209588.1569183,-31.141103565318915
,,1739209588.156923,-45.120503652039325
,,1739209588.1569278,-35.57807855764607
,,1739209588.1569326,-45.120503652039325
,,1739209588.1569374,-28.21854285175415
,,1739209588.156942,-24.151403521958727
,,1739209588.156947,-45.120503652039325
,,1739209588.1569514,-33.981070128970906
,,1739209588.1569562,-8.09189194631
,,1739209588.156961,-23.38864096791655
,,1739209588.1569655,-45.120503652039325
,,1739209588.1569705,-33.981070128970906
,,1739209588.1569753,-31.141103565318893
,,1739209588.15698,-28.21854285175415
,,1739209588.1569848,-45.120503652039325
,,1739209588.1569896,-45.120503652039325
,,1739209588.1569943,-35.57807855764607
,,1739209588.156999,-32.816014438256545
,,1739209588.157004,-45.120503652039325
,,1739209588.1570086,-35.57807855764607
,,1739209588.1570134,-45.120503652039325
,,1739209588.1570182,-45.120503652039325
,,1739209588.157023,-38.13080360867914
,,1739209588.1570275,-45.120503652039325
,,1739209588.1570325,-32.816014438256545
,,1739209588.1570373,-26.0356534632528
,,1739209588.157042,-45.120503652039325
,,1739209588.1570468,-38.13080360867914
,,1739209588.1570516,-45.120503652039325
,,1739209588.1570563,-38.13080360867914
,,1739209588.157061,-31.141103565318915
,,1739209588.157066,-33.981070128970906
,,1739209588.1570706,-21.522148828640407
,,1739209588.1570754,-30.49652367304973
,,1739209588.1570802,-38.13080360867914
,,1739209588.157085,-29.438486411369333
,,1739209588.1570897,-31.141103565318943
,,1739209588.1570945,-12.732518024900124
,,1739209588.1570992,-28.58837851428586
,,1739209588.157104,-38.13080360867914
,,1739209588.1571083,-45.120503652039325
,,1739209588.1571133,-45.120503652039325
,,1739209588.157118,-32.816014438256545
,,1739209588.1571229,-45.120503652039325
,,1739209588.1571276,-38.13080360867914
,,1739209588.1571324,-35.57807855764607
,,1739209588.1571372,-38.13080360867914
,,1739209588.157142,-35.57807855764607
,,1739209588.1571467,-38.13080360867914
,,1739209588.1571517,-31.141103565318943
,,1739209588.1571562,-45.120503652039325
,,1739209588.157161,-45.120503652039325
,,1739209588.1571658,-38.13080360867914
,,1739209588.1571703,-35.57807855764607
,,1739209588.1571753,-45.120503652039325
,,1739209588.15718,-45.120503652039325
,,1739209588.1571848,-45.120503652039325
