CAN Message, 0x1bb:000097728928a81b,Timestamp,Amplitude
,,1739209773.3547716,-45.120503652039325
,,1739209773.3547742,-38.13080360867914
,,1739209773.354777,-45.120503652039325
,,1739209773.3547795,-45.120503652039325
,,1739209773.3547826,-38.13080360867914
,,1739209773.3547854,-38.13080360867914
,,1739209773.354788,-38.13080360867914
,,1739209773.354791,-38.13080360867914
,,1739209773.3547938,-35.57807855764607
,,1739209773.3547964,-38.13080360867914
,,1739209773.3547993,-38.13080360867914
,,1739209773.354802,-38.13080360867914
,,1739209773.3548048,-45.120503652039325
,,1739209773.3548076,-38.13080360867914
,,1739209773.3548102,-38.13080360867914
,,1739209773.354813,-45.120503652039325
,,1739209773.3548155,-45.120503652039325
,,1739209773.3548186,-38.13080360867914
,,1739209773.3548214,-45.120503652039325
,,1739209773.354824,-45.120503652039325
,,1739209773.354827,-45.120503652039325
,,1739209773.3548298,-45.120503652039325
,,1739209773.3548324,-38.13080360867914
,,1739209773.3548353,-45.120503652039325
,,1739209773.354838,-38.13080360867914
,,1739209773.3548408,-38.13080360867914
,,1739209773.3548436,-45.120503652039325
,,1739209773.3548462,-38.13080360867914
,,1739209773.354849,-38.13080360867914
,,1739209773.354852,-35.57807855764607
,,1739209773.3548546,-38.13080360867914
,,1739209773.3548574,-35.57807855764607
,,1739209773.35486,-38.13080360867914
,,1739209773.354863,-45.120503652039325
,,1739209773.3548658,-45.120503652039325
,,1739209773.3548684,-35.57807855764607
,,1739209773.3548713,-38.13080360867914
,,1739209773.354874,-45.120503652039325
,,1739209773.3548768,-38.13080360867914
,,1739209773.3548796,-35.57807855764607
,,1739209773.3548822,-45.120503652039325
,,1739209773.354885,-45.120503652039325
,,1739209773.354888,-45.120503652039325
,,1739209773.3548906,-38.13080360867914
,,1739209773.3548934,-35.57807855764607
,,1739209773.354896,-35.57807855764607
,,1739209773.354899,-45.120503652039325
,,1739209773.3549018,-32.816014438256545
,,1739209773.3549044,-33.981070128970906
,,1739209773.3549073,-45.120503652039325
,,1739209773.35491,-8.545164776459428
,,1739209773.3549128,-18.877682693682605
,,1739209773.3549156,-32.81601443825658
,,1739209773.3549182,-38.13080360867914
,,1739209773.354921,-38.13080360867914
,,1739209773.3549373,-35.57807855764607
,,1739209773.3549535,-38.13080360867914
,,1739209773.3549695,-45.120503652039325
,,1739209773.3549862,-38.13080360867914
,,1739209773.3550024,-38.13080360867914
,,1739209773.3550186,-45.120503652039325
,,1739209773.3550348,-45.120503652039325
,,1739209773.355051,-33.981070128970906
,,1739209773.3550673,-35.57807855764607
,,1739209773.3550837,-38.13080360867914
,,1739209773.3551,-45.120503652039325
,,1739209773.355116,-33.981070128970906
,,1739209773.3551323,-35.57807855764607
,,1739209773.3551486,-28.58837851428586
,,1739209773.3551648,-25.25278630937684
,,1739209773.355181,-45.120503652039325
,,1739209773.3551974,-38.13080360867914
,,1739209773.3552136,-31.141103565318915
,,1739209773.35523,-32.816014438256545
,,1739209773.355246,-22.002965041481744
,,1739209773.3552625,-35.57807855764607
,,1739209773.3552785,-31.141103565318943
,,1739209773.355295,-33.98107012897096
,,1739209773.3553112,-45.120503652039325
,,1739209773.3553274,-15.534864819819614
,,1739209773.3553436,-38.13080360867914
,,1739209773.3553598,-32.816014438256545
,,1739209773.355376,-45.120503652039325
,,1739209773.3553922,-38.13080360867914
,,1739209773.355409,-45.120503652039325
,,1739209773.355425,-38.13080360867914
,,1739209773.355441,-33.981070128970906
,,1739209773.3554573,-45.120503652039325
,,1739209773.3554735,-45.120503652039325
,,1739209773.3554895,-45.120503652039325
,,1739209773.3555062,-38.13080360867914
,,1739209773.3555224,-45.120503652039325
,,1739209773.3555386,-30.49652367304973
,,1739209773.3555548,-24.151403521958727
,,1739209773.355571,-45.120503652039325
,,1739209773.3555872,-32.816014438256545
,,1739209773.3556037,-38.13080360867914
,,1739209773.35562,-35.57807855764607
,,1739209773.355636,-38.13080360867914
,,1739209773.3556523,-45.120503652039325
,,1739209773.3556683,-45.120503652039325
,,1739209773.3556848,-28.58837851428586
,,1739209773.355701,-29.43848641136937
,,1739209773.3557174,-19.64275659816106
,,1739209773.3557336,-26.991370085610736
,,1739209773.3557498,-31.141103565318915
,,1739209773.355766,-28.992665084841946
,,1739209773.3557825,-17.85323156177357
,,1739209773.3557985,-9.570769068706896
,,1739209773.3558147,-27.267205301931607
,,1739209773.3558311,-45.120503652039325
,,1739209773.3558474,-45.120503652039325
,,1739209773.3558636,-38.13080360867914
,,1739209773.3558798,-25.077289914212862
,,1739209773.355896,-38.13080360867914
,,1739209773.3559122,-45.120503652039325
,,1739209773.355929,-35.57807855764607
,,1739209773.3559449,-21.522148828640407
,,1739209773.355961,-45.120503652039325
,,1739209773.3559773,-33.981070128970906
,,1739209773.3559935,-45.120503652039325
,,1739209773.3560095,-45.120503652039325
,,1739209773.356026,-35.57807855764607
,,1739209773.3560424,-45.120503652039325
,,1739209773.3560586,-32.816014438256545
,,1739209773.3560748,-33.98107012897096
,,1739209773.356091,-33.981070128970906
,,1739209773.3561072,-20.001670042250552
,,1739209773.3561234,-45.120503652039325
,,1739209773.3561397,-33.98107012897096
,,1739209773.356156,-45.120503652039325
,,1739209773.3561723,-38.13080360867914
,,1739209773.3561883,-45.120503652039325
,,1739209773.3562047,-45.120503652039325
,,1739209773.356221,-45.120503652039325
,,1739209773.3562372,-38.13080360867914
,,1739209773.3562536,-33.981070128970906
,,1739209773.3562698,-31.141103565318893
,,1739209773.356286,-45.120503652039325
,,1739209773.3563025,-33.981070128970906
,,1739209773.3563185,-45.120503652039325
,,1739209773.3563347,-24.438645034577675
,,1739209773.356351,-27.267205301931607
,,1739209773.356367,-45.120503652039325
,,1739209773.3563836,-45.120503652039325
,,1739209773.3563998,-33.981070128970906
,,1739209773.356416,-32.816014438256545
,,1739209773.3564322,-38.13080360867914
,,1739209773.3564484,-38.13080360867914
,,1739209773.3564649,-31.141103565318893
,,1739209773.356481,-45.120503652039325
,,1739209773.3564973,-25.25278630937684
,,1739209773.3565135,-35.57807855764607
,,1739209773.3565297,-38.13080360867914
,,1739209773.356546,-28.992665084841946
,,1739209773.356562,-25.826314394896357
,,1739209773.3565786,-15.57325574224866
,,1739209773.3565948,-31.14110356531892
,,1739209773.356611,-28.58837851428589
,,1739209773.3566272,-38.13080360867914
,,1739209773.3566434,-45.120503652039325
,,1739209773.3566597,-45.120503652039325
,,1739209773.356676,-45.120503652039325
,,1739209773.3566923,-45.120503652039325
,,1739209773.3567083,-38.13080360867914
,,1739209773.3567247,-33.981070128970906
,,1739209773.356741,-26.99137008561072
,,1739209773.3567572,-45.120503652039325
,,1739209773.3567734,-45.120503652039325
,,1739209773.3567898,-38.13080360867914
,,1739209773.356806,-31.14110356531892
,,1739209773.3568225,-33.981070128970906
,,1739209773.3568385,-45.120503652039325
,,1739209773.356855,-31.141103565318915
,,1739209773.356871,-31.14110356531892
,,1739209773.356887,-24.74623867263306
,,1739209773.3569036,-35.57807855764607
,,1739209773.3569198,-45.120503652039325
,,1739209773.356936,-31.141103565318915
,,1739209773.3569522,-38.13080360867914
,,1739209773.3569684,-33.981070128970906
,,1739209773.3569846,-45.120503652039325
,,1739209773.357001,-28.992665084841946
,,1739209773.3570173,-27.267205301931607
,,1739209773.3570335,-12.33068248338486
,,1739209773.3570497,-10.969100130080564
,,1739209773.357066,-22.84163660590256
,,1739209773.357082,-28.992665084841946
,,1739209773.3570986,-35.57807855764607
,,1739209773.3571148,-18.598040242006057
,,1739209773.357131,-38.13080360867914
,,1739209773.3571472,-33.981070128970906
,,1739209773.3571634,-45.120503652039325
,,1739209773.3571796,-35.57807855764607
,,1739209773.357196,-45.120503652039325
,,1739209773.3572123,-45.120503652039325
,,1739209773.3572285,-38.13080360867914
,,1739209773.3572447,-38.13080360867914
,,1739209773.357261,-28.992665084841946
,,1739209773.3572772,-33.981070128970906
,,1739209773.3572934,-38.13080360867914
,,1739209773.3573098,-38.13080360867914
,,1739209773.357326,-31.141103565318915
,,1739209773.3573422,-38.13080360867914
,,1739209773.3573585,-25.25278630937684
,,1739209773.357375,-33.981070128970906
,,1739209773.3573909,-28.992665084841946
,,1739209773.357407,-38.13080360867914
,,1739209773.3574235,-38.13080360867914
,,1739209773.3574398,-35.57807855764607
,,1739209773.357456,-35.57807855764607
,,1739209773.3574722,-35.57807855764607
,,1739209773.3574884,-35.57807855764607
,,1739209773.3575046,-45.120503652039325
,,1739209773.357521,-31.14110356531892
,,1739209773.3575373,-38.13080360867914
,,1739209773.3575535,-35.57807855764607
,,1739209773.3575697,-38.13080360867914
,,1739209773.357586,-14.71843737629218
,,1739209773.357602,-22.54371790334745
,,1739209773.3576183,-38.13080360867914
,,1739209773.3576348,-38.13080360867914
,,1739209773.357651,-33.981070128970906
