CAN Message, 0x150:0600c9c5cf73a940,Timestamp,Amplitude
,,1739209756.685223,-38.13080360867914
,,1739209756.6852283,-38.13080360867914
,,1739209756.6852334,-38.13080360867914
,,1739209756.6852384,-45.120503652039325
,,1739209756.6852434,-38.13080360867914
,,1739209756.6852484,-45.120503652039325
,,1739209756.6852534,-45.120503652039325
,,1739209756.6852584,-38.13080360867914
,,1739209756.6852636,-45.120503652039325
,,1739209756.6852686,-45.120503652039325
,,1739209756.6852736,-38.13080360867914
,,1739209756.685279,-33.981070128970906
,,1739209756.6852837,-38.13080360867914
,,1739209756.685289,-38.13080360867914
,,1739209756.6852937,-45.120503652039325
,,1739209756.6852987,-38.13080360867914
,,1739209756.685304,-35.57807855764607
,,1739209756.685309,-38.13080360867914
,,1739209756.685314,-45.120503652039325
,,1739209756.685319,-32.816014438256545
,,1739209756.685324,-35.57807855764607
,,1739209756.685329,-45.120503652039325
,,1739209756.685334,-38.13080360867914
,,1739209756.6853392,-38.13080360867914
,,1739209756.6853442,-45.120503652039325
,,1739209756.6853492,-38.13080360867914
,,1739209756.6853542,-35.57807855764607
,,1739209756.6853592,-38.13080360867914
,,1739209756.6853642,-45.120503652039325
,,1739209756.6853693,-45.120503652039325
,,1739209756.6853745,-45.120503652039325
,,1739209756.6853795,-32.816014438256545
,,1739209756.6853845,-35.57807855764607
,,1739209756.6853895,-45.120503652039325
,,1739209756.6853943,-38.13080360867914
,,1739209756.6853995,-32.816014438256545
,,1739209756.6854043,-33.981070128970906
,,1739209756.6854095,-45.120503652039325
,,1739209756.6854148,-35.57807855764607
,,1739209756.6854198,-35.57807855764607
,,1739209756.6854248,-31.141103565318915
,,1739209756.6854298,-45.120503652039325
,,1739209756.6854348,-45.120503652039325
,,1739209756.6854398,-45.120503652039325
,,1739209756.6854448,-45.120503652039325
,,1739209756.6854498,-45.120503652039325
,,1739209756.685455,-45.120503652039325
,,1739209756.68546,-45.120503652039325
,,1739209756.685465,-28.992665084841946
,,1739209756.68547,-25.82631439489636
,,1739209756.685475,-9.479763862267824
,,1739209756.68548,-27.267205301931607
,,1739209756.6854851,-38.13080360867914
,,1739209756.6854904,-38.13080360867914
,,1739209756.6854954,-38.13080360867914
,,1739209756.6855004,-38.13080360867914
,,1739209756.6855054,-33.981070128970906
,,1739209756.6855104,-32.816014438256545
,,1739209756.6855154,-38.13080360867914
,,1739209756.6855204,-45.120503652039325
,,1739209756.6855254,-38.13080360867914
,,1739209756.685531,-45.120503652039325
,,1739209756.6855357,-38.13080360867914
,,1739209756.685541,-45.120503652039325
,,1739209756.6855457,-38.13080360867914
,,1739209756.6855507,-38.13080360867914
,,1739209756.6855557,-35.57807855764607
,,1739209756.6855607,-45.120503652039325
,,1739209756.685566,-45.120503652039325
,,1739209756.685571,-35.57807855764607
,,1739209756.685576,-45.120503652039325
,,1739209756.685581,-45.120503652039325
,,1739209756.685586,-45.120503652039325
,,1739209756.685591,-28.58837851428586
,,1739209756.685596,-25.82631439489636
,,1739209756.685601,-35.57807855764607
,,1739209756.6856062,-35.57807855764607
,,1739209756.6856112,-45.120503652039325
,,1739209756.6856165,-45.120503652039325
,,1739209756.6856213,-31.14110356531892
,,1739209756.6856265,-27.8777449560314
,,1739209756.6856313,-45.120503652039325
,,1739209756.6856363,-45.120503652039325
,,1739209756.6856415,-35.57807855764607
,,1739209756.6856463,-38.13080360867914
,,1739209756.6856515,-45.120503652039325
,,1739209756.6856563,-38.13080360867914
,,1739209756.6856616,-45.120503652039325
,,1739209756.6856666,-33.98107012897096
,,1739209756.6856716,-35.57807855764607
,,1739209756.6856766,-45.120503652039325
,,1739209756.6856818,-45.120503652039325
,,1739209756.6856868,-38.13080360867914
,,1739209756.6856918,-38.13080360867914
,,1739209756.6856968,-33.981070128970906
,,1739209756.6857018,-45.120503652039325
,,1739209756.6857069,-27.267205301931607
,,1739209756.685712,-32.816014438256545
,,1739209756.685717,-33.981070128970906
,,1739209756.685722,-45.120503652039325
,,1739209756.6857271,-45.120503652039325
,,1739209756.685732,-33.981070128970906
,,1739209756.6857371,-26.03565346325281
,,1739209756.685742,-28.218542851754165
,,1739209756.6857471,-38.13080360867914
,,1739209756.6857522,-45.120503652039325
,,1739209756.6857574,-29.438486411369333
,,1739209756.6857624,-21.228842808393978
,,1739209756.6857674,-17.217652011706875
,,1739209756.6857724,-30.49652367304973
,,1739209756.6857774,-45.120503652039325
,,1739209756.6857824,-38.13080360867914
,,1739209756.6857874,-35.57807855764607
,,1739209756.6857927,-38.13080360867914
,,1739209756.6857977,-38.13080360867914
,,1739209756.6858027,-38.13080360867914
,,1739209756.6858077,-28.992665084841967
,,1739209756.6858127,-20.165060276574795
,,1739209756.6858177,-35.57807855764607
,,1739209756.6858227,-38.13080360867914
,,1739209756.6858275,-38.13080360867914
,,1739209756.685833,-38.13080360867914
