CAN Message, 0x1a7:00007c2c4631beeb,Timestamp,Amplitude
,,1739209830.9932911,-45.120503652039325
,,1739209830.993299,-38.13080360867914
,,1739209830.9933069,-32.816014438256545
,,1739209830.9933147,-45.120503652039325
,,1739209830.9933226,-45.120503652039325
,,1739209830.9933305,-38.13080360867914
,,1739209830.9933383,-38.13080360867914
,,1739209830.9933462,-38.13080360867914
,,1739209830.993354,-38.13080360867914
,,1739209830.993362,-38.13080360867914
,,1739209830.9933698,-33.981070128970906
,,1739209830.993378,-33.981070128970906
,,1739209830.9933858,-45.120503652039325
,,1739209830.9933937,-45.120503652039325
,,1739209830.9934015,-45.120503652039325
,,1739209830.9934094,-45.120503652039325
,,1739209830.9934173,-45.120503652039325
,,1739209830.9934251,-45.120503652039325
,,1739209830.993433,-38.13080360867914
,,1739209830.9934409,-38.13080360867914
,,1739209830.9934487,-45.120503652039325
,,1739209830.9934566,-20.954098578656488
,,1739209830.9934645,-38.13080360867914
,,1739209830.9934723,-38.13080360867914
,,1739209830.9934802,-45.120503652039325
,,1739209830.993488,-45.120503652039325
,,1739209830.993496,-45.120503652039325
,,1739209830.9935038,-45.120503652039325
,,1739209830.9935117,-38.13080360867914
,,1739209830.9935195,-35.57807855764607
,,1739209830.9935274,-45.120503652039325
,,1739209830.9935355,-38.13080360867914
,,1739209830.9935434,-38.13080360867914
,,1739209830.9935513,-38.13080360867914
,,1739209830.9935591,-45.120503652039325
,,1739209830.993567,-45.120503652039325
,,1739209830.9935749,-45.120503652039325
,,1739209830.9935827,-38.13080360867914
,,1739209830.9935906,-38.13080360867914
,,1739209830.9935985,-45.120503652039325
,,1739209830.9936063,-45.120503652039325
,,1739209830.9936142,-31.141103565318915
,,1739209830.993622,-38.13080360867914
,,1739209830.99363,-45.120503652039325
,,1739209830.9936378,-31.141103565318915
,,1739209830.9936457,-20.88804491267121
,,1739209830.9936535,-33.981070128970906
,,1739209830.9936614,-45.120503652039325
,,1739209830.9936693,-31.141103565318915
,,1739209830.9936771,-24.589719217205094
,,1739209830.993685,-10.622635182181554
,,1739209830.993693,-33.981070128970906
,,1739209830.993701,-33.981070128970906
,,1739209830.9937088,-26.991370085610747
,,1739209830.9937167,-31.141103565318915
,,1739209830.9937246,-45.120503652039325
,,1739209830.9937325,-45.120503652039325
,,1739209830.9937403,-38.13080360867914
,,1739209830.9937482,-45.120503652039325
,,1739209830.993756,-38.13080360867914
,,1739209830.993764,-45.120503652039325
,,1739209830.9937718,-27.87774495603141
,,1739209830.9937797,-30.49652367304973
,,1739209830.9937875,-38.13080360867914
,,1739209830.9937954,-45.120503652039325
,,1739209830.9938033,-32.816014438256545
,,1739209830.9938111,-38.13080360867914
,,1739209830.993819,-33.981070128970906
,,1739209830.9938269,-38.13080360867914
,,1739209830.9938347,-38.13080360867914
,,1739209830.9938426,-38.13080360867914
,,1739209830.9938507,-33.981070128970906
,,1739209830.9938586,-45.120503652039325
,,1739209830.9938664,-28.992665084841946
,,1739209830.9938743,-23.506823629689546
,,1739209830.9938822,-45.120503652039325
,,1739209830.99389,-38.13080360867914
,,1739209830.993898,-28.992665084841946
,,1739209830.9939058,-45.120503652039325
,,1739209830.9939137,-33.98107012897096
,,1739209830.9939215,-38.13080360867914
,,1739209830.9939294,-35.57807855764607
,,1739209830.9939373,-31.141103565318915
,,1739209830.9939451,-45.120503652039325
,,1739209830.993953,-38.13080360867914
,,1739209830.9939609,-38.13080360867914
,,1739209830.9939687,-35.57807855764607
,,1739209830.9939766,-38.13080360867914
,,1739209830.9939845,-22.44878636800916
,,1739209830.9939923,-35.57807855764607
,,1739209830.9940002,-35.57807855764607
,,1739209830.9940083,-35.57807855764607
,,1739209830.9940162,-45.120503652039325
,,1739209830.994024,-45.120503652039325
,,1739209830.994032,-45.120503652039325
,,1739209830.9940398,-38.13080360867914
,,1739209830.9940476,-28.992665084841946
,,1739209830.9940555,-23.16150712794695
,,1739209830.9940634,-8.720661171623407
,,1739209830.9940712,-31.141103565318943
,,1739209830.994079,-35.57807855764607
,,1739209830.994087,-38.13080360867914
,,1739209830.9940948,-28.992665084841967
,,1739209830.9941027,-38.13080360867914
,,1739209830.9941106,-35.57807855764607
,,1739209830.9941185,-33.981070128970906
,,1739209830.9941263,-45.120503652039325
,,1739209830.9941342,-38.13080360867914
,,1739209830.994142,-45.120503652039325
,,1739209830.99415,-38.13080360867914
,,1739209830.9941578,-26.487275050834715
,,1739209830.994166,-32.816014438256545
,,1739209830.9941738,-38.13080360867914
,,1739209830.9941816,-45.120503652039325
,,1739209830.9941895,-38.13080360867914
,,1739209830.9941974,-28.58837851428586
,,1739209830.9942052,-45.120503652039325
,,1739209830.994213,-38.13080360867914
,,1739209830.994221,-22.002965041481755
,,1739209830.9942288,-33.981070128970906
,,1739209830.9942367,-38.13080360867914
,,1739209830.9942446,-30.49652367304976
,,1739209830.9942524,-23.16150712794695
,,1739209830.9942603,-38.13080360867914
,,1739209830.9942682,-45.120503652039325
,,1739209830.994276,-25.25278630937684
,,1739209830.994284,-18.263086266016654
,,1739209830.9942918,-10.82459562980628
,,1739209830.9942997,-26.991370085610736
,,1739209830.9943075,-45.120503652039325
,,1739209830.9943154,-45.120503652039325
,,1739209830.9943235,-45.120503652039325
,,1739209830.9943314,-35.57807855764607
,,1739209830.9943392,-38.13080360867914
,,1739209830.994347,-35.57807855764607
,,1739209830.994355,-38.13080360867914
,,1739209830.9943628,-45.120503652039325
,,1739209830.9943707,-45.120503652039325
,,1739209830.9943786,-26.487275050834715
,,1739209830.9943864,-38.13080360867914
,,1739209830.9943943,-45.120503652039325
,,1739209830.9944022,-45.120503652039325
,,1739209830.99441,-31.141103565318893
,,1739209830.994418,-28.992665084841946
,,1739209830.9944258,-33.981070128970906
,,1739209830.9944336,-26.487275050834715
,,1739209830.9944415,-21.522148828640407
,,1739209830.9944494,-29.438486411369333
,,1739209830.9944572,-38.13080360867914
,,1739209830.994465,-38.13080360867914
,,1739209830.994473,-29.438486411369333
,,1739209830.994481,-31.141103565318893
,,1739209830.994489,-38.13080360867914
,,1739209830.9944968,-33.981070128970906
,,1739209830.9945047,-30.49652367304973
,,1739209830.9945126,-17.133997197586602
,,1739209830.9945204,-17.600019173844906
,,1739209830.9945283,-30.49652367304973
,,1739209830.9945362,-38.13080360867914
,,1739209830.994544,-45.120503652039325
,,1739209830.994552,-20.51152522447382
,,1739209830.9945598,-45.120503652039325
,,1739209830.9945676,-32.816014438256545
,,1739209830.9945755,-32.816014438256545
,,1739209830.9945834,-45.120503652039325
,,1739209830.9945912,-8.862236519182181
,,1739209830.994599,-20.4518274484982
,,1739209830.994607,-32.81601443825658
,,1739209830.9946148,-33.981070128970906
,,1739209830.9946227,-45.120503652039325
,,1739209830.9946306,-45.120503652039325
,,1739209830.9946387,-38.13080360867914
,,1739209830.9946463,-45.120503652039325
,,1739209830.9946544,-32.816014438256545
,,1739209830.9946623,-26.991370085610768
,,1739209830.9946702,-30.49652367304976
,,1739209830.994678,-29.438486411369333
,,1739209830.994686,-45.120503652039325
,,1739209830.9946938,-45.120503652039325
,,1739209830.9947016,-33.98107012897096
,,1739209830.9947095,-33.981070128970906
,,1739209830.9947174,-45.120503652039325
,,1739209830.9947252,-33.981070128970906
,,1739209830.994733,-32.816014438256545
,,1739209830.994741,-38.13080360867914
,,1739209830.9947488,-35.57807855764607
,,1739209830.9947567,-45.120503652039325
,,1739209830.9947646,-31.141103565318915
,,1739209830.9947724,-26.0356534632528
,,1739209830.9947803,-13.964398535296295
,,1739209830.9947882,-17.756538629272868
,,1739209830.9947965,-26.99137008561072
,,1739209830.994804,-33.98107012897096
,,1739209830.994812,-38.13080360867914
,,1739209830.99482,-38.13080360867914
,,1739209830.9948275,-31.141103565318915
,,1739209830.9948356,-45.120503652039325
,,1739209830.9948435,-45.120503652039325
,,1739209830.9948514,-28.992665084841946
,,1739209830.9948592,-29.43848641136937
,,1739209830.994867,-22.44878636800916
,,1739209830.994875,-28.21854285175415
,,1739209830.9948828,-45.120503652039325
,,1739209830.9948907,-26.991370085610747
,,1739209830.9948986,-38.13080360867914
,,1739209830.9949064,-38.13080360867914
,,1739209830.9949143,-31.141103565318893
,,1739209830.9949222,-38.13080360867914
,,1739209830.99493,-13.287805215211243
,,1739209830.994938,-17.051923356851116
,,1739209830.9949458,-33.98107012897096
,,1739209830.9949536,-23.16150712794695
,,1739209830.9949615,-26.99137008561072
,,1739209830.9949696,-38.13080360867914
,,1739209830.9949777,-26.99137008561072
,,1739209830.994985,-20.4518274484982
,,1739209830.9949932,-31.14110356531892
,,1739209830.995001,-27.267205301931607
,,1739209830.995009,-31.141103565318915
,,1739209830.9950168,-45.120503652039325
,,1739209830.9950247,-32.816014438256545
,,1739209830.9950323,-31.141103565318915
