CAN Message, 0x1d3:00005a9fd483a264,Timestamp,Amplitude
,,1739209704.7250645,-38.13080360867914
,,1739209704.7250834,-45.120503652039325
,,1739209704.725103,-45.120503652039325
,,1739209704.725122,-45.120503652039325
,,1739209704.725141,-45.120503652039325
,,1739209704.7251604,-35.57807855764607
,,1739209704.7251794,-35.57807855764607
,,1739209704.7251987,-38.13080360867914
,,1739209704.7252178,-45.120503652039325
,,1739209704.7252371,-38.13080360867914
,,1739209704.7252562,-45.120503652039325
,,1739209704.7252755,-45.120503652039325
,,1739209704.7252948,-38.13080360867914
,,1739209704.725314,-38.13080360867914
,,1739209704.7253332,-45.120503652039325
,,1739209704.7253523,-45.120503652039325
,,1739209704.7253716,-38.13080360867914
,,1739209704.725391,-45.120503652039325
,,1739209704.72541,-45.120503652039325
,,1739209704.7254293,-45.120503652039325
,,1739209704.7254484,-45.120503652039325
,,1739209704.7254677,-38.13080360867914
,,1739209704.7254868,-45.120503652039325
,,1739209704.725506,-45.120503652039325
,,1739209704.7255251,-45.120503652039325
,,1739209704.7255445,-35.57807855764607
,,1739209704.7255638,-35.57807855764607
,,1739209704.7255828,-45.120503652039325
,,1739209704.725602,-38.13080360867914
,,1739209704.7256212,-45.120503652039325
,,1739209704.7256403,-45.120503652039325
,,1739209704.7256596,-38.13080360867914
,,1739209704.725679,-38.13080360867914
,,1739209704.7256982,-45.120503652039325
,,1739209704.7257173,-45.120503652039325
,,1739209704.7257366,-33.981070128970906
,,1739209704.7257557,-38.13080360867914
,,1739209704.725775,-38.13080360867914
,,1739209704.725794,-38.13080360867914
,,1739209704.7258134,-35.57807855764607
,,1739209704.7258325,-35.57807855764607
,,1739209704.7258518,-38.13080360867914
,,1739209704.725871,-38.13080360867914
,,1739209704.7258902,-35.57807855764607
,,1739209704.7259097,-35.57807855764607
,,1739209704.7259283,-35.57807855764607
,,1739209704.725948,-38.13080360867914
,,1739209704.725967,-45.120503652039325
,,1739209704.7259862,-31.141103565318915
,,1739209704.7260056,-26.03565346325281
,,1739209704.7260246,-13.17536023321462
,,1739209704.726044,-12.555731589622528
,,1739209704.726063,-27.87774495603141
,,1739209704.7260823,-28.992665084841946
,,1739209704.7261014,-45.120503652039325
,,1739209704.7261207,-45.120503652039325
,,1739209704.72614,-38.13080360867914
,,1739209704.726159,-33.981070128970906
,,1739209704.7261784,-45.120503652039325
,,1739209704.7261975,-38.13080360867914
,,1739209704.7262168,-45.120503652039325
,,1739209704.726236,-35.57807855764607
,,1739209704.7262552,-30.49652367304973
,,1739209704.7262745,-45.120503652039325
,,1739209704.7262936,-45.120503652039325
,,1739209704.7263129,-32.816014438256545
,,1739209704.726332,-35.57807855764607
,,1739209704.7263513,-45.120503652039325
,,1739209704.7263703,-35.57807855764607
,,1739209704.7263896,-45.120503652039325
,,1739209704.726409,-45.120503652039325
,,1739209704.726428,-38.13080360867914
,,1739209704.726447,-33.981070128970906
,,1739209704.7264664,-33.98107012897096
,,1739209704.7264855,-18.52134165134079
,,1739209704.7265048,-27.267205301931607
,,1739209704.726524,-45.120503652039325
,,1739209704.7265432,-45.120503652039325
,,1739209704.7265625,-29.438486411369333
,,1739209704.7265818,-9.358242277543244
,,1739209704.726601,-19.089059925837475
,,1739209704.7266202,-23.50682362968953
,,1739209704.7266393,-45.120503652039325
,,1739209704.7266586,-45.120503652039325
,,1739209704.7266777,-45.120503652039325
,,1739209704.726697,-26.0356534632528
,,1739209704.7267165,-24.438645034577675
,,1739209704.7267354,-45.120503652039325
,,1739209704.726755,-38.13080360867914
,,1739209704.7267735,-32.816014438256545
,,1739209704.726793,-35.57807855764607
,,1739209704.726812,-45.120503652039325
,,1739209704.7268314,-38.13080360867914
,,1739209704.7268507,-35.57807855764607
,,1739209704.7268698,-38.13080360867914
,,1739209704.7268891,-45.120503652039325
,,1739209704.7269082,-45.120503652039325
,,1739209704.7269275,-32.816014438256545
,,1739209704.7269466,-30.49652367304973
,,1739209704.726966,-45.120503652039325
,,1739209704.7269852,-35.57807855764607
,,1739209704.7270043,-33.98107012897096
,,1739209704.7270236,-25.82631439489636
,,1739209704.727043,-21.67658091518819
,,1739209704.727062,-32.816014438256545
,,1739209704.727081,-45.120503652039325
,,1739209704.7271004,-33.981070128970906
,,1739209704.7271197,-35.57807855764607
,,1739209704.7271388,-19.045953419892605
,,1739209704.727158,-33.981070128970906
,,1739209704.7271771,-45.120503652039325
,,1739209704.7271965,-33.981070128970906
,,1739209704.7272155,-38.13080360867914
,,1739209704.7272348,-38.13080360867914
,,1739209704.727254,-38.13080360867914
,,1739209704.7272732,-32.816014438256545
,,1739209704.7272923,-45.120503652039325
,,1739209704.7273116,-18.636903542229977
,,1739209704.727331,-22.17584139042336
,,1739209704.72735,-45.120503652039325
,,1739209704.7273693,-33.981070128970906
,,1739209704.7273884,-45.120503652039325
,,1739209704.7274077,-32.81601443825658
,,1739209704.727427,-35.57807855764607
,,1739209704.727446,-38.13080360867914
,,1739209704.7274654,-45.120503652039325
,,1739209704.7274845,-28.992665084841946
,,1739209704.7275038,-15.690507718378887
,,1739209704.7275229,-29.43848641136937
,,1739209704.7275422,-31.141103565318893
,,1739209704.7275617,-38.13080360867914
,,1739209704.7275803,-38.13080360867914
,,1739209704.7276,-35.57807855764607
,,1739209704.727619,-45.120503652039325
,,1739209704.7276382,-33.981070128970906
,,1739209704.7276573,-38.13080360867914
,,1739209704.7276766,-45.120503652039325
,,1739209704.727696,-45.120503652039325
,,1739209704.727715,-38.13080360867914
,,1739209704.7277343,-35.57807855764607
,,1739209704.7277534,-33.981070128970906
,,1739209704.7277727,-45.120503652039325
,,1739209704.7277918,-27.267205301931607
,,1739209704.727811,-33.981070128970906
,,1739209704.7278304,-38.13080360867914
,,1739209704.7278495,-38.13080360867914
,,1739209704.7278688,-38.13080360867914
,,1739209704.727888,-38.13080360867914
,,1739209704.7279072,-45.120503652039325
,,1739209704.7279265,-32.816014438256545
,,1739209704.7279456,-23.506823629689546
,,1739209704.7279646,-18.087589870852675
,,1739209704.727984,-38.13080360867914
,,1739209704.7280033,-33.981070128970906
,,1739209704.7280223,-38.13080360867914
,,1739209704.7280416,-26.487275050834715
,,1739209704.7280607,-8.157813684583964
,,1739209704.72808,-31.14110356531892
,,1739209704.728099,-45.120503652039325
,,1739209704.7281184,-31.141103565318915
,,1739209704.7281375,-38.13080360867914
,,1739209704.7281568,-45.120503652039325
,,1739209704.728176,-38.13080360867914
,,1739209704.7281952,-28.992665084841946
,,1739209704.7282145,-45.120503652039325
,,1739209704.7282336,-45.120503652039325
,,1739209704.728253,-45.120503652039325
,,1739209704.7282722,-45.120503652039325
,,1739209704.7282913,-45.120503652039325
,,1739209704.7283106,-38.13080360867914
,,1739209704.7283297,-31.141103565318915
,,1739209704.728349,-38.13080360867914
,,1739209704.728368,-45.120503652039325
,,1739209704.7283874,-38.13080360867914
,,1739209704.728407,-33.981070128970906
,,1739209704.7284255,-20.00167004225055
,,1739209704.728445,-45.120503652039325
,,1739209704.728464,-45.120503652039325
,,1739209704.7284834,-38.13080360867914
,,1739209704.7285025,-33.981070128970906
