CAN Message, 0x1a7:0000a732bfaa5287,Timestamp,Amplitude
,,1739209725.698871,-38.13080360867914
,,1739209725.6988757,-38.13080360867914
,,1739209725.6988802,-38.13080360867914
,,1739209725.6988847,-45.120503652039325
,,1739209725.6988895,-38.13080360867914
,,1739209725.698894,-45.120503652039325
,,1739209725.6988986,-38.13080360867914
,,1739209725.698903,-28.992665084841946
,,1739209725.698908,-38.13080360867914
,,1739209725.6989124,-38.13080360867914
,,1739209725.6989172,-45.120503652039325
,,1739209725.6989217,-38.13080360867914
,,1739209725.6989262,-45.120503652039325
,,1739209725.698931,-38.13080360867914
,,1739209725.6989355,-45.120503652039325
,,1739209725.69894,-32.81601443825658
,,1739209725.6989448,-45.120503652039325
,,1739209725.698949,-38.13080360867914
,,1739209725.698954,-45.120503652039325
,,1739209725.6989586,-38.13080360867914
,,1739209725.6989632,-38.13080360867914
,,1739209725.7040288,-45.120503652039325
,,1739209725.7040308,-38.13080360867914
,,1739209725.7040324,-45.120503652039325
,,1739209725.704034,-45.120503652039325
,,1739209725.7040358,-31.141103565318915
,,1739209725.7040377,-21.67658091518819
,,1739209725.704039,-24.151403521958727
,,1739209725.704041,-33.981070128970906
,,1739209725.704043,-45.120503652039325
,,1739209725.7040446,-32.816014438256545
,,1739209725.7040462,-38.13080360867914
,,1739209725.704048,-45.120503652039325
,,1739209725.7040498,-38.13080360867914
,,1739209725.7040515,-45.120503652039325
,,1739209725.7040532,-38.13080360867914
,,1739209725.704055,-45.120503652039325
,,1739209725.7040567,-45.120503652039325
,,1739209725.7040584,-45.120503652039325
,,1739209725.70406,-38.13080360867914
,,1739209725.704062,-38.13080360867914
,,1739209725.7040637,-45.120503652039325
,,1739209725.704065,-33.981070128970906
,,1739209725.7040672,-38.13080360867914
,,1739209725.704069,-38.13080360867914
,,1739209725.7040706,-38.13080360867914
,,1739209725.7040722,-33.981070128970906
,,1739209725.704074,-38.13080360867914
,,1739209725.7040758,-33.981070128970906
,,1739209725.7040775,-38.13080360867914
,,1739209725.7040794,-18.263086266016654
,,1739209725.704081,-28.992665084841946
,,1739209725.7040827,-45.120503652039325
,,1739209725.7040846,-45.120503652039325
,,1739209725.7040863,-26.991370085610736
,,1739209725.704088,-8.945258303176367
,,1739209725.7040896,-19.22100763878221
,,1739209725.7040915,-26.99137008561072
,,1739209725.7040932,-45.120503652039325
,,1739209725.704095,-45.120503652039325
,,1739209725.7040968,-45.120503652039325
,,1739209725.7040985,-38.13080360867914
,,1739209725.7041,-33.981070128970906
,,1739209725.7041018,-45.120503652039325
,,1739209725.7041037,-45.120503652039325
,,1739209725.7041054,-45.120503652039325
,,1739209725.704107,-45.120503652039325
,,1739209725.704109,-31.141103565318915
,,1739209725.7041106,-38.13080360867914
,,1739209725.7041123,-30.49652367304973
,,1739209725.704114,-38.13080360867914
,,1739209725.704116,-28.58837851428586
,,1739209725.7041175,-45.120503652039325
,,1739209725.7041192,-45.120503652039325
,,1739209725.704121,-38.13080360867914
,,1739209725.7041228,-25.82631439489636
,,1739209725.7041245,-45.120503652039325
,,1739209725.704126,-45.120503652039325
,,1739209725.704128,-33.981070128970906
,,1739209725.7041297,-24.746238672633048
,,1739209725.7041314,-45.120503652039325
,,1739209725.7041333,-45.120503652039325
,,1739209725.704135,-33.981070128970906
,,1739209725.7041366,-25.25278630937684
,,1739209725.7041385,-10.915995060978611
,,1739209725.7041402,-29.438486411369357
,,1739209725.704142,-33.981070128970906
,,1739209725.7041435,-38.13080360867914
,,1739209725.7041454,-45.120503652039325
,,1739209725.704147,-38.13080360867914
,,1739209725.7041488,-33.981070128970906
,,1739209725.7041504,-25.826314394896357
,,1739209725.7041523,-38.13080360867914
,,1739209725.704154,-33.98107012897096
,,1739209725.7041557,-45.120503652039325
,,1739209725.7041576,-38.13080360867914
,,1739209725.7041593,-38.13080360867914
,,1739209725.704161,-45.120503652039325
,,1739209725.7041626,-35.57807855764607
,,1739209725.7041645,-27.267205301931607
,,1739209725.7041662,-35.57807855764607
,,1739209725.7041678,-45.120503652039325
,,1739209725.7041698,-33.981070128970906
,,1739209725.7041714,-24.589719217205094
,,1739209725.704173,-31.141103565318943
