CAN Message, 0x150:0600b749cc75e2b7,Timestamp,Amplitude
,,1739209892.449057,-45.120503652039325
,,1739209892.4490578,-45.120503652039325
,,1739209892.449058,-38.13080360867914
,,1739209892.4490583,-45.120503652039325
,,1739209892.4490588,-45.120503652039325
,,1739209892.4490592,-38.13080360867914
,,1739209892.4490595,-45.120503652039325
,,1739209892.44906,-38.13080360867914
,,1739209892.4490602,-32.816014438256545
,,1739209892.449061,-35.57807855764607
,,1739209892.449061,-38.13080360867914
,,1739209892.4490614,-35.57807855764607
,,1739209892.4490616,-38.13080360867914
,,1739209892.449062,-38.13080360867914
,,1739209892.4490623,-38.13080360867914
,,1739209892.4490628,-45.120503652039325
,,1739209892.449063,-35.57807855764607
,,1739209892.4490635,-35.57807855764607
,,1739209892.4490638,-45.120503652039325
,,1739209892.4490645,-45.120503652039325
,,1739209892.4490645,-45.120503652039325
,,1739209892.449065,-38.13080360867914
,,1739209892.4490652,-26.487275050834725
,,1739209892.4490657,-29.438486411369333
,,1739209892.449066,-28.992665084841946
,,1739209892.4490664,-45.120503652039325
,,1739209892.4490666,-45.120503652039325
,,1739209892.4490669,-35.57807855764607
,,1739209892.4490674,-38.13080360867914
,,1739209892.4490676,-45.120503652039325
,,1739209892.449068,-35.57807855764607
,,1739209892.4490683,-38.13080360867914
,,1739209892.4490688,-38.13080360867914
,,1739209892.449069,-38.13080360867914
,,1739209892.4490695,-38.13080360867914
,,1739209892.4490695,-38.13080360867914
,,1739209892.4490702,-28.992665084841946
,,1739209892.4490705,-38.13080360867914
,,1739209892.449071,-45.120503652039325
,,1739209892.4490712,-45.120503652039325
,,1739209892.4490716,-32.816014438256545
,,1739209892.449072,-45.120503652039325
,,1739209892.4490724,-38.13080360867914
,,1739209892.4490726,-38.13080360867914
,,1739209892.449073,-45.120503652039325
,,1739209892.4490733,-33.98107012897096
,,1739209892.4490738,-38.13080360867914
,,1739209892.449074,-31.141103565318915
,,1739209892.4490745,-32.816014438256545
,,1739209892.4490747,-32.81601443825658
,,1739209892.4490752,-13.898344869311028
,,1739209892.4490757,-15.45908632464896
,,1739209892.449076,-45.120503652039325
,,1739209892.4490762,-28.992665084841946
,,1739209892.449077,-45.120503652039325
,,1739209892.449077,-45.120503652039325
,,1739209892.4490774,-31.141103565318893
,,1739209892.4490776,-38.13080360867914
,,1739209892.449078,-45.120503652039325
,,1739209892.4490783,-45.120503652039325
,,1739209892.4490788,-32.816014438256545
,,1739209892.449079,-33.981070128970906
,,1739209892.4490795,-45.120503652039325
,,1739209892.4490798,-28.21854285175415
,,1739209892.4490802,-38.13080360867914
,,1739209892.4490805,-45.120503652039325
,,1739209892.449081,-45.120503652039325
,,1739209892.4490812,-45.120503652039325
,,1739209892.4490817,-27.87774495603141
,,1739209892.449082,-45.120503652039325
,,1739209892.4490824,-45.120503652039325
,,1739209892.4490826,-35.57807855764607
,,1739209892.449083,-25.826314394896357
,,1739209892.449083,-35.57807855764607
,,1739209892.4490838,-38.13080360867914
,,1739209892.449084,-45.120503652039325
,,1739209892.4490843,-38.13080360867914
,,1739209892.4490848,-38.13080360867914
,,1739209892.449085,-45.120503652039325
,,1739209892.4490857,-22.002965041481744
,,1739209892.4490857,-28.58837851428586
,,1739209892.4490862,-33.981070128970906
,,1739209892.4490864,-45.120503652039325
,,1739209892.449087,-45.120503652039325
,,1739209892.4490871,-45.120503652039325
,,1739209892.4490876,-45.120503652039325
,,1739209892.449088,-45.120503652039325
,,1739209892.4490883,-35.57807855764607
,,1739209892.4490886,-31.141103565318915
,,1739209892.449089,-45.120503652039325
,,1739209892.4490893,-38.13080360867914
,,1739209892.4490898,-35.57807855764607
,,1739209892.44909,-45.120503652039325
,,1739209892.4490905,-45.120503652039325
,,1739209892.4490907,-38.13080360867914
,,1739209892.4490912,-38.13080360867914
,,1739209892.4490914,-28.992665084841946
,,1739209892.449092,-27.267205301931607
,,1739209892.449092,-12.0907042845568
,,1739209892.4490926,-12.116723003332266
,,1739209892.4490929,-30.49652367304976
