CAN Message, 0x1b8:0300bb3bb3dbfb7c,Timestamp,Amplitude
,,1739209605.802315,-45.120503652039325
,,1739209605.8023157,-45.120503652039325
,,1739209605.8023157,-35.57807855764607
,,1739209605.8023162,-38.13080360867914
,,1739209605.8023164,-45.120503652039325
,,1739209605.802317,-45.120503652039325
,,1739209605.8023174,-38.13080360867914
,,1739209605.8023176,-38.13080360867914
,,1739209605.802318,-45.120503652039325
,,1739209605.8023183,-45.120503652039325
,,1739209605.8023188,-38.13080360867914
,,1739209605.8023193,-38.13080360867914
,,1739209605.8023195,-45.120503652039325
,,1739209605.80232,-45.120503652039325
,,1739209605.8023202,-38.13080360867914
,,1739209605.8023207,-45.120503652039325
,,1739209605.802321,-38.13080360867914
,,1739209605.8023214,-45.120503652039325
,,1739209605.802322,-38.13080360867914
,,1739209605.802322,-27.267205301931607
,,1739209605.8023226,-33.981070128970906
,,1739209605.8023229,-30.49652367304973
,,1739209605.802323,-33.981070128970906
,,1739209605.8023236,-35.57807855764607
,,1739209605.802324,-45.120503652039325
,,1739209605.8023243,-45.120503652039325
,,1739209605.8023248,-45.120503652039325
,,1739209605.8023252,-31.14110356531892
,,1739209605.8023255,-38.13080360867914
,,1739209605.802326,-38.13080360867914
,,1739209605.8023262,-45.120503652039325
,,1739209605.802327,-45.120503652039325
,,1739209605.8023272,-45.120503652039325
,,1739209605.8023274,-45.120503652039325
,,1739209605.802328,-38.13080360867914
,,1739209605.802328,-31.141103565318915
,,1739209605.8023286,-45.120503652039325
,,1739209605.8023288,-45.120503652039325
,,1739209605.8023293,-45.120503652039325
,,1739209605.8023298,-33.981070128970906
,,1739209605.80233,-45.120503652039325
,,1739209605.8023305,-45.120503652039325
,,1739209605.8023307,-35.57807855764607
,,1739209605.8023312,-28.992665084841946
,,1739209605.8023314,-38.13080360867914
,,1739209605.802332,-29.438486411369347
,,1739209605.8023324,-38.13080360867914
,,1739209605.8023326,-28.992665084841946
,,1739209605.802333,-32.816014438256545
,,1739209605.8023334,-45.120503652039325
,,1739209605.8023338,-15.293269775353837
,,1739209605.802334,-22.002965041481744
,,1739209605.8023343,-38.13080360867914
,,1739209605.802335,-35.57807855764607
,,1739209605.8023353,-38.13080360867914
,,1739209605.8023355,-32.816014438256545
,,1739209605.802336,-45.120503652039325
,,1739209605.8023365,-45.120503652039325
,,1739209605.802337,-38.13080360867914
,,1739209605.8023372,-45.120503652039325
,,1739209605.8023376,-38.13080360867914
,,1739209605.802338,-38.13080360867914
,,1739209605.8023384,-38.13080360867914
,,1739209605.8023386,-38.13080360867914
,,1739209605.802339,-45.120503652039325
,,1739209605.8023396,-45.120503652039325
,,1739209605.8023398,-45.120503652039325
,,1739209605.8023405,-33.981070128970906
,,1739209605.8023405,-31.141103565318915
,,1739209605.802341,-38.13080360867914
,,1739209605.8023412,-38.13080360867914
,,1739209605.8023417,-28.992665084841946
,,1739209605.8023422,-31.141103565318915
,,1739209605.8023424,-45.120503652039325
,,1739209605.802343,-24.74623867263306
,,1739209605.8023431,-31.141103565318915
,,1739209605.8023436,-27.267205301931607
,,1739209605.8023438,-45.120503652039325
,,1739209605.8023443,-38.13080360867914
,,1739209605.8023448,-19.00327057196587
,,1739209605.802345,-24.438645034577675
,,1739209605.8023455,-45.120503652039325
,,1739209605.8023458,-33.981070128970906
,,1739209605.8023462,-38.13080360867914
,,1739209605.8023465,-33.98107012897096
,,1739209605.802347,-38.13080360867914
,,1739209605.8023474,-45.120503652039325
,,1739209605.8023477,-30.49652367304973
,,1739209605.802348,-25.62660358559016
,,1739209605.8023484,-25.25278630937684
,,1739209605.8023489,-31.141103565318893
,,1739209605.802349,-45.120503652039325
,,1739209605.8023496,-31.141103565318943
,,1739209605.80235,-38.13080360867914
,,1739209605.8023503,-45.120503652039325
,,1739209605.8023508,-45.120503652039325
,,1739209605.802351,-30.49652367304973
,,1739209605.8023517,-33.98107012897096
,,1739209605.8023517,-9.69847582769901
,,1739209605.8023522,-15.690507718378887
,,1739209605.802353,-33.98107012897096
,,1739209605.802353,-29.438486411369333
,,1739209605.8023534,-45.120503652039325
,,1739209605.8023536,-45.120503652039325
,,1739209605.802354,-33.98107012897096
,,1739209605.8023543,-38.13080360867914
,,1739209605.8023548,-45.120503652039325
,,1739209605.8023553,-35.57807855764607
,,1739209605.8023555,-33.981070128970906
,,1739209605.802356,-45.120503652039325
,,1739209605.8023562,-35.57807855764607
,,1739209605.8023567,-33.981070128970906
,,1739209605.8023572,-31.141103565318943
,,1739209605.8023574,-45.120503652039325
,,1739209605.802358,-45.120503652039325
,,1739209605.8023582,-38.13080360867914
,,1739209605.8023586,-31.141103565318915
,,1739209605.8023589,-45.120503652039325
,,1739209605.802359,-45.120503652039325
,,1739209605.8023598,-38.13080360867914
,,1739209605.80236,-31.141103565318915
,,1739209605.8023603,-45.120503652039325
