CAN Message, 0x1bb:00000c3316f0ef36,Timestamp,Amplitude
,,1739209747.1169884,-38.13080360867914
,,1739209747.1169906,-45.120503652039325
,,1739209747.1169927,-45.120503652039325
,,1739209747.116995,-38.13080360867914
,,1739209747.1169972,-38.13080360867914
,,1739209747.1169996,-45.120503652039325
,,1739209747.1170018,-38.13080360867914
,,1739209747.117004,-32.816014438256545
,,1739209747.1170063,-35.57807855764607
,,1739209747.1170084,-38.13080360867914
,,1739209747.1170108,-38.13080360867914
,,1739209747.117013,-31.141103565318915
,,1739209747.1170154,-38.13080360867914
,,1739209747.1170175,-38.13080360867914
,,1739209747.1170197,-45.120503652039325
,,1739209747.117022,-45.120503652039325
,,1739209747.1170242,-35.57807855764607
,,1739209747.1170266,-38.13080360867914
,,1739209747.1170287,-45.120503652039325
,,1739209747.117031,-33.981070128970906
,,1739209747.1170332,-45.120503652039325
,,1739209747.1170354,-45.120503652039325
,,1739209747.1170378,-38.13080360867914
,,1739209747.11704,-38.13080360867914
,,1739209747.1170423,-38.13080360867914
,,1739209747.1170444,-38.13080360867914
,,1739209747.1170466,-45.120503652039325
,,1739209747.117049,-28.992665084841946
,,1739209747.1170511,-45.120503652039325
,,1739209747.1170535,-45.120503652039325
,,1739209747.1170557,-45.120503652039325
,,1739209747.117058,-45.120503652039325
,,1739209747.1170602,-45.120503652039325
,,1739209747.1170623,-38.13080360867914
,,1739209747.1170647,-35.57807855764607
,,1739209747.1170669,-28.992665084841946
,,1739209747.1170692,-38.13080360867914
,,1739209747.1170714,-45.120503652039325
,,1739209747.1170735,-45.120503652039325
,,1739209747.117076,-38.13080360867914
,,1739209747.117078,-45.120503652039325
,,1739209747.1170805,-38.13080360867914
,,1739209747.1170826,-38.13080360867914
,,1739209747.117085,-28.58837851428586
,,1739209747.1170871,-45.120503652039325
,,1739209747.1170893,-45.120503652039325
,,1739209747.1170917,-45.120503652039325
,,1739209747.1170938,-38.13080360867914
,,1739209747.1170962,-28.992665084841946
,,1739209747.1170983,-25.62660358559016
,,1739209747.1171007,-13.643740409628302
,,1739209747.1171029,-9.494006929920126
,,1739209747.117105,-27.267205301931607
,,1739209747.1171074,-31.141103565318915
,,1739209747.1171095,-35.57807855764607
,,1739209747.117112,-38.13080360867914
,,1739209747.117114,-45.120503652039325
,,1739209747.1171162,-33.981070128970906
,,1739209747.1171186,-45.120503652039325
,,1739209747.1171207,-38.13080360867914
,,1739209747.1171231,-38.13080360867914
,,1739209747.1171253,-45.120503652039325
,,1739209747.1171277,-38.13080360867914
,,1739209747.1171298,-33.981070128970906
,,1739209747.117132,-45.120503652039325
,,1739209747.1171343,-38.13080360867914
,,1739209747.1171365,-35.57807855764607
,,1739209747.1171389,-29.438486411369347
,,1739209747.117141,-35.57807855764607
,,1739209747.1171432,-38.13080360867914
,,1739209747.1171455,-45.120503652039325
,,1739209747.1171477,-45.120503652039325
