CAN Message, 0x98:0000f4a346b004a8,Timestamp,Amplitude
,,1739209654.4804258,-38.13080360867914
,,1739209654.4804292,-45.120503652039325
,,1739209654.4804325,-45.120503652039325
,,1739209654.480436,-38.13080360867914
,,1739209654.4804394,-45.120503652039325
,,1739209654.4804428,-45.120503652039325
,,1739209654.4804463,-38.13080360867914
,,1739209654.4804497,-35.57807855764607
,,1739209654.480453,-38.13080360867914
,,1739209654.4804566,-45.120503652039325
,,1739209654.48046,-38.13080360867914
,,1739209654.4804635,-38.13080360867914
,,1739209654.4804668,-38.13080360867914
,,1739209654.4804702,-38.13080360867914
,,1739209654.4804738,-45.120503652039325
,,1739209654.480477,-38.13080360867914
,,1739209654.4804804,-38.13080360867914
,,1739209654.480484,-45.120503652039325
,,1739209654.480487,-38.13080360867914
,,1739209654.4804907,-38.13080360867914
,,1739209654.4804945,-35.57807855764607
,,1739209654.4804976,-33.98107012897096
,,1739209654.480501,-38.13080360867914
,,1739209654.4805045,-35.57807855764607
,,1739209654.480508,-38.13080360867914
,,1739209654.4805112,-38.13080360867914
,,1739209654.4805148,-33.981070128970906
,,1739209654.480518,-45.120503652039325
,,1739209654.4805214,-38.13080360867914
,,1739209654.480525,-45.120503652039325
,,1739209654.4805284,-38.13080360867914
,,1739209654.480532,-45.120503652039325
,,1739209654.4805353,-38.13080360867914
,,1739209654.4805386,-33.981070128970906
,,1739209654.4805422,-45.120503652039325
,,1739209654.4805455,-45.120503652039325
,,1739209654.4805489,-45.120503652039325
,,1739209654.4805524,-31.141103565318893
,,1739209654.4805558,-35.57807855764607
,,1739209654.480559,-45.120503652039325
,,1739209654.4805627,-45.120503652039325
,,1739209654.480566,-31.141103565318893
,,1739209654.4805694,-38.13080360867914
,,1739209654.480573,-38.13080360867914
,,1739209654.4805765,-38.13080360867914
,,1739209654.4805796,-31.141103565318943
,,1739209654.4805832,-45.120503652039325
,,1739209654.4805863,-45.120503652039325
,,1739209654.48059,-33.981070128970906
,,1739209654.4805934,-30.49652367304976
