CAN Message, 0x98:00006b7c039ce1d3,Timestamp,Amplitude
,,1739209786.8587112,-45.120503652039325
,,1739209786.8587158,-38.13080360867914
,,1739209786.8587203,-38.13080360867914
,,1739209786.858725,-33.981070128970906
,,1739209786.8587296,-45.120503652039325
,,1739209786.858734,-32.816014438256545
,,1739209786.858739,-45.120503652039325
,,1739209786.8587434,-45.120503652039325
,,1739209786.858748,-45.120503652039325
,,1739209786.8587525,-38.13080360867914
,,1739209786.858757,-32.816014438256545
,,1739209786.8587618,-38.13080360867914
,,1739209786.8587663,-45.120503652039325
,,1739209786.8587708,-28.992665084841946
,,1739209786.8587754,-38.13080360867914
,,1739209786.85878,-45.120503652039325
,,1739209786.858785,-45.120503652039325
,,1739209786.8587892,-35.57807855764607
,,1739209786.8587935,-35.57807855764607
,,1739209786.8587985,-38.13080360867914
,,1739209786.858803,-45.120503652039325
,,1739209786.8588076,-33.981070128970906
,,1739209786.8588123,-38.13080360867914
,,1739209786.8588169,-45.120503652039325
,,1739209786.8588214,-45.120503652039325
,,1739209786.858826,-45.120503652039325
,,1739209786.8588307,-45.120503652039325
,,1739209786.8588352,-45.120503652039325
,,1739209786.8588398,-45.120503652039325
,,1739209786.8588445,-38.13080360867914
,,1739209786.858849,-45.120503652039325
,,1739209786.8588536,-45.120503652039325
,,1739209786.858858,-35.57807855764607
,,1739209786.8588626,-45.120503652039325
,,1739209786.8588674,-45.120503652039325
,,1739209786.858872,-33.981070128970906
,,1739209786.8588765,-33.981070128970906
,,1739209786.858881,-27.87774495603141
,,1739209786.8588858,-45.120503652039325
,,1739209786.8588903,-38.13080360867914
,,1739209786.8588948,-45.120503652039325
,,1739209786.8588994,-33.981070128970906
,,1739209786.858904,-38.13080360867914
,,1739209786.858909,-45.120503652039325
,,1739209786.8589132,-45.120503652039325
,,1739209786.8589177,-28.992665084841946
,,1739209786.8589225,-33.981070128970906
,,1739209786.858927,-45.120503652039325
,,1739209786.8589315,-32.816014438256545
,,1739209786.858936,-27.267205301931607
,,1739209786.8589408,-20.001670042250552
,,1739209786.8589454,-33.981070128970906
,,1739209786.85895,-38.13080360867914
,,1739209786.8589544,-45.120503652039325
,,1739209786.8589592,-45.120503652039325
,,1739209786.8589635,-35.57807855764607
,,1739209786.8589685,-38.13080360867914
,,1739209786.8589728,-33.981070128970906
,,1739209786.8589776,-45.120503652039325
,,1739209786.858982,-45.120503652039325
,,1739209786.8589866,-35.57807855764607
,,1739209786.8589914,-38.13080360867914
,,1739209786.858996,-45.120503652039325
,,1739209786.8590004,-38.13080360867914
,,1739209786.859005,-38.13080360867914
,,1739209786.8590095,-32.816014438256545
,,1739209786.8590145,-31.141103565318915
,,1739209786.8590188,-45.120503652039325
,,1739209786.859023,-45.120503652039325
,,1739209786.859028,-45.120503652039325
,,1739209786.8590326,-45.120503652039325
,,1739209786.8590372,-45.120503652039325
,,1739209786.8590417,-38.13080360867914
,,1739209786.8590465,-35.57807855764607
,,1739209786.859051,-45.120503652039325
,,1739209786.8590555,-45.120503652039325
,,1739209786.85906,-38.13080360867914
,,1739209786.8590648,-38.13080360867914
,,1739209786.859069,-22.002965041481755
,,1739209786.859074,-33.98107012897096
,,1739209786.8590784,-38.13080360867914
,,1739209786.8590832,-45.120503652039325
,,1739209786.8590877,-45.120503652039325
,,1739209786.8590922,-32.816014438256545
,,1739209786.8590968,-45.120503652039325
,,1739209786.8591015,-35.57807855764607
,,1739209786.859106,-33.981070128970906
,,1739209786.8591106,-45.120503652039325
,,1739209786.8591151,-45.120503652039325
,,1739209786.85912,-28.992665084841946
,,1739209786.8591244,-31.141103565318915
,,1739209786.859129,-45.120503652039325
,,1739209786.8591335,-45.120503652039325
,,1739209786.8591385,-30.49652367304973
,,1739209786.8591428,-25.077289914212862
,,1739209786.8591473,-45.120503652039325
,,1739209786.859152,-45.120503652039325
,,1739209786.8591566,-32.816014438256545
,,1739209786.8591611,-33.981070128970906
,,1739209786.8591657,-45.120503652039325
,,1739209786.8591704,-38.13080360867914
,,1739209786.859175,-45.120503652039325
,,1739209786.8591795,-24.438645034577675
,,1739209786.859184,-30.49652367304973
,,1739209786.8591888,-45.120503652039325
,,1739209786.859193,-38.13080360867914
,,1739209786.859198,-30.49652367304973
,,1739209786.8592024,-18.83661435153617
,,1739209786.8592072,-28.992665084841967
,,1739209786.8592117,-38.13080360867914
,,1739209786.8592162,-26.487275050834725
,,1739209786.8592207,-45.120503652039325
,,1739209786.8592255,-38.13080360867914
,,1739209786.85923,-45.120503652039325
,,1739209786.8592346,-33.981070128970906
,,1739209786.859239,-38.13080360867914
,,1739209786.859244,-23.506823629689546
,,1739209786.8592484,-21.676580915188183
,,1739209786.859253,-45.120503652039325
,,1739209786.8592577,-33.981070128970906
,,1739209786.8592622,-45.120503652039325
,,1739209786.8592668,-45.120503652039325
,,1739209786.8592713,-45.120503652039325
,,1739209786.8592758,-38.13080360867914
,,1739209786.8592806,-33.98107012897096
,,1739209786.859285,-24.15140352195872
,,1739209786.8592896,-11.352909697990494
,,1739209786.8592942,-14.67118819054769
,,1739209786.859299,-25.82631439489636
,,1739209786.8593037,-38.13080360867914
,,1739209786.859308,-45.120503652039325
,,1739209786.8593128,-45.120503652039325
,,1739209786.8593173,-38.13080360867914
,,1739209786.8593218,-35.57807855764607
,,1739209786.8593264,-35.57807855764607
,,1739209786.8593311,-45.120503652039325
,,1739209786.8593357,-35.57807855764607
,,1739209786.8593402,-38.13080360867914
,,1739209786.8593447,-32.816014438256545
,,1739209786.8593495,-45.120503652039325
,,1739209786.859354,-38.13080360867914
,,1739209786.8593583,-38.13080360867914
,,1739209786.859363,-35.57807855764607
,,1739209786.8593678,-33.981070128970906
,,1739209786.8593724,-45.120503652039325
,,1739209786.859377,-45.120503652039325
,,1739209786.8593814,-25.826314394896357
,,1739209786.8593862,-38.13080360867914
,,1739209786.8593907,-45.120503652039325
,,1739209786.8593953,-38.13080360867914
,,1739209786.8593998,-38.13080360867914
,,1739209786.8594046,-31.141103565318915
,,1739209786.859409,-45.120503652039325
,,1739209786.8594136,-38.13080360867914
,,1739209786.8594182,-31.141103565318915
,,1739209786.859423,-13.937856391144496
,,1739209786.8594277,-24.589719217205094
,,1739209786.859432,-38.13080360867914
,,1739209786.8594365,-38.13080360867914
,,1739209786.8594413,-45.120503652039325
,,1739209786.8594458,-35.57807855764607
,,1739209786.8594503,-45.120503652039325
,,1739209786.8594549,-28.992665084841946
,,1739209786.8594596,-32.816014438256545
,,1739209786.8594642,-38.13080360867914
,,1739209786.8594687,-38.13080360867914
,,1739209786.8594732,-32.81601443825658
,,1739209786.859478,-31.14110356531892
,,1739209786.8594823,-33.981070128970906
,,1739209786.859487,-45.120503652039325
,,1739209786.8594918,-27.267205301931607
,,1739209786.8594964,-27.267205301931607
,,1739209786.859501,-45.120503652039325
,,1739209786.8595054,-33.981070128970906
,,1739209786.8595102,-38.13080360867914
,,1739209786.8595147,-45.120503652039325
,,1739209786.8595192,-38.13080360867914
,,1739209786.8595238,-33.981070128970906
,,1739209786.8595283,-31.141103565318915
,,1739209786.859533,-22.002965041481744
,,1739209786.8595376,-45.120503652039325
,,1739209786.859542,-38.13080360867914
,,1739209786.859547,-45.120503652039325
,,1739209786.8595514,-38.13080360867914
,,1739209786.859556,-45.120503652039325
,,1739209786.8595605,-38.13080360867914
,,1739209786.8595653,-38.13080360867914
,,1739209786.8595698,-26.487275050834725
,,1739209786.8595743,-22.002965041481744
,,1739209786.8595788,-10.144297154226413
,,1739209786.8595836,-26.991370085610736
,,1739209786.859588,-45.120503652039325
,,1739209786.859593,-45.120503652039325
,,1739209786.8595972,-45.120503652039325
,,1739209786.859602,-38.13080360867914
,,1739209786.8596065,-45.120503652039325
,,1739209786.859611,-45.120503652039325
,,1739209786.8596156,-38.13080360867914
,,1739209786.8596203,-19.35709014998136
,,1739209786.8596249,-23.273589343863303
,,1739209786.8596294,-32.816014438256545
,,1739209786.859634,-38.13080360867914
,,1739209786.8596387,-38.13080360867914
,,1739209786.8596432,-45.120503652039325
,,1739209786.8596478,-38.13080360867914
,,1739209786.8596523,-38.13080360867914
,,1739209786.859657,-45.120503652039325
,,1739209786.8596616,-31.141103565318915
,,1739209786.859666,-16.46946390562801
,,1739209786.8596709,-33.981070128970906
,,1739209786.8596754,-45.120503652039325
,,1739209786.85968,-33.981070128970906
,,1739209786.8596845,-38.13080360867914
,,1739209786.8596892,-38.13080360867914
,,1739209786.8596938,-35.57807855764607
,,1739209786.8596983,-25.07728991421287
,,1739209786.8597028,-38.13080360867914
,,1739209786.8597076,-38.13080360867914
,,1739209786.859712,-35.57807855764607
,,1739209786.859717,-31.141103565318915
,,1739209786.8597212,-38.13080360867914
,,1739209786.859726,-45.120503652039325
,,1739209786.8597305,-38.13080360867914
,,1739209786.859735,-29.438486411369347
,,1739209786.8597395,-38.13080360867914
,,1739209786.8597443,-45.120503652039325
,,1739209786.8597488,-45.120503652039325
,,1739209786.8597534,-32.816014438256545
,,1739209786.859758,-30.49652367304973
,,1739209786.859763,-45.120503652039325
,,1739209786.8597672,-38.13080360867914
,,1739209786.8597715,-45.120503652039325
,,1739209786.8597765,-26.487275050834725
,,1739209786.859781,-45.120503652039325
,,1739209786.8597856,-45.120503652039325
,,1739209786.85979,-31.141103565318915
,,1739209786.8597946,-33.981070128970906
,,1739209786.8597994,-16.469463905628004
,,1739209786.859804,-29.438486411369333
,,1739209786.8598084,-45.120503652039325
,,1739209786.859813,-45.120503652039325
,,1739209786.8598175,-45.120503652039325
,,1739209786.8598225,-38.13080360867914
,,1739209786.8598268,-35.57807855764607
,,1739209786.8598316,-38.13080360867914
,,1739209786.859836,-45.120503652039325
