CAN Message, 0x1d3:0000f380296f15e1,Timestamp,Amplitude
,,1739209738.6732404,-45.120503652039325
,,1739209738.6732492,-45.120503652039325
,,1739209738.6732583,-45.120503652039325
,,1739209738.6732671,-45.120503652039325
,,1739209738.673276,-38.13080360867914
,,1739209738.673285,-38.13080360867914
,,1739209738.6732938,-45.120503652039325
,,1739209738.673303,-38.13080360867914
,,1739209738.6733117,-38.13080360867914
,,1739209738.6733208,-45.120503652039325
,,1739209738.6733296,-38.13080360867914
,,1739209738.6733384,-45.120503652039325
,,1739209738.6733477,-38.13080360867914
,,1739209738.6733563,-45.120503652039325
,,1739209738.6733654,-32.816014438256545
,,1739209738.6733742,-38.13080360867914
,,1739209738.673383,-45.120503652039325
,,1739209738.673392,-38.13080360867914
,,1739209738.6734009,-45.120503652039325
,,1739209738.67341,-38.13080360867914
,,1739209738.6734188,-38.13080360867914
,,1739209738.6734278,-33.981070128970906
,,1739209738.6734366,-25.82631439489636
,,1739209738.6734457,-33.981070128970906
,,1739209738.6734543,-35.57807855764607
,,1739209738.673463,-38.13080360867914
,,1739209738.6734724,-45.120503652039325
,,1739209738.6734812,-45.120503652039325
,,1739209738.6734903,-45.120503652039325
,,1739209738.673499,-45.120503652039325
,,1739209738.673508,-33.981070128970906
,,1739209738.673517,-38.13080360867914
,,1739209738.6735258,-45.120503652039325
,,1739209738.6735349,-45.120503652039325
,,1739209738.6735437,-45.120503652039325
,,1739209738.6735525,-45.120503652039325
,,1739209738.6735616,-32.816014438256545
,,1739209738.6735704,-38.13080360867914
,,1739209738.6735797,-45.120503652039325
,,1739209738.6735885,-45.120503652039325
,,1739209738.673597,-38.13080360867914
,,1739209738.6736062,-31.141103565318915
,,1739209738.673615,-45.120503652039325
,,1739209738.673624,-38.13080360867914
,,1739209738.6736329,-45.120503652039325
,,1739209738.673642,-33.981070128970906
,,1739209738.6736507,-45.120503652039325
,,1739209738.6736598,-38.13080360867914
,,1739209738.6736686,-33.981070128970906
,,1739209738.6736774,-31.141103565318943
,,1739209738.6736865,-16.127771778863256
,,1739209738.673695,-19.89606131697609
,,1739209738.6737044,-38.13080360867914
,,1739209738.6737132,-45.120503652039325
,,1739209738.6737225,-45.120503652039325
,,1739209738.673731,-45.120503652039325
,,1739209738.67374,-38.13080360867914
,,1739209738.673749,-38.13080360867914
,,1739209738.6737578,-45.120503652039325
,,1739209738.6737669,-45.120503652039325
,,1739209738.6737757,-32.816014438256545
,,1739209738.6737845,-29.438486411369333
,,1739209738.6737936,-38.13080360867914
,,1739209738.6738024,-45.120503652039325
,,1739209738.6738114,-32.816014438256545
,,1739209738.6738205,-24.438645034577675
,,1739209738.6738293,-38.13080360867914
,,1739209738.673838,-38.13080360867914
,,1739209738.673847,-38.13080360867914
,,1739209738.673856,-32.816014438256545
,,1739209738.6738648,-45.120503652039325
,,1739209738.673874,-31.141103565318915
,,1739209738.6738827,-45.120503652039325
,,1739209738.6738918,-33.98107012897096
,,1739209738.6739006,-33.98107012897096
,,1739209738.6739094,-38.13080360867914
,,1739209738.6739185,-38.13080360867914
,,1739209738.6739273,-45.120503652039325
,,1739209738.6739364,-33.981070128970906
,,1739209738.6739452,-28.218542851754165
,,1739209738.6739542,-28.58837851428586
,,1739209738.673963,-33.98107012897096
,,1739209738.673972,-45.120503652039325
,,1739209738.673981,-45.120503652039325
,,1739209738.6739898,-38.13080360867914
,,1739209738.6739988,-45.120503652039325
,,1739209738.6740077,-45.120503652039325
,,1739209738.6740165,-32.816014438256545
,,1739209738.6740255,-29.43848641136937
,,1739209738.6740344,-31.141103565318943
,,1739209738.6740434,-32.816014438256545
,,1739209738.6740522,-45.120503652039325
,,1739209738.6740613,-38.13080360867914
,,1739209738.67407,-32.81601443825658
,,1739209738.674079,-38.13080360867914
,,1739209738.674088,-45.120503652039325
,,1739209738.6740968,-31.141103565318893
,,1739209738.674106,-28.992665084841967
,,1739209738.6741147,-9.748611389602845
,,1739209738.6741238,-12.653056554800877
,,1739209738.6741326,-28.992665084841967
,,1739209738.6741414,-25.826314394896357
,,1739209738.6741505,-38.13080360867914
,,1739209738.6741593,-45.120503652039325
,,1739209738.6741683,-38.13080360867914
,,1739209738.6741772,-45.120503652039325
,,1739209738.6741862,-45.120503652039325
,,1739209738.674195,-45.120503652039325
,,1739209738.674204,-38.13080360867914
,,1739209738.674213,-27.267205301931607
,,1739209738.6742218,-33.981070128970906
,,1739209738.6742308,-38.13080360867914
,,1739209738.6742396,-31.141103565318915
,,1739209738.6742485,-45.120503652039325
,,1739209738.6742575,-38.13080360867914
