CAN Message, 0x1b8:0300e4f226b49833,Timestamp,Amplitude
,,1739209846.4475727,-38.13080360867914
,,1739209846.44758,-45.120503652039325
,,1739209846.4475873,-33.981070128970906
,,1739209846.4475946,-33.981070128970906
,,1739209846.4476018,-38.13080360867914
,,1739209846.4476092,-38.13080360867914
,,1739209846.4476163,-35.57807855764607
,,1739209846.4476235,-35.57807855764607
,,1739209846.447631,-38.13080360867914
,,1739209846.4476385,-45.120503652039325
,,1739209846.4476454,-38.13080360867914
,,1739209846.4476528,-33.981070128970906
,,1739209846.4476602,-33.981070128970906
,,1739209846.4476674,-38.13080360867914
,,1739209846.4476748,-45.120503652039325
,,1739209846.447682,-32.816014438256545
,,1739209846.4476893,-22.44878636800916
,,1739209846.4476964,-24.151403521958727
,,1739209846.4477038,-45.120503652039325
,,1739209846.447711,-38.13080360867914
,,1739209846.4477184,-31.141103565318915
,,1739209846.4477255,-27.87774495603141
,,1739209846.447733,-22.17584139042336
,,1739209846.4477403,-33.981070128970906
,,1739209846.4477477,-33.981070128970906
,,1739209846.4477549,-45.120503652039325
,,1739209846.447762,-45.120503652039325
,,1739209846.4477694,-45.120503652039325
,,1739209846.4477766,-38.13080360867914
,,1739209846.447784,-45.120503652039325
,,1739209846.447791,-45.120503652039325
,,1739209846.4477985,-38.13080360867914
,,1739209846.4478056,-29.438486411369357
,,1739209846.447813,-38.13080360867914
,,1739209846.4478204,-38.13080360867914
,,1739209846.4478276,-33.981070128970906
,,1739209846.447835,-28.992665084841946
,,1739209846.447842,-45.120503652039325
,,1739209846.4478495,-38.13080360867914
,,1739209846.447857,-45.120503652039325
,,1739209846.447864,-32.816014438256545
,,1739209846.4478712,-38.13080360867914
,,1739209846.4478786,-38.13080360867914
,,1739209846.4478858,-45.120503652039325
,,1739209846.4478931,-27.267205301931607
,,1739209846.4479003,-20.88804491267121
,,1739209846.4479077,-27.267205301931607
,,1739209846.447915,-38.13080360867914
,,1739209846.4479222,-38.13080360867914
,,1739209846.4479296,-26.991370085610736
,,1739209846.4479368,-13.175360233214624
,,1739209846.4479442,-17.600019173844906
,,1739209846.4479513,-28.58837851428586
,,1739209846.4479587,-45.120503652039325
,,1739209846.447966,-38.13080360867914
,,1739209846.4479733,-35.57807855764607
,,1739209846.4479806,-38.13080360867914
,,1739209846.4479878,-45.120503652039325
,,1739209846.4479952,-33.981070128970906
,,1739209846.4480023,-33.981070128970906
,,1739209846.4480095,-35.57807855764607
,,1739209846.448017,-45.120503652039325
,,1739209846.4480245,-45.120503652039325
,,1739209846.4480314,-38.13080360867914
,,1739209846.4480388,-38.13080360867914
,,1739209846.448046,-45.120503652039325
,,1739209846.4480534,-38.13080360867914
,,1739209846.4480608,-35.57807855764607
,,1739209846.448068,-28.218542851754165
,,1739209846.4480753,-14.686880871827997
,,1739209846.4480824,-12.413715290592226
,,1739209846.4480898,-28.218542851754165
,,1739209846.448097,-27.8777449560314
,,1739209846.4481044,-35.57807855764607
,,1739209846.4481115,-38.13080360867914
,,1739209846.448119,-31.141103565318893
,,1739209846.448126,-45.120503652039325
,,1739209846.4481337,-38.13080360867914
,,1739209846.4481409,-38.13080360867914
,,1739209846.448148,-45.120503652039325
,,1739209846.4481554,-25.077289914212862
,,1739209846.4481626,-29.438486411369333
,,1739209846.44817,-45.120503652039325
,,1739209846.448177,-38.13080360867914
,,1739209846.4481845,-35.57807855764607
,,1739209846.4481916,-38.13080360867914
,,1739209846.448199,-33.981070128970906
,,1739209846.4482062,-38.13080360867914
,,1739209846.4482136,-38.13080360867914
,,1739209846.448221,-45.120503652039325
,,1739209846.448228,-38.13080360867914
,,1739209846.4482355,-45.120503652039325
,,1739209846.448243,-27.8777449560314
,,1739209846.44825,-28.21854285175415
,,1739209846.4482572,-45.120503652039325
,,1739209846.4482646,-38.13080360867914
,,1739209846.4482718,-45.120503652039325
,,1739209846.4482791,-38.13080360867914
,,1739209846.4482863,-27.267205301931607
,,1739209846.4482937,-38.13080360867914
,,1739209846.448301,-29.438486411369333
,,1739209846.4483082,-31.141103565318893
,,1739209846.4483156,-45.120503652039325
,,1739209846.4483228,-38.13080360867914
,,1739209846.4483302,-38.13080360867914
,,1739209846.4483373,-31.141103565318915
