CAN Message, 0x1bb:0000d42f1a268a70,Timestamp,Amplitude
,,1739209847.228972,-38.13080360867914
,,1739209847.2289732,-38.13080360867914
,,1739209847.2289743,-45.120503652039325
,,1739209847.2289753,-31.141103565318893
,,1739209847.2289765,-28.21854285175415
,,1739209847.2289777,-45.120503652039325
,,1739209847.2289789,-38.13080360867914
,,1739209847.2289798,-45.120503652039325
,,1739209847.228981,-38.13080360867914
,,1739209847.2289822,-38.13080360867914
,,1739209847.2289834,-38.13080360867914
,,1739209847.2289844,-45.120503652039325
,,1739209847.2289855,-45.120503652039325
,,1739209847.2289867,-38.13080360867914
,,1739209847.228988,-45.120503652039325
,,1739209847.228989,-45.120503652039325
,,1739209847.22899,-38.13080360867914
,,1739209847.2289913,-38.13080360867914
,,1739209847.2289925,-45.120503652039325
,,1739209847.2289934,-32.816014438256545
,,1739209847.2289946,-28.21854285175415
,,1739209847.2289958,-45.120503652039325
,,1739209847.228997,-45.120503652039325
,,1739209847.228998,-38.13080360867914
,,1739209847.2289991,-32.816014438256545
,,1739209847.2290003,-45.120503652039325
,,1739209847.2290015,-35.57807855764607
,,1739209847.2290025,-45.120503652039325
,,1739209847.2290037,-33.98107012897096
,,1739209847.2290049,-38.13080360867914
,,1739209847.229006,-38.13080360867914
,,1739209847.229007,-45.120503652039325
,,1739209847.2290082,-45.120503652039325
,,1739209847.2290094,-45.120503652039325
,,1739209847.2290103,-45.120503652039325
,,1739209847.2290115,-33.981070128970906
,,1739209847.2290127,-31.141103565318893
,,1739209847.229014,-38.13080360867914
,,1739209847.2290149,-38.13080360867914
,,1739209847.229016,-38.13080360867914
,,1739209847.2290173,-38.13080360867914
,,1739209847.2290184,-45.120503652039325
,,1739209847.2290194,-38.13080360867914
,,1739209847.2290206,-38.13080360867914
,,1739209847.2290218,-38.13080360867914
,,1739209847.229023,-33.981070128970906
,,1739209847.229024,-35.57807855764607
,,1739209847.2290251,-32.816014438256545
,,1739209847.2290263,-30.49652367304976
,,1739209847.2290275,-17.508745520481977
,,1739209847.2290285,-8.95784959922221
,,1739209847.2290297,-33.98107012897096
,,1739209847.2290308,-38.13080360867914
,,1739209847.229032,-38.13080360867914
,,1739209847.229033,-38.13080360867914
,,1739209847.2290342,-38.13080360867914
,,1739209847.2290354,-45.120503652039325
,,1739209847.2290366,-45.120503652039325
,,1739209847.2290375,-45.120503652039325
,,1739209847.2290387,-38.13080360867914
,,1739209847.22904,-25.82631439489636
,,1739209847.229041,-38.13080360867914
,,1739209847.229042,-45.120503652039325
,,1739209847.2290432,-38.13080360867914
,,1739209847.2290444,-35.57807855764607
,,1739209847.2290454,-45.120503652039325
,,1739209847.2290466,-45.120503652039325
,,1739209847.2290478,-38.13080360867914
,,1739209847.229049,-35.57807855764607
,,1739209847.22905,-38.13080360867914
,,1739209847.229051,-45.120503652039325
,,1739209847.2290523,-45.120503652039325
,,1739209847.2290535,-26.99137008561072
,,1739209847.2290545,-31.141103565318943
,,1739209847.2290556,-30.49652367304976
,,1739209847.2290568,-32.816014438256545
,,1739209847.229058,-28.58837851428589
,,1739209847.229059,-28.992665084841946
,,1739209847.2290602,-15.790695432807311
,,1739209847.2290614,-15.57325574224866
,,1739209847.2290626,-30.49652367304973
,,1739209847.2290635,-38.13080360867914
,,1739209847.2290647,-35.57807855764607
,,1739209847.229066,-45.120503652039325
,,1739209847.229067,-45.120503652039325
,,1739209847.229068,-45.120503652039325
,,1739209847.2290692,-45.120503652039325
,,1739209847.2290704,-35.57807855764607
,,1739209847.2290716,-33.981070128970906
,,1739209847.2290726,-45.120503652039325
,,1739209847.2290738,-33.981070128970906
,,1739209847.229075,-38.13080360867914
,,1739209847.229076,-35.57807855764607
,,1739209847.229077,-31.141103565318915
,,1739209847.2290783,-38.13080360867914
,,1739209847.2290795,-38.13080360867914
,,1739209847.229081,-32.81601443825658
,,1739209847.2290816,-30.49652367304973
,,1739209847.2290828,-45.120503652039325
,,1739209847.229084,-45.120503652039325
,,1739209847.229085,-38.13080360867914
,,1739209847.2290862,-27.87774495603141
,,1739209847.2290874,-20.001670042250552
,,1739209847.2290883,-27.267205301931607
,,1739209847.2290895,-38.13080360867914
,,1739209847.2290907,-45.120503652039325
,,1739209847.229092,-26.99137008561072
,,1739209847.229093,-12.7225054675683
,,1739209847.229094,-18.087589870852675
,,1739209847.2290952,-28.21854285175415
,,1739209847.2290964,-45.120503652039325
,,1739209847.2290976,-38.13080360867914
,,1739209847.2290986,-38.13080360867914
,,1739209847.2290998,-28.992665084841946
,,1739209847.229101,-33.981070128970906
,,1739209847.229102,-33.981070128970906
,,1739209847.229103,-24.29264994887477
,,1739209847.2291045,-17.161703478598536
,,1739209847.2291057,-31.141103565318915
,,1739209847.229107,-38.13080360867914
,,1739209847.2291076,-45.120503652039325
,,1739209847.2291088,-35.57807855764607
,,1739209847.22911,-38.13080360867914
,,1739209847.2291112,-45.120503652039325
,,1739209847.229112,-38.13080360867914
,,1739209847.229113,-28.992665084841946
,,1739209847.2291143,-45.120503652039325
,,1739209847.2291155,-38.13080360867914
,,1739209847.229117,-45.120503652039325
,,1739209847.229118,-35.57807855764607
,,1739209847.229119,-45.120503652039325
,,1739209847.22912,-38.13080360867914
,,1739209847.2291212,-45.120503652039325
,,1739209847.2291224,-28.992665084841946
,,1739209847.2291236,-45.120503652039325
,,1739209847.2291243,-45.120503652039325
,,1739209847.2291255,-45.120503652039325
,,1739209847.229127,-38.13080360867914
,,1739209847.229128,-38.13080360867914
,,1739209847.229129,-38.13080360867914
,,1739209847.2291305,-45.120503652039325
,,1739209847.2291317,-38.13080360867914
,,1739209847.229133,-38.13080360867914
,,1739209847.2291336,-38.13080360867914
,,1739209847.2291348,-35.57807855764607
,,1739209847.229136,-45.120503652039325
,,1739209847.2291372,-45.120503652039325
,,1739209847.229138,-38.13080360867914
,,1739209847.229139,-33.981070128970906
,,1739209847.2291403,-38.13080360867914
,,1739209847.2291417,-19.497575007474538
,,1739209847.229143,-27.267205301931607
,,1739209847.229144,-45.120503652039325
,,1739209847.229145,-31.141103565318915
,,1739209847.2291462,-25.62660358559016
,,1739209847.2291472,-10.96242637568386
,,1739209847.2291484,-17.600019173844906
,,1739209847.2291496,-20.95409857865648
,,1739209847.2291508,-35.57807855764607
,,1739209847.2291515,-45.120503652039325
,,1739209847.229153,-45.120503652039325
,,1739209847.229154,-33.981070128970906
,,1739209847.229155,-38.13080360867914
