CAN Message, 0x62:0c7a920afb3167cf,Timestamp,Amplitude
,,1739209909.8609865,-38.13080360867914
,,1739209909.8609886,-38.13080360867914
,,1739209909.8609908,-45.120503652039325
,,1739209909.8609931,-45.120503652039325
,,1739209909.8609953,-45.120503652039325
,,1739209909.8609977,-38.13080360867914
,,1739209909.8609998,-28.992665084841967
,,1739209909.861002,-45.120503652039325
,,1739209909.8610044,-38.13080360867914
,,1739209909.8610065,-33.981070128970906
,,1739209909.861009,-35.57807855764607
,,1739209909.861011,-38.13080360867914
,,1739209909.8610132,-45.120503652039325
,,1739209909.8610156,-32.816014438256545
,,1739209909.8610177,-24.15140352195872
,,1739209909.86102,-38.13080360867914
,,1739209909.8610222,-25.62660358559016
,,1739209909.8610244,-32.816014438256545
,,1739209909.8610268,-28.58837851428586
,,1739209909.861029,-38.13080360867914
,,1739209909.8610313,-33.981070128970906
,,1739209909.8610334,-21.67658091518819
,,1739209909.8610356,-33.98107012897096
,,1739209909.861038,-33.981070128970906
,,1739209909.86104,-45.120503652039325
,,1739209909.8610425,-38.13080360867914
,,1739209909.8610446,-28.58837851428586
,,1739209909.8610468,-45.120503652039325
,,1739209909.8610492,-45.120503652039325
,,1739209909.861051,-38.13080360867914
,,1739209909.8610537,-25.82631439489636
,,1739209909.861056,-45.120503652039325
,,1739209909.861058,-38.13080360867914
,,1739209909.8610604,-38.13080360867914
,,1739209909.8610623,-31.141103565318915
,,1739209909.861065,-33.981070128970906
,,1739209909.861067,-38.13080360867914
,,1739209909.8610692,-32.816014438256545
,,1739209909.8610716,-33.98107012897096
,,1739209909.8610735,-45.120503652039325
,,1739209909.861076,-38.13080360867914
,,1739209909.8610785,-38.13080360867914
,,1739209909.8610804,-45.120503652039325
,,1739209909.8610828,-33.981070128970906
,,1739209909.861085,-38.13080360867914
,,1739209909.861087,-21.522148828640407
,,1739209909.8610897,-32.816014438256545
,,1739209909.8610916,-45.120503652039325
,,1739209909.861094,-29.438486411369333
,,1739209909.861096,-26.99137008561072
,,1739209909.8610983,-11.043196371775936
,,1739209909.861101,-38.13080360867914
,,1739209909.8611028,-45.120503652039325
,,1739209909.8611052,-45.120503652039325
,,1739209909.861107,-33.981070128970906
,,1739209909.8611095,-31.141103565318915
,,1739209909.861112,-45.120503652039325
,,1739209909.861114,-38.13080360867914
,,1739209909.8611164,-32.816014438256545
,,1739209909.8611186,-31.141103565318915
,,1739209909.861121,-33.981070128970906
,,1739209909.861123,-45.120503652039325
,,1739209909.8611252,-38.13080360867914
,,1739209909.8611276,-38.13080360867914
,,1739209909.8611298,-45.120503652039325
,,1739209909.861132,-38.13080360867914
,,1739209909.8611343,-33.981070128970906
,,1739209909.8611364,-38.13080360867914
,,1739209909.8611388,-38.13080360867914
,,1739209909.861141,-9.90781489605544
,,1739209909.8611434,-23.38864096791655
,,1739209909.8611455,-27.267205301931607
,,1739209909.8611476,-45.120503652039325
,,1739209909.86115,-38.13080360867914
,,1739209909.8611522,-38.13080360867914
,,1739209909.8611546,-38.13080360867914
,,1739209909.8611567,-38.13080360867914
,,1739209909.8611588,-38.13080360867914
,,1739209909.8611612,-38.13080360867914
,,1739209909.8611634,-31.141103565318915
,,1739209909.8611658,-38.13080360867914
,,1739209909.861168,-38.13080360867914
,,1739209909.86117,-33.981070128970906
,,1739209909.8611724,-33.981070128970906
,,1739209909.8611746,-38.13080360867914
,,1739209909.861177,-38.13080360867914
,,1739209909.861179,-33.981070128970906
,,1739209909.8611813,-25.82631439489636
,,1739209909.8611836,-33.981070128970906
,,1739209909.8611858,-45.120503652039325
,,1739209909.8611882,-45.120503652039325
,,1739209909.8611903,-35.57807855764607
,,1739209909.8611925,-45.120503652039325
,,1739209909.8611948,-38.13080360867914
,,1739209909.861197,-38.13080360867914
,,1739209909.8611994,-38.13080360867914
,,1739209909.8612015,-45.120503652039325
,,1739209909.8612037,-45.120503652039325
,,1739209909.861206,-45.120503652039325
,,1739209909.8612082,-33.981070128970906
,,1739209909.8612106,-45.120503652039325
,,1739209909.8612127,-33.981070128970906
,,1739209909.8612149,-38.13080360867914
,,1739209909.8612173,-32.816014438256545
,,1739209909.8612194,-38.13080360867914
,,1739209909.8612216,-35.57807855764607
,,1739209909.861224,-35.57807855764607
,,1739209909.861226,-28.992665084841946
,,1739209909.8612285,-38.13080360867914
,,1739209909.8612306,-38.13080360867914
,,1739209909.8612328,-38.13080360867914
,,1739209909.8612351,-38.13080360867914
,,1739209909.8612373,-38.13080360867914
,,1739209909.8612397,-38.13080360867914
,,1739209909.8612418,-38.13080360867914
,,1739209909.861244,-32.81601443825658
,,1739209909.8612463,-45.120503652039325
,,1739209909.8612485,-38.13080360867914
,,1739209909.8612509,-35.57807855764607
,,1739209909.861253,-45.120503652039325
,,1739209909.8612552,-32.81601443825658
,,1739209909.8612576,-22.17584139042336
,,1739209909.8612597,-19.49757500747454
,,1739209909.861262,-38.13080360867914
,,1739209909.8612642,-32.816014438256545
,,1739209909.8612664,-24.74623867263306
,,1739209909.8612688,-14.608978427565477
,,1739209909.861271,-11.139366734734269
,,1739209909.8612733,-27.87774495603141
,,1739209909.8612754,-31.141103565318915
,,1739209909.8612776,-45.120503652039325
