CAN Message, 0x24:0e668e9bb4804f66,Timestamp,Amplitude
,,1739209647.2812986,-38.13080360867914
,,1739209647.2813058,-35.57807855764607
,,1739209647.281313,-38.13080360867914
,,1739209647.28132,-45.120503652039325
,,1739209647.2813272,-45.120503652039325
,,1739209647.2813344,-32.816014438256545
,,1739209647.2813416,-28.58837851428586
,,1739209647.2813487,-45.120503652039325
,,1739209647.281356,-33.981070128970906
,,1739209647.281363,-35.57807855764607
,,1739209647.2813702,-38.13080360867914
,,1739209647.2813773,-38.13080360867914
,,1739209647.2813845,-38.13080360867914
,,1739209647.2813914,-35.57807855764607
,,1739209647.2813983,-31.141103565318915
,,1739209647.2814057,-45.120503652039325
,,1739209647.2814128,-38.13080360867914
,,1739209647.28142,-38.13080360867914
,,1739209647.2814271,-38.13080360867914
,,1739209647.2814343,-45.120503652039325
,,1739209647.2814417,-38.13080360867914
,,1739209647.2814486,-45.120503652039325
,,1739209647.2814558,-32.816014438256545
,,1739209647.281463,-45.120503652039325
,,1739209647.28147,-38.13080360867914
,,1739209647.2814772,-45.120503652039325
,,1739209647.2814844,-38.13080360867914
,,1739209647.2814913,-38.13080360867914
,,1739209647.2814984,-33.981070128970906
,,1739209647.2815056,-35.57807855764607
,,1739209647.2815127,-28.992665084841946
,,1739209647.28152,-31.141103565318915
,,1739209647.281527,-45.120503652039325
,,1739209647.2815342,-35.57807855764607
,,1739209647.281541,-38.13080360867914
,,1739209647.2815485,-38.13080360867914
,,1739209647.2815557,-38.13080360867914
,,1739209647.2815628,-32.816014438256545
,,1739209647.28157,-35.57807855764607
,,1739209647.281577,-38.13080360867914
,,1739209647.2815845,-38.13080360867914
,,1739209647.2815914,-35.57807855764607
,,1739209647.2815983,-45.120503652039325
,,1739209647.2816055,-33.981070128970906
,,1739209647.2816126,-33.981070128970906
,,1739209647.2816198,-45.120503652039325
,,1739209647.281627,-28.992665084841946
,,1739209647.281634,-27.267205301931607
,,1739209647.2816412,-31.141103565318915
,,1739209647.2816484,-26.991370085610757
,,1739209647.2816556,-9.840340240147276
,,1739209647.2816627,-26.487275050834715
,,1739209647.28167,-32.816014438256545
,,1739209647.281677,-38.13080360867914
,,1739209647.2816842,-45.120503652039325
,,1739209647.2816913,-38.13080360867914
,,1739209647.2816982,-45.120503652039325
,,1739209647.2817054,-38.13080360867914
,,1739209647.2817123,-45.120503652039325
,,1739209647.2817197,-45.120503652039325
,,1739209647.2817268,-38.13080360867914
,,1739209647.281734,-38.13080360867914
,,1739209647.2817411,-30.49652367304973
,,1739209647.2817483,-32.816014438256545
,,1739209647.2817554,-38.13080360867914
,,1739209647.2817626,-38.13080360867914
,,1739209647.2817698,-33.981070128970906
,,1739209647.281777,-35.57807855764607
,,1739209647.281784,-38.13080360867914
,,1739209647.2817912,-45.120503652039325
,,1739209647.2817984,-38.13080360867914
