CAN Message, 0x1d3:00004b26ad21d818,Timestamp,Amplitude
,,1739209807.15044,-35.57807855764607
,,1739209807.1504424,-45.120503652039325
,,1739209807.1504447,-45.120503652039325
,,1739209807.1504471,-38.13080360867914
,,1739209807.1504495,-45.120503652039325
,,1739209807.150452,-38.13080360867914
,,1739209807.1504543,-38.13080360867914
,,1739209807.150457,-45.120503652039325
,,1739209807.150459,-38.13080360867914
,,1739209807.1504614,-38.13080360867914
,,1739209807.1504638,-38.13080360867914
,,1739209807.1504662,-38.13080360867914
,,1739209807.1504686,-45.120503652039325
,,1739209807.150471,-45.120503652039325
,,1739209807.1504734,-45.120503652039325
,,1739209807.1504755,-38.13080360867914
,,1739209807.150478,-45.120503652039325
,,1739209807.1504805,-45.120503652039325
,,1739209807.150483,-38.13080360867914
,,1739209807.1504853,-38.13080360867914
,,1739209807.1504877,-38.13080360867914
,,1739209807.15049,-38.13080360867914
,,1739209807.1504924,-38.13080360867914
,,1739209807.1504948,-38.13080360867914
,,1739209807.1504972,-38.13080360867914
,,1739209807.1504996,-45.120503652039325
,,1739209807.150502,-45.120503652039325
,,1739209807.1505044,-45.120503652039325
,,1739209807.1505067,-45.120503652039325
,,1739209807.150509,-38.13080360867914
,,1739209807.1505115,-45.120503652039325
,,1739209807.150514,-38.13080360867914
,,1739209807.1505165,-38.13080360867914
,,1739209807.150519,-45.120503652039325
,,1739209807.150521,-45.120503652039325
,,1739209807.1505234,-38.13080360867914
,,1739209807.1505258,-35.57807855764607
,,1739209807.1505282,-38.13080360867914
,,1739209807.1505306,-45.120503652039325
,,1739209807.150533,-45.120503652039325
,,1739209807.150535,-45.120503652039325
,,1739209807.1505375,-45.120503652039325
,,1739209807.15054,-38.13080360867914
,,1739209807.1505425,-38.13080360867914
,,1739209807.1505446,-35.57807855764607
,,1739209807.150547,-45.120503652039325
,,1739209807.1505494,-45.120503652039325
,,1739209807.1505518,-38.13080360867914
,,1739209807.1505542,-31.141103565318893
,,1739209807.1505566,-28.218542851754187
,,1739209807.150559,-14.830726599951507
,,1739209807.150561,-28.992665084841946
,,1739209807.1505637,-45.120503652039325
,,1739209807.150566,-38.13080360867914
,,1739209807.1505685,-38.13080360867914
,,1739209807.1505709,-45.120503652039325
,,1739209807.1505733,-45.120503652039325
,,1739209807.1505756,-45.120503652039325
,,1739209807.150578,-33.981070128970906
,,1739209807.1505804,-38.13080360867914
,,1739209807.1505828,-45.120503652039325
,,1739209807.1505852,-35.57807855764607
,,1739209807.1505876,-28.58837851428586
,,1739209807.15059,-38.13080360867914
,,1739209807.1505923,-45.120503652039325
,,1739209807.1505947,-38.13080360867914
,,1739209807.150597,-45.120503652039325
,,1739209807.1505997,-45.120503652039325
,,1739209807.150602,-45.120503652039325
,,1739209807.1506042,-38.13080360867914
,,1739209807.1506066,-45.120503652039325
,,1739209807.150609,-45.120503652039325
,,1739209807.1506114,-45.120503652039325
,,1739209807.1506138,-38.13080360867914
,,1739209807.1506162,-28.992665084841967
,,1739209807.1506186,-45.120503652039325
,,1739209807.150621,-45.120503652039325
,,1739209807.150623,-33.981070128970906
,,1739209807.1506257,-20.63344045298849
,,1739209807.150628,-22.84163660590255
,,1739209807.1506305,-33.981070128970906
,,1739209807.1506329,-45.120503652039325
,,1739209807.1506352,-45.120503652039325
,,1739209807.1506376,-45.120503652039325
,,1739209807.15064,-45.120503652039325
,,1739209807.1506424,-45.120503652039325
,,1739209807.1506448,-38.13080360867914
,,1739209807.1506472,-45.120503652039325
,,1739209807.1506495,-38.13080360867914
,,1739209807.150652,-38.13080360867914
,,1739209807.1506543,-23.506823629689546
,,1739209807.1506567,-31.141103565318915
,,1739209807.150659,-38.13080360867914
,,1739209807.1506617,-38.13080360867914
,,1739209807.150664,-38.13080360867914
,,1739209807.1506662,-38.13080360867914
,,1739209807.1506686,-35.57807855764607
,,1739209807.150671,-38.13080360867914
,,1739209807.1506734,-31.141103565318915
,,1739209807.1506758,-32.816014438256545
,,1739209807.1506782,-35.57807855764607
,,1739209807.1506803,-45.120503652039325
,,1739209807.150683,-27.267205301931607
,,1739209807.1506853,-30.49652367304973
,,1739209807.1506877,-38.13080360867914
,,1739209807.1506898,-38.13080360867914
,,1739209807.1506922,-35.57807855764607
,,1739209807.1506946,-45.120503652039325
,,1739209807.150697,-38.13080360867914
,,1739209807.1506994,-38.13080360867914
,,1739209807.1507018,-28.992665084841946
,,1739209807.150704,-33.981070128970906
,,1739209807.1507063,-45.120503652039325
,,1739209807.150709,-38.13080360867914
,,1739209807.1507113,-45.120503652039325
,,1739209807.1507137,-45.120503652039325
,,1739209807.150716,-32.816014438256545
,,1739209807.1507185,-23.50682362968953
,,1739209807.1507208,-33.981070128970906
,,1739209807.1507232,-31.141103565318915
,,1739209807.1507256,-38.13080360867914
,,1739209807.150728,-38.13080360867914
,,1739209807.1507304,-38.13080360867914
,,1739209807.1507328,-38.13080360867914
,,1739209807.1507351,-32.816014438256545
,,1739209807.1507375,-25.25278630937684
,,1739209807.15074,-12.59440024636556
,,1739209807.1507423,-10.798830957613408
,,1739209807.150745,-25.62660358559016
,,1739209807.150747,-33.981070128970906
,,1739209807.1507494,-31.141103565318915
,,1739209807.1507518,-25.62660358559016
,,1739209807.1507542,-45.120503652039325
,,1739209807.1507566,-45.120503652039325
,,1739209807.150759,-38.13080360867914
,,1739209807.1507614,-38.13080360867914
,,1739209807.1507638,-38.13080360867914
,,1739209807.150766,-45.120503652039325
,,1739209807.1507685,-38.13080360867914
,,1739209807.150771,-27.267205301931607
,,1739209807.1507733,-45.120503652039325
,,1739209807.1507757,-38.13080360867914
,,1739209807.150778,-38.13080360867914
,,1739209807.1507804,-33.981070128970906
,,1739209807.1507828,-38.13080360867914
,,1739209807.1507852,-45.120503652039325
,,1739209807.1507876,-45.120503652039325
,,1739209807.15079,-29.438486411369357
,,1739209807.1507924,-45.120503652039325
,,1739209807.1507947,-33.981070128970906
,,1739209807.1507971,-23.273589343863303
,,1739209807.1507995,-24.15140352195873
,,1739209807.150802,-33.981070128970906
,,1739209807.1508043,-28.58837851428586
,,1739209807.150807,-28.992665084841967
,,1739209807.150809,-10.555325073986666
,,1739209807.1508114,-13.731164249470051
,,1739209807.1508138,-31.141103565318943
,,1739209807.1508162,-30.49652367304973
,,1739209807.1508186,-33.981070128970906
,,1739209807.150821,-32.816014438256545
,,1739209807.1508234,-45.120503652039325
,,1739209807.1508255,-38.13080360867914
,,1739209807.150828,-33.981070128970906
,,1739209807.1508305,-45.120503652039325
,,1739209807.150833,-45.120503652039325
,,1739209807.1508353,-38.13080360867914
,,1739209807.1508377,-31.141103565318943
,,1739209807.1508398,-45.120503652039325
,,1739209807.1508422,-35.57807855764607
,,1739209807.1508446,-32.816014438256545
,,1739209807.150847,-38.13080360867914
,,1739209807.150849,-45.120503652039325
,,1739209807.1508515,-33.981070128970906
,,1739209807.150854,-19.692249382447496
,,1739209807.1508565,-24.438645034577675
,,1739209807.1508589,-38.13080360867914
,,1739209807.1508613,-33.981070128970906
,,1739209807.1508636,-38.13080360867914
,,1739209807.150866,-32.816014438256545
,,1739209807.1508684,-38.13080360867914
,,1739209807.1508708,-38.13080360867914
,,1739209807.1508732,-32.816014438256545
,,1739209807.1508756,-31.141103565318915
,,1739209807.150878,-38.13080360867914
,,1739209807.1508803,-38.13080360867914
,,1739209807.1508827,-45.120503652039325
,,1739209807.150885,-24.746238672633048
,,1739209807.1508875,-28.21854285175415
,,1739209807.15089,-26.99137008561072
,,1739209807.1508925,-32.816014438256545
,,1739209807.1508946,-32.816014438256545
,,1739209807.150897,-38.13080360867914
,,1739209807.1508994,-35.57807855764607
,,1739209807.1509018,-32.816014438256545
,,1739209807.1509042,-45.120503652039325
,,1739209807.1509066,-38.13080360867914
,,1739209807.150909,-33.981070128970906
,,1739209807.150911,-21.300333226290604
,,1739209807.1509137,-18.836614351536177
,,1739209807.150916,-28.992665084841946
,,1739209807.1509185,-38.13080360867914
,,1739209807.1509209,-35.57807855764607
,,1739209807.1509233,-33.98107012897096
,,1739209807.1509256,-31.141103565318943
,,1739209807.150928,-38.13080360867914
,,1739209807.1509304,-45.120503652039325
,,1739209807.1509328,-38.13080360867914
,,1739209807.1509352,-33.98107012897096
,,1739209807.1509376,-33.981070128970906
,,1739209807.15094,-38.13080360867914
,,1739209807.1509423,-38.13080360867914
,,1739209807.1509447,-38.13080360867914
,,1739209807.150947,-38.13080360867914
,,1739209807.1509497,-32.816014438256545
,,1739209807.150952,-38.13080360867914
,,1739209807.1509542,-29.43848641136937
,,1739209807.1509566,-21.021172418726344
,,1739209807.150959,-10.435553406968596
,,1739209807.1509614,-33.981070128970906
,,1739209807.1509638,-29.438486411369333
,,1739209807.1509662,-45.120503652039325
,,1739209807.1509686,-38.13080360867914
,,1739209807.150971,-35.57807855764607
,,1739209807.150973,-38.13080360867914
,,1739209807.1509757,-38.13080360867914
,,1739209807.150978,-45.120503652039325
,,1739209807.1509805,-45.120503652039325
,,1739209807.1509829,-45.120503652039325
,,1739209807.1509852,-38.13080360867914
,,1739209807.1509876,-45.120503652039325
,,1739209807.15099,-32.816014438256545
,,1739209807.1509924,-24.746238672633048
,,1739209807.1509943,-45.120503652039325
,,1739209807.150997,-45.120503652039325
,,1739209807.1509993,-45.120503652039325
,,1739209807.1510017,-33.981070128970906
,,1739209807.151004,-21.67658091518819
,,1739209807.1510065,-45.120503652039325
,,1739209807.1510088,-38.13080360867914
,,1739209807.1510112,-33.981070128970906
,,1739209807.1510136,-38.13080360867914
,,1739209807.151016,-38.13080360867914
,,1739209807.1510184,-38.13080360867914
,,1739209807.1510208,-45.120503652039325
,,1739209807.1510231,-33.981070128970906
,,1739209807.1510255,-35.57807855764607
