CAN Message, 0x62:0d9925c5a3c0ef46,Timestamp,Amplitude
,,1739209762.761779,-38.13080360867914
,,1739209762.7617807,-35.57807855764607
,,1739209762.7617822,-38.13080360867914
,,1739209762.7617838,-38.13080360867914
,,1739209762.7617853,-45.120503652039325
,,1739209762.7617867,-30.49652367304973
,,1739209762.7617884,-32.816014438256545
,,1739209762.7617898,-38.13080360867914
,,1739209762.7617912,-45.120503652039325
,,1739209762.761793,-35.57807855764607
,,1739209762.7617943,-35.57807855764607
,,1739209762.7617958,-45.120503652039325
,,1739209762.7617974,-45.120503652039325
,,1739209762.7617989,-45.120503652039325
,,1739209762.7618003,-45.120503652039325
,,1739209762.761802,-38.13080360867914
,,1739209762.7618034,-32.816014438256545
,,1739209762.7618048,-38.13080360867914
,,1739209762.7618065,-38.13080360867914
,,1739209762.761808,-45.120503652039325
,,1739209762.761809,-45.120503652039325
,,1739209762.761811,-45.120503652039325
,,1739209762.7618124,-45.120503652039325
,,1739209762.761814,-33.981070128970906
,,1739209762.7618155,-45.120503652039325
,,1739209762.761817,-45.120503652039325
,,1739209762.7618186,-45.120503652039325
,,1739209762.76182,-38.13080360867914
,,1739209762.7618215,-32.816014438256545
,,1739209762.7618232,-45.120503652039325
,,1739209762.7618246,-38.13080360867914
,,1739209762.761826,-33.981070128970906
,,1739209762.7618277,-38.13080360867914
,,1739209762.7618291,-45.120503652039325
,,1739209762.7618306,-45.120503652039325
,,1739209762.7618322,-32.816014438256545
,,1739209762.7618337,-32.816014438256545
,,1739209762.761835,-45.120503652039325
,,1739209762.7618368,-38.13080360867914
,,1739209762.7618382,-45.120503652039325
,,1739209762.7618396,-45.120503652039325
,,1739209762.7618413,-45.120503652039325
,,1739209762.7618427,-38.13080360867914
,,1739209762.7618444,-45.120503652039325
,,1739209762.7618458,-45.120503652039325
,,1739209762.7618473,-45.120503652039325
,,1739209762.761849,-45.120503652039325
,,1739209762.7618504,-33.981070128970906
,,1739209762.7618518,-32.816014438256545
,,1739209762.7618537,-25.826314394896364
,,1739209762.761855,-12.367390106621176
,,1739209762.7618563,-10.634986260023512
,,1739209762.761858,-25.62660358559016
,,1739209762.7618594,-28.58837851428586
,,1739209762.7618608,-45.120503652039325
,,1739209762.7618625,-35.57807855764607
,,1739209762.761864,-35.57807855764607
,,1739209762.7618654,-45.120503652039325
,,1739209762.761867,-38.13080360867914
,,1739209762.7618685,-38.13080360867914
,,1739209762.76187,-35.57807855764607
,,1739209762.7618716,-45.120503652039325
,,1739209762.761873,-38.13080360867914
,,1739209762.761875,-38.13080360867914
,,1739209762.761876,-32.816014438256545
,,1739209762.7618775,-38.13080360867914
,,1739209762.7618792,-35.57807855764607
,,1739209762.7618806,-45.120503652039325
,,1739209762.761882,-28.992665084841967
,,1739209762.7618835,-33.981070128970906
,,1739209762.7618852,-32.816014438256545
,,1739209762.7618866,-45.120503652039325
,,1739209762.7618885,-45.120503652039325
,,1739209762.7618897,-31.141103565318915
,,1739209762.7618911,-20.001670042250552
,,1739209762.7618928,-31.14110356531892
,,1739209762.7618942,-31.141103565318915
,,1739209762.7618957,-32.816014438256545
,,1739209762.761897,-33.98107012897096
,,1739209762.7618988,-9.565931479992798
,,1739209762.7619004,-16.738311432963037
,,1739209762.761902,-31.141103565318943
,,1739209762.7619033,-33.981070128970906
,,1739209762.761905,-38.13080360867914
,,1739209762.7619064,-28.58837851428586
,,1739209762.7619078,-38.13080360867914
,,1739209762.7619095,-45.120503652039325
,,1739209762.761911,-33.981070128970906
,,1739209762.7619123,-32.81601443825658
,,1739209762.761914,-38.13080360867914
,,1739209762.7619154,-38.13080360867914
,,1739209762.7619169,-45.120503652039325
,,1739209762.7619183,-38.13080360867914
,,1739209762.76192,-38.13080360867914
,,1739209762.7619214,-45.120503652039325
,,1739209762.761923,-38.13080360867914
,,1739209762.7619245,-32.816014438256545
,,1739209762.761926,-38.13080360867914
,,1739209762.7619276,-45.120503652039325
,,1739209762.761929,-45.120503652039325
,,1739209762.7619307,-31.141103565318915
,,1739209762.761932,-38.13080360867914
,,1739209762.7619336,-38.13080360867914
,,1739209762.7619352,-24.589719217205094
,,1739209762.761937,-27.267205301931607
,,1739209762.761938,-45.120503652039325
,,1739209762.7619398,-45.120503652039325
,,1739209762.7619412,-45.120503652039325
,,1739209762.7619426,-17.245898906855142
,,1739209762.7619443,-33.981070128970906
,,1739209762.7619455,-33.981070128970906
,,1739209762.7619472,-38.13080360867914
,,1739209762.7619488,-33.981070128970906
,,1739209762.7619505,-38.13080360867914
,,1739209762.7619517,-45.120503652039325
,,1739209762.7619534,-45.120503652039325
,,1739209762.7619548,-32.816014438256545
,,1739209762.7619562,-22.448786368009163
,,1739209762.761958,-26.487275050834725
,,1739209762.7619593,-30.49652367304973
,,1739209762.761961,-33.981070128970906
,,1739209762.7619624,-33.981070128970906
,,1739209762.7619638,-38.13080360867914
,,1739209762.7619655,-38.13080360867914
,,1739209762.761967,-28.218542851754165
,,1739209762.7619684,-32.816014438256545
,,1739209762.76197,-38.13080360867914
,,1739209762.7619717,-28.992665084841946
,,1739209762.761973,-45.120503652039325
,,1739209762.7619746,-32.816014438256545
,,1739209762.761976,-38.13080360867914
,,1739209762.7619774,-38.13080360867914
,,1739209762.761979,-38.13080360867914
,,1739209762.7619803,-45.120503652039325
,,1739209762.761982,-45.120503652039325
,,1739209762.7619836,-45.120503652039325
,,1739209762.761985,-38.13080360867914
,,1739209762.7619865,-45.120503652039325
,,1739209762.7619882,-38.13080360867914
,,1739209762.7619896,-45.120503652039325
,,1739209762.7619913,-38.13080360867914
,,1739209762.7619927,-38.13080360867914
,,1739209762.761994,-38.13080360867914
,,1739209762.7619958,-38.13080360867914
,,1739209762.7619972,-31.141103565318915
,,1739209762.761999,-33.981070128970906
,,1739209762.7620003,-38.13080360867914
,,1739209762.7620018,-38.13080360867914
,,1739209762.7620032,-38.13080360867914
,,1739209762.7620049,-28.992665084841946
,,1739209762.7620063,-45.120503652039325
,,1739209762.7620077,-20.001670042250534
,,1739209762.7620094,-38.13080360867914
