CAN Message, 0x1bb:00002e6c9e460430,Timestamp,Amplitude
,,1739209652.9087584,-45.120503652039325
,,1739209652.908763,-38.13080360867914
,,1739209652.9087672,-38.13080360867914
,,1739209652.9087718,-38.13080360867914
,,1739209652.9087763,-45.120503652039325
,,1739209652.9087808,-38.13080360867914
,,1739209652.908785,-45.120503652039325
,,1739209652.90879,-38.13080360867914
,,1739209652.9087944,-38.13080360867914
,,1739209652.908799,-38.13080360867914
,,1739209652.9088037,-38.13080360867914
,,1739209652.908808,-38.13080360867914
,,1739209652.9088123,-45.120503652039325
,,1739209652.9088168,-45.120503652039325
,,1739209652.908821,-38.13080360867914
,,1739209652.908826,-45.120503652039325
,,1739209652.9088304,-38.13080360867914
,,1739209652.908835,-33.981070128970906
,,1739209652.9088397,-38.13080360867914
,,1739209652.908844,-28.992665084841946
,,1739209652.9088483,-38.13080360867914
,,1739209652.9088528,-38.13080360867914
,,1739209652.908857,-38.13080360867914
,,1739209652.908862,-35.57807855764607
,,1739209652.9088664,-38.13080360867914
,,1739209652.908871,-45.120503652039325
,,1739209652.9088757,-38.13080360867914
,,1739209652.90888,-31.141103565318915
,,1739209652.9088843,-45.120503652039325
,,1739209652.908889,-45.120503652039325
,,1739209652.9088936,-35.57807855764607
,,1739209652.908898,-38.13080360867914
,,1739209652.9089024,-45.120503652039325
,,1739209652.908907,-45.120503652039325
,,1739209652.9089117,-38.13080360867914
,,1739209652.908916,-38.13080360867914
,,1739209652.9089203,-45.120503652039325
,,1739209652.908925,-38.13080360867914
,,1739209652.9089296,-38.13080360867914
,,1739209652.908934,-38.13080360867914
,,1739209652.9089384,-45.120503652039325
,,1739209652.908943,-45.120503652039325
,,1739209652.9089477,-45.120503652039325
,,1739209652.908952,-38.13080360867914
,,1739209652.9089563,-45.120503652039325
,,1739209652.908961,-45.120503652039325
,,1739209652.9089656,-45.120503652039325
,,1739209652.90897,-33.981070128970906
,,1739209652.9089746,-33.981070128970906
,,1739209652.908979,-27.267205301931607
,,1739209652.9089837,-16.971371839288555
,,1739209652.908988,-10.537147392119817
,,1739209652.9089923,-25.25278630937684
,,1739209652.908997,-45.120503652039325
,,1739209652.9090016,-38.13080360867914
,,1739209652.909006,-38.13080360867914
,,1739209652.9090106,-45.120503652039325
,,1739209652.9090152,-38.13080360867914
,,1739209652.9090197,-45.120503652039325
,,1739209652.909024,-33.981070128970906
,,1739209652.9090283,-45.120503652039325
,,1739209652.909033,-38.13080360867914
,,1739209652.9090376,-45.120503652039325
,,1739209652.909042,-33.981070128970906
,,1739209652.9090466,-30.49652367304973
,,1739209652.9090512,-45.120503652039325
,,1739209652.9090557,-45.120503652039325
,,1739209652.9090602,-33.981070128970906
,,1739209652.9090643,-38.13080360867914
,,1739209652.909069,-45.120503652039325
,,1739209652.9090736,-45.120503652039325
,,1739209652.909078,-38.13080360867914
,,1739209652.909083,-32.816014438256545
,,1739209652.9090872,-38.13080360867914
,,1739209652.9090917,-21.598678470925663
,,1739209652.9090962,-25.82631439489636
,,1739209652.9091008,-35.57807855764607
,,1739209652.9091053,-38.13080360867914
,,1739209652.9091096,-28.992665084841946
,,1739209652.909114,-17.217652011706875
,,1739209652.909119,-17.661951700302005
,,1739209652.9091232,-28.992665084841946
,,1739209652.9091277,-45.120503652039325
,,1739209652.9091322,-45.120503652039325
,,1739209652.9091368,-45.120503652039325
,,1739209652.9091413,-38.13080360867914
,,1739209652.9091458,-45.120503652039325
,,1739209652.90915,-31.141103565318915
,,1739209652.909155,-38.13080360867914
,,1739209652.9091592,-38.13080360867914
,,1739209652.9091637,-45.120503652039325
,,1739209652.9091682,-29.438486411369333
,,1739209652.9091728,-23.75329798047522
,,1739209652.9091773,-45.120503652039325
,,1739209652.9091818,-45.120503652039325
,,1739209652.9091864,-35.57807855764607
,,1739209652.909191,-32.816014438256545
,,1739209652.9091952,-45.120503652039325
,,1739209652.9091997,-35.57807855764607
,,1739209652.9092042,-45.120503652039325
,,1739209652.9092088,-32.81601443825658
,,1739209652.9092133,-38.13080360867914
,,1739209652.9092178,-33.981070128970906
,,1739209652.9092224,-19.692249382447496
,,1739209652.909227,-31.14110356531892
,,1739209652.9092314,-33.981070128970906
,,1739209652.9092357,-38.13080360867914
,,1739209652.9092402,-28.58837851428586
,,1739209652.9092448,-9.3674703178153
,,1739209652.9092493,-19.497575007474538
,,1739209652.9092538,-26.487275050834715
,,1739209652.9092584,-38.13080360867914
,,1739209652.909263,-38.13080360867914
,,1739209652.9092674,-33.981070128970906
,,1739209652.909272,-45.120503652039325
,,1739209652.9092762,-35.57807855764607
,,1739209652.9092808,-23.50682362968953
,,1739209652.9092853,-33.98107012897096
,,1739209652.9092898,-32.81601443825658
,,1739209652.9092944,-35.57807855764607
,,1739209652.909299,-38.13080360867914
,,1739209652.9093034,-45.120503652039325
,,1739209652.909308,-38.13080360867914
,,1739209652.9093125,-45.120503652039325
