CAN Message, 0x150:0300a674f5deeb81,Timestamp,Amplitude
,,1739209613.0657616,-38.13080360867914
,,1739209613.0657709,-38.13080360867914
,,1739209613.0657802,-38.13080360867914
,,1739209613.0657892,-38.13080360867914
,,1739209613.0657983,-38.13080360867914
,,1739209613.0658078,-38.13080360867914
,,1739209613.0658169,-45.120503652039325
,,1739209613.0658262,-45.120503652039325
,,1739209613.0658357,-38.13080360867914
,,1739209613.0658443,-38.13080360867914
,,1739209613.0658538,-38.13080360867914
,,1739209613.0658631,-38.13080360867914
,,1739209613.0658722,-32.816014438256545
,,1739209613.0658815,-38.13080360867914
,,1739209613.0658908,-38.13080360867914
,,1739209613.0658998,-38.13080360867914
,,1739209613.0659091,-45.120503652039325
,,1739209613.0659184,-38.13080360867914
,,1739209613.0659275,-38.13080360867914
,,1739209613.0659368,-38.13080360867914
,,1739209613.065946,-30.49652367304973
,,1739209613.0659552,-35.57807855764607
,,1739209613.0659645,-38.13080360867914
,,1739209613.0659738,-45.120503652039325
,,1739209613.065983,-35.57807855764607
,,1739209613.065992,-35.57807855764607
,,1739209613.0660014,-38.13080360867914
,,1739209613.0660107,-38.13080360867914
,,1739209613.0660198,-28.992665084841946
,,1739209613.066029,-38.13080360867914
,,1739209613.0660384,-45.120503652039325
,,1739209613.0660474,-45.120503652039325
,,1739209613.0660567,-45.120503652039325
,,1739209613.066066,-38.13080360867914
,,1739209613.066075,-45.120503652039325
,,1739209613.0660844,-38.13080360867914
,,1739209613.0660937,-38.13080360867914
,,1739209613.0661027,-38.13080360867914
,,1739209613.066112,-38.13080360867914
,,1739209613.066121,-45.120503652039325
,,1739209613.0661304,-33.981070128970906
,,1739209613.0661397,-38.13080360867914
,,1739209613.066149,-38.13080360867914
,,1739209613.066158,-38.13080360867914
,,1739209613.0661674,-38.13080360867914
,,1739209613.066177,-38.13080360867914
,,1739209613.0661857,-45.120503652039325
,,1739209613.066195,-45.120503652039325
,,1739209613.0662043,-28.21854285175415
,,1739209613.0662134,-26.99137008561072
,,1739209613.066223,-12.441749458850314
,,1739209613.066232,-10.342058888651708
,,1739209613.066241,-27.267205301931607
,,1739209613.0662503,-31.141103565318915
,,1739209613.0662596,-38.13080360867914
,,1739209613.0662687,-45.120503652039325
,,1739209613.066278,-38.13080360867914
