CAN Message, 0x24:03d76b88fb1779fa,Timestamp,Amplitude
,,1739209827.4786713,-45.120503652039325
,,1739209827.4786804,-38.13080360867914
,,1739209827.4786894,-38.13080360867914
,,1739209827.4786987,-38.13080360867914
,,1739209827.4787078,-45.120503652039325
,,1739209827.4787169,-33.981070128970906
,,1739209827.478726,-45.120503652039325
,,1739209827.4787352,-38.13080360867914
,,1739209827.4787445,-38.13080360867914
,,1739209827.4787536,-45.120503652039325
,,1739209827.4787626,-45.120503652039325
,,1739209827.478772,-38.13080360867914
,,1739209827.478781,-32.816014438256545
,,1739209827.47879,-33.981070128970906
,,1739209827.478799,-45.120503652039325
,,1739209827.4788084,-38.13080360867914
,,1739209827.4788177,-38.13080360867914
,,1739209827.4788268,-38.13080360867914
,,1739209827.4788358,-38.13080360867914
,,1739209827.4788451,-38.13080360867914
,,1739209827.4788542,-35.57807855764607
,,1739209827.4788632,-45.120503652039325
,,1739209827.4788723,-45.120503652039325
,,1739209827.4788816,-45.120503652039325
,,1739209827.478891,-45.120503652039325
,,1739209827.4789,-38.13080360867914
,,1739209827.478909,-38.13080360867914
,,1739209827.4789183,-38.13080360867914
,,1739209827.4789274,-45.120503652039325
,,1739209827.4789364,-38.13080360867914
,,1739209827.4789455,-35.57807855764607
,,1739209827.4789548,-38.13080360867914
,,1739209827.478964,-38.13080360867914
,,1739209827.4789732,-38.13080360867914
,,1739209827.4789822,-38.13080360867914
,,1739209827.4789913,-38.13080360867914
,,1739209827.4790006,-35.57807855764607
,,1739209827.4790096,-38.13080360867914
,,1739209827.479019,-38.13080360867914
,,1739209827.479028,-38.13080360867914
,,1739209827.479037,-45.120503652039325
,,1739209827.4790463,-38.13080360867914
,,1739209827.4790554,-35.57807855764607
,,1739209827.4790645,-38.13080360867914
,,1739209827.4790738,-45.120503652039325
,,1739209827.4790828,-45.120503652039325
,,1739209827.479092,-35.57807855764607
,,1739209827.4791012,-33.981070128970906
,,1739209827.4791102,-33.98107012897096
,,1739209827.4791195,-24.15140352195872
,,1739209827.4791286,-12.927278567845928
,,1739209827.4791377,-11.063625785311515
,,1739209827.479147,-23.273589343863303
,,1739209827.479156,-33.98107012897096
,,1739209827.479165,-35.57807855764607
,,1739209827.4791744,-45.120503652039325
,,1739209827.4791834,-26.991370085610736
,,1739209827.4791925,-32.816014438256545
,,1739209827.4792018,-38.13080360867914
,,1739209827.4792109,-45.120503652039325
,,1739209827.4792202,-35.57807855764607
,,1739209827.4792292,-38.13080360867914
,,1739209827.4792385,-45.120503652039325
,,1739209827.4792476,-32.816014438256545
,,1739209827.4792566,-27.267205301931607
,,1739209827.4792657,-25.826314394896364
,,1739209827.479275,-32.81601443825658
,,1739209827.479284,-45.120503652039325
,,1739209827.479293,-25.25278630937684
,,1739209827.4793024,-38.13080360867914
,,1739209827.4793117,-28.992665084841946
,,1739209827.4793208,-45.120503652039325
,,1739209827.4793298,-30.49652367304973
,,1739209827.479339,-38.13080360867914
,,1739209827.4793482,-17.85323156177357
,,1739209827.4793572,-25.077289914212862
,,1739209827.4793663,-33.981070128970906
,,1739209827.4793756,-25.62660358559016
,,1739209827.479385,-24.589719217205094
,,1739209827.479394,-13.287805215211243
,,1739209827.479403,-17.853231561773562
,,1739209827.479412,-28.21854285175415
,,1739209827.4794214,-35.57807855764607
,,1739209827.4794304,-45.120503652039325
,,1739209827.4794395,-32.81601443825658
,,1739209827.4794488,-35.57807855764607
,,1739209827.479458,-35.57807855764607
,,1739209827.479467,-45.120503652039325
,,1739209827.4794762,-33.981070128970906
,,1739209827.4794853,-22.54371790334745
,,1739209827.4794946,-22.002965041481755
,,1739209827.4795036,-45.120503652039325
,,1739209827.4795127,-31.141103565318915
,,1739209827.479522,-28.992665084841946
,,1739209827.479531,-35.57807855764607
,,1739209827.47954,-33.981070128970906
,,1739209827.4795494,-33.981070128970906
,,1739209827.4795585,-33.981070128970906
,,1739209827.4795675,-45.120503652039325
,,1739209827.4795768,-45.120503652039325
,,1739209827.479586,-31.141103565318893
,,1739209827.4795952,-26.99137008561072
,,1739209827.4796042,-22.448786368009163
,,1739209827.4796133,-15.573255742248662
,,1739209827.4796226,-27.877744956031417
,,1739209827.4796317,-24.589719217205094
,,1739209827.4796407,-32.816014438256545
,,1739209827.47965,-45.120503652039325
,,1739209827.479659,-10.111281260136288
,,1739209827.479668,-26.991370085610768
,,1739209827.4796774,-38.13080360867914
,,1739209827.4796865,-45.120503652039325
,,1739209827.4796958,-31.141103565318915
,,1739209827.4797049,-24.746238672633048
,,1739209827.479714,-23.38864096791655
,,1739209827.4797232,-26.487275050834715
,,1739209827.4797325,-26.991370085610736
,,1739209827.479741,-26.487275050834725
,,1739209827.4797506,-33.981070128970906
,,1739209827.4797597,-31.141103565318915
,,1739209827.4797688,-45.120503652039325
,,1739209827.479778,-28.218542851754165
,,1739209827.479787,-35.57807855764607
,,1739209827.4797964,-32.816014438256545
,,1739209827.4798057,-31.141103565318915
,,1739209827.4798143,-25.82631439489636
,,1739209827.4798238,-23.506823629689546
,,1739209827.479833,-25.82631439489636
,,1739209827.479842,-38.13080360867914
,,1739209827.4798512,-25.07728991421287
,,1739209827.4798603,-27.267205301931607
,,1739209827.4798694,-45.120503652039325
,,1739209827.479879,-35.57807855764607
,,1739209827.4798875,-45.120503652039325
,,1739209827.479897,-33.981070128970906
,,1739209827.479906,-35.57807855764607
,,1739209827.4799151,-45.120503652039325
,,1739209827.4799244,-31.141103565318943
,,1739209827.4799335,-23.273589343863318
,,1739209827.4799426,-20.4518274484982
,,1739209827.479952,-24.589719217205094
,,1739209827.479961,-26.991370085610747
,,1739209827.4799702,-28.992665084841946
,,1739209827.4799793,-45.120503652039325
,,1739209827.4799883,-31.141103565318915
,,1739209827.4799976,-32.816014438256545
,,1739209827.4800067,-45.120503652039325
,,1739209827.4800158,-31.141103565318915
,,1739209827.480025,-35.57807855764607
,,1739209827.480034,-33.98107012897096
,,1739209827.4800432,-22.17584139042336
,,1739209827.4800525,-23.506823629689546
,,1739209827.4800615,-28.992665084841967
,,1739209827.4800708,-27.87774495603141
,,1739209827.48008,-32.816014438256545
,,1739209827.480089,-26.991370085610736
,,1739209827.4800982,-14.75022485448154
,,1739209827.4801073,-23.506823629689546
,,1739209827.4801164,-30.49652367304973
,,1739209827.4801257,-45.120503652039325
,,1739209827.4801347,-45.120503652039325
,,1739209827.4801438,-31.141103565318915
,,1739209827.480153,-38.13080360867914
,,1739209827.480162,-22.264930561961563
,,1739209827.4801714,-21.300333226290604
,,1739209827.4801805,-25.82631439489636
,,1739209827.4801896,-26.991370085610736
,,1739209827.4801989,-29.438486411369333
,,1739209827.480208,-45.120503652039325
,,1739209827.480217,-33.981070128970906
,,1739209827.4802265,-38.13080360867914
,,1739209827.480235,-38.13080360867914
,,1739209827.4802444,-38.13080360867914
,,1739209827.4802537,-31.141103565318915
,,1739209827.4802628,-33.981070128970906
,,1739209827.480272,-45.120503652039325
,,1739209827.480281,-31.141103565318915
,,1739209827.4802902,-25.826314394896357
,,1739209827.4802997,-31.14110356531892
,,1739209827.4803083,-45.120503652039325
,,1739209827.4803176,-18.48349439814281
,,1739209827.480327,-38.13080360867914
,,1739209827.480336,-31.141103565318915
,,1739209827.480345,-31.141103565318915
,,1739209827.4803543,-28.992665084841967
,,1739209827.4803634,-8.391216747612068
,,1739209827.480373,-27.267205301931607
,,1739209827.4803815,-33.981070128970906
,,1739209827.4803908,-38.13080360867914
,,1739209827.4804,-38.13080360867914
,,1739209827.4804091,-28.21854285175415
,,1739209827.4804182,-38.13080360867914
,,1739209827.4804275,-45.120503652039325
,,1739209827.4804366,-32.816014438256545
,,1739209827.480446,-23.273589343863318
,,1739209827.480455,-28.58837851428589
,,1739209827.480464,-30.49652367304973
,,1739209827.4804733,-45.120503652039325
,,1739209827.4804823,-22.84163660590256
,,1739209827.4804914,-11.063625785311515
,,1739209827.4805007,-15.459086324648965
,,1739209827.4805098,-30.49652367304973
,,1739209827.4805188,-33.98107012897096
,,1739209827.480528,-45.120503652039325
,,1739209827.4805372,-38.13080360867914
,,1739209827.4805465,-45.120503652039325
,,1739209827.4805555,-33.98107012897096
,,1739209827.4805646,-38.13080360867914
,,1739209827.480574,-38.13080360867914
,,1739209827.480583,-31.141103565318943
,,1739209827.480592,-38.13080360867914
,,1739209827.4806013,-35.57807855764607
