CAN Message, 0x24:0bff3bc441427b92,Timestamp,Amplitude
,,1739209895.528289,-45.120503652039325
,,1739209895.5282922,-45.120503652039325
,,1739209895.5282953,-38.13080360867914
,,1739209895.5282984,-45.120503652039325
,,1739209895.5283017,-45.120503652039325
,,1739209895.5283048,-38.13080360867914
,,1739209895.528308,-38.13080360867914
,,1739209895.528311,-38.13080360867914
,,1739209895.528314,-38.13080360867914
,,1739209895.5283172,-38.13080360867914
,,1739209895.5283206,-38.13080360867914
,,1739209895.5283237,-38.13080360867914
,,1739209895.5283267,-38.13080360867914
,,1739209895.5283298,-45.120503652039325
,,1739209895.528333,-28.992665084841946
,,1739209895.528336,-31.141103565318915
,,1739209895.5283394,-45.120503652039325
,,1739209895.5283425,-45.120503652039325
,,1739209895.5283456,-33.981070128970906
,,1739209895.5283487,-38.13080360867914
,,1739209895.5283518,-45.120503652039325
,,1739209895.528355,-35.57807855764607
,,1739209895.5283582,-38.13080360867914
,,1739209895.528361,-33.98107012897096
,,1739209895.5283644,-45.120503652039325
,,1739209895.5283675,-45.120503652039325
,,1739209895.5283706,-38.13080360867914
,,1739209895.5283737,-38.13080360867914
,,1739209895.528377,-38.13080360867914
,,1739209895.5283802,-45.120503652039325
,,1739209895.5283833,-33.981070128970906
,,1739209895.5283864,-28.992665084841946
,,1739209895.5283897,-45.120503652039325
,,1739209895.5283926,-45.120503652039325
,,1739209895.5283957,-38.13080360867914
,,1739209895.528399,-45.120503652039325
,,1739209895.528402,-38.13080360867914
,,1739209895.5284052,-38.13080360867914
,,1739209895.5284083,-45.120503652039325
,,1739209895.5284114,-38.13080360867914
,,1739209895.5284145,-45.120503652039325
,,1739209895.5284178,-45.120503652039325
,,1739209895.528421,-38.13080360867914
,,1739209895.528424,-38.13080360867914
,,1739209895.5284271,-45.120503652039325
,,1739209895.5284302,-45.120503652039325
,,1739209895.528433,-45.120503652039325
,,1739209895.528437,-38.13080360867914
,,1739209895.5284398,-30.49652367304973
,,1739209895.5284429,-31.141103565318943
,,1739209895.528446,-17.217652011706875
,,1739209895.528449,-9.678582544388966
,,1739209895.5284522,-31.14110356531892
,,1739209895.5284555,-38.13080360867914
,,1739209895.5284586,-32.816014438256545
,,1739209895.5284617,-30.49652367304973
,,1739209895.5284648,-45.120503652039325
,,1739209895.528468,-45.120503652039325
,,1739209895.528471,-38.13080360867914
,,1739209895.5284743,-45.120503652039325
,,1739209895.5284774,-45.120503652039325
,,1739209895.5284803,-45.120503652039325
,,1739209895.5284836,-45.120503652039325
,,1739209895.5284867,-45.120503652039325
,,1739209895.5284898,-38.13080360867914
,,1739209895.5284932,-38.13080360867914
,,1739209895.5284965,-38.13080360867914
,,1739209895.5284994,-29.438486411369333
,,1739209895.5285025,-45.120503652039325
,,1739209895.5285056,-38.13080360867914
,,1739209895.528509,-45.120503652039325
,,1739209895.528512,-38.13080360867914
,,1739209895.528515,-31.141103565318915
,,1739209895.5285182,-38.13080360867914
,,1739209895.5285213,-30.49652367304976
,,1739209895.5285244,-28.218542851754165
,,1739209895.5285275,-31.141103565318893
,,1739209895.5285308,-45.120503652039325
