CAN Message, 0x62:030a483c10f09d42,Timestamp,Amplitude
,,1739209824.8675766,-45.120503652039325
,,1739209824.8675804,-45.120503652039325
,,1739209824.867584,-38.13080360867914
,,1739209824.8675878,-38.13080360867914
,,1739209824.8675914,-45.120503652039325
,,1739209824.8675952,-45.120503652039325
,,1739209824.8675988,-38.13080360867914
,,1739209824.8676026,-33.981070128970906
,,1739209824.8676062,-45.120503652039325
,,1739209824.86761,-45.120503652039325
,,1739209824.8676136,-35.57807855764607
,,1739209824.8676174,-38.13080360867914
,,1739209824.867621,-38.13080360867914
,,1739209824.8676248,-45.120503652039325
,,1739209824.8676283,-38.13080360867914
,,1739209824.867632,-38.13080360867914
,,1739209824.8676355,-33.981070128970906
,,1739209824.8676393,-32.816014438256545
,,1739209824.867643,-38.13080360867914
,,1739209824.8676467,-38.13080360867914
,,1739209824.8676505,-38.13080360867914
,,1739209824.867654,-35.57807855764607
,,1739209824.867658,-38.13080360867914
,,1739209824.8676617,-38.13080360867914
,,1739209824.8676653,-45.120503652039325
,,1739209824.8676689,-32.816014438256545
,,1739209824.8676727,-45.120503652039325
,,1739209824.8676765,-45.120503652039325
,,1739209824.86768,-45.120503652039325
,,1739209824.8676836,-45.120503652039325
,,1739209824.8676877,-38.13080360867914
,,1739209824.867691,-33.981070128970906
,,1739209824.8676949,-45.120503652039325
,,1739209824.8676984,-45.120503652039325
,,1739209824.867702,-45.120503652039325
,,1739209824.8677058,-38.13080360867914
,,1739209824.8677094,-38.13080360867914
,,1739209824.8677132,-45.120503652039325
,,1739209824.8677168,-45.120503652039325
,,1739209824.8677206,-45.120503652039325
,,1739209824.8677242,-33.981070128970906
,,1739209824.867728,-28.992665084841946
,,1739209824.8677316,-38.13080360867914
,,1739209824.8677354,-45.120503652039325
,,1739209824.867739,-33.981070128970906
,,1739209824.8677428,-33.981070128970906
,,1739209824.8677464,-45.120503652039325
,,1739209824.8677502,-33.981070128970906
,,1739209824.8677535,-35.57807855764607
,,1739209824.8677576,-25.82631439489636
,,1739209824.8677611,-9.316957040973376
,,1739209824.867765,-15.97707208084488
,,1739209824.8677683,-28.992665084841967
,,1739209824.8677723,-32.816014438256545
,,1739209824.867776,-38.13080360867914
,,1739209824.8677795,-35.57807855764607
,,1739209824.8677833,-35.57807855764607
,,1739209824.867787,-31.141103565318915
,,1739209824.8677907,-45.120503652039325
,,1739209824.8677945,-33.981070128970906
,,1739209824.867798,-38.13080360867914
,,1739209824.8678017,-38.13080360867914
,,1739209824.8678055,-45.120503652039325
,,1739209824.867809,-38.13080360867914
,,1739209824.8678129,-35.57807855764607
,,1739209824.8678164,-33.981070128970906
,,1739209824.8678205,-45.120503652039325
,,1739209824.8678238,-38.13080360867914
