CAN Message, 0x77:6e278647a096470a,Timestamp,Amplitude
,,1739209600.451481,-45.120503652039325
,,1739209600.4514835,-38.13080360867914
,,1739209600.4514856,-35.57807855764607
,,1739209600.4514878,-45.120503652039325
,,1739209600.45149,-45.120503652039325
,,1739209600.451492,-45.120503652039325
,,1739209600.4514942,-45.120503652039325
,,1739209600.4514964,-35.57807855764607
,,1739209600.4514985,-38.13080360867914
,,1739209600.451501,-45.120503652039325
,,1739209600.4515028,-38.13080360867914
,,1739209600.451505,-30.49652367304973
,,1739209600.451507,-38.13080360867914
,,1739209600.4515092,-45.120503652039325
,,1739209600.4515114,-45.120503652039325
,,1739209600.4515135,-35.57807855764607
,,1739209600.4515157,-38.13080360867914
,,1739209600.4515176,-38.13080360867914
,,1739209600.4515195,-45.120503652039325
,,1739209600.451522,-45.120503652039325
,,1739209600.451524,-45.120503652039325
,,1739209600.4515262,-35.57807855764607
,,1739209600.4515283,-45.120503652039325
,,1739209600.4515305,-45.120503652039325
,,1739209600.4515326,-45.120503652039325
,,1739209600.4515347,-38.13080360867914
,,1739209600.451537,-45.120503652039325
,,1739209600.451539,-38.13080360867914
,,1739209600.4515412,-45.120503652039325
,,1739209600.451543,-38.13080360867914
,,1739209600.4515457,-45.120503652039325
,,1739209600.4515476,-27.8777449560314
,,1739209600.4515498,-31.141103565318893
,,1739209600.451552,-45.120503652039325
,,1739209600.451554,-38.13080360867914
,,1739209600.4515562,-38.13080360867914
,,1739209600.4515584,-45.120503652039325
,,1739209600.4515605,-38.13080360867914
,,1739209600.4515626,-35.57807855764607
,,1739209600.4515648,-45.120503652039325
,,1739209600.451567,-45.120503652039325
,,1739209600.451569,-31.141103565318893
,,1739209600.4515712,-38.13080360867914
,,1739209600.4515734,-45.120503652039325
,,1739209600.4515755,-45.120503652039325
,,1739209600.4515777,-38.13080360867914
,,1739209600.4515798,-45.120503652039325
,,1739209600.451582,-28.21854285175415
,,1739209600.451584,-29.438486411369333
,,1739209600.4515862,-32.816014438256545
,,1739209600.4515884,-12.460539947088504
,,1739209600.4515903,-19.89606131697609
,,1739209600.4515927,-27.267205301931607
,,1739209600.4515948,-33.981070128970906
,,1739209600.451597,-38.13080360867914
,,1739209600.451599,-45.120503652039325
,,1739209600.451601,-45.120503652039325
,,1739209600.4516032,-45.120503652039325
,,1739209600.451605,-45.120503652039325
,,1739209600.4516077,-45.120503652039325
,,1739209600.4516096,-38.13080360867914
,,1739209600.4516118,-45.120503652039325
,,1739209600.451614,-35.57807855764607
,,1739209600.451616,-38.13080360867914
,,1739209600.4516182,-33.98107012897096
,,1739209600.4516203,-32.816014438256545
,,1739209600.4516225,-38.13080360867914
,,1739209600.4516246,-45.120503652039325
,,1739209600.4516268,-45.120503652039325
,,1739209600.451629,-32.816014438256545
,,1739209600.451631,-45.120503652039325
,,1739209600.4516332,-27.8777449560314
,,1739209600.4516354,-24.746238672633048
,,1739209600.4516375,-45.120503652039325
,,1739209600.4516397,-28.58837851428586
,,1739209600.4516418,-35.57807855764607
,,1739209600.451644,-35.57807855764607
,,1739209600.451646,-38.13080360867914
,,1739209600.4516482,-33.981070128970906
,,1739209600.4516504,-18.263086266016654
,,1739209600.4516523,-33.98107012897096
,,1739209600.451655,-38.13080360867914
,,1739209600.4516568,-45.120503652039325
,,1739209600.451659,-35.57807855764607
,,1739209600.451661,-27.267205301931607
,,1739209600.4516633,-38.13080360867914
,,1739209600.4516654,-38.13080360867914
,,1739209600.4516675,-38.13080360867914
,,1739209600.4516697,-38.13080360867914
,,1739209600.4516718,-45.120503652039325
,,1739209600.451674,-45.120503652039325
,,1739209600.451676,-45.120503652039325
,,1739209600.4516785,-38.13080360867914
,,1739209600.4516802,-38.13080360867914
,,1739209600.4516823,-45.120503652039325
,,1739209600.4516845,-35.57807855764607
,,1739209600.4516866,-28.58837851428586
,,1739209600.4516888,-45.120503652039325
,,1739209600.451691,-45.120503652039325
,,1739209600.451693,-45.120503652039325
,,1739209600.4516952,-29.438486411369347
,,1739209600.451697,-45.120503652039325
,,1739209600.4516995,-27.267205301931607
,,1739209600.4517016,-17.661951700302005
,,1739209600.4517038,-45.120503652039325
,,1739209600.451706,-28.21854285175415
,,1739209600.451708,-31.141103565318943
,,1739209600.4517102,-17.600019173844906
,,1739209600.4517124,-8.439441272711978
,,1739209600.4517145,-38.13080360867914
,,1739209600.451717,-35.57807855764607
,,1739209600.4517188,-33.981070128970906
,,1739209600.451721,-31.141103565318915
,,1739209600.451723,-33.981070128970906
,,1739209600.4517252,-45.120503652039325
,,1739209600.4517274,-45.120503652039325
,,1739209600.4517295,-28.992665084841946
,,1739209600.4517317,-25.826314394896357
,,1739209600.4517338,-38.13080360867914
,,1739209600.451736,-38.13080360867914
,,1739209600.451738,-45.120503652039325
,,1739209600.4517405,-35.57807855764607
,,1739209600.4517424,-45.120503652039325
,,1739209600.4517446,-38.13080360867914
,,1739209600.4517467,-38.13080360867914
,,1739209600.4517488,-38.13080360867914
,,1739209600.451751,-31.141103565318915
,,1739209600.4517531,-12.169232799517378
,,1739209600.4517553,-23.506823629689546
,,1739209600.4517574,-32.816014438256545
,,1739209600.4517596,-38.13080360867914
,,1739209600.4517615,-45.120503652039325
,,1739209600.4517636,-38.13080360867914
,,1739209600.4517658,-38.13080360867914
,,1739209600.451768,-45.120503652039325
,,1739209600.45177,-38.13080360867914
,,1739209600.4517722,-38.13080360867914
,,1739209600.4517744,-45.120503652039325
,,1739209600.4517765,-38.13080360867914
,,1739209600.451779,-45.120503652039325
,,1739209600.4517808,-33.981070128970906
,,1739209600.451783,-33.981070128970906
,,1739209600.451785,-45.120503652039325
,,1739209600.4517872,-31.141103565318915
,,1739209600.4517894,-26.487275050834725
,,1739209600.4517915,-28.218542851754165
,,1739209600.4517937,-32.816014438256545
,,1739209600.4517958,-45.120503652039325
,,1739209600.451798,-38.13080360867914
,,1739209600.4518,-28.992665084841946
,,1739209600.4518027,-38.13080360867914
,,1739209600.4518054,-33.981070128970906
,,1739209600.4518082,-33.981070128970906
,,1739209600.4518108,-33.981070128970906
,,1739209600.4518137,-45.120503652039325
,,1739209600.451816,-27.8777449560314
,,1739209600.451819,-22.84163660590256
,,1739209600.4518216,-33.981070128970906
,,1739209600.4518242,-38.13080360867914
,,1739209600.4518268,-45.120503652039325
,,1739209600.4518297,-45.120503652039325
,,1739209600.4518323,-45.120503652039325
,,1739209600.451835,-38.13080360867914
,,1739209600.4518375,-45.120503652039325
,,1739209600.4518404,-38.13080360867914
,,1739209600.451843,-30.49652367304976
,,1739209600.4518456,-38.13080360867914
,,1739209600.4518485,-38.13080360867914
,,1739209600.451851,-45.120503652039325
,,1739209600.4518538,-45.120503652039325
,,1739209600.4518564,-45.120503652039325
,,1739209600.451859,-38.13080360867914
,,1739209600.4518616,-38.13080360867914
,,1739209600.4518645,-45.120503652039325
,,1739209600.451867,-45.120503652039325
,,1739209600.4518695,-38.13080360867914
,,1739209600.4518723,-45.120503652039325
,,1739209600.4518752,-33.981070128970906
,,1739209600.4518778,-27.8777449560314
,,1739209600.4518805,-22.84163660590255
,,1739209600.451883,-23.273589343863318
,,1739209600.451886,-23.75329798047522
,,1739209600.4518886,-29.438486411369347
,,1739209600.4518912,-26.487275050834725
,,1739209600.4518938,-13.120210986501588
,,1739209600.4518964,-10.818140117924184
,,1739209600.4518993,-26.487275050834725
,,1739209600.451902,-31.141103565318915
,,1739209600.4519043,-38.13080360867914
,,1739209600.4519072,-19.35709014998136
,,1739209600.45191,-38.13080360867914
,,1739209600.4519126,-32.816014438256545
,,1739209600.4519153,-45.120503652039325
,,1739209600.451918,-27.267205301931607
,,1739209600.4519207,-45.120503652039325
,,1739209600.4519234,-38.13080360867914
,,1739209600.451926,-45.120503652039325
,,1739209600.4519286,-45.120503652039325
,,1739209600.4519317,-38.13080360867914
,,1739209600.451934,-38.13080360867914
,,1739209600.4519367,-32.816014438256545
,,1739209600.451939,-29.43848641136937
,,1739209600.451942,-33.981070128970906
,,1739209600.4519448,-24.589719217205094
,,1739209600.4519477,-13.606805149564693
,,1739209600.45195,-38.13080360867914
,,1739209600.4519527,-45.120503652039325
,,1739209600.4519556,-33.981070128970906
,,1739209600.4519582,-24.74623867263306
,,1739209600.4519608,-24.15140352195872
,,1739209600.4519634,-30.49652367304973
,,1739209600.4519663,-45.120503652039325
