CAN Message, 0x1a7:00003450330db2a6,Timestamp,Amplitude
,,1739209746.8482563,-38.13080360867914
,,1739209746.8482628,-38.13080360867914
,,1739209746.8482692,-38.13080360867914
,,1739209746.8482757,-45.120503652039325
,,1739209746.848282,-45.120503652039325
,,1739209746.8482883,-45.120503652039325
,,1739209746.8482952,-45.120503652039325
,,1739209746.8483016,-38.13080360867914
,,1739209746.848308,-45.120503652039325
,,1739209746.8483143,-35.57807855764607
,,1739209746.848321,-27.267205301931607
,,1739209746.8483274,-38.13080360867914
,,1739209746.8483338,-38.13080360867914
,,1739209746.8483405,-35.57807855764607
,,1739209746.848347,-35.57807855764607
,,1739209746.8483534,-38.13080360867914
,,1739209746.8483598,-38.13080360867914
,,1739209746.8483665,-45.120503652039325
,,1739209746.8483727,-31.141103565318943
,,1739209746.8483791,-35.57807855764607
,,1739209746.8483856,-33.981070128970906
,,1739209746.848392,-45.120503652039325
,,1739209746.8483984,-38.13080360867914
,,1739209746.8484051,-35.57807855764607
,,1739209746.8484116,-38.13080360867914
,,1739209746.848418,-45.120503652039325
,,1739209746.8484244,-31.141103565318915
,,1739209746.8484309,-35.57807855764607
,,1739209746.8484373,-38.13080360867914
,,1739209746.8484435,-38.13080360867914
,,1739209746.8484502,-38.13080360867914
,,1739209746.8484569,-33.981070128970906
,,1739209746.8484633,-38.13080360867914
,,1739209746.8484695,-45.120503652039325
,,1739209746.8484762,-38.13080360867914
,,1739209746.8484826,-38.13080360867914
,,1739209746.848489,-45.120503652039325
,,1739209746.8484955,-38.13080360867914
,,1739209746.848502,-38.13080360867914
,,1739209746.8485086,-32.816014438256545
,,1739209746.848515,-38.13080360867914
,,1739209746.8485217,-38.13080360867914
,,1739209746.848528,-38.13080360867914
,,1739209746.8485343,-45.120503652039325
,,1739209746.8485408,-45.120503652039325
,,1739209746.8485472,-45.120503652039325
,,1739209746.8485537,-45.120503652039325
,,1739209746.84856,-38.13080360867914
,,1739209746.8485668,-45.120503652039325
,,1739209746.8485732,-30.49652367304973
,,1739209746.8485796,-14.814506432379776
,,1739209746.848586,-33.981070128970906
,,1739209746.8485923,-38.13080360867914
,,1739209746.848599,-35.57807855764607
,,1739209746.8486054,-38.13080360867914
,,1739209746.8486118,-38.13080360867914
,,1739209746.8486185,-28.992665084841946
,,1739209746.848625,-38.13080360867914
,,1739209746.8486314,-45.120503652039325
,,1739209746.8486378,-45.120503652039325
,,1739209746.8486445,-45.120503652039325
,,1739209746.8486507,-38.13080360867914
,,1739209746.8486571,-31.141103565318915
,,1739209746.8486636,-38.13080360867914
,,1739209746.8486702,-45.120503652039325
,,1739209746.8486767,-45.120503652039325
,,1739209746.848683,-45.120503652039325
,,1739209746.8486896,-38.13080360867914
,,1739209746.848696,-38.13080360867914
,,1739209746.8487024,-35.57807855764607
,,1739209746.8487089,-45.120503652039325
,,1739209746.8487153,-45.120503652039325
,,1739209746.8487215,-32.816014438256545
,,1739209746.8487284,-31.141103565318943
,,1739209746.8487349,-19.35709014998136
,,1739209746.8487413,-28.58837851428586
,,1739209746.8487475,-33.981070128970906
,,1739209746.8487542,-30.49652367304976
,,1739209746.8487606,-17.724780207538373
,,1739209746.848767,-8.564317816627069
,,1739209746.8487737,-31.141103565318915
,,1739209746.8487802,-31.141103565318915
,,1739209746.8487866,-38.13080360867914
,,1739209746.848793,-33.981070128970906
,,1739209746.8487997,-45.120503652039325
,,1739209746.848806,-45.120503652039325
,,1739209746.8488123,-45.120503652039325
,,1739209746.8488188,-38.13080360867914
,,1739209746.8488252,-38.13080360867914
,,1739209746.848832,-45.120503652039325
,,1739209746.8488383,-45.120503652039325
,,1739209746.8488448,-27.267205301931607
,,1739209746.8488512,-45.120503652039325
,,1739209746.8488576,-45.120503652039325
,,1739209746.848864,-45.120503652039325
,,1739209746.8488705,-45.120503652039325
,,1739209746.848877,-38.13080360867914
,,1739209746.8488834,-45.120503652039325
,,1739209746.84889,-38.13080360867914
,,1739209746.8488965,-32.816014438256545
,,1739209746.848903,-38.13080360867914
,,1739209746.8489094,-38.13080360867914
,,1739209746.8489158,-27.267205301931607
,,1739209746.8489225,-30.49652367304973
,,1739209746.8489287,-38.13080360867914
,,1739209746.8489351,-31.141103565318893
,,1739209746.8489418,-31.141103565318943
,,1739209746.8489482,-13.643740409628302
,,1739209746.848955,-11.702203082834188
,,1739209746.848961,-32.81601443825658
,,1739209746.8489676,-29.438486411369333
,,1739209746.848974,-38.13080360867914
,,1739209746.8489804,-38.13080360867914
,,1739209746.8489869,-38.13080360867914
,,1739209746.8489935,-38.13080360867914
,,1739209746.849,-45.120503652039325
,,1739209746.8490064,-38.13080360867914
,,1739209746.8490129,-24.15140352195872
,,1739209746.8490193,-38.13080360867914
,,1739209746.8490255,-26.99137008561072
,,1739209746.8490322,-35.57807855764607
,,1739209746.8490386,-45.120503652039325
,,1739209746.849045,-45.120503652039325
,,1739209746.8490517,-38.13080360867914
,,1739209746.8490582,-38.13080360867914
,,1739209746.8490646,-35.57807855764607
,,1739209746.849071,-33.981070128970906
,,1739209746.8490777,-20.001670042250545
,,1739209746.849084,-29.438486411369333
,,1739209746.8490903,-45.120503652039325
,,1739209746.8490968,-33.981070128970906
,,1739209746.8491037,-38.13080360867914
