CAN Message, 0x62:0a8f84f28129d6f2,Timestamp,Amplitude
,,1739209790.540805,-28.58837851428586
,,1739209790.540809,-35.57807855764607
,,1739209790.5408125,-17.788531000973595
,,1739209790.5408163,-38.13080360867914
,,1739209790.54082,-45.120503652039325
,,1739209790.5408237,-38.13080360867914
,,1739209790.5408275,-38.13080360867914
,,1739209790.540831,-38.13080360867914
,,1739209790.540835,-38.13080360867914
,,1739209790.5408387,-45.120503652039325
,,1739209790.5408423,-38.13080360867914
,,1739209790.540846,-38.13080360867914
,,1739209790.54085,-45.120503652039325
,,1739209790.5408535,-38.13080360867914
,,1739209790.5408573,-28.992665084841946
,,1739209790.5408611,-31.141103565318915
,,1739209790.540865,-38.13080360867914
,,1739209790.5408688,-38.13080360867914
,,1739209790.5408723,-38.13080360867914
,,1739209790.5408762,-28.992665084841946
,,1739209790.54088,-33.981070128970906
,,1739209790.5408835,-45.120503652039325
,,1739209790.5408874,-45.120503652039325
,,1739209790.5408912,-35.57807855764607
,,1739209790.5408947,-32.816014438256545
,,1739209790.5408986,-26.487275050834725
,,1739209790.5409024,-28.58837851428589
,,1739209790.540906,-27.8777449560314
,,1739209790.5409098,-38.13080360867914
,,1739209790.5409136,-26.487275050834725
,,1739209790.5409174,-15.554017859987262
,,1739209790.540921,-16.041018435916566
,,1739209790.5409248,-26.99137008561072
,,1739209790.5409286,-38.13080360867914
,,1739209790.5409322,-38.13080360867914
,,1739209790.540936,-29.438486411369357
,,1739209790.5409398,-45.120503652039325
,,1739209790.5409434,-38.13080360867914
,,1739209790.5409472,-38.13080360867914
,,1739209790.540951,-27.877744956031417
,,1739209790.5409546,-31.141103565318915
,,1739209790.5409584,-38.13080360867914
,,1739209790.5409622,-45.120503652039325
,,1739209790.5409658,-38.13080360867914
,,1739209790.5409696,-35.57807855764607
,,1739209790.5409734,-38.13080360867914
,,1739209790.5409772,-45.120503652039325
,,1739209790.5409808,-27.267205301931607
,,1739209790.5409846,-25.077289914212862
,,1739209790.5409884,-17.85323156177357
,,1739209790.540992,-9.99232606639056
,,1739209790.5409958,-25.62660358559016
,,1739209790.5409997,-45.120503652039325
,,1739209790.5410032,-45.120503652039325
,,1739209790.541007,-45.120503652039325
,,1739209790.5410109,-33.981070128970906
,,1739209790.5410144,-38.13080360867914
,,1739209790.5410182,-45.120503652039325
,,1739209790.541022,-38.13080360867914
,,1739209790.541026,-32.816014438256545
,,1739209790.5410297,-38.13080360867914
,,1739209790.5410333,-45.120503652039325
,,1739209790.541037,-32.816014438256545
,,1739209790.541041,-25.82631439489636
,,1739209790.5410445,-38.13080360867914
,,1739209790.5410483,-35.57807855764607
,,1739209790.541052,-45.120503652039325
,,1739209790.5410557,-28.58837851428586
,,1739209790.5410595,-32.816014438256545
,,1739209790.541063,-45.120503652039325
,,1739209790.541067,-38.13080360867914
,,1739209790.5410707,-45.120503652039325
,,1739209790.5410745,-38.13080360867914
,,1739209790.541078,-30.49652367304973
,,1739209790.541082,-33.981070128970906
,,1739209790.5410855,-45.120503652039325
,,1739209790.5410893,-32.816014438256545
,,1739209790.541093,-45.120503652039325
,,1739209790.541097,-45.120503652039325
,,1739209790.5411005,-29.438486411369347
,,1739209790.5411043,-35.57807855764607
,,1739209790.541108,-45.120503652039325
,,1739209790.5411117,-38.13080360867914
,,1739209790.5411155,-33.98107012897096
,,1739209790.541119,-38.13080360867914
,,1739209790.541123,-35.57807855764607
,,1739209790.5411267,-45.120503652039325
,,1739209790.5411303,-45.120503652039325
,,1739209790.5411344,-45.120503652039325
,,1739209790.541138,-45.120503652039325
,,1739209790.5411415,-38.13080360867914
,,1739209790.5411456,-45.120503652039325
,,1739209790.5411491,-38.13080360867914
,,1739209790.541153,-38.13080360867914
,,1739209790.5411568,-38.13080360867914
,,1739209790.5411603,-45.120503652039325
,,1739209790.5411642,-31.141103565318943
,,1739209790.541168,-38.13080360867914
,,1739209790.5411716,-45.120503652039325
,,1739209790.5411754,-45.120503652039325
,,1739209790.5411792,-45.120503652039325
,,1739209790.541183,-38.13080360867914
,,1739209790.5411866,-18.836614351536173
,,1739209790.5411904,-24.15140352195872
,,1739209790.5411942,-26.991370085610736
,,1739209790.5411978,-45.120503652039325
,,1739209790.5412016,-24.746238672633048
,,1739209790.5412054,-10.342058888651708
,,1739209790.541209,-16.329544857038563
,,1739209790.5412128,-24.15140352195872
,,1739209790.5412166,-33.98107012897096
,,1739209790.5412202,-23.273589343863303
,,1739209790.541224,-14.017974478505256
,,1739209790.5412278,-45.120503652039325
,,1739209790.5412314,-38.13080360867914
,,1739209790.5412352,-38.13080360867914
,,1739209790.541239,-45.120503652039325
,,1739209790.5412428,-45.120503652039325
,,1739209790.5412464,-45.120503652039325
,,1739209790.5412502,-45.120503652039325
,,1739209790.541254,-29.438486411369333
,,1739209790.5412576,-29.43848641136937
