CAN Message, 0x150:0000909f6f120aa9,Timestamp,Amplitude
,,1739209875.620944,-45.120503652039325
,,1739209875.6209466,-45.120503652039325
,,1739209875.6209493,-38.13080360867914
,,1739209875.620952,-45.120503652039325
,,1739209875.6209545,-45.120503652039325
,,1739209875.6209571,-38.13080360867914
,,1739209875.6209598,-38.13080360867914
,,1739209875.6209624,-38.13080360867914
,,1739209875.620965,-35.57807855764607
,,1739209875.6209676,-38.13080360867914
,,1739209875.6209702,-38.13080360867914
,,1739209875.6209729,-38.13080360867914
,,1739209875.6209755,-35.57807855764607
,,1739209875.620978,-32.816014438256545
,,1739209875.6209807,-28.992665084841946
,,1739209875.6209834,-38.13080360867914
,,1739209875.620986,-38.13080360867914
,,1739209875.6209886,-33.981070128970906
,,1739209875.6209912,-38.13080360867914
,,1739209875.620994,-45.120503652039325
,,1739209875.6209965,-35.57807855764607
,,1739209875.620999,-24.589719217205094
,,1739209875.6210015,-21.598678470925663
,,1739209875.6210046,-33.981070128970906
,,1739209875.6210072,-38.13080360867914
,,1739209875.6210098,-45.120503652039325
,,1739209875.6210124,-38.13080360867914
,,1739209875.621015,-35.57807855764607
,,1739209875.6210177,-45.120503652039325
,,1739209875.6210203,-38.13080360867914
,,1739209875.621023,-30.49652367304973
,,1739209875.6210256,-38.13080360867914
,,1739209875.6210282,-45.120503652039325
,,1739209875.6210308,-45.120503652039325
,,1739209875.6210334,-45.120503652039325
,,1739209875.621036,-38.13080360867914
,,1739209875.621039,-45.120503652039325
,,1739209875.6210413,-38.13080360867914
,,1739209875.621044,-38.13080360867914
,,1739209875.6210463,-45.120503652039325
,,1739209875.6210492,-45.120503652039325
,,1739209875.6210518,-35.57807855764607
,,1739209875.6210544,-33.981070128970906
,,1739209875.621057,-45.120503652039325
,,1739209875.6210597,-31.141103565318915
,,1739209875.6210625,-21.021172418726344
,,1739209875.621065,-22.44878636800916
,,1739209875.6210675,-31.141103565318915
,,1739209875.62107,-45.120503652039325
,,1739209875.6210728,-23.75329798047522
,,1739209875.6210754,-12.906361273615904
,,1739209875.621078,-13.219989474447235
,,1739209875.6210809,-24.151403521958727
,,1739209875.6210835,-45.120503652039325
,,1739209875.621086,-38.13080360867914
,,1739209875.6210887,-38.13080360867914
,,1739209875.6210914,-45.120503652039325
,,1739209875.621094,-45.120503652039325
,,1739209875.6210966,-38.13080360867914
,,1739209875.6210992,-38.13080360867914
,,1739209875.621102,-45.120503652039325
,,1739209875.6211045,-38.13080360867914
,,1739209875.621107,-38.13080360867914
,,1739209875.6211095,-45.120503652039325
,,1739209875.6211123,-45.120503652039325
,,1739209875.621115,-38.13080360867914
,,1739209875.6211176,-32.81601443825658
,,1739209875.6211202,-45.120503652039325
,,1739209875.6211228,-38.13080360867914
,,1739209875.6211257,-38.13080360867914
,,1739209875.621128,-32.81601443825658
,,1739209875.6211307,-38.13080360867914
,,1739209875.621133,-35.57807855764607
,,1739209875.621136,-38.13080360867914
,,1739209875.6211386,-31.141103565318943
,,1739209875.6211412,-45.120503652039325
,,1739209875.6211438,-32.816014438256545
,,1739209875.6211464,-38.13080360867914
,,1739209875.621149,-26.487275050834715
,,1739209875.6211517,-15.459086324648965
,,1739209875.6211543,-22.448786368009163
,,1739209875.621157,-31.141103565318915
,,1739209875.6211598,-35.57807855764607
,,1739209875.6211624,-45.120503652039325
,,1739209875.621165,-45.120503652039325
,,1739209875.6211677,-45.120503652039325
,,1739209875.6211703,-24.151403521958727
,,1739209875.621173,-26.991370085610736
,,1739209875.6211755,-31.141103565318915
,,1739209875.6211782,-33.981070128970906
,,1739209875.6211808,-45.120503652039325
,,1739209875.6211834,-35.57807855764607
,,1739209875.621186,-35.57807855764607
,,1739209875.6211886,-33.981070128970906
,,1739209875.6211913,-45.120503652039325
,,1739209875.621194,-45.120503652039325
,,1739209875.6211965,-45.120503652039325
,,1739209875.6211991,-30.49652367304973
,,1739209875.6212018,-23.16150712794696
