CAN Message, 0x1a7:0000c9c51899e06f,Timestamp,Amplitude
,,1739209844.5299177,-45.120503652039325
,,1739209844.5299191,-45.120503652039325
,,1739209844.529921,-38.13080360867914
,,1739209844.5299227,-45.120503652039325
,,1739209844.5299244,-45.120503652039325
,,1739209844.5299263,-26.991370085610736
,,1739209844.529928,-38.13080360867914
,,1739209844.5299296,-35.57807855764607
,,1739209844.5299315,-38.13080360867914
,,1739209844.5299332,-32.816014438256545
,,1739209844.529935,-45.120503652039325
,,1739209844.5299368,-45.120503652039325
,,1739209844.5299385,-45.120503652039325
,,1739209844.5299404,-45.120503652039325
,,1739209844.529942,-45.120503652039325
,,1739209844.5299437,-45.120503652039325
,,1739209844.5299456,-45.120503652039325
,,1739209844.5299473,-38.13080360867914
,,1739209844.529949,-38.13080360867914
,,1739209844.5299509,-45.120503652039325
,,1739209844.5299523,-38.13080360867914
,,1739209844.5299542,-38.13080360867914
,,1739209844.529956,-38.13080360867914
,,1739209844.5299578,-38.13080360867914
,,1739209844.5299594,-38.13080360867914
,,1739209844.529961,-45.120503652039325
,,1739209844.529963,-33.981070128970906
,,1739209844.5299647,-45.120503652039325
,,1739209844.5299666,-45.120503652039325
,,1739209844.5299685,-30.49652367304973
,,1739209844.5299702,-38.13080360867914
,,1739209844.5299718,-45.120503652039325
,,1739209844.5299735,-38.13080360867914
,,1739209844.5299754,-35.57807855764607
,,1739209844.529977,-45.120503652039325
,,1739209844.5299788,-45.120503652039325
,,1739209844.529981,-38.13080360867914
,,1739209844.5299823,-45.120503652039325
,,1739209844.529984,-45.120503652039325
,,1739209844.529986,-45.120503652039325
,,1739209844.5299876,-38.13080360867914
,,1739209844.5299892,-45.120503652039325
,,1739209844.5299911,-38.13080360867914
,,1739209844.5299928,-33.981070128970906
,,1739209844.5299947,-45.120503652039325
,,1739209844.5299964,-35.57807855764607
,,1739209844.529998,-38.13080360867914
,,1739209844.53,-35.57807855764607
,,1739209844.5300016,-29.438486411369333
,,1739209844.5300033,-31.141103565318943
,,1739209844.5300052,-14.154879268297936
,,1739209844.530007,-10.111281260136288
,,1739209844.5300086,-27.267205301931607
,,1739209844.5300105,-32.816014438256545
,,1739209844.530012,-33.981070128970906
,,1739209844.5300138,-35.57807855764607
,,1739209844.5300157,-38.13080360867914
,,1739209844.5300174,-38.13080360867914
,,1739209844.5300193,-33.981070128970906
,,1739209844.530021,-35.57807855764607
,,1739209844.5300226,-45.120503652039325
,,1739209844.5300243,-45.120503652039325
,,1739209844.5300262,-38.13080360867914
,,1739209844.530028,-38.13080360867914
,,1739209844.5300298,-35.57807855764607
,,1739209844.5300314,-45.120503652039325
,,1739209844.530033,-45.120503652039325
,,1739209844.530035,-35.57807855764607
,,1739209844.5300367,-45.120503652039325
,,1739209844.5300384,-38.13080360867914
,,1739209844.5300405,-31.141103565318915
,,1739209844.530042,-38.13080360867914
,,1739209844.5300436,-38.13080360867914
,,1739209844.5300455,-31.141103565318915
,,1739209844.5300472,-24.15140352195873
,,1739209844.530049,-27.267205301931607
,,1739209844.5300508,-33.981070128970906
,,1739209844.5300524,-45.120503652039325
