CAN Message, 0x1bb:0000b378cbcb2bd3,Timestamp,Amplitude
,,1739209841.333267,-35.57807855764607
,,1739209841.3332698,-32.816014438256545
,,1739209841.3332727,-38.13080360867914
,,1739209841.3332758,-45.120503652039325
,,1739209841.333279,-38.13080360867914
,,1739209841.3332815,-38.13080360867914
,,1739209841.3332846,-38.13080360867914
,,1739209841.3332877,-35.57807855764607
,,1739209841.3332903,-38.13080360867914
,,1739209841.3332934,-35.57807855764607
,,1739209841.3332963,-38.13080360867914
,,1739209841.3332992,-38.13080360867914
,,1739209841.3333025,-38.13080360867914
,,1739209841.3333051,-38.13080360867914
,,1739209841.333308,-45.120503652039325
,,1739209841.333311,-38.13080360867914
,,1739209841.333314,-45.120503652039325
,,1739209841.3333168,-38.13080360867914
,,1739209841.33332,-38.13080360867914
,,1739209841.3333228,-45.120503652039325
,,1739209841.3333256,-45.120503652039325
,,1739209841.3333287,-38.13080360867914
,,1739209841.3333316,-33.981070128970906
,,1739209841.3333344,-45.120503652039325
,,1739209841.3333375,-38.13080360867914
,,1739209841.3333404,-29.438486411369333
,,1739209841.3333433,-38.13080360867914
,,1739209841.3333464,-45.120503652039325
,,1739209841.3333492,-35.57807855764607
,,1739209841.333352,-38.13080360867914
,,1739209841.3333552,-45.120503652039325
,,1739209841.333358,-38.13080360867914
,,1739209841.333361,-45.120503652039325
,,1739209841.333364,-45.120503652039325
,,1739209841.3333669,-45.120503652039325
,,1739209841.33337,-45.120503652039325
,,1739209841.3333728,-45.120503652039325
,,1739209841.3333757,-45.120503652039325
,,1739209841.3333788,-38.13080360867914
,,1739209841.3333817,-35.57807855764607
,,1739209841.3333845,-38.13080360867914
,,1739209841.3333876,-45.120503652039325
,,1739209841.3333905,-38.13080360867914
,,1739209841.333393,-35.57807855764607
,,1739209841.3333964,-45.120503652039325
,,1739209841.3333993,-45.120503652039325
,,1739209841.3334022,-38.13080360867914
,,1739209841.3334053,-33.981070128970906
,,1739209841.333408,-45.120503652039325
,,1739209841.333411,-28.992665084841946
,,1739209841.333414,-8.11260143829582
,,1739209841.333417,-25.62660358559016
,,1739209841.3334198,-31.141103565318915
,,1739209841.333423,-38.13080360867914
,,1739209841.3334258,-45.120503652039325
,,1739209841.3334286,-45.120503652039325
,,1739209841.3334315,-38.13080360867914
,,1739209841.3334346,-45.120503652039325
,,1739209841.3334374,-45.120503652039325
,,1739209841.3334403,-38.13080360867914
,,1739209841.3334434,-45.120503652039325
,,1739209841.3334465,-45.120503652039325
,,1739209841.3334494,-38.13080360867914
,,1739209841.3334522,-38.13080360867914
,,1739209841.333455,-45.120503652039325
,,1739209841.3334582,-45.120503652039325
,,1739209841.333461,-38.13080360867914
,,1739209841.333464,-45.120503652039325
,,1739209841.333467,-38.13080360867914
,,1739209841.33347,-45.120503652039325
,,1739209841.3334727,-45.120503652039325
,,1739209841.3334758,-45.120503652039325
,,1739209841.3334787,-38.13080360867914
,,1739209841.3334818,-31.141103565318915
,,1739209841.3334846,-20.001670042250552
,,1739209841.3334875,-38.13080360867914
,,1739209841.3334906,-38.13080360867914
,,1739209841.3334937,-45.120503652039325
,,1739209841.3334963,-25.62660358559016
,,1739209841.3334994,-13.991103891198492
,,1739209841.3335023,-33.981070128970906
,,1739209841.3335052,-35.57807855764607
,,1739209841.3335085,-32.816014438256545
,,1739209841.333511,-38.13080360867914
,,1739209841.333514,-38.13080360867914
,,1739209841.333517,-31.141103565318915
,,1739209841.33352,-31.141103565318915
,,1739209841.3335228,-45.120503652039325
,,1739209841.333526,-45.120503652039325
,,1739209841.3335288,-31.141103565318915
,,1739209841.3335316,-25.62660358559016
,,1739209841.3335347,-45.120503652039325
,,1739209841.3335376,-33.981070128970906
,,1739209841.3335404,-38.13080360867914
,,1739209841.3335435,-33.981070128970906
,,1739209841.3335464,-35.57807855764607
,,1739209841.3335493,-38.13080360867914
,,1739209841.3335524,-38.13080360867914
,,1739209841.3335552,-33.981070128970906
,,1739209841.333558,-35.57807855764607
,,1739209841.3335612,-35.57807855764607
,,1739209841.333564,-35.57807855764607
,,1739209841.333567,-22.17584139042336
,,1739209841.33357,-18.636903542229973
,,1739209841.3335729,-32.81601443825658
,,1739209841.3335755,-30.49652367304973
,,1739209841.3335788,-20.27750525857144
