CAN Message, 0x150:0700ae2899472b35,Timestamp,Amplitude
,,1739209692.209515,-45.120503652039325
,,1739209692.2095177,-33.981070128970906
,,1739209692.2095206,-35.57807855764607
,,1739209692.2095232,-38.13080360867914
,,1739209692.209526,-45.120503652039325
,,1739209692.2095287,-45.120503652039325
,,1739209692.2095313,-33.981070128970906
,,1739209692.2095342,-45.120503652039325
,,1739209692.2095368,-38.13080360867914
,,1739209692.2095397,-45.120503652039325
,,1739209692.2095425,-45.120503652039325
,,1739209692.209545,-45.120503652039325
,,1739209692.2095478,-38.13080360867914
,,1739209692.2095504,-38.13080360867914
,,1739209692.2095532,-45.120503652039325
,,1739209692.209556,-45.120503652039325
,,1739209692.2095587,-38.13080360867914
,,1739209692.209561,-32.816014438256545
,,1739209692.209564,-38.13080360867914
,,1739209692.2095668,-38.13080360867914
,,1739209692.2095697,-45.120503652039325
,,1739209692.2095723,-33.981070128970906
,,1739209692.209575,-33.981070128970906
,,1739209692.2095776,-45.120503652039325
,,1739209692.2095804,-45.120503652039325
,,1739209692.209583,-45.120503652039325
,,1739209692.209586,-38.13080360867914
,,1739209692.2095883,-35.57807855764607
,,1739209692.2095914,-45.120503652039325
,,1739209692.209594,-45.120503652039325
,,1739209692.2095966,-45.120503652039325
,,1739209692.2095995,-45.120503652039325
,,1739209692.209602,-45.120503652039325
,,1739209692.209605,-45.120503652039325
,,1739209692.2096076,-38.13080360867914
,,1739209692.2096102,-45.120503652039325
,,1739209692.209613,-45.120503652039325
,,1739209692.2096157,-38.13080360867914
,,1739209692.2096186,-38.13080360867914
,,1739209692.2096212,-45.120503652039325
,,1739209692.209624,-45.120503652039325
,,1739209692.209627,-38.13080360867914
,,1739209692.2096293,-45.120503652039325
,,1739209692.2096322,-38.13080360867914
,,1739209692.2096348,-38.13080360867914
,,1739209692.2096376,-45.120503652039325
,,1739209692.2096405,-45.120503652039325
,,1739209692.209643,-45.120503652039325
,,1739209692.2096455,-38.13080360867914
,,1739209692.2096484,-38.13080360867914
,,1739209692.2096512,-19.497575007474538
,,1739209692.209654,-20.95409857865648
,,1739209692.2096567,-45.120503652039325
,,1739209692.209659,-32.816014438256545
,,1739209692.209662,-38.13080360867914
,,1739209692.2096648,-45.120503652039325
,,1739209692.2096674,-38.13080360867914
,,1739209692.2096703,-33.981070128970906
,,1739209692.209673,-33.981070128970906
,,1739209692.2096756,-45.120503652039325
,,1739209692.2096784,-45.120503652039325
,,1739209692.209681,-45.120503652039325
,,1739209692.209684,-38.13080360867914
,,1739209692.2096865,-38.13080360867914
,,1739209692.2096894,-38.13080360867914
,,1739209692.209692,-35.57807855764607
,,1739209692.2096946,-38.13080360867914
,,1739209692.2096975,-38.13080360867914
,,1739209692.2097,-45.120503652039325
,,1739209692.209703,-35.57807855764607
,,1739209692.2097056,-38.13080360867914
,,1739209692.2097082,-33.981070128970906
,,1739209692.209711,-38.13080360867914
,,1739209692.2097137,-33.981070128970906
,,1739209692.2097166,-19.089059925837475
,,1739209692.2097192,-38.13080360867914
,,1739209692.209722,-38.13080360867914
,,1739209692.209725,-32.816014438256545
,,1739209692.2097273,-31.141103565318915
,,1739209692.20973,-14.487170062521797
,,1739209692.2097328,-27.267205301931607
,,1739209692.2097356,-31.141103565318915
,,1739209692.2097385,-30.49652367304973
,,1739209692.2097409,-35.57807855764607
,,1739209692.2097435,-45.120503652039325
,,1739209692.2097464,-38.13080360867914
,,1739209692.2097492,-33.981070128970906
,,1739209692.2097518,-38.13080360867914
,,1739209692.2097547,-38.13080360867914
,,1739209692.209757,-45.120503652039325
,,1739209692.20976,-28.58837851428586
,,1739209692.2097628,-45.120503652039325
,,1739209692.2097654,-45.120503652039325
,,1739209692.2097683,-45.120503652039325
,,1739209692.209771,-30.49652367304973
,,1739209692.2097735,-45.120503652039325
,,1739209692.2097764,-38.13080360867914
,,1739209692.209779,-38.13080360867914
,,1739209692.209782,-29.438486411369347
