CAN Message, 0x77:c78dd54d868c0af8,Timestamp,Amplitude
,,1739209649.6443367,-38.13080360867914
,,1739209649.644341,-38.13080360867914
,,1739209649.644345,-45.120503652039325
,,1739209649.644349,-45.120503652039325
,,1739209649.6443534,-45.120503652039325
,,1739209649.6443577,-45.120503652039325
,,1739209649.644362,-32.816014438256545
,,1739209649.644366,-27.8777449560314
,,1739209649.6443703,-45.120503652039325
,,1739209649.6443744,-45.120503652039325
,,1739209649.644379,-38.13080360867914
,,1739209649.6443827,-33.981070128970906
,,1739209649.644387,-45.120503652039325
,,1739209649.644391,-45.120503652039325
,,1739209649.6443954,-45.120503652039325
,,1739209649.6443994,-38.13080360867914
,,1739209649.6444037,-38.13080360867914
,,1739209649.644408,-45.120503652039325
,,1739209649.644412,-33.981070128970906
,,1739209649.6444163,-38.13080360867914
,,1739209649.6444204,-35.57807855764607
,,1739209649.644425,-35.57807855764607
,,1739209649.6444287,-33.981070128970906
,,1739209649.644433,-28.21854285175415
,,1739209649.644437,-38.13080360867914
,,1739209649.6444414,-45.120503652039325
,,1739209649.6444457,-38.13080360867914
,,1739209649.6444497,-32.816014438256545
,,1739209649.644454,-45.120503652039325
,,1739209649.644458,-45.120503652039325
,,1739209649.6444623,-45.120503652039325
,,1739209649.6444664,-45.120503652039325
,,1739209649.6444707,-45.120503652039325
,,1739209649.6444747,-45.120503652039325
,,1739209649.644479,-45.120503652039325
,,1739209649.644483,-33.981070128970906
,,1739209649.6444874,-32.816014438256545
,,1739209649.6444917,-38.13080360867914
,,1739209649.6444955,-38.13080360867914
,,1739209649.6445,-29.438486411369333
,,1739209649.644504,-38.13080360867914
,,1739209649.6445084,-38.13080360867914
,,1739209649.6445124,-38.13080360867914
,,1739209649.6445167,-38.13080360867914
,,1739209649.6445208,-45.120503652039325
,,1739209649.644525,-45.120503652039325
,,1739209649.644529,-38.13080360867914
,,1739209649.6445334,-45.120503652039325
,,1739209649.6445377,-31.141103565318915
,,1739209649.6445415,-25.82631439489636
,,1739209649.644546,-10.62880633038728
,,1739209649.64455,-11.097889827492487
,,1739209649.6445544,-26.99137008561072
,,1739209649.6445584,-31.141103565318915
,,1739209649.6445627,-38.13080360867914
,,1739209649.6445668,-38.13080360867914
,,1739209649.644571,-38.13080360867914
,,1739209649.6445754,-38.13080360867914
,,1739209649.6445794,-38.13080360867914
,,1739209649.6445837,-38.13080360867914
,,1739209649.6445878,-38.13080360867914
,,1739209649.644592,-35.57807855764607
,,1739209649.644596,-38.13080360867914
,,1739209649.6446004,-31.141103565318915
,,1739209649.6446044,-38.13080360867914
,,1739209649.6446087,-45.120503652039325
,,1739209649.644613,-45.120503652039325
,,1739209649.644617,-32.816014438256545
,,1739209649.6446214,-33.981070128970906
,,1739209649.6446254,-38.13080360867914
,,1739209649.6446297,-35.57807855764607
,,1739209649.6446338,-45.120503652039325
,,1739209649.644638,-45.120503652039325
,,1739209649.644642,-33.981070128970906
,,1739209649.6446464,-20.954098578656488
,,1739209649.6446505,-26.991370085610747
,,1739209649.6446548,-28.58837851428586
,,1739209649.644659,-45.120503652039325
,,1739209649.644663,-30.49652367304973
,,1739209649.6446674,-12.7225054675683
,,1739209649.6446714,-20.888044912671223
,,1739209649.6446755,-28.992665084841946
,,1739209649.6446798,-45.120503652039325
,,1739209649.644684,-38.13080360867914
,,1739209649.644688,-38.13080360867914
,,1739209649.6446924,-38.13080360867914
,,1739209649.6446967,-45.120503652039325
,,1739209649.6447008,-35.57807855764607
,,1739209649.644705,-33.981070128970906
,,1739209649.644709,-45.120503652039325
,,1739209649.6447134,-38.13080360867914
,,1739209649.6447177,-38.13080360867914
,,1739209649.6447215,-35.57807855764607
,,1739209649.6447258,-45.120503652039325
,,1739209649.64473,-38.13080360867914
,,1739209649.644734,-38.13080360867914
,,1739209649.6447384,-33.981070128970906
,,1739209649.6447427,-45.120503652039325
,,1739209649.6447468,-45.120503652039325
,,1739209649.644751,-38.13080360867914
,,1739209649.6447551,-45.120503652039325
,,1739209649.6447594,-38.13080360867914
,,1739209649.6447637,-45.120503652039325
,,1739209649.6447678,-22.74004262075133
,,1739209649.6447718,-24.15140352195873
,,1739209649.644776,-33.981070128970906
,,1739209649.6447804,-38.13080360867914
,,1739209649.6447845,-33.981070128970906
,,1739209649.6447887,-10.04059640384238
,,1739209649.6447928,-25.82631439489636
,,1739209649.644797,-45.120503652039325
,,1739209649.6448011,-32.816014438256545
,,1739209649.6448054,-31.141103565318915
,,1739209649.6448095,-45.120503652039325
,,1739209649.6448138,-45.120503652039325
,,1739209649.6448178,-38.13080360867914
,,1739209649.644822,-28.992665084841946
,,1739209649.6448264,-38.13080360867914
,,1739209649.6448305,-45.120503652039325
,,1739209649.6448348,-33.981070128970906
,,1739209649.6448388,-27.87774495603141
,,1739209649.644843,-45.120503652039325
,,1739209649.6448472,-45.120503652039325
,,1739209649.6448514,-45.120503652039325
,,1739209649.6448555,-32.816014438256545
,,1739209649.6448598,-45.120503652039325
,,1739209649.644864,-31.141103565318915
,,1739209649.644868,-16.61404130020863
,,1739209649.6448724,-19.84420464332589
,,1739209649.6448765,-28.58837851428586
,,1739209649.6448808,-45.120503652039325
,,1739209649.6448848,-38.13080360867914
,,1739209649.644889,-45.120503652039325
,,1739209649.6448932,-38.13080360867914
,,1739209649.6448977,-38.13080360867914
,,1739209649.6449015,-45.120503652039325
,,1739209649.6449058,-33.981070128970906
,,1739209649.64491,-45.120503652039325
,,1739209649.6449142,-38.13080360867914
,,1739209649.6449184,-38.13080360867914
,,1739209649.6449225,-28.992665084841946
,,1739209649.6449268,-38.13080360867914
,,1739209649.6449308,-38.13080360867914
,,1739209649.6449351,-38.13080360867914
,,1739209649.6449392,-31.141103565318915
,,1739209649.6449437,-33.981070128970906
,,1739209649.6449478,-38.13080360867914
,,1739209649.6449518,-38.13080360867914
,,1739209649.644956,-31.141103565318915
,,1739209649.6449602,-31.141103565318915
,,1739209649.6449645,-45.120503652039325
,,1739209649.6449685,-22.002965041481744
,,1739209649.6449728,-38.13080360867914
,,1739209649.6449769,-45.120503652039325
,,1739209649.6449811,-35.57807855764607
,,1739209649.6449852,-31.141103565318915
,,1739209649.6449895,-9.527423542969167
,,1739209649.6449938,-27.267205301931607
,,1739209649.6449978,-45.120503652039325
,,1739209649.645002,-31.141103565318915
,,1739209649.6450062,-28.58837851428589
,,1739209649.6450105,-31.141103565318943
,,1739209649.6450143,-38.13080360867914
,,1739209649.6450188,-45.120503652039325
,,1739209649.6450229,-35.57807855764607
,,1739209649.6450272,-38.13080360867914
,,1739209649.6450317,-45.120503652039325
,,1739209649.6450355,-45.120503652039325
,,1739209649.6450398,-45.120503652039325
,,1739209649.6450438,-38.13080360867914
,,1739209649.645048,-38.13080360867914
,,1739209649.6450522,-38.13080360867914
,,1739209649.6450565,-45.120503652039325
,,1739209649.6450603,-38.13080360867914
,,1739209649.6450648,-35.57807855764607
,,1739209649.645069,-45.120503652039325
,,1739209649.6450732,-27.267205301931607
,,1739209649.6450777,-23.75329798047522
,,1739209649.6450815,-45.120503652039325
,,1739209649.6450858,-38.13080360867914
,,1739209649.64509,-29.438486411369347
,,1739209649.6450942,-38.13080360867914
,,1739209649.6450982,-33.981070128970906
,,1739209649.6451025,-45.120503652039325
,,1739209649.6451066,-30.49652367304973
,,1739209649.6451108,-35.57807855764607
,,1739209649.6451151,-45.120503652039325
,,1739209649.6451192,-35.57807855764607
,,1739209649.6451235,-32.816014438256545
,,1739209649.6451275,-31.141103565318943
,,1739209649.6451318,-38.13080360867914
,,1739209649.645136,-33.981070128970906
,,1739209649.6451402,-38.13080360867914
,,1739209649.6451442,-45.120503652039325
,,1739209649.6451485,-38.13080360867914
,,1739209649.6451526,-45.120503652039325
,,1739209649.6451569,-35.57807855764607
,,1739209649.6451612,-28.21854285175415
,,1739209649.6451652,-38.13080360867914
,,1739209649.6451695,-35.57807855764607
,,1739209649.6451735,-38.13080360867914
,,1739209649.6451778,-45.120503652039325
,,1739209649.645182,-35.57807855764607
,,1739209649.6451862,-38.13080360867914
,,1739209649.6451902,-8.413407699801322
,,1739209649.6451943,-24.589719217205094
,,1739209649.6451988,-45.120503652039325
,,1739209649.6452029,-28.992665084841946
,,1739209649.6452072,-25.82631439489636
,,1739209649.6452112,-19.13259858440813
,,1739209649.6452155,-28.992665084841946
,,1739209649.6452196,-38.13080360867914
,,1739209649.645224,-38.13080360867914
,,1739209649.645228,-38.13080360867914
,,1739209649.6452322,-45.120503652039325
,,1739209649.6452365,-38.13080360867914
,,1739209649.6452403,-38.13080360867914
,,1739209649.6452448,-45.120503652039325
,,1739209649.645249,-38.13080360867914
,,1739209649.6452532,-38.13080360867914
,,1739209649.6452572,-38.13080360867914
,,1739209649.6452615,-38.13080360867914
,,1739209649.6452656,-33.981070128970906
,,1739209649.64527,-30.49652367304976
,,1739209649.645274,-30.49652367304976
,,1739209649.6452782,-25.62660358559016
,,1739209649.6452825,-32.816014438256545
,,1739209649.6452866,-45.120503652039325
,,1739209649.6452909,-38.13080360867914
,,1739209649.645295,-45.120503652039325
,,1739209649.6452992,-38.13080360867914
,,1739209649.6453032,-38.13080360867914
,,1739209649.6453075,-33.981070128970906
,,1739209649.6453116,-31.141103565318943
,,1739209649.645316,-32.81601443825658
,,1739209649.64532,-35.57807855764607
