CAN Message, 0x39:028f80875a2beb0c,Timestamp,Amplitude
,,1739209640.3841166,-38.13080360867914
,,1739209640.384121,-38.13080360867914
,,1739209640.384125,-35.57807855764607
,,1739209640.3841293,-35.57807855764607
,,1739209640.384133,-38.13080360867914
,,1739209640.3841376,-38.13080360867914
,,1739209640.384142,-35.57807855764607
,,1739209640.384146,-38.13080360867914
,,1739209640.3841505,-38.13080360867914
,,1739209640.3841543,-35.57807855764607
,,1739209640.3841586,-45.120503652039325
,,1739209640.384163,-45.120503652039325
,,1739209640.384167,-45.120503652039325
,,1739209640.3841712,-38.13080360867914
,,1739209640.3841753,-45.120503652039325
,,1739209640.3841796,-38.13080360867914
,,1739209640.384184,-35.57807855764607
,,1739209640.384188,-38.13080360867914
,,1739209640.3841922,-45.120503652039325
,,1739209640.3841963,-38.13080360867914
,,1739209640.3842006,-33.981070128970906
,,1739209640.3842049,-22.002965041481744
,,1739209640.384209,-31.141103565318915
,,1739209640.3842132,-38.13080360867914
,,1739209640.3842173,-33.981070128970906
,,1739209640.3842216,-38.13080360867914
,,1739209640.3842258,-45.120503652039325
,,1739209640.38423,-27.87774495603141
,,1739209640.3842342,-35.57807855764607
,,1739209640.3842382,-38.13080360867914
,,1739209640.3842423,-45.120503652039325
,,1739209640.3842468,-33.981070128970906
,,1739209640.3842509,-38.13080360867914
,,1739209640.3842552,-38.13080360867914
,,1739209640.3842592,-45.120503652039325
,,1739209640.3842635,-45.120503652039325
,,1739209640.3842678,-45.120503652039325
,,1739209640.384272,-45.120503652039325
,,1739209640.3842762,-38.13080360867914
,,1739209640.3842802,-28.992665084841946
,,1739209640.3842845,-45.120503652039325
,,1739209640.3842888,-38.13080360867914
,,1739209640.3842928,-38.13080360867914
,,1739209640.3842971,-45.120503652039325
,,1739209640.3843012,-24.589719217205094
,,1739209640.3843057,-23.506823629689546
,,1739209640.3843098,-45.120503652039325
,,1739209640.3843138,-38.13080360867914
,,1739209640.384318,-27.8777449560314
,,1739209640.3843222,-21.67658091518819
,,1739209640.3843265,-16.261240254024983
,,1739209640.3843307,-23.38864096791655
,,1739209640.3843348,-45.120503652039325
,,1739209640.384339,-45.120503652039325
,,1739209640.3843431,-45.120503652039325
,,1739209640.3843474,-38.13080360867914
,,1739209640.3843515,-38.13080360867914
,,1739209640.3843558,-45.120503652039325
,,1739209640.38436,-45.120503652039325
,,1739209640.384364,-30.49652367304973
,,1739209640.3843684,-45.120503652039325
,,1739209640.3843725,-33.981070128970906
,,1739209640.3843768,-45.120503652039325
,,1739209640.384381,-38.13080360867914
,,1739209640.384385,-45.120503652039325
,,1739209640.3843894,-45.120503652039325
,,1739209640.3843937,-32.816014438256545
,,1739209640.3843975,-24.29264994887477
,,1739209640.384402,-35.57807855764607
,,1739209640.384406,-38.13080360867914
,,1739209640.3844104,-38.13080360867914
,,1739209640.3844144,-35.57807855764607
,,1739209640.3844187,-32.816014438256545
,,1739209640.384423,-28.218542851754165
,,1739209640.384427,-38.13080360867914
,,1739209640.3844314,-38.13080360867914
,,1739209640.3844354,-38.13080360867914
,,1739209640.3844397,-31.141103565318915
,,1739209640.384444,-17.44894499121749
,,1739209640.384448,-24.74623867263306
,,1739209640.3844523,-26.99137008561072
,,1739209640.3844564,-45.120503652039325
,,1739209640.3844607,-45.120503652039325
,,1739209640.384465,-31.141103565318915
,,1739209640.384469,-38.13080360867914
,,1739209640.384473,-45.120503652039325
,,1739209640.3844774,-45.120503652039325
,,1739209640.3844817,-33.981070128970906
,,1739209640.384486,-28.21854285175415
,,1739209640.38449,-33.981070128970906
,,1739209640.3844943,-35.57807855764607
,,1739209640.3844984,-33.981070128970906
,,1739209640.3845026,-45.120503652039325
,,1739209640.384507,-38.13080360867914
,,1739209640.384511,-35.57807855764607
,,1739209640.3845153,-45.120503652039325
,,1739209640.384519,-22.54371790334745
,,1739209640.3845236,-12.712515940865975
,,1739209640.384528,-11.493794354782626
,,1739209640.384532,-24.438645034577675
,,1739209640.3845365,-33.981070128970906
,,1739209640.3845403,-38.13080360867914
,,1739209640.3845446,-45.120503652039325
,,1739209640.384549,-33.981070128970906
,,1739209640.384553,-28.21854285175415
,,1739209640.3845572,-33.981070128970906
,,1739209640.3845613,-45.120503652039325
,,1739209640.3845656,-45.120503652039325
,,1739209640.38457,-35.57807855764607
,,1739209640.384574,-45.120503652039325
,,1739209640.3845782,-38.13080360867914
,,1739209640.3845823,-45.120503652039325
,,1739209640.3845866,-45.120503652039325
