CAN Message, 0x1d3:0000444b51c29054,Timestamp,Amplitude
,,1739209800.8902454,-35.57807855764607
,,1739209800.8902528,-35.57807855764607
,,1739209800.89026,-38.13080360867914
,,1739209800.8902671,-35.57807855764607
,,1739209800.8902743,-32.816014438256545
,,1739209800.8902814,-38.13080360867914
,,1739209800.8902888,-45.120503652039325
,,1739209800.890296,-38.13080360867914
,,1739209800.8903031,-45.120503652039325
,,1739209800.8903103,-38.13080360867914
,,1739209800.8903177,-38.13080360867914
,,1739209800.8903248,-38.13080360867914
,,1739209800.890332,-38.13080360867914
,,1739209800.8903391,-31.141103565318915
,,1739209800.8903463,-38.13080360867914
,,1739209800.8903537,-45.120503652039325
,,1739209800.8903608,-32.816014438256545
,,1739209800.890368,-32.816014438256545
,,1739209800.8903751,-45.120503652039325
,,1739209800.8903823,-45.120503652039325
,,1739209800.8903897,-38.13080360867914
,,1739209800.8903968,-45.120503652039325
,,1739209800.890404,-38.13080360867914
,,1739209800.8904114,-38.13080360867914
,,1739209800.8904183,-38.13080360867914
,,1739209800.8904257,-45.120503652039325
,,1739209800.8904328,-45.120503652039325
,,1739209800.89044,-38.13080360867914
,,1739209800.8904474,-38.13080360867914
,,1739209800.8904543,-38.13080360867914
,,1739209800.8904617,-38.13080360867914
,,1739209800.8904688,-45.120503652039325
,,1739209800.8904762,-45.120503652039325
,,1739209800.8904834,-35.57807855764607
,,1739209800.8904903,-38.13080360867914
,,1739209800.8904977,-38.13080360867914
,,1739209800.890505,-45.120503652039325
,,1739209800.8905122,-38.13080360867914
,,1739209800.8905194,-45.120503652039325
,,1739209800.8905263,-45.120503652039325
,,1739209800.8905337,-45.120503652039325
,,1739209800.890541,-45.120503652039325
,,1739209800.8905482,-45.120503652039325
,,1739209800.8905554,-45.120503652039325
,,1739209800.8905623,-45.120503652039325
,,1739209800.89057,-45.120503652039325
,,1739209800.890577,-45.120503652039325
,,1739209800.8905842,-45.120503652039325
,,1739209800.8905914,-31.141103565318893
,,1739209800.8905988,-25.826314394896364
,,1739209800.890606,-12.633416296030113
,,1739209800.890613,-11.448808766692482
,,1739209800.8906202,-31.141103565318943
,,1739209800.8906274,-26.991370085610736
,,1739209800.8906348,-45.120503652039325
,,1739209800.890642,-45.120503652039325
,,1739209800.890649,-33.981070128970906
,,1739209800.8906562,-25.82631439489636
,,1739209800.8906636,-33.981070128970906
,,1739209800.8906708,-38.13080360867914
,,1739209800.890678,-38.13080360867914
,,1739209800.890685,-31.141103565318915
,,1739209800.8906925,-38.13080360867914
,,1739209800.8906996,-45.120503652039325
,,1739209800.8907068,-45.120503652039325
,,1739209800.890714,-45.120503652039325
,,1739209800.890721,-45.120503652039325
,,1739209800.8907285,-45.120503652039325
,,1739209800.8907356,-38.13080360867914
,,1739209800.8907428,-31.141103565318915
