CAN Message, 0x98:0000d62131bd9393,Timestamp,Amplitude
,,1739209639.469261,-38.13080360867914
,,1739209639.4692633,-38.13080360867914
,,1739209639.4692657,-45.120503652039325
,,1739209639.469268,-38.13080360867914
,,1739209639.4692707,-45.120503652039325
,,1739209639.469273,-33.981070128970906
,,1739209639.4692757,-45.120503652039325
,,1739209639.469278,-38.13080360867914
,,1739209639.4692805,-45.120503652039325
,,1739209639.4692829,-38.13080360867914
,,1739209639.4692852,-35.57807855764607
,,1739209639.469288,-38.13080360867914
,,1739209639.4692905,-45.120503652039325
,,1739209639.4692926,-38.13080360867914
,,1739209639.469295,-38.13080360867914
,,1739209639.4692976,-38.13080360867914
,,1739209639.4693,-38.13080360867914
,,1739209639.4693024,-38.13080360867914
,,1739209639.4693048,-33.981070128970906
,,1739209639.4693074,-45.120503652039325
,,1739209639.4693098,-45.120503652039325
,,1739209639.4693122,-33.981070128970906
,,1739209639.4693146,-45.120503652039325
,,1739209639.4693172,-45.120503652039325
,,1739209639.4693196,-45.120503652039325
,,1739209639.469322,-45.120503652039325
,,1739209639.4693246,-38.13080360867914
,,1739209639.469327,-38.13080360867914
,,1739209639.4693294,-45.120503652039325
,,1739209639.4693315,-33.981070128970906
,,1739209639.4693344,-38.13080360867914
,,1739209639.4693367,-45.120503652039325
,,1739209639.4693391,-45.120503652039325
,,1739209639.4693415,-45.120503652039325
,,1739209639.469344,-35.57807855764607
,,1739209639.4693463,-38.13080360867914
,,1739209639.469349,-45.120503652039325
,,1739209639.4693515,-38.13080360867914
,,1739209639.469354,-35.57807855764607
,,1739209639.4693563,-38.13080360867914
,,1739209639.4693587,-45.120503652039325
,,1739209639.4693613,-38.13080360867914
,,1739209639.4693637,-38.13080360867914
,,1739209639.469366,-38.13080360867914
,,1739209639.4693685,-45.120503652039325
,,1739209639.469371,-38.13080360867914
,,1739209639.4693737,-38.13080360867914
,,1739209639.4693758,-38.13080360867914
,,1739209639.4693782,-31.141103565318915
,,1739209639.4693809,-26.99137008561072
,,1739209639.4693832,-13.964398535296294
,,1739209639.4693856,-9.678582544388966
,,1739209639.4693882,-28.992665084841967
,,1739209639.4693906,-32.816014438256545
,,1739209639.469393,-45.120503652039325
,,1739209639.4693954,-33.981070128970906
,,1739209639.469398,-45.120503652039325
,,1739209639.4694004,-35.57807855764607
,,1739209639.4694028,-28.21854285175415
,,1739209639.4694052,-33.981070128970906
,,1739209639.4694078,-38.13080360867914
,,1739209639.4694102,-35.57807855764607
,,1739209639.4694126,-33.981070128970906
,,1739209639.4694152,-45.120503652039325
,,1739209639.4694176,-45.120503652039325
,,1739209639.46942,-45.120503652039325
,,1739209639.4694223,-45.120503652039325
,,1739209639.469425,-38.13080360867914
,,1739209639.469427,-33.981070128970906
,,1739209639.4694295,-35.57807855764607
,,1739209639.469432,-45.120503652039325
,,1739209639.4694347,-38.13080360867914
,,1739209639.4694371,-45.120503652039325
,,1739209639.4694395,-33.981070128970906
,,1739209639.469442,-19.045953419892605
,,1739209639.4694445,-27.267205301931607
,,1739209639.469447,-30.49652367304973
,,1739209639.4694493,-27.267205301931607
,,1739209639.469452,-26.487275050834715
,,1739209639.4694543,-9.814665055588115
,,1739209639.469457,-13.643740409628302
,,1739209639.469459,-33.981070128970906
,,1739209639.4694617,-21.228842808393964
