CAN Message, 0x150:0500f9a1cb27e544,Timestamp,Amplitude
,,1739209857.3699577,-32.816014438256545
,,1739209857.3699603,-38.13080360867914
,,1739209857.3699627,-45.120503652039325
,,1739209857.369965,-38.13080360867914
,,1739209857.3699677,-45.120503652039325
,,1739209857.36997,-45.120503652039325
,,1739209857.3699725,-45.120503652039325
,,1739209857.369975,-45.120503652039325
,,1739209857.3699777,-38.13080360867914
,,1739209857.36998,-38.13080360867914
,,1739209857.3699825,-45.120503652039325
,,1739209857.3699849,-35.57807855764607
,,1739209857.3699875,-35.57807855764607
,,1739209857.36999,-38.13080360867914
,,1739209857.3699925,-35.57807855764607
,,1739209857.3699949,-38.13080360867914
,,1739209857.3699973,-38.13080360867914
,,1739209857.3699996,-38.13080360867914
,,1739209857.3700025,-38.13080360867914
,,1739209857.370005,-45.120503652039325
,,1739209857.370007,-38.13080360867914
,,1739209857.3700097,-45.120503652039325
,,1739209857.370012,-38.13080360867914
,,1739209857.3700144,-38.13080360867914
,,1739209857.370017,-45.120503652039325
,,1739209857.3700194,-45.120503652039325
,,1739209857.370022,-45.120503652039325
,,1739209857.3700244,-45.120503652039325
,,1739209857.3700268,-38.13080360867914
,,1739209857.3700294,-45.120503652039325
,,1739209857.3700318,-45.120503652039325
,,1739209857.3700342,-38.13080360867914
,,1739209857.3700368,-45.120503652039325
,,1739209857.3700392,-45.120503652039325
,,1739209857.3700416,-38.13080360867914
,,1739209857.3700442,-35.57807855764607
,,1739209857.3700466,-26.99137008561072
,,1739209857.370049,-33.981070128970906
,,1739209857.3700516,-35.57807855764607
,,1739209857.370054,-45.120503652039325
,,1739209857.3700566,-38.13080360867914
,,1739209857.370059,-45.120503652039325
,,1739209857.3700614,-45.120503652039325
,,1739209857.370064,-38.13080360867914
,,1739209857.3700664,-38.13080360867914
,,1739209857.3700688,-45.120503652039325
,,1739209857.3700714,-38.13080360867914
,,1739209857.3700738,-29.438486411369333
,,1739209857.3700762,-30.49652367304976
,,1739209857.3700788,-19.089059925837468
,,1739209857.3700812,-8.97047750679341
,,1739209857.3700836,-38.13080360867914
,,1739209857.3700862,-33.981070128970906
,,1739209857.3700886,-35.57807855764607
,,1739209857.3700912,-38.13080360867914
,,1739209857.3700936,-38.13080360867914
,,1739209857.370096,-38.13080360867914
,,1739209857.3700986,-45.120503652039325
,,1739209857.370101,-38.13080360867914
,,1739209857.3701034,-35.57807855764607
,,1739209857.370106,-28.992665084841946
,,1739209857.3701084,-33.981070128970906
,,1739209857.3701108,-38.13080360867914
,,1739209857.3701134,-45.120503652039325
,,1739209857.3701158,-31.141103565318915
,,1739209857.370118,-38.13080360867914
,,1739209857.3701208,-38.13080360867914
,,1739209857.3701231,-38.13080360867914
,,1739209857.3701258,-29.438486411369357
,,1739209857.3701282,-30.49652367304973
,,1739209857.3701303,-38.13080360867914
,,1739209857.3701332,-45.120503652039325
,,1739209857.3701355,-35.57807855764607
,,1739209857.370138,-30.49652367304976
,,1739209857.3701406,-27.87774495603143
,,1739209857.370143,-35.57807855764607
,,1739209857.370145,-45.120503652039325
,,1739209857.370148,-33.981070128970906
,,1739209857.3701503,-26.991370085610747
,,1739209857.3701527,-20.277505258571438
,,1739209857.370155,-38.13080360867914
,,1739209857.3701577,-45.120503652039325
,,1739209857.3701603,-33.981070128970906
,,1739209857.3701627,-45.120503652039325
,,1739209857.370165,-33.981070128970906
,,1739209857.3701675,-38.13080360867914
,,1739209857.37017,-38.13080360867914
,,1739209857.3701725,-38.13080360867914
,,1739209857.3701751,-33.981070128970906
,,1739209857.3701775,-31.141103565318915
,,1739209857.37018,-45.120503652039325
,,1739209857.3701825,-33.981070128970906
,,1739209857.370185,-38.13080360867914
,,1739209857.3701873,-38.13080360867914
,,1739209857.37019,-45.120503652039325
,,1739209857.3701923,-38.13080360867914
,,1739209857.370195,-38.13080360867914
,,1739209857.3701973,-28.992665084841946
,,1739209857.3701997,-45.120503652039325
,,1739209857.3702023,-38.13080360867914
,,1739209857.3702047,-45.120503652039325
,,1739209857.370207,-33.981070128970906
,,1739209857.3702097,-20.954098578656488
,,1739209857.370212,-25.826314394896357
,,1739209857.3702145,-31.141103565318915
,,1739209857.370217,-32.816014438256545
,,1739209857.3702197,-27.87774495603143
,,1739209857.370222,-11.749906388834043
,,1739209857.3702245,-14.182785837051991
,,1739209857.3702269,-20.69570596139481
,,1739209857.3702295,-32.816014438256545
,,1739209857.370232,-35.57807855764607
,,1739209857.3702345,-45.120503652039325
,,1739209857.3702369,-38.13080360867914
,,1739209857.3702393,-33.981070128970906
,,1739209857.3702416,-38.13080360867914
,,1739209857.3702445,-27.267205301931607
,,1739209857.3702466,-19.69224938244749
,,1739209857.370249,-38.13080360867914
,,1739209857.3702517,-38.13080360867914
,,1739209857.370254,-38.13080360867914
,,1739209857.3702564,-35.57807855764607
,,1739209857.370259,-45.120503652039325
,,1739209857.3702614,-45.120503652039325
,,1739209857.370264,-33.981070128970906
,,1739209857.3702664,-21.228842808393967
,,1739209857.3702688,-17.85323156177357
,,1739209857.3702714,-14.457244398418911
,,1739209857.3702738,-30.49652367304973
,,1739209857.3702762,-35.57807855764607
,,1739209857.3702788,-45.120503652039325
,,1739209857.3702812,-35.57807855764607
,,1739209857.3702836,-38.13080360867914
,,1739209857.3702862,-38.13080360867914
,,1739209857.3702886,-45.120503652039325
,,1739209857.370291,-45.120503652039325
,,1739209857.3702936,-45.120503652039325
,,1739209857.370296,-28.992665084841946
,,1739209857.3702986,-38.13080360867914
,,1739209857.370301,-38.13080360867914
,,1739209857.3703034,-45.120503652039325
,,1739209857.370306,-45.120503652039325
,,1739209857.3703084,-45.120503652039325
,,1739209857.3703108,-38.13080360867914
,,1739209857.3703134,-38.13080360867914
,,1739209857.3703158,-26.99137008561072
,,1739209857.3703182,-33.981070128970906
,,1739209857.3703208,-45.120503652039325
,,1739209857.3703232,-45.120503652039325
,,1739209857.3703256,-32.816014438256545
,,1739209857.3703282,-28.992665084841946
,,1739209857.3703306,-38.13080360867914
,,1739209857.3703332,-38.13080360867914
,,1739209857.3703356,-28.58837851428586
,,1739209857.370338,-31.141103565318893
,,1739209857.3703406,-33.981070128970906
,,1739209857.370343,-27.8777449560314
,,1739209857.3703454,-32.816014438256545
,,1739209857.370348,-26.991370085610736
,,1739209857.3703504,-38.13080360867914
,,1739209857.3703527,-45.120503652039325
,,1739209857.3703554,-35.57807855764607
,,1739209857.3703578,-32.816014438256545
,,1739209857.3703604,-45.120503652039325
,,1739209857.3703628,-38.13080360867914
,,1739209857.3703651,-38.13080360867914
,,1739209857.3703678,-45.120503652039325
,,1739209857.37037,-38.13080360867914
,,1739209857.3703723,-45.120503652039325
,,1739209857.3703752,-32.816014438256545
,,1739209857.3703775,-32.816014438256545
,,1739209857.37038,-45.120503652039325
,,1739209857.3703823,-32.816014438256545
,,1739209857.370385,-32.81601443825658
,,1739209857.3703873,-31.141103565318943
,,1739209857.37039,-32.816014438256545
