CAN Message, 0x1bb:000001e1893c9605,Timestamp,Amplitude
,,1739209834.1306112,-45.120503652039325
,,1739209834.1306114,-45.120503652039325
,,1739209834.130612,-45.120503652039325
,,1739209834.130612,-45.120503652039325
,,1739209834.1306126,-38.13080360867914
,,1739209834.1306129,-38.13080360867914
,,1739209834.130613,-38.13080360867914
,,1739209834.1306138,-38.13080360867914
,,1739209834.130614,-38.13080360867914
,,1739209834.1306145,-32.816014438256545
,,1739209834.1306148,-35.57807855764607
,,1739209834.1306152,-45.120503652039325
,,1739209834.1306157,-45.120503652039325
,,1739209834.130616,-38.13080360867914
,,1739209834.1306164,-38.13080360867914
,,1739209834.130617,-45.120503652039325
,,1739209834.1306171,-45.120503652039325
,,1739209834.1306174,-45.120503652039325
,,1739209834.130618,-38.13080360867914
,,1739209834.130618,-45.120503652039325
,,1739209834.1306186,-38.13080360867914
,,1739209834.130619,-38.13080360867914
,,1739209834.1306193,-45.120503652039325
,,1739209834.1306198,-45.120503652039325
,,1739209834.13062,-38.13080360867914
,,1739209834.1306205,-38.13080360867914
,,1739209834.1306207,-38.13080360867914
,,1739209834.1306212,-45.120503652039325
,,1739209834.1306217,-38.13080360867914
,,1739209834.130622,-28.21854285175415
,,1739209834.1306224,-35.57807855764607
,,1739209834.1306226,-45.120503652039325
,,1739209834.130623,-38.13080360867914
,,1739209834.130623,-31.141103565318893
,,1739209834.1306238,-33.981070128970906
,,1739209834.1306243,-45.120503652039325
,,1739209834.1306243,-38.13080360867914
,,1739209834.130625,-38.13080360867914
,,1739209834.1306252,-38.13080360867914
,,1739209834.1306255,-45.120503652039325
,,1739209834.130626,-45.120503652039325
,,1739209834.1306264,-45.120503652039325
,,1739209834.130627,-45.120503652039325
,,1739209834.1306272,-45.120503652039325
,,1739209834.1306276,-45.120503652039325
,,1739209834.130628,-45.120503652039325
,,1739209834.1306283,-38.13080360867914
,,1739209834.1306286,-38.13080360867914
,,1739209834.130629,-33.981070128970906
,,1739209834.1306295,-32.81601443825658
,,1739209834.1306298,-9.294189257142929
,,1739209834.1306305,-17.079109328685792
,,1739209834.1306305,-31.14110356531892
,,1739209834.130631,-26.487275050834715
,,1739209834.1306312,-32.816014438256545
,,1739209834.1306317,-38.13080360867914
,,1739209834.1306322,-45.120503652039325
,,1739209834.1306324,-38.13080360867914
,,1739209834.1306329,-38.13080360867914
,,1739209834.130633,-45.120503652039325
,,1739209834.1306336,-38.13080360867914
,,1739209834.1306338,-45.120503652039325
,,1739209834.1306343,-45.120503652039325
,,1739209834.1306348,-35.57807855764607
,,1739209834.130635,-45.120503652039325
,,1739209834.1306355,-32.816014438256545
,,1739209834.1306355,-35.57807855764607
,,1739209834.1306362,-45.120503652039325
,,1739209834.1306365,-32.816014438256545
,,1739209834.130637,-30.49652367304976
,,1739209834.1306374,-38.13080360867914
,,1739209834.1306376,-38.13080360867914
,,1739209834.130638,-45.120503652039325
,,1739209834.1306384,-45.120503652039325
,,1739209834.1306388,-20.001670042250545
,,1739209834.130639,-38.13080360867914
,,1739209834.1306396,-45.120503652039325
,,1739209834.13064,-33.981070128970906
,,1739209834.1306405,-33.981070128970906
,,1739209834.1306407,-15.013264998121564
,,1739209834.130641,-31.141103565318943
,,1739209834.1306417,-38.13080360867914
,,1739209834.1306417,-45.120503652039325
,,1739209834.1306422,-45.120503652039325
,,1739209834.130643,-45.120503652039325
,,1739209834.130643,-29.438486411369333
,,1739209834.1306434,-31.141103565318893
,,1739209834.1306436,-45.120503652039325
,,1739209834.130644,-45.120503652039325
,,1739209834.1306443,-45.120503652039325
,,1739209834.1306448,-45.120503652039325
,,1739209834.1306453,-45.120503652039325
