CAN Message, 0x1b8:0300f9d778877ebb,Timestamp,Amplitude
,,1739209729.608057,-45.120503652039325
,,1739209729.6080608,-33.981070128970906
,,1739209729.608065,-38.13080360867914
,,1739209729.6080685,-45.120503652039325
,,1739209729.6080723,-45.120503652039325
,,1739209729.608076,-38.13080360867914
,,1739209729.60808,-45.120503652039325
,,1739209729.6080835,-38.13080360867914
,,1739209729.6080875,-31.14110356531892
,,1739209729.608091,-33.981070128970906
,,1739209729.608095,-38.13080360867914
,,1739209729.6080987,-38.13080360867914
,,1739209729.6081026,-45.120503652039325
,,1739209729.6081064,-45.120503652039325
,,1739209729.6081102,-33.981070128970906
,,1739209729.608114,-45.120503652039325
,,1739209729.6081176,-31.141103565318915
,,1739209729.6081214,-33.981070128970906
,,1739209729.6081252,-38.13080360867914
,,1739209729.608129,-38.13080360867914
,,1739209729.6081328,-45.120503652039325
,,1739209729.608137,-38.13080360867914
,,1739209729.6081405,-38.13080360867914
,,1739209729.6081443,-45.120503652039325
,,1739209729.608148,-45.120503652039325
,,1739209729.6081517,-45.120503652039325
,,1739209729.6081555,-45.120503652039325
,,1739209729.6081593,-45.120503652039325
,,1739209729.608163,-45.120503652039325
,,1739209729.608167,-38.13080360867914
,,1739209729.6081707,-38.13080360867914
,,1739209729.6081746,-38.13080360867914
,,1739209729.608178,-38.13080360867914
,,1739209729.608182,-45.120503652039325
,,1739209729.6081858,-38.13080360867914
,,1739209729.6081896,-38.13080360867914
,,1739209729.6081934,-45.120503652039325
,,1739209729.6081972,-45.120503652039325
,,1739209729.608201,-45.120503652039325
,,1739209729.6082048,-45.120503652039325
,,1739209729.608209,-38.13080360867914
,,1739209729.6082122,-38.13080360867914
,,1739209729.608216,-45.120503652039325
,,1739209729.60822,-45.120503652039325
,,1739209729.6082237,-45.120503652039325
,,1739209729.6082275,-35.57807855764607
,,1739209729.6082313,-45.120503652039325
,,1739209729.6082351,-29.438486411369333
,,1739209729.6082387,-35.57807855764607
,,1739209729.6082425,-38.13080360867914
,,1739209729.6082463,-7.993165061339774
,,1739209729.60825,-19.84420464332591
,,1739209729.608254,-31.14110356531892
,,1739209729.6082578,-33.981070128970906
,,1739209729.6082616,-38.13080360867914
,,1739209729.6082654,-45.120503652039325
,,1739209729.6082692,-38.13080360867914
,,1739209729.6082728,-45.120503652039325
,,1739209729.6082766,-45.120503652039325
,,1739209729.6082804,-38.13080360867914
,,1739209729.6082842,-38.13080360867914
,,1739209729.608288,-33.981070128970906
,,1739209729.608292,-45.120503652039325
,,1739209729.6082957,-45.120503652039325
,,1739209729.6082993,-45.120503652039325
,,1739209729.608303,-33.981070128970906
,,1739209729.608307,-38.13080360867914
,,1739209729.6083107,-45.120503652039325
,,1739209729.6083145,-38.13080360867914
,,1739209729.6083183,-33.981070128970906
,,1739209729.608322,-38.13080360867914
,,1739209729.608326,-45.120503652039325
,,1739209729.6083298,-32.816014438256545
,,1739209729.608333,-32.81601443825658
,,1739209729.6083372,-21.228842808393978
,,1739209729.608341,-33.981070128970906
,,1739209729.6083448,-33.981070128970906
,,1739209729.6083486,-30.49652367304976
,,1739209729.6083524,-23.38864096791655
,,1739209729.6083562,-10.459244947857297
,,1739209729.6083598,-33.981070128970906
,,1739209729.6083636,-45.120503652039325
,,1739209729.6083674,-35.57807855764607
,,1739209729.6083713,-38.13080360867914
,,1739209729.608375,-38.13080360867914
,,1739209729.608379,-38.13080360867914
,,1739209729.6083827,-45.120503652039325
,,1739209729.6083865,-45.120503652039325
,,1739209729.6083903,-45.120503652039325
,,1739209729.608394,-24.15140352195872
,,1739209729.6083975,-30.49652367304973
,,1739209729.6084015,-45.120503652039325
,,1739209729.6084054,-38.13080360867914
