CAN Message, 0x150:020085914890f184,Timestamp,Amplitude
,,1739209846.774786,-45.120503652039325
,,1739209846.7747903,-38.13080360867914
,,1739209846.7747953,-45.120503652039325
,,1739209846.7748,-38.13080360867914
,,1739209846.7748048,-45.120503652039325
,,1739209846.7748094,-45.120503652039325
,,1739209846.774814,-38.13080360867914
,,1739209846.774819,-38.13080360867914
,,1739209846.7748234,-38.13080360867914
,,1739209846.7748282,-38.13080360867914
,,1739209846.774833,-45.120503652039325
,,1739209846.7748375,-45.120503652039325
,,1739209846.7748425,-45.120503652039325
,,1739209846.774847,-45.120503652039325
,,1739209846.7748518,-38.13080360867914
,,1739209846.7748566,-33.981070128970906
,,1739209846.774861,-45.120503652039325
,,1739209846.774866,-45.120503652039325
,,1739209846.7748706,-45.120503652039325
,,1739209846.7748754,-38.13080360867914
,,1739209846.77488,-38.13080360867914
,,1739209846.7748847,-20.001670042250545
,,1739209846.7748897,-30.49652367304973
,,1739209846.7748942,-45.120503652039325
,,1739209846.7748988,-32.816014438256545
,,1739209846.7749035,-33.981070128970906
,,1739209846.7749083,-35.57807855764607
,,1739209846.774913,-38.13080360867914
,,1739209846.7749176,-38.13080360867914
,,1739209846.7749224,-38.13080360867914
,,1739209846.7749271,-45.120503652039325
,,1739209846.7749317,-45.120503652039325
,,1739209846.7749364,-38.13080360867914
,,1739209846.7749412,-33.981070128970906
,,1739209846.774946,-45.120503652039325
,,1739209846.7749505,-45.120503652039325
,,1739209846.7749553,-45.120503652039325
,,1739209846.77496,-38.13080360867914
,,1739209846.7749648,-38.13080360867914
,,1739209846.774969,-38.13080360867914
,,1739209846.774974,-38.13080360867914
,,1739209846.7749789,-35.57807855764607
,,1739209846.7749836,-38.13080360867914
,,1739209846.7749882,-38.13080360867914
,,1739209846.774993,-38.13080360867914
,,1739209846.7749977,-24.15140352195873
,,1739209846.7750025,-35.57807855764607
,,1739209846.775007,-35.57807855764607
,,1739209846.7750118,-45.120503652039325
,,1739209846.7750163,-20.16506027657481
,,1739209846.7750213,-18.83661435153617
,,1739209846.7750258,-33.98107012897096
,,1739209846.7750306,-35.57807855764607
,,1739209846.7750354,-38.13080360867914
,,1739209846.77504,-45.120503652039325
,,1739209846.775045,-38.13080360867914
,,1739209846.7750494,-35.57807855764607
,,1739209846.7750542,-38.13080360867914
,,1739209846.7750587,-33.981070128970906
,,1739209846.7750635,-33.981070128970906
,,1739209846.7750683,-38.13080360867914
,,1739209846.775073,-24.15140352195873
,,1739209846.7750776,-45.120503652039325
,,1739209846.7750823,-38.13080360867914
,,1739209846.775087,-38.13080360867914
,,1739209846.775092,-33.981070128970906
,,1739209846.7750964,-45.120503652039325
,,1739209846.7751012,-38.13080360867914
,,1739209846.775106,-35.57807855764607
,,1739209846.7751107,-38.13080360867914
,,1739209846.7751153,-35.57807855764607
,,1739209846.77512,-45.120503652039325
,,1739209846.7751248,-33.981070128970906
,,1739209846.7751296,-24.746238672633048
,,1739209846.775134,-35.57807855764607
,,1739209846.7751389,-45.120503652039325
,,1739209846.7751436,-45.120503652039325
,,1739209846.7751484,-38.13080360867914
,,1739209846.775153,-32.81601443825658
,,1739209846.7751577,-26.991370085610757
,,1739209846.7751625,-38.13080360867914
,,1739209846.775167,-32.816014438256545
,,1739209846.7751718,-45.120503652039325
,,1739209846.7751763,-45.120503652039325
,,1739209846.7751813,-38.13080360867914
,,1739209846.7751858,-45.120503652039325
,,1739209846.7751906,-45.120503652039325
,,1739209846.7751954,-45.120503652039325
,,1739209846.7752,-24.74623867263306
,,1739209846.775205,-38.13080360867914
,,1739209846.7752094,-45.120503652039325
,,1739209846.7752142,-45.120503652039325
,,1739209846.775219,-38.13080360867914
,,1739209846.7752235,-33.981070128970906
,,1739209846.7752285,-45.120503652039325
,,1739209846.775233,-28.21854285175415
,,1739209846.7752378,-27.267205301931607
,,1739209846.7752423,-13.391556674517528
,,1739209846.775247,-9.683547328946842
,,1739209846.775252,-31.141103565318943
,,1739209846.7752566,-33.981070128970906
,,1739209846.7752612,-25.82631439489636
,,1739209846.775266,-26.487275050834715
,,1739209846.7752707,-45.120503652039325
,,1739209846.7752757,-38.13080360867914
,,1739209846.77528,-33.981070128970906
,,1739209846.7752848,-45.120503652039325
,,1739209846.7752895,-38.13080360867914
,,1739209846.775294,-45.120503652039325
,,1739209846.7752988,-29.438486411369333
,,1739209846.7753036,-28.58837851428586
,,1739209846.7753084,-45.120503652039325
