CAN Message, 0x98:000044bc4cc11e9d,Timestamp,Amplitude
,,1739209631.8110478,-45.120503652039325
,,1739209631.8110504,-38.13080360867914
,,1739209631.8110533,-38.13080360867914
,,1739209631.811056,-28.992665084841946
,,1739209631.811059,-45.120503652039325
,,1739209631.8110616,-45.120503652039325
,,1739209631.8110645,-35.57807855764607
,,1739209631.811067,-38.13080360867914
,,1739209631.8110702,-45.120503652039325
,,1739209631.811073,-33.981070128970906
,,1739209631.8110757,-38.13080360867914
,,1739209631.8110783,-38.13080360867914
,,1739209631.8110814,-45.120503652039325
,,1739209631.8110845,-38.13080360867914
,,1739209631.8110871,-45.120503652039325
,,1739209631.8110898,-45.120503652039325
,,1739209631.8110926,-45.120503652039325
,,1739209631.8110957,-38.13080360867914
,,1739209631.8110983,-38.13080360867914
,,1739209631.811101,-45.120503652039325
,,1739209631.8111038,-45.120503652039325
,,1739209631.8111067,-35.57807855764607
,,1739209631.8111095,-38.13080360867914
,,1739209631.8111124,-45.120503652039325
,,1739209631.811115,-45.120503652039325
,,1739209631.811118,-38.13080360867914
,,1739209631.8111207,-30.49652367304973
,,1739209631.8111236,-30.49652367304973
,,1739209631.8111265,-38.13080360867914
,,1739209631.811129,-38.13080360867914
,,1739209631.811132,-32.816014438256545
,,1739209631.8111348,-38.13080360867914
,,1739209631.8111377,-45.120503652039325
,,1739209631.8111403,-45.120503652039325
,,1739209631.8111432,-45.120503652039325
,,1739209631.811146,-30.49652367304976
,,1739209631.811149,-45.120503652039325
,,1739209631.8111515,-45.120503652039325
,,1739209631.8111544,-45.120503652039325
,,1739209631.8111572,-38.13080360867914
,,1739209631.81116,-35.57807855764607
,,1739209631.811163,-45.120503652039325
,,1739209631.8111656,-45.120503652039325
,,1739209631.8111684,-28.992665084841946
,,1739209631.8111713,-35.57807855764607
,,1739209631.8111742,-38.13080360867914
,,1739209631.811177,-45.120503652039325
,,1739209631.8111796,-45.120503652039325
,,1739209631.8111825,-33.981070128970906
,,1739209631.8111854,-26.03565346325281
,,1739209631.8111882,-14.210872886081972
,,1739209631.811191,-9.81978796366551
,,1739209631.8111937,-26.99137008561072
,,1739209631.8111966,-31.141103565318915
,,1739209631.8111994,-45.120503652039325
,,1739209631.8112023,-35.57807855764607
,,1739209631.811205,-35.57807855764607
,,1739209631.8112078,-45.120503652039325
,,1739209631.8112106,-45.120503652039325
,,1739209631.8112135,-38.13080360867914
,,1739209631.8112164,-32.816014438256545
,,1739209631.811219,-45.120503652039325
,,1739209631.8112218,-33.981070128970906
,,1739209631.8112247,-45.120503652039325
,,1739209631.8112276,-45.120503652039325
,,1739209631.8112302,-38.13080360867914
,,1739209631.811233,-45.120503652039325
,,1739209631.811236,-32.816014438256545
,,1739209631.8112388,-33.981070128970906
,,1739209631.8112416,-45.120503652039325
,,1739209631.8112442,-45.120503652039325
,,1739209631.811247,-30.49652367304973
,,1739209631.81125,-33.981070128970906
,,1739209631.8112528,-33.981070128970906
,,1739209631.8112557,-21.22884280839397
,,1739209631.8112583,-25.25278630937684
,,1739209631.8112612,-28.992665084841946
,,1739209631.811264,-31.141103565318915
,,1739209631.811267,-31.141103565318943
,,1739209631.8112695,-12.64322532294206
,,1739209631.8112724,-13.287805215211243
,,1739209631.8112752,-31.141103565318943
,,1739209631.811278,-33.981070128970906
,,1739209631.811281,-45.120503652039325
,,1739209631.8112836,-33.981070128970906
,,1739209631.8112864,-38.13080360867914
,,1739209631.8112893,-45.120503652039325
,,1739209631.8112922,-45.120503652039325
,,1739209631.811295,-31.141103565318915
,,1739209631.8112977,-38.13080360867914
,,1739209631.8113005,-45.120503652039325
,,1739209631.8113034,-38.13080360867914
,,1739209631.8113062,-45.120503652039325
,,1739209631.8113089,-45.120503652039325
,,1739209631.8113115,-45.120503652039325
,,1739209631.8113146,-45.120503652039325
,,1739209631.8113174,-35.57807855764607
,,1739209631.8113203,-45.120503652039325
,,1739209631.811323,-38.13080360867914
,,1739209631.8113258,-45.120503652039325
,,1739209631.8113286,-31.141103565318943
,,1739209631.8113315,-38.13080360867914
,,1739209631.811334,-38.13080360867914
,,1739209631.811337,-18.877682693682605
,,1739209631.81134,-30.49652367304973
,,1739209631.8113427,-38.13080360867914
,,1739209631.8113456,-32.816014438256545
,,1739209631.8113482,-35.57807855764607
,,1739209631.811351,-8.010027613368951
