CAN Message, 0x1b8:0200f680bdcf567d,Timestamp,Amplitude
,,1739209907.811384,-38.13080360867914
,,1739209907.8113966,-38.13080360867914
,,1739209907.8114092,-45.120503652039325
,,1739209907.811422,-33.981070128970906
,,1739209907.8114347,-35.57807855764607
,,1739209907.8114474,-38.13080360867914
,,1739209907.81146,-38.13080360867914
,,1739209907.811473,-45.120503652039325
,,1739209907.8114853,-33.981070128970906
,,1739209907.811498,-45.120503652039325
,,1739209907.8115106,-45.120503652039325
,,1739209907.8115234,-45.120503652039325
,,1739209907.811536,-45.120503652039325
,,1739209907.8115487,-45.120503652039325
,,1739209907.811561,-38.13080360867914
,,1739209907.811574,-38.13080360867914
,,1739209907.8115866,-38.13080360867914
,,1739209907.8115993,-38.13080360867914
,,1739209907.811612,-38.13080360867914
,,1739209907.8116248,-45.120503652039325
,,1739209907.8116374,-38.13080360867914
,,1739209907.81165,-38.13080360867914
,,1739209907.811663,-45.120503652039325
,,1739209907.8116753,-33.981070128970906
,,1739209907.811688,-38.13080360867914
,,1739209907.8117008,-32.816014438256545
,,1739209907.8117137,-38.13080360867914
,,1739209907.811726,-45.120503652039325
,,1739209907.8117387,-33.981070128970906
,,1739209907.8117514,-45.120503652039325
,,1739209907.811764,-45.120503652039325
,,1739209907.8117766,-38.13080360867914
,,1739209907.8117895,-38.13080360867914
,,1739209907.811802,-45.120503652039325
,,1739209907.8118148,-38.13080360867914
,,1739209907.8118274,-45.120503652039325
,,1739209907.81184,-38.13080360867914
,,1739209907.8118527,-33.981070128970906
,,1739209907.811865,-45.120503652039325
,,1739209907.811878,-45.120503652039325
,,1739209907.8118908,-38.13080360867914
,,1739209907.8119037,-30.49652367304973
,,1739209907.811916,-45.120503652039325
,,1739209907.8119287,-32.816014438256545
,,1739209907.8119414,-38.13080360867914
,,1739209907.811954,-38.13080360867914
,,1739209907.811967,-30.49652367304973
,,1739209907.8119795,-33.981070128970906
,,1739209907.8119922,-31.14110356531892
,,1739209907.8120048,-17.44894499121748
,,1739209907.8120174,-14.113352786308475
,,1739209907.81203,-25.82631439489636
,,1739209907.8120427,-45.120503652039325
,,1739209907.812055,-27.267205301931607
,,1739209907.8120682,-33.981070128970906
,,1739209907.8120809,-38.13080360867914
,,1739209907.8120935,-45.120503652039325
,,1739209907.812106,-38.13080360867914
,,1739209907.8121188,-45.120503652039325
