CAN Message, 0x1b8:03003dcd2a69c8bb,Timestamp,Amplitude
,,1739209710.3056777,-28.58837851428586
,,1739209710.3056796,-45.120503652039325
,,1739209710.3056817,-45.120503652039325
,,1739209710.3056834,-38.13080360867914
,,1739209710.3056853,-35.57807855764607
,,1739209710.3056872,-45.120503652039325
,,1739209710.305689,-38.13080360867914
,,1739209710.3056912,-45.120503652039325
,,1739209710.3056931,-45.120503652039325
,,1739209710.305695,-38.13080360867914
,,1739209710.305697,-38.13080360867914
,,1739209710.3056989,-45.120503652039325
,,1739209710.305701,-38.13080360867914
,,1739209710.305703,-35.57807855764607
,,1739209710.3057048,-38.13080360867914
,,1739209710.3057067,-45.120503652039325
,,1739209710.3057086,-45.120503652039325
,,1739209710.3057106,-45.120503652039325
,,1739209710.3057125,-45.120503652039325
,,1739209710.3057146,-45.120503652039325
,,1739209710.3057165,-45.120503652039325
,,1739209710.3057184,-38.13080360867914
,,1739209710.3057203,-35.57807855764607
,,1739209710.3057222,-35.57807855764607
,,1739209710.305724,-32.816014438256545
,,1739209710.3057263,-45.120503652039325
,,1739209710.3057282,-38.13080360867914
,,1739209710.30573,-35.57807855764607
,,1739209710.305732,-35.57807855764607
,,1739209710.305734,-45.120503652039325
,,1739209710.3057358,-38.13080360867914
,,1739209710.305738,-45.120503652039325
,,1739209710.30574,-38.13080360867914
,,1739209710.3057418,-38.13080360867914
,,1739209710.3057437,-38.13080360867914
,,1739209710.3057456,-45.120503652039325
,,1739209710.3057475,-45.120503652039325
,,1739209710.3057494,-35.57807855764607
,,1739209710.3057516,-45.120503652039325
,,1739209710.3057537,-35.57807855764607
,,1739209710.3057554,-26.991370085610736
,,1739209710.3057573,-38.13080360867914
,,1739209710.3057592,-38.13080360867914
,,1739209710.305761,-35.57807855764607
,,1739209710.3057632,-38.13080360867914
,,1739209710.3057652,-45.120503652039325
,,1739209710.305767,-45.120503652039325
,,1739209710.305769,-38.13080360867914
,,1739209710.3057709,-38.13080360867914
,,1739209710.3057728,-38.13080360867914
,,1739209710.305775,-8.458132693081247
,,1739209710.3057768,-16.73831143296303
,,1739209710.3057787,-32.816014438256545
,,1739209710.3057806,-31.141103565318915
,,1739209710.3057826,-45.120503652039325
,,1739209710.3057845,-33.981070128970906
,,1739209710.3057864,-45.120503652039325
,,1739209710.3057885,-38.13080360867914
,,1739209710.3057904,-35.57807855764607
,,1739209710.3057923,-38.13080360867914
,,1739209710.3057942,-38.13080360867914
,,1739209710.305796,-33.981070128970906
,,1739209710.305798,-45.120503652039325
,,1739209710.3058002,-33.981070128970906
,,1739209710.305802,-31.141103565318893
,,1739209710.305804,-45.120503652039325
,,1739209710.305806,-45.120503652039325
,,1739209710.3058078,-38.13080360867914
,,1739209710.3058095,-38.13080360867914
,,1739209710.305812,-45.120503652039325
,,1739209710.3058138,-45.120503652039325
,,1739209710.3058157,-45.120503652039325
,,1739209710.3058176,-32.816014438256545
,,1739209710.3058195,-45.120503652039325
,,1739209710.3058214,-19.8960613169761
,,1739209710.305823,-38.13080360867914
,,1739209710.3058257,-33.981070128970906
,,1739209710.3058274,-38.13080360867914
,,1739209710.3058293,-33.981070128970906
,,1739209710.3058312,-11.309352844940786
,,1739209710.305833,-26.487275050834715
,,1739209710.305835,-38.13080360867914
,,1739209710.3058372,-33.981070128970906
,,1739209710.305839,-45.120503652039325
,,1739209710.305841,-28.58837851428586
,,1739209710.3058429,-33.981070128970906
,,1739209710.3058448,-45.120503652039325
,,1739209710.3058467,-38.13080360867914
,,1739209710.3058488,-28.992665084841946
,,1739209710.3058507,-25.82631439489636
,,1739209710.305853,-45.120503652039325
,,1739209710.3058546,-38.13080360867914
,,1739209710.3058565,-32.816014438256545
,,1739209710.3058584,-35.57807855764607
,,1739209710.3058603,-38.13080360867914
,,1739209710.3058624,-35.57807855764607
,,1739209710.3058643,-38.13080360867914
,,1739209710.3058662,-38.13080360867914
,,1739209710.305868,-38.13080360867914
,,1739209710.30587,-38.13080360867914
,,1739209710.305872,-45.120503652039325
,,1739209710.305874,-31.141103565318915
,,1739209710.305876,-27.87774495603141
,,1739209710.305878,-21.021172418726344
,,1739209710.3058798,-38.13080360867914
,,1739209710.3058815,-26.487275050834725
,,1739209710.3058836,-31.141103565318943
,,1739209710.3058858,-17.85323156177357
,,1739209710.3058877,-8.2105733310406
,,1739209710.3058896,-27.877744956031417
,,1739209710.3058915,-38.13080360867914
,,1739209710.3058934,-32.816014438256545
,,1739209710.305895,-38.13080360867914
,,1739209710.3058972,-38.13080360867914
,,1739209710.3058994,-45.120503652039325
,,1739209710.3059013,-45.120503652039325
,,1739209710.3059032,-45.120503652039325
,,1739209710.305905,-23.38864096791655
,,1739209710.305907,-33.981070128970906
,,1739209710.305909,-45.120503652039325
,,1739209710.305911,-38.13080360867914
,,1739209710.305913,-45.120503652039325
,,1739209710.3059149,-45.120503652039325
,,1739209710.3059168,-38.13080360867914
,,1739209710.3059187,-38.13080360867914
,,1739209710.3059206,-32.816014438256545
,,1739209710.3059227,-38.13080360867914
,,1739209710.305925,-31.141103565318915
,,1739209710.3059266,-35.57807855764607
