CAN Message, 0x1b8:00002394811b3d4d,Timestamp,Amplitude
,,1739209842.2560768,-45.120503652039325
,,1739209842.2560782,-45.120503652039325
,,1739209842.2560797,-45.120503652039325
,,1739209842.256081,-45.120503652039325
,,1739209842.2560823,-38.13080360867914
,,1739209842.256084,-38.13080360867914
,,1739209842.2560854,-45.120503652039325
,,1739209842.2560866,-45.120503652039325
,,1739209842.256088,-35.57807855764607
,,1739209842.2560894,-38.13080360867914
,,1739209842.2560909,-35.57807855764607
,,1739209842.2560923,-27.8777449560314
,,1739209842.2560935,-38.13080360867914
,,1739209842.2560952,-35.57807855764607
,,1739209842.2560966,-38.13080360867914
,,1739209842.256098,-33.981070128970906
,,1739209842.2560992,-38.13080360867914
,,1739209842.256101,-45.120503652039325
,,1739209842.256102,-45.120503652039325
,,1739209842.2561035,-33.98107012897096
,,1739209842.256105,-32.816014438256545
,,1739209842.2561064,-35.57807855764607
,,1739209842.2561078,-45.120503652039325
,,1739209842.2561092,-31.141103565318915
,,1739209842.256111,-38.13080360867914
,,1739209842.256112,-38.13080360867914
,,1739209842.2561133,-45.120503652039325
,,1739209842.2561147,-45.120503652039325
,,1739209842.2561162,-45.120503652039325
,,1739209842.2561176,-38.13080360867914
,,1739209842.256119,-38.13080360867914
,,1739209842.2561204,-45.120503652039325
,,1739209842.256122,-38.13080360867914
,,1739209842.2561233,-35.57807855764607
,,1739209842.2561247,-38.13080360867914
,,1739209842.256126,-31.141103565318915
,,1739209842.2561274,-35.57807855764607
,,1739209842.2561288,-45.120503652039325
,,1739209842.2561302,-38.13080360867914
,,1739209842.2561316,-32.816014438256545
,,1739209842.256133,-45.120503652039325
,,1739209842.2561345,-45.120503652039325
,,1739209842.256136,-45.120503652039325
,,1739209842.2561374,-45.120503652039325
,,1739209842.2561386,-45.120503652039325
,,1739209842.25614,-38.13080360867914
,,1739209842.2561414,-38.13080360867914
,,1739209842.2561429,-38.13080360867914
,,1739209842.2561443,-29.438486411369333
,,1739209842.2561457,-28.58837851428589
,,1739209842.2561471,-9.824916921827658
,,1739209842.2561486,-12.536525611084206
,,1739209842.25615,-27.267205301931607
,,1739209842.2561514,-28.58837851428586
,,1739209842.2561526,-38.13080360867914
,,1739209842.256154,-45.120503652039325
,,1739209842.2561555,-45.120503652039325
,,1739209842.256157,-38.13080360867914
,,1739209842.2561584,-38.13080360867914
,,1739209842.2561598,-38.13080360867914
,,1739209842.2561612,-33.981070128970906
,,1739209842.2561626,-38.13080360867914
,,1739209842.256164,-45.120503652039325
,,1739209842.2561653,-31.141103565318915
,,1739209842.2561667,-35.57807855764607
,,1739209842.256168,-45.120503652039325
,,1739209842.2561696,-45.120503652039325
,,1739209842.256171,-45.120503652039325
,,1739209842.2561724,-38.13080360867914
,,1739209842.2561738,-38.13080360867914
,,1739209842.2561753,-38.13080360867914
,,1739209842.2561767,-45.120503652039325
,,1739209842.256178,-33.981070128970906
,,1739209842.256179,-38.13080360867914
,,1739209842.2561808,-18.192034459266992
,,1739209842.2561822,-45.120503652039325
,,1739209842.2561836,-28.58837851428586
,,1739209842.256185,-33.981070128970906
,,1739209842.2561865,-33.981070128970906
,,1739209842.256188,-8.945258303176367
,,1739209842.256189,-20.27750525857144
