CAN Message, 0x24:0e8e1563a80e3e23,Timestamp,Amplitude
,,1739209626.8098514,-38.13080360867914
,,1739209626.8098547,-35.57807855764607
,,1739209626.809858,-45.120503652039325
,,1739209626.8098614,-45.120503652039325
,,1739209626.8098648,-45.120503652039325
,,1739209626.809868,-38.13080360867914
,,1739209626.8098712,-35.57807855764607
,,1739209626.8098743,-38.13080360867914
,,1739209626.809878,-45.120503652039325
,,1739209626.8098812,-38.13080360867914
,,1739209626.8098843,-38.13080360867914
,,1739209626.809888,-38.13080360867914
,,1739209626.8098912,-38.13080360867914
,,1739209626.8098943,-38.13080360867914
,,1739209626.8098977,-45.120503652039325
,,1739209626.809901,-45.120503652039325
,,1739209626.8099043,-33.981070128970906
,,1739209626.8099077,-35.57807855764607
,,1739209626.809911,-45.120503652039325
,,1739209626.8099144,-45.120503652039325
,,1739209626.8099174,-38.13080360867914
,,1739209626.8099208,-35.57807855764607
,,1739209626.809924,-35.57807855764607
,,1739209626.8099277,-38.13080360867914
,,1739209626.8099308,-45.120503652039325
,,1739209626.809934,-45.120503652039325
,,1739209626.8099377,-38.13080360867914
,,1739209626.8099406,-45.120503652039325
,,1739209626.809944,-45.120503652039325
,,1739209626.8099473,-38.13080360867914
,,1739209626.8099506,-38.13080360867914
,,1739209626.809954,-45.120503652039325
,,1739209626.8099573,-45.120503652039325
,,1739209626.8099606,-33.981070128970906
,,1739209626.8099637,-33.981070128970906
,,1739209626.809967,-45.120503652039325
,,1739209626.8099704,-45.120503652039325
,,1739209626.8099737,-45.120503652039325
,,1739209626.809977,-38.13080360867914
,,1739209626.8099804,-45.120503652039325
,,1739209626.8099835,-38.13080360867914
,,1739209626.8099868,-35.57807855764607
,,1739209626.8099902,-38.13080360867914
,,1739209626.8099935,-38.13080360867914
,,1739209626.8099968,-33.981070128970906
,,1739209626.8100002,-32.816014438256545
,,1739209626.8100035,-38.13080360867914
,,1739209626.8100066,-45.120503652039325
,,1739209626.81001,-45.120503652039325
,,1739209626.8100133,-25.25278630937684
,,1739209626.8100166,-17.161703478598543
,,1739209626.81002,-11.65501806655455
,,1739209626.8100233,-27.267205301931607
,,1739209626.8100266,-45.120503652039325
,,1739209626.8100295,-45.120503652039325
,,1739209626.810033,-45.120503652039325
,,1739209626.8100364,-38.13080360867914
,,1739209626.8100398,-35.57807855764607
,,1739209626.810043,-35.57807855764607
,,1739209626.8100464,-45.120503652039325
,,1739209626.8100498,-38.13080360867914
,,1739209626.8100529,-38.13080360867914
,,1739209626.8100562,-32.816014438256545
,,1739209626.8100595,-25.077289914212862
,,1739209626.810063,-33.981070128970906
,,1739209626.8100662,-35.57807855764607
,,1739209626.8100696,-38.13080360867914
,,1739209626.810073,-35.57807855764607
,,1739209626.810076,-45.120503652039325
,,1739209626.810079,-35.57807855764607
,,1739209626.810083,-38.13080360867914
,,1739209626.810086,-45.120503652039325
,,1739209626.810089,-33.981070128970906
,,1739209626.8100927,-38.13080360867914
,,1739209626.810096,-25.62660358559016
,,1739209626.8100991,-25.25278630937684
,,1739209626.8101025,-38.13080360867914
,,1739209626.8101058,-32.816014438256545
,,1739209626.8101091,-45.120503652039325
,,1739209626.8101125,-28.992665084841967
,,1739209626.8101158,-27.267205301931607
,,1739209626.8101192,-45.120503652039325
,,1739209626.8101225,-45.120503652039325
,,1739209626.8101256,-45.120503652039325
,,1739209626.810129,-38.13080360867914
,,1739209626.8101325,-45.120503652039325
,,1739209626.8101356,-38.13080360867914
,,1739209626.810139,-32.816014438256545
,,1739209626.8101425,-33.981070128970906
,,1739209626.8101454,-38.13080360867914
,,1739209626.8101487,-45.120503652039325
,,1739209626.810152,-38.13080360867914
,,1739209626.8101554,-38.13080360867914
,,1739209626.8101587,-38.13080360867914
,,1739209626.810162,-33.981070128970906
,,1739209626.8101652,-28.21854285175415
,,1739209626.8101685,-38.13080360867914
,,1739209626.8101718,-38.13080360867914
,,1739209626.8101752,-38.13080360867914
,,1739209626.8101785,-33.98107012897096
,,1739209626.810182,-45.120503652039325
,,1739209626.8101852,-32.816014438256545
