CAN Message, 0x1bb:0000b3d0dcfa4356,Timestamp,Amplitude
,,1739209662.8469932,-38.13080360867914
,,1739209662.8469975,-45.120503652039325
,,1739209662.847002,-30.49652367304973
,,1739209662.8470063,-27.8777449560314
,,1739209662.8470109,-45.120503652039325
,,1739209662.8470151,-45.120503652039325
,,1739209662.8470194,-33.981070128970906
,,1739209662.847024,-38.13080360867914
,,1739209662.8470285,-45.120503652039325
,,1739209662.8470328,-38.13080360867914
,,1739209662.847037,-45.120503652039325
,,1739209662.8470416,-45.120503652039325
,,1739209662.847046,-45.120503652039325
,,1739209662.8470504,-45.120503652039325
,,1739209662.8470547,-38.13080360867914
,,1739209662.847059,-35.57807855764607
,,1739209662.8470635,-38.13080360867914
,,1739209662.8470678,-45.120503652039325
,,1739209662.8470724,-32.816014438256545
,,1739209662.847077,-35.57807855764607
,,1739209662.8470812,-38.13080360867914
,,1739209662.8470857,-45.120503652039325
,,1739209662.84709,-38.13080360867914
,,1739209662.8470943,-38.13080360867914
,,1739209662.8470986,-35.57807855764607
,,1739209662.847103,-45.120503652039325
,,1739209662.8471074,-45.120503652039325
,,1739209662.847112,-38.13080360867914
,,1739209662.8471162,-45.120503652039325
,,1739209662.8471208,-45.120503652039325
,,1739209662.847125,-38.13080360867914
,,1739209662.847129,-38.13080360867914
,,1739209662.847134,-38.13080360867914
,,1739209662.8471382,-35.57807855764607
,,1739209662.8471427,-45.120503652039325
,,1739209662.847147,-38.13080360867914
,,1739209662.8471515,-38.13080360867914
,,1739209662.8471558,-45.120503652039325
,,1739209662.8471603,-45.120503652039325
,,1739209662.8471646,-45.120503652039325
,,1739209662.847169,-45.120503652039325
,,1739209662.8471737,-45.120503652039325
,,1739209662.8471775,-38.13080360867914
,,1739209662.8471825,-35.57807855764607
,,1739209662.8471866,-38.13080360867914
,,1739209662.847191,-38.13080360867914
,,1739209662.8471954,-38.13080360867914
,,1739209662.8472,-38.13080360867914
,,1739209662.8472042,-45.120503652039325
,,1739209662.8472085,-23.50682362968953
,,1739209662.847213,-17.16170347859854
,,1739209662.847217,-9.129318001485665
,,1739209662.847222,-26.487275050834715
,,1739209662.847226,-45.120503652039325
,,1739209662.847231,-38.13080360867914
,,1739209662.847235,-35.57807855764607
,,1739209662.8472393,-38.13080360867914
,,1739209662.8472438,-35.57807855764607
,,1739209662.847248,-38.13080360867914
,,1739209662.8472526,-45.120503652039325
,,1739209662.847257,-38.13080360867914
,,1739209662.8472614,-38.13080360867914
,,1739209662.8472655,-38.13080360867914
,,1739209662.8472705,-45.120503652039325
,,1739209662.8472743,-38.13080360867914
,,1739209662.8472788,-35.57807855764607
,,1739209662.8472834,-45.120503652039325
,,1739209662.8472877,-38.13080360867914
,,1739209662.8472922,-33.981070128970906
,,1739209662.8472965,-45.120503652039325
,,1739209662.847301,-45.120503652039325
,,1739209662.8473053,-35.57807855764607
,,1739209662.8473098,-38.13080360867914
,,1739209662.847314,-38.13080360867914
,,1739209662.8473184,-24.746238672633048
,,1739209662.847323,-24.746238672633048
,,1739209662.8473272,-38.13080360867914
,,1739209662.8473318,-32.816014438256545
,,1739209662.847336,-45.120503652039325
,,1739209662.8473406,-21.676580915188183
,,1739209662.8473449,-20.633440452988484
,,1739209662.8473492,-45.120503652039325
,,1739209662.8473537,-38.13080360867914
,,1739209662.847358,-27.267205301931607
,,1739209662.8473625,-27.267205301931607
,,1739209662.8473668,-45.120503652039325
,,1739209662.847371,-45.120503652039325
,,1739209662.8473756,-33.981070128970906
,,1739209662.8473802,-33.981070128970906
,,1739209662.8473845,-45.120503652039325
,,1739209662.8473887,-45.120503652039325
,,1739209662.8473933,-38.13080360867914
,,1739209662.8473976,-38.13080360867914
,,1739209662.847402,-45.120503652039325
,,1739209662.8474064,-33.981070128970906
,,1739209662.847411,-38.13080360867914
,,1739209662.8474152,-33.981070128970906
,,1739209662.8474195,-45.120503652039325
,,1739209662.847424,-35.57807855764607
,,1739209662.8474283,-30.49652367304973
,,1739209662.8474329,-28.218542851754165
,,1739209662.8474371,-38.13080360867914
,,1739209662.8474417,-35.57807855764607
,,1739209662.847446,-19.45023999044868
,,1739209662.8474505,-24.589719217205094
,,1739209662.8474548,-45.120503652039325
,,1739209662.847459,-45.120503652039325
,,1739209662.8474636,-26.487275050834715
,,1739209662.847468,-13.011969998890356
,,1739209662.8474724,-17.788531000973595
,,1739209662.8474767,-28.58837851428586
,,1739209662.8474813,-45.120503652039325
,,1739209662.8474855,-32.816014438256545
,,1739209662.84749,-38.13080360867914
,,1739209662.8474944,-38.13080360867914
,,1739209662.847499,-31.141103565318915
,,1739209662.8475032,-32.816014438256545
,,1739209662.8475077,-24.438645034577675
,,1739209662.847512,-18.0533258286717
,,1739209662.8475163,-38.13080360867914
,,1739209662.8475208,-28.992665084841946
,,1739209662.8475251,-35.57807855764607
,,1739209662.8475296,-38.13080360867914
,,1739209662.847534,-45.120503652039325
,,1739209662.8475382,-45.120503652039325
,,1739209662.8475428,-45.120503652039325
,,1739209662.847547,-27.267205301931607
,,1739209662.8475516,-15.459086324648972
,,1739209662.847556,-15.554017859987262
,,1739209662.8475604,-27.267205301931607
,,1739209662.8475647,-45.120503652039325
,,1739209662.8475692,-38.13080360867914
,,1739209662.8475735,-45.120503652039325
,,1739209662.8475778,-45.120503652039325
,,1739209662.8475823,-45.120503652039325
,,1739209662.8475866,-45.120503652039325
,,1739209662.8475912,-31.14110356531892
,,1739209662.8475957,-45.120503652039325
,,1739209662.8476,-38.13080360867914
,,1739209662.8476045,-35.57807855764607
,,1739209662.8476086,-45.120503652039325
,,1739209662.847613,-45.120503652039325
,,1739209662.8476174,-38.13080360867914
,,1739209662.847622,-38.13080360867914
,,1739209662.8476262,-45.120503652039325
,,1739209662.8476307,-45.120503652039325
,,1739209662.847635,-38.13080360867914
,,1739209662.8476396,-38.13080360867914
,,1739209662.847644,-25.82631439489636
,,1739209662.847648,-30.49652367304973
,,1739209662.847653,-45.120503652039325
,,1739209662.847657,-45.120503652039325
,,1739209662.8476615,-45.120503652039325
,,1739209662.8476658,-45.120503652039325
,,1739209662.8476703,-35.57807855764607
,,1739209662.8476746,-45.120503652039325
,,1739209662.8476791,-17.756538629272868
,,1739209662.8476834,-23.506823629689546
,,1739209662.8476875,-45.120503652039325
,,1739209662.8476925,-38.13080360867914
,,1739209662.8476963,-33.981070128970906
,,1739209662.847701,-38.13080360867914
,,1739209662.8477054,-38.13080360867914
,,1739209662.84771,-38.13080360867914
,,1739209662.8477142,-45.120503652039325
,,1739209662.8477185,-45.120503652039325
,,1739209662.847723,-35.57807855764607
,,1739209662.8477273,-45.120503652039325
,,1739209662.8477318,-26.99137008561072
,,1739209662.847736,-31.141103565318915
,,1739209662.847741,-45.120503652039325
,,1739209662.847745,-45.120503652039325
,,1739209662.8477497,-45.120503652039325
,,1739209662.8477538,-45.120503652039325
,,1739209662.847758,-35.57807855764607
,,1739209662.8477626,-27.267205301931607
,,1739209662.8477669,-31.141103565318915
,,1739209662.8477714,-26.991370085610736
,,1739209662.8477757,-45.120503652039325
,,1739209662.8477802,-38.13080360867914
,,1739209662.8477845,-45.120503652039325
,,1739209662.847789,-35.57807855764607
,,1739209662.847793,-38.13080360867914
,,1739209662.8477976,-38.13080360867914
,,1739209662.8478022,-33.981070128970906
,,1739209662.8478065,-35.57807855764607
,,1739209662.847811,-31.14110356531892
,,1739209662.8478153,-32.816014438256545
,,1739209662.8478198,-45.120503652039325
,,1739209662.847824,-38.13080360867914
,,1739209662.8478284,-30.49652367304973
,,1739209662.847833,-38.13080360867914
,,1739209662.8478372,-45.120503652039325
,,1739209662.8478415,-38.13080360867914
,,1739209662.847846,-45.120503652039325
,,1739209662.8478506,-45.120503652039325
,,1739209662.8478549,-45.120503652039325
,,1739209662.8478594,-31.141103565318943
,,1739209662.8478637,-38.13080360867914
,,1739209662.847868,-45.120503652039325
