CAN Message, 0x1b8:0200422f54ea02f0,Timestamp,Amplitude
,,1739209620.9491987,-45.120503652039325
,,1739209620.949201,-38.13080360867914
,,1739209620.9492035,-45.120503652039325
,,1739209620.949206,-38.13080360867914
,,1739209620.9492085,-35.57807855764607
,,1739209620.9492106,-38.13080360867914
,,1739209620.949213,-45.120503652039325
,,1739209620.9492154,-38.13080360867914
,,1739209620.949218,-45.120503652039325
,,1739209620.9492204,-45.120503652039325
,,1739209620.9492228,-32.816014438256545
,,1739209620.9492252,-45.120503652039325
,,1739209620.9492276,-38.13080360867914
,,1739209620.94923,-38.13080360867914
,,1739209620.9492323,-38.13080360867914
,,1739209620.9492347,-38.13080360867914
,,1739209620.949237,-38.13080360867914
,,1739209620.9492395,-45.120503652039325
,,1739209620.949242,-45.120503652039325
,,1739209620.9492445,-38.13080360867914
,,1739209620.949247,-35.57807855764607
,,1739209620.9492493,-38.13080360867914
,,1739209620.9492517,-38.13080360867914
,,1739209620.949254,-33.981070128970906
,,1739209620.9492564,-35.57807855764607
,,1739209620.9492588,-38.13080360867914
,,1739209620.9492614,-38.13080360867914
,,1739209620.9492638,-38.13080360867914
,,1739209620.9492662,-35.57807855764607
,,1739209620.9492686,-38.13080360867914
,,1739209620.949271,-45.120503652039325
,,1739209620.949273,-35.57807855764607
,,1739209620.9492755,-32.816014438256545
,,1739209620.949278,-45.120503652039325
,,1739209620.9492805,-45.120503652039325
,,1739209620.9492831,-38.13080360867914
,,1739209620.9492855,-45.120503652039325
,,1739209620.949288,-38.13080360867914
,,1739209620.9492905,-31.141103565318893
,,1739209620.949293,-38.13080360867914
,,1739209620.949295,-38.13080360867914
,,1739209620.9492974,-38.13080360867914
,,1739209620.9492998,-38.13080360867914
,,1739209620.9493022,-38.13080360867914
,,1739209620.9493048,-45.120503652039325
,,1739209620.9493072,-45.120503652039325
,,1739209620.9493096,-45.120503652039325
,,1739209620.949312,-32.816014438256545
,,1739209620.9493144,-33.98107012897096
,,1739209620.9493167,-20.822980852015213
,,1739209620.9493191,-15.459086324648965
,,1739209620.9493215,-45.120503652039325
,,1739209620.949324,-38.13080360867914
,,1739209620.9493265,-38.13080360867914
,,1739209620.949329,-38.13080360867914
,,1739209620.9493313,-38.13080360867914
,,1739209620.9493337,-38.13080360867914
,,1739209620.949336,-38.13080360867914
,,1739209620.9493384,-45.120503652039325
,,1739209620.9493408,-38.13080360867914
,,1739209620.9493432,-45.120503652039325
,,1739209620.9493456,-45.120503652039325
,,1739209620.9493482,-35.57807855764607
,,1739209620.9493506,-45.120503652039325
,,1739209620.949353,-38.13080360867914
,,1739209620.9493554,-35.57807855764607
,,1739209620.9493575,-38.13080360867914
,,1739209620.94936,-38.13080360867914
,,1739209620.9493625,-45.120503652039325
,,1739209620.949365,-45.120503652039325
,,1739209620.9493673,-45.120503652039325
,,1739209620.94937,-45.120503652039325
,,1739209620.9493723,-45.120503652039325
,,1739209620.949375,-45.120503652039325
,,1739209620.949377,-28.992665084841946
,,1739209620.9493794,-28.992665084841946
,,1739209620.9493818,-38.13080360867914
,,1739209620.9493842,-38.13080360867914
,,1739209620.9493866,-22.84163660590256
,,1739209620.949389,-23.506823629689546
,,1739209620.9493916,-45.120503652039325
,,1739209620.949394,-38.13080360867914
,,1739209620.9493964,-33.981070128970906
