CAN Message, 0x1bb:00000e037fb9f9df,Timestamp,Amplitude
,,1739209696.7122302,-45.120503652039325
,,1739209696.7122393,-38.13080360867914
,,1739209696.7122486,-38.13080360867914
,,1739209696.7122576,-45.120503652039325
,,1739209696.712267,-32.816014438256545
,,1739209696.712276,-38.13080360867914
,,1739209696.7122853,-45.120503652039325
,,1739209696.7122943,-38.13080360867914
,,1739209696.7123036,-38.13080360867914
,,1739209696.7123127,-45.120503652039325
,,1739209696.712322,-45.120503652039325
,,1739209696.712331,-45.120503652039325
,,1739209696.7123404,-45.120503652039325
,,1739209696.7123497,-38.13080360867914
,,1739209696.7123587,-45.120503652039325
,,1739209696.712368,-45.120503652039325
,,1739209696.712377,-35.57807855764607
,,1739209696.7123864,-45.120503652039325
,,1739209696.7123954,-38.13080360867914
,,1739209696.7124047,-35.57807855764607
,,1739209696.7124138,-45.120503652039325
,,1739209696.712423,-35.57807855764607
,,1739209696.712432,-21.522148828640407
,,1739209696.7124414,-32.816014438256545
,,1739209696.7124505,-45.120503652039325
,,1739209696.7124598,-38.13080360867914
,,1739209696.7124689,-45.120503652039325
,,1739209696.7124782,-45.120503652039325
,,1739209696.7124877,-45.120503652039325
,,1739209696.7124965,-38.13080360867914
,,1739209696.7125058,-35.57807855764607
,,1739209696.7125149,-33.981070128970906
,,1739209696.7125242,-45.120503652039325
,,1739209696.7125332,-38.13080360867914
,,1739209696.7125423,-45.120503652039325
,,1739209696.7125516,-38.13080360867914
,,1739209696.712561,-45.120503652039325
,,1739209696.71257,-33.981070128970906
,,1739209696.7125793,-45.120503652039325
,,1739209696.7125883,-38.13080360867914
,,1739209696.7125976,-38.13080360867914
,,1739209696.712607,-38.13080360867914
,,1739209696.712616,-45.120503652039325
,,1739209696.7126253,-33.981070128970906
,,1739209696.7126343,-45.120503652039325
,,1739209696.7126436,-32.816014438256545
,,1739209696.7126527,-28.992665084841946
,,1739209696.712662,-38.13080360867914
,,1739209696.712671,-33.981070128970906
,,1739209696.7126803,-35.57807855764607
,,1739209696.7126894,-19.497575007474538
,,1739209696.7126987,-17.245898906855142
,,1739209696.7127078,-38.13080360867914
,,1739209696.712717,-38.13080360867914
,,1739209696.712726,-38.13080360867914
,,1739209696.7127354,-38.13080360867914
,,1739209696.7127445,-45.120503652039325
,,1739209696.7127538,-38.13080360867914
,,1739209696.712763,-33.981070128970906
,,1739209696.712772,-25.826314394896364
,,1739209696.7127814,-33.981070128970906
,,1739209696.7127905,-35.57807855764607
,,1739209696.7127998,-32.816014438256545
,,1739209696.7128088,-45.120503652039325
,,1739209696.712818,-38.13080360867914
,,1739209696.7128272,-33.981070128970906
,,1739209696.7128365,-35.57807855764607
,,1739209696.7128456,-24.74623867263306
,,1739209696.7128549,-38.13080360867914
,,1739209696.712864,-38.13080360867914
,,1739209696.7128732,-35.57807855764607
,,1739209696.7128825,-33.981070128970906
,,1739209696.7128916,-45.120503652039325
,,1739209696.7129006,-33.981070128970906
,,1739209696.71291,-31.141103565318943
,,1739209696.7129192,-32.81601443825658
,,1739209696.7129283,-35.57807855764607
,,1739209696.7129376,-45.120503652039325
,,1739209696.712947,-45.120503652039325
,,1739209696.712956,-27.8777449560314
,,1739209696.712965,-22.44878636800916
,,1739209696.7129743,-38.13080360867914
,,1739209696.7129834,-38.13080360867914
,,1739209696.712993,-33.981070128970906
,,1739209696.7130015,-45.120503652039325
,,1739209696.713011,-45.120503652039325
,,1739209696.71302,-32.816014438256545
,,1739209696.7130294,-26.991370085610747
,,1739209696.7130384,-45.120503652039325
,,1739209696.7130475,-21.522148828640407
,,1739209696.713057,-35.57807855764607
,,1739209696.713066,-45.120503652039325
,,1739209696.7130754,-45.120503652039325
,,1739209696.7130845,-38.13080360867914
,,1739209696.7130938,-45.120503652039325
,,1739209696.7131028,-45.120503652039325
,,1739209696.713112,-27.267205301931607
,,1739209696.7131212,-26.487275050834715
,,1739209696.7131305,-13.643740409628302
,,1739209696.7131395,-9.981671795928367
,,1739209696.7131488,-26.99137008561072
,,1739209696.713158,-31.141103565318915
,,1739209696.7131672,-45.120503652039325
,,1739209696.7131765,-38.13080360867914
,,1739209696.7131855,-45.120503652039325
,,1739209696.7131948,-33.981070128970906
,,1739209696.713204,-45.120503652039325
,,1739209696.7132132,-26.99137008561072
,,1739209696.7132225,-25.62660358559016
,,1739209696.7132316,-45.120503652039325
,,1739209696.7132406,-35.57807855764607
,,1739209696.71325,-38.13080360867914
,,1739209696.713259,-35.57807855764607
,,1739209696.7132685,-33.981070128970906
,,1739209696.713277,-38.13080360867914
,,1739209696.7132866,-26.99137008561072
,,1739209696.7132957,-25.82631439489636
,,1739209696.713305,-45.120503652039325
,,1739209696.713314,-45.120503652039325
,,1739209696.7133234,-38.13080360867914
,,1739209696.713333,-45.120503652039325
,,1739209696.7133417,-45.120503652039325
,,1739209696.713351,-35.57807855764607
,,1739209696.71336,-38.13080360867914
,,1739209696.7133694,-45.120503652039325
,,1739209696.7133784,-45.120503652039325
,,1739209696.7133875,-31.141103565318915
,,1739209696.7133968,-23.273589343863303
,,1739209696.713406,-28.992665084841967
,,1739209696.7134151,-33.981070128970906
,,1739209696.7134244,-35.57807855764607
,,1739209696.7134335,-45.120503652039325
,,1739209696.7134428,-45.120503652039325
,,1739209696.713452,-38.13080360867914
,,1739209696.7134612,-45.120503652039325
,,1739209696.7134702,-35.57807855764607
,,1739209696.7134795,-25.077289914212862
,,1739209696.7134888,-38.13080360867914
,,1739209696.713498,-45.120503652039325
,,1739209696.7135072,-45.120503652039325
,,1739209696.7135162,-33.981070128970906
,,1739209696.7135255,-33.981070128970906
,,1739209696.7135346,-45.120503652039325
,,1739209696.713544,-38.13080360867914
,,1739209696.713553,-30.49652367304973
,,1739209696.7135625,-38.13080360867914
,,1739209696.7135713,-28.58837851428586
,,1739209696.7135806,-30.49652367304973
,,1739209696.7135897,-32.81601443825658
,,1739209696.713599,-45.120503652039325
,,1739209696.713608,-45.120503652039325
,,1739209696.713617,-45.120503652039325
,,1739209696.7136266,-35.57807855764607
,,1739209696.7136357,-45.120503652039325
,,1739209696.713645,-32.816014438256545
,,1739209696.713654,-45.120503652039325
,,1739209696.713663,-25.62660358559016
,,1739209696.7136724,-27.267205301931607
,,1739209696.7136817,-45.120503652039325
,,1739209696.7136908,-33.981070128970906
,,1739209696.7137,-45.120503652039325
,,1739209696.713709,-38.13080360867914
,,1739209696.7137184,-38.13080360867914
,,1739209696.7137277,-33.981070128970906
,,1739209696.7137368,-25.077289914212862
,,1739209696.7137458,-33.981070128970906
,,1739209696.7137551,-38.13080360867914
,,1739209696.7137644,-38.13080360867914
,,1739209696.7137735,-38.13080360867914
,,1739209696.7137828,-38.13080360867914
,,1739209696.7137918,-38.13080360867914
,,1739209696.7138011,-38.13080360867914
,,1739209696.7138102,-25.077289914212862
,,1739209696.7138195,-30.49652367304973
,,1739209696.7138286,-25.82631439489636
,,1739209696.713838,-12.507874964114354
,,1739209696.713847,-13.964398535296294
,,1739209696.7138562,-24.589719217205094
,,1739209696.7138653,-38.13080360867914
,,1739209696.7138746,-38.13080360867914
,,1739209696.7138836,-17.508745520481977
,,1739209696.713893,-35.57807855764607
,,1739209696.713902,-45.120503652039325
,,1739209696.7139113,-45.120503652039325
,,1739209696.7139206,-31.141103565318915
,,1739209696.7139297,-35.57807855764607
,,1739209696.713939,-45.120503652039325
,,1739209696.713948,-38.13080360867914
,,1739209696.7139573,-33.981070128970906
,,1739209696.7139664,-26.487275050834725
,,1739209696.7139757,-14.05859467940514
,,1739209696.7139847,-38.13080360867914
,,1739209696.713994,-45.120503652039325
,,1739209696.714003,-38.13080360867914
,,1739209696.7140124,-38.13080360867914
,,1739209696.7140214,-45.120503652039325
,,1739209696.7140307,-45.120503652039325
,,1739209696.7140398,-45.120503652039325
,,1739209696.714049,-38.13080360867914
,,1739209696.7140584,-38.13080360867914
,,1739209696.7140677,-38.13080360867914
,,1739209696.7140768,-45.120503652039325
,,1739209696.7140858,-45.120503652039325
,,1739209696.714095,-45.120503652039325
,,1739209696.7141042,-17.508745520481977
,,1739209696.7141137,-31.141103565318915
,,1739209696.7141223,-45.120503652039325
,,1739209696.7141318,-38.13080360867914
,,1739209696.714141,-35.57807855764607
,,1739209696.7141502,-10.435553406968596
,,1739209696.7141593,-25.25278630937684
,,1739209696.7141683,-31.141103565318915
,,1739209696.7141776,-45.120503652039325
,,1739209696.714187,-38.13080360867914
,,1739209696.7141962,-45.120503652039325
,,1739209696.7142053,-45.120503652039325
,,1739209696.7142146,-38.13080360867914
,,1739209696.7142236,-38.13080360867914
,,1739209696.714233,-45.120503652039325
,,1739209696.714242,-45.120503652039325
,,1739209696.7142513,-38.13080360867914
,,1739209696.7142603,-25.25278630937684
,,1739209696.7142696,-38.13080360867914
,,1739209696.7142787,-33.981070128970906
,,1739209696.714288,-45.120503652039325
,,1739209696.714297,-38.13080360867914
,,1739209696.7143064,-32.816014438256545
,,1739209696.7143154,-45.120503652039325
,,1739209696.7143247,-38.13080360867914
,,1739209696.714334,-26.487275050834725
,,1739209696.714343,-38.13080360867914
,,1739209696.7143524,-38.13080360867914
,,1739209696.7143614,-27.267205301931607
,,1739209696.7143707,-17.133997197586602
,,1739209696.7143798,-38.13080360867914
,,1739209696.714389,-38.13080360867914
,,1739209696.714398,-30.49652367304973
,,1739209696.7144074,-25.826314394896364
,,1739209696.7144165,-8.821313297003874
,,1739209696.7144258,-33.981070128970906
,,1739209696.7144349,-38.13080360867914
,,1739209696.7144442,-33.981070128970906
,,1739209696.7144532,-32.816014438256545
,,1739209696.7144625,-38.13080360867914
,,1739209696.7144716,-45.120503652039325
