CAN Message, 0x150:05009972cffd9302,Timestamp,Amplitude
,,1739209673.196761,-45.120503652039325
,,1739209673.1967654,-35.57807855764607
,,1739209673.1967697,-35.57807855764607
,,1739209673.196774,-45.120503652039325
,,1739209673.1967783,-45.120503652039325
,,1739209673.1967828,-38.13080360867914
,,1739209673.1967874,-45.120503652039325
,,1739209673.1967916,-26.991370085610736
,,1739209673.196796,-31.141103565318893
,,1739209673.1968005,-45.120503652039325
,,1739209673.1968048,-38.13080360867914
,,1739209673.196809,-38.13080360867914
,,1739209673.1968136,-38.13080360867914
,,1739209673.196818,-45.120503652039325
,,1739209673.1968222,-35.57807855764607
,,1739209673.1968267,-45.120503652039325
,,1739209673.196831,-35.57807855764607
,,1739209673.1968353,-38.13080360867914
,,1739209673.1968398,-38.13080360867914
,,1739209673.196844,-45.120503652039325
,,1739209673.1968486,-38.13080360867914
,,1739209673.196853,-38.13080360867914
,,1739209673.1968572,-45.120503652039325
,,1739209673.1968615,-31.141103565318893
,,1739209673.196866,-32.816014438256545
,,1739209673.1968703,-45.120503652039325
,,1739209673.1968749,-45.120503652039325
,,1739209673.1968791,-45.120503652039325
,,1739209673.1968834,-45.120503652039325
,,1739209673.196888,-38.13080360867914
,,1739209673.1968925,-38.13080360867914
,,1739209673.1968966,-35.57807855764607
,,1739209673.196901,-32.816014438256545
,,1739209673.1969054,-45.120503652039325
,,1739209673.19691,-45.120503652039325
,,1739209673.1969142,-38.13080360867914
,,1739209673.1969185,-38.13080360867914
,,1739209673.196923,-45.120503652039325
,,1739209673.1969273,-38.13080360867914
,,1739209673.1969316,-45.120503652039325
,,1739209673.196936,-45.120503652039325
,,1739209673.1969404,-38.13080360867914
,,1739209673.1969447,-45.120503652039325
,,1739209673.1969492,-38.13080360867914
,,1739209673.1969535,-38.13080360867914
,,1739209673.1969578,-38.13080360867914
,,1739209673.1969624,-45.120503652039325
,,1739209673.1969666,-38.13080360867914
,,1739209673.1969712,-32.816014438256545
,,1739209673.1969757,-33.981070128970906
,,1739209673.1969798,-9.860990239559166
,,1739209673.1969843,-20.001670042250552
,,1739209673.1969886,-28.992665084841946
,,1739209673.1969929,-35.57807855764607
,,1739209673.1969974,-45.120503652039325
,,1739209673.1970017,-38.13080360867914
,,1739209673.197006,-45.120503652039325
,,1739209673.1970105,-45.120503652039325
,,1739209673.1970148,-45.120503652039325
,,1739209673.197019,-38.13080360867914
,,1739209673.1970236,-32.816014438256545
,,1739209673.197028,-38.13080360867914
,,1739209673.1970325,-38.13080360867914
,,1739209673.1970367,-45.120503652039325
,,1739209673.197041,-45.120503652039325
,,1739209673.1970456,-38.13080360867914
,,1739209673.19705,-38.13080360867914
,,1739209673.197054,-45.120503652039325
,,1739209673.197059,-45.120503652039325
,,1739209673.197063,-38.13080360867914
,,1739209673.1970673,-45.120503652039325
,,1739209673.1970718,-38.13080360867914
,,1739209673.197076,-38.13080360867914
,,1739209673.1970804,-35.57807855764607
,,1739209673.197085,-17.756538629272868
,,1739209673.1970892,-38.13080360867914
,,1739209673.1970935,-32.81601443825658
,,1739209673.197098,-33.981070128970906
,,1739209673.1971023,-38.13080360867914
,,1739209673.1971068,-13.570181364129592
,,1739209673.1971111,-27.267205301931607
,,1739209673.1971154,-25.82631439489636
,,1739209673.19712,-33.981070128970906
,,1739209673.1971242,-45.120503652039325
,,1739209673.1971283,-38.13080360867914
,,1739209673.197133,-38.13080360867914
,,1739209673.1971374,-45.120503652039325
,,1739209673.1971416,-38.13080360867914
,,1739209673.1971462,-31.141103565318915
,,1739209673.1971505,-33.981070128970906
,,1739209673.197155,-38.13080360867914
,,1739209673.1971593,-38.13080360867914
,,1739209673.1971636,-35.57807855764607
,,1739209673.197168,-45.120503652039325
,,1739209673.1971724,-45.120503652039325
,,1739209673.1971767,-33.981070128970906
,,1739209673.1971812,-26.487275050834725
,,1739209673.1971855,-29.438486411369347
,,1739209673.1971898,-38.13080360867914
,,1739209673.1971943,-45.120503652039325
,,1739209673.1971986,-38.13080360867914
,,1739209673.197203,-28.992665084841946
,,1739209673.1972077,-29.438486411369357
,,1739209673.1972115,-18.48349439814281
,,1739209673.1972165,-33.981070128970906
,,1739209673.1972206,-45.120503652039325
,,1739209673.1972249,-26.487275050834715
,,1739209673.1972294,-22.264930561961563
,,1739209673.1972337,-10.82459562980628
,,1739209673.197238,-26.487275050834715
,,1739209673.1972425,-45.120503652039325
,,1739209673.1972468,-38.13080360867914
,,1739209673.197251,-38.13080360867914
,,1739209673.1972556,-38.13080360867914
,,1739209673.19726,-45.120503652039325
,,1739209673.1972642,-38.13080360867914
,,1739209673.1972687,-33.981070128970906
,,1739209673.197273,-17.661951700302005
,,1739209673.1972775,-32.81601443825658
,,1739209673.1972818,-35.57807855764607
,,1739209673.197286,-45.120503652039325
,,1739209673.197291,-45.120503652039325
,,1739209673.197295,-45.120503652039325
,,1739209673.1972992,-45.120503652039325
,,1739209673.1973038,-45.120503652039325
,,1739209673.197308,-31.141103565318943
,,1739209673.1973124,-33.981070128970906
,,1739209673.197317,-11.749906388834043
,,1739209673.1973212,-28.21854285175415
,,1739209673.1973257,-28.992665084841967
,,1739209673.19733,-38.13080360867914
,,1739209673.1973343,-35.57807855764607
,,1739209673.1973388,-38.13080360867914
,,1739209673.197343,-45.120503652039325
,,1739209673.1973474,-38.13080360867914
,,1739209673.197352,-38.13080360867914
,,1739209673.1973562,-38.13080360867914
,,1739209673.1973605,-24.438645034577675
,,1739209673.197365,-35.57807855764607
,,1739209673.197369,-45.120503652039325
,,1739209673.1973736,-38.13080360867914
,,1739209673.1973782,-38.13080360867914
,,1739209673.1973825,-38.13080360867914
,,1739209673.1973867,-45.120503652039325
,,1739209673.1973913,-38.13080360867914
,,1739209673.1973956,-23.38864096791655
,,1739209673.1974,-38.13080360867914
,,1739209673.1974044,-45.120503652039325
,,1739209673.197409,-45.120503652039325
,,1739209673.1974132,-38.13080360867914
,,1739209673.1974175,-38.13080360867914
,,1739209673.1974218,-32.816014438256545
,,1739209673.1974263,-35.57807855764607
,,1739209673.1974306,-45.120503652039325
,,1739209673.197435,-45.120503652039325
,,1739209673.1974394,-26.487275050834715
,,1739209673.1974435,-17.07910932868579
,,1739209673.197448,-28.992665084841946
,,1739209673.1974523,-38.13080360867914
,,1739209673.1974568,-35.57807855764607
,,1739209673.1974614,-38.13080360867914
,,1739209673.1974657,-45.120503652039325
,,1739209673.19747,-38.13080360867914
,,1739209673.1974745,-35.57807855764607
,,1739209673.1974788,-38.13080360867914
,,1739209673.197483,-26.487275050834715
,,1739209673.1974876,-32.816014438256545
,,1739209673.197492,-38.13080360867914
,,1739209673.1974962,-45.120503652039325
,,1739209673.1975007,-38.13080360867914
,,1739209673.197505,-31.141103565318915
,,1739209673.1975093,-45.120503652039325
,,1739209673.1975138,-38.13080360867914
,,1739209673.197518,-33.981070128970906
,,1739209673.1975226,-26.487275050834715
,,1739209673.197527,-20.88804491267121
,,1739209673.1975312,-38.13080360867914
,,1739209673.1975358,-38.13080360867914
,,1739209673.19754,-33.98107012897096
,,1739209673.1975443,-22.002965041481755
,,1739209673.1975489,-9.698475827699012
,,1739209673.1975532,-33.98107012897096
,,1739209673.1975574,-38.13080360867914
