CAN Message, 0x1b8:020085693742d017,Timestamp,Amplitude
,,1739209780.1738005,-38.13080360867914
,,1739209780.1738036,-45.120503652039325
,,1739209780.1738064,-35.57807855764607
,,1739209780.1738095,-35.57807855764607
,,1739209780.1738126,-45.120503652039325
,,1739209780.1738155,-35.57807855764607
,,1739209780.1738186,-33.981070128970906
,,1739209780.1738217,-35.57807855764607
,,1739209780.1738248,-45.120503652039325
,,1739209780.1738276,-45.120503652039325
,,1739209780.1738307,-32.816014438256545
,,1739209780.1738338,-45.120503652039325
,,1739209780.1738367,-38.13080360867914
,,1739209780.1738398,-32.816014438256545
,,1739209780.173843,-38.13080360867914
,,1739209780.173846,-45.120503652039325
,,1739209780.1738489,-33.981070128970906
,,1739209780.173852,-31.141103565318893
,,1739209780.173855,-35.57807855764607
,,1739209780.173858,-45.120503652039325
,,1739209780.173861,-38.13080360867914
,,1739209780.173864,-35.57807855764607
,,1739209780.1738672,-38.13080360867914
,,1739209780.17387,-45.120503652039325
,,1739209780.1738732,-45.120503652039325
,,1739209780.1738763,-38.13080360867914
,,1739209780.1738791,-30.49652367304973
,,1739209780.1738822,-31.141103565318915
,,1739209780.173885,-45.120503652039325
,,1739209780.1738884,-38.13080360867914
,,1739209780.1738913,-35.57807855764607
,,1739209780.1738944,-45.120503652039325
,,1739209780.1738975,-45.120503652039325
,,1739209780.1739004,-35.57807855764607
,,1739209780.1739037,-38.13080360867914
,,1739209780.1739066,-38.13080360867914
,,1739209780.1739097,-45.120503652039325
,,1739209780.1739123,-38.13080360867914
,,1739209780.1739156,-38.13080360867914
,,1739209780.1739187,-45.120503652039325
,,1739209780.1739216,-45.120503652039325
,,1739209780.1739247,-45.120503652039325
,,1739209780.1739278,-33.981070128970906
,,1739209780.173931,-32.816014438256545
,,1739209780.1739335,-45.120503652039325
,,1739209780.1739368,-45.120503652039325
,,1739209780.17394,-45.120503652039325
,,1739209780.1739428,-45.120503652039325
,,1739209780.173946,-45.120503652039325
,,1739209780.173949,-30.49652367304973
,,1739209780.173952,-11.887982650322416
,,1739209780.173955,-23.38864096791655
,,1739209780.173958,-28.992665084841946
,,1739209780.1739612,-45.120503652039325
,,1739209780.173964,-35.57807855764607
,,1739209780.1739671,-33.981070128970906
,,1739209780.1739702,-45.120503652039325
,,1739209780.173973,-35.57807855764607
,,1739209780.1739762,-45.120503652039325
,,1739209780.1739793,-33.98107012897096
,,1739209780.1739824,-38.13080360867914
,,1739209780.1739852,-45.120503652039325
,,1739209780.1739883,-45.120503652039325
,,1739209780.1739914,-38.13080360867914
,,1739209780.1739943,-38.13080360867914
,,1739209780.1739974,-45.120503652039325
,,1739209780.1740005,-30.49652367304973
,,1739209780.1740036,-23.50682362968953
,,1739209780.1740065,-38.13080360867914
,,1739209780.1740096,-45.120503652039325
,,1739209780.174013,-33.981070128970906
,,1739209780.1740158,-45.120503652039325
,,1739209780.1740186,-38.13080360867914
,,1739209780.1740215,-31.141103565318915
,,1739209780.1740248,-19.49757500747454
,,1739209780.1740277,-35.57807855764607
,,1739209780.1740308,-32.816014438256545
,,1739209780.174034,-45.120503652039325
,,1739209780.174037,-23.50682362968953
,,1739209780.1740398,-9.997663019220754
,,1739209780.174043,-33.981070128970906
,,1739209780.174046,-35.57807855764607
,,1739209780.174049,-38.13080360867914
,,1739209780.174052,-38.13080360867914
,,1739209780.174055,-38.13080360867914
,,1739209780.1740582,-38.13080360867914
,,1739209780.174061,-38.13080360867914
,,1739209780.1740642,-31.141103565318915
,,1739209780.1740673,-35.57807855764607
,,1739209780.17407,-35.57807855764607
,,1739209780.1740732,-45.120503652039325
,,1739209780.1740763,-33.981070128970906
,,1739209780.1740794,-33.981070128970906
,,1739209780.1740825,-45.120503652039325
,,1739209780.1740854,-45.120503652039325
,,1739209780.1740885,-30.49652367304973
,,1739209780.174091,-38.13080360867914
,,1739209780.1740944,-45.120503652039325
,,1739209780.1740975,-38.13080360867914
,,1739209780.1741006,-35.57807855764607
,,1739209780.1741035,-38.13080360867914
,,1739209780.1741066,-45.120503652039325
,,1739209780.1741097,-30.49652367304973
,,1739209780.1741126,-31.141103565318915
,,1739209780.1741157,-45.120503652039325
,,1739209780.1741188,-35.57807855764607
,,1739209780.174122,-35.57807855764607
,,1739209780.1741247,-26.991370085610757
,,1739209780.1741278,-18.598040242006057
,,1739209780.174131,-38.13080360867914
,,1739209780.1741338,-33.981070128970906
,,1739209780.1741369,-45.120503652039325
,,1739209780.17414,-38.13080360867914
,,1739209780.174143,-35.57807855764607
,,1739209780.174146,-38.13080360867914
,,1739209780.174149,-45.120503652039325
,,1739209780.174152,-45.120503652039325
,,1739209780.174155,-33.98107012897096
,,1739209780.174158,-45.120503652039325
,,1739209780.1741612,-38.13080360867914
,,1739209780.1741643,-45.120503652039325
,,1739209780.1741672,-38.13080360867914
,,1739209780.1741705,-45.120503652039325
,,1739209780.1741734,-27.267205301931607
,,1739209780.1741762,-25.62660358559016
,,1739209780.1741793,-35.57807855764607
,,1739209780.1741824,-20.88804491267121
,,1739209780.1741855,-8.217656626912994
,,1739209780.1741884,-38.13080360867914
,,1739209780.1741917,-35.57807855764607
,,1739209780.1741946,-32.816014438256545
,,1739209780.1741974,-35.57807855764607
,,1739209780.1742003,-38.13080360867914
,,1739209780.1742036,-35.57807855764607
,,1739209780.1742067,-45.120503652039325
,,1739209780.1742096,-28.992665084841946
,,1739209780.1742127,-32.816014438256545
,,1739209780.1742208,-38.13080360867914
,,1739209780.1742291,-38.13080360867914
,,1739209780.1742373,-38.13080360867914
,,1739209780.1742454,-45.120503652039325
,,1739209780.1742537,-38.13080360867914
,,1739209780.1742618,-45.120503652039325
,,1739209780.1742702,-33.981070128970906
,,1739209780.1742785,-26.99137008561072
,,1739209780.1742864,-45.120503652039325
,,1739209780.1742947,-38.13080360867914
,,1739209780.1743028,-38.13080360867914
,,1739209780.174311,-45.120503652039325
,,1739209780.1743193,-35.57807855764607
,,1739209780.1743274,-45.120503652039325
,,1739209780.1743357,-45.120503652039325
,,1739209780.1743438,-45.120503652039325
,,1739209780.174352,-38.13080360867914
,,1739209780.1743605,-45.120503652039325
,,1739209780.1743684,-38.13080360867914
,,1739209780.1743765,-27.267205301931607
,,1739209780.1743848,-38.13080360867914
,,1739209780.174393,-45.120503652039325
,,1739209780.1744013,-38.13080360867914
,,1739209780.1744094,-30.49652367304973
,,1739209780.1744175,-45.120503652039325
,,1739209780.1744258,-45.120503652039325
