CAN Message, 0x24:0e3d999de00c49b8,Timestamp,Amplitude
,,1739209801.269014,-38.13080360867914
,,1739209801.2690172,-38.13080360867914
,,1739209801.2690206,-33.981070128970906
,,1739209801.2690237,-38.13080360867914
,,1739209801.269027,-45.120503652039325
,,1739209801.2690303,-38.13080360867914
,,1739209801.2690337,-38.13080360867914
,,1739209801.269037,-38.13080360867914
,,1739209801.2690403,-38.13080360867914
,,1739209801.2690437,-38.13080360867914
,,1739209801.269047,-38.13080360867914
,,1739209801.26905,-32.816014438256545
,,1739209801.2690537,-35.57807855764607
,,1739209801.2690568,-45.120503652039325
,,1739209801.26906,-38.13080360867914
,,1739209801.2690637,-45.120503652039325
,,1739209801.2690668,-38.13080360867914
,,1739209801.26907,-45.120503652039325
,,1739209801.2690735,-45.120503652039325
,,1739209801.2690766,-33.981070128970906
,,1739209801.26908,-35.57807855764607
,,1739209801.2690833,-45.120503652039325
,,1739209801.2690866,-45.120503652039325
,,1739209801.26909,-38.13080360867914
,,1739209801.2690933,-38.13080360867914
,,1739209801.2690966,-35.57807855764607
,,1739209801.2690997,-31.141103565318915
,,1739209801.269103,-33.981070128970906
,,1739209801.2691064,-45.120503652039325
,,1739209801.2691095,-38.13080360867914
,,1739209801.269113,-38.13080360867914
,,1739209801.2691164,-38.13080360867914
,,1739209801.2691195,-45.120503652039325
,,1739209801.269123,-45.120503652039325
,,1739209801.2691262,-33.981070128970906
,,1739209801.2691295,-38.13080360867914
,,1739209801.2691329,-38.13080360867914
,,1739209801.2691362,-45.120503652039325
,,1739209801.2691395,-45.120503652039325
,,1739209801.2691429,-45.120503652039325
,,1739209801.2691462,-45.120503652039325
,,1739209801.2691493,-45.120503652039325
,,1739209801.2691526,-38.13080360867914
,,1739209801.269156,-33.981070128970906
,,1739209801.2691593,-35.57807855764607
,,1739209801.269163,-45.120503652039325
,,1739209801.269166,-45.120503652039325
,,1739209801.269169,-45.120503652039325
,,1739209801.269173,-30.49652367304973
,,1739209801.2691758,-33.98107012897096
,,1739209801.269179,-13.001292808954194
,,1739209801.2691824,-23.506823629689546
,,1739209801.2691858,-45.120503652039325
,,1739209801.2691891,-45.120503652039325
,,1739209801.2691925,-38.13080360867914
,,1739209801.2691958,-45.120503652039325
,,1739209801.2691991,-38.13080360867914
,,1739209801.2692022,-45.120503652039325
,,1739209801.2692056,-38.13080360867914
,,1739209801.269209,-35.57807855764607
,,1739209801.2692122,-45.120503652039325
,,1739209801.2692156,-45.120503652039325
,,1739209801.269219,-38.13080360867914
,,1739209801.2692225,-33.981070128970906
,,1739209801.2692254,-38.13080360867914
,,1739209801.2692287,-38.13080360867914
,,1739209801.269232,-45.120503652039325
,,1739209801.2692354,-33.981070128970906
,,1739209801.2692387,-38.13080360867914
,,1739209801.269242,-45.120503652039325
,,1739209801.2692454,-38.13080360867914
,,1739209801.2692487,-30.49652367304973
,,1739209801.2692518,-35.57807855764607
,,1739209801.2692552,-38.13080360867914
,,1739209801.2692585,-29.438486411369333
,,1739209801.2692618,-33.981070128970906
,,1739209801.2692652,-38.13080360867914
,,1739209801.2692685,-38.13080360867914
,,1739209801.269272,-28.58837851428586
,,1739209801.269275,-31.141103565318943
,,1739209801.2692783,-38.13080360867914
,,1739209801.2692816,-45.120503652039325
,,1739209801.269285,-45.120503652039325
,,1739209801.2692883,-38.13080360867914
,,1739209801.2692916,-45.120503652039325
,,1739209801.269295,-38.13080360867914
,,1739209801.2692983,-38.13080360867914
,,1739209801.2693014,-28.992665084841946
,,1739209801.2693048,-38.13080360867914
,,1739209801.269308,-45.120503652039325
,,1739209801.2693114,-45.120503652039325
,,1739209801.2693148,-31.141103565318893
,,1739209801.269318,-29.438486411369333
,,1739209801.2693214,-45.120503652039325
,,1739209801.2693243,-45.120503652039325
,,1739209801.269328,-25.62660358559016
,,1739209801.2693312,-31.141103565318893
,,1739209801.2693346,-38.13080360867914
,,1739209801.269338,-45.120503652039325
,,1739209801.2693412,-27.8777449560314
,,1739209801.2693446,-29.438486411369333
,,1739209801.269348,-38.13080360867914
,,1739209801.269351,-24.15140352195873
,,1739209801.2693543,-27.267205301931607
,,1739209801.2693577,-33.981070128970906
,,1739209801.269361,-38.13080360867914
,,1739209801.2693644,-30.49652367304973
,,1739209801.2693677,-18.521341651340787
,,1739209801.269371,-19.00327057196588
,,1739209801.2693744,-28.58837851428586
,,1739209801.2693777,-45.120503652039325
,,1739209801.2693808,-35.57807855764607
,,1739209801.269384,-35.57807855764607
,,1739209801.2693875,-45.120503652039325
,,1739209801.2693908,-38.13080360867914
,,1739209801.2693942,-35.57807855764607
,,1739209801.2693975,-27.267205301931607
,,1739209801.2694006,-20.88804491267121
,,1739209801.269404,-38.13080360867914
,,1739209801.2694073,-45.120503652039325
,,1739209801.2694106,-33.981070128970906
,,1739209801.269414,-38.13080360867914
,,1739209801.2694173,-45.120503652039325
,,1739209801.2694206,-45.120503652039325
,,1739209801.269424,-33.981070128970906
,,1739209801.269427,-26.03565346325281
,,1739209801.2694304,-14.91274877010371
,,1739209801.2694335,-11.063625785311515
,,1739209801.269437,-25.826314394896364
,,1739209801.2694404,-31.141103565318915
,,1739209801.2694438,-38.13080360867914
,,1739209801.269447,-38.13080360867914
,,1739209801.2694502,-38.13080360867914
,,1739209801.2694535,-45.120503652039325
,,1739209801.2694569,-32.816014438256545
,,1739209801.2694602,-45.120503652039325
,,1739209801.2694635,-45.120503652039325
,,1739209801.2694669,-35.57807855764607
,,1739209801.2694702,-38.13080360867914
,,1739209801.2694736,-38.13080360867914
,,1739209801.269477,-38.13080360867914
,,1739209801.26948,-45.120503652039325
,,1739209801.269483,-38.13080360867914
,,1739209801.269487,-45.120503652039325
,,1739209801.26949,-33.98107012897096
,,1739209801.269493,-45.120503652039325
,,1739209801.269497,-38.13080360867914
,,1739209801.2695,-38.13080360867914
,,1739209801.269503,-33.98107012897096
,,1739209801.2695065,-33.981070128970906
,,1739209801.2695098,-31.141103565318915
,,1739209801.2695131,-38.13080360867914
,,1739209801.2695165,-45.120503652039325
,,1739209801.2695198,-32.816014438256545
,,1739209801.2695231,-45.120503652039325
,,1739209801.2695262,-22.002965041481744
,,1739209801.2695296,-22.002965041481744
,,1739209801.269533,-38.13080360867914
,,1739209801.2695365,-32.816014438256545
,,1739209801.2695396,-38.13080360867914
,,1739209801.269543,-35.57807855764607
,,1739209801.2695465,-45.120503652039325
,,1739209801.2695496,-38.13080360867914
,,1739209801.2695527,-35.57807855764607
,,1739209801.269556,-21.598678470925663
,,1739209801.2695594,-33.981070128970906
,,1739209801.2695627,-45.120503652039325
,,1739209801.269566,-35.57807855764607
,,1739209801.2695694,-38.13080360867914
,,1739209801.2695727,-45.120503652039325
,,1739209801.2695758,-45.120503652039325
,,1739209801.2695792,-38.13080360867914
,,1739209801.2695825,-31.141103565318915
,,1739209801.2695858,-38.13080360867914
,,1739209801.2695892,-45.120503652039325
,,1739209801.2695923,-45.120503652039325
,,1739209801.269596,-32.816014438256545
,,1739209801.2695992,-38.13080360867914
,,1739209801.2696023,-32.816014438256545
,,1739209801.2696056,-23.38864096791655
,,1739209801.269609,-38.13080360867914
,,1739209801.2696123,-38.13080360867914
,,1739209801.2696157,-45.120503652039325
,,1739209801.269619,-33.981070128970906
,,1739209801.2696223,-17.600019173844906
,,1739209801.2696254,-20.88804491267121
,,1739209801.2696288,-31.141103565318915
,,1739209801.269632,-38.13080360867914
,,1739209801.2696354,-33.981070128970906
,,1739209801.2696388,-33.981070128970906
,,1739209801.269642,-45.120503652039325
,,1739209801.2696457,-45.120503652039325
,,1739209801.2696488,-25.82631439489636
,,1739209801.269652,-25.826314394896364
,,1739209801.2696552,-20.88804491267121
,,1739209801.2696586,-29.438486411369333
,,1739209801.269662,-35.57807855764607
,,1739209801.2696652,-23.50682362968953
,,1739209801.2696686,-16.041018435916573
,,1739209801.269672,-11.08415175413381
,,1739209801.2696753,-26.99137008561072
,,1739209801.2696784,-38.13080360867914
,,1739209801.2696817,-38.13080360867914
,,1739209801.269685,-45.120503652039325
