CAN Message, 0x24:0599ad6e2b8175b8,Timestamp,Amplitude
,,1739209652.335618,-45.120503652039325
,,1739209652.3356214,-45.120503652039325
,,1739209652.3356245,-45.120503652039325
,,1739209652.3356276,-35.57807855764607
,,1739209652.335631,-38.13080360867914
,,1739209652.335634,-33.981070128970906
,,1739209652.335637,-45.120503652039325
,,1739209652.3356404,-38.13080360867914
,,1739209652.3356438,-45.120503652039325
,,1739209652.3356469,-45.120503652039325
,,1739209652.3356502,-35.57807855764607
,,1739209652.3356533,-38.13080360867914
,,1739209652.3356564,-45.120503652039325
,,1739209652.3356595,-38.13080360867914
,,1739209652.3356628,-38.13080360867914
,,1739209652.3356662,-33.981070128970906
,,1739209652.3356693,-38.13080360867914
,,1739209652.3356726,-38.13080360867914
,,1739209652.3356757,-45.120503652039325
,,1739209652.335679,-45.120503652039325
,,1739209652.3356822,-45.120503652039325
,,1739209652.3356853,-45.120503652039325
,,1739209652.3356886,-45.120503652039325
,,1739209652.3356917,-45.120503652039325
,,1739209652.335695,-45.120503652039325
,,1739209652.335698,-45.120503652039325
,,1739209652.3357017,-38.13080360867914
,,1739209652.3357046,-45.120503652039325
,,1739209652.3357077,-38.13080360867914
,,1739209652.335711,-45.120503652039325
,,1739209652.335714,-38.13080360867914
,,1739209652.3357174,-33.981070128970906
,,1739209652.3357203,-38.13080360867914
,,1739209652.335724,-45.120503652039325
,,1739209652.335727,-35.57807855764607
,,1739209652.33573,-30.49652367304973
,,1739209652.3357334,-45.120503652039325
,,1739209652.3357365,-45.120503652039325
,,1739209652.33574,-35.57807855764607
,,1739209652.335743,-33.981070128970906
,,1739209652.3357463,-38.13080360867914
,,1739209652.3357494,-38.13080360867914
,,1739209652.3357527,-45.120503652039325
,,1739209652.3357558,-45.120503652039325
,,1739209652.335759,-45.120503652039325
,,1739209652.3357625,-45.120503652039325
,,1739209652.3357654,-45.120503652039325
,,1739209652.3357687,-31.14110356531892
,,1739209652.3357718,-35.57807855764607
,,1739209652.3357751,-22.44878636800916
,,1739209652.3357782,-9.643987068439602
,,1739209652.3357816,-33.981070128970906
,,1739209652.335785,-38.13080360867914
,,1739209652.3357878,-38.13080360867914
,,1739209652.335791,-45.120503652039325
,,1739209652.3357942,-27.267205301931607
,,1739209652.3357975,-32.816014438256545
,,1739209652.3358006,-38.13080360867914
,,1739209652.335804,-45.120503652039325
,,1739209652.335807,-33.981070128970906
,,1739209652.3358102,-35.57807855764607
,,1739209652.3358135,-38.13080360867914
,,1739209652.3358166,-38.13080360867914
,,1739209652.33582,-38.13080360867914
,,1739209652.335823,-31.141103565318915
,,1739209652.3358264,-33.981070128970906
,,1739209652.3358295,-45.120503652039325
,,1739209652.3358326,-45.120503652039325
,,1739209652.335836,-38.13080360867914
,,1739209652.335839,-38.13080360867914
,,1739209652.3358424,-38.13080360867914
,,1739209652.3358457,-29.438486411369357
,,1739209652.3358488,-29.438486411369347
,,1739209652.335852,-21.522148828640407
,,1739209652.3358552,-19.54543163298272
,,1739209652.3358583,-29.438486411369347
,,1739209652.3358614,-45.120503652039325
,,1739209652.3358648,-24.151403521958727
,,1739209652.335868,-15.275230518601363
,,1739209652.3358712,-11.345619818277966
,,1739209652.3358743,-23.273589343863303
,,1739209652.3358777,-45.120503652039325
,,1739209652.3358808,-38.13080360867914
,,1739209652.335884,-33.981070128970906
,,1739209652.3358872,-38.13080360867914
,,1739209652.3358903,-45.120503652039325
,,1739209652.3358936,-38.13080360867914
,,1739209652.3358967,-31.141103565318915
,,1739209652.3359,-38.13080360867914
,,1739209652.3359032,-38.13080360867914
,,1739209652.3359065,-38.13080360867914
,,1739209652.3359096,-31.141103565318915
,,1739209652.3359127,-35.57807855764607
,,1739209652.335916,-38.13080360867914
,,1739209652.3359191,-35.57807855764607
,,1739209652.3359225,-38.13080360867914
,,1739209652.3359256,-45.120503652039325
,,1739209652.335929,-38.13080360867914
,,1739209652.335932,-45.120503652039325
,,1739209652.335935,-33.981070128970906
,,1739209652.3359385,-29.438486411369357
,,1739209652.3359416,-32.816014438256545
,,1739209652.335945,-24.74623867263306
,,1739209652.335948,-28.218542851754187
,,1739209652.335951,-30.49652367304973
,,1739209652.3359544,-33.981070128970906
,,1739209652.3359578,-26.487275050834725
,,1739209652.3359609,-11.814336979094907
,,1739209652.335964,-13.521825181113629
,,1739209652.3359673,-25.62660358559016
,,1739209652.3359704,-38.13080360867914
,,1739209652.3359735,-45.120503652039325
,,1739209652.3359768,-28.992665084841946
,,1739209652.3359802,-35.57807855764607
,,1739209652.3359833,-38.13080360867914
,,1739209652.3359866,-28.992665084841946
,,1739209652.3359897,-27.87774495603141
,,1739209652.3359928,-33.98107012897096
,,1739209652.3359962,-38.13080360867914
,,1739209652.3359993,-38.13080360867914
,,1739209652.3360026,-28.992665084841946
,,1739209652.3360057,-45.120503652039325
,,1739209652.336009,-45.120503652039325
,,1739209652.336012,-33.981070128970906
,,1739209652.3360152,-38.13080360867914
,,1739209652.3360186,-45.120503652039325
,,1739209652.3360217,-33.98107012897096
,,1739209652.336025,-22.264930561961563
,,1739209652.336028,-35.57807855764607
,,1739209652.3360314,-45.120503652039325
,,1739209652.3360343,-45.120503652039325
,,1739209652.3360376,-38.13080360867914
,,1739209652.336041,-35.57807855764607
,,1739209652.336044,-45.120503652039325
,,1739209652.3360474,-45.120503652039325
,,1739209652.3360505,-38.13080360867914
,,1739209652.3360538,-28.992665084841967
,,1739209652.336057,-45.120503652039325
,,1739209652.3360603,-38.13080360867914
,,1739209652.3360634,-45.120503652039325
,,1739209652.3360715,-38.13080360867914
,,1739209652.3360798,-33.981070128970906
,,1739209652.3360882,-45.120503652039325
,,1739209652.3360963,-38.13080360867914
,,1739209652.3361046,-25.62660358559016
,,1739209652.336113,-32.816014438256545
,,1739209652.336121,-45.120503652039325
,,1739209652.3361297,-45.120503652039325
,,1739209652.3361378,-33.98107012897096
,,1739209652.336146,-29.438486411369333
,,1739209652.3361545,-21.522148828640407
,,1739209652.3361626,-24.15140352195873
,,1739209652.336171,-25.25278630937684
,,1739209652.3361793,-35.57807855764607
,,1739209652.3361874,-24.74623867263306
,,1739209652.3361957,-11.846914308175986
,,1739209652.336204,-11.76592464514545
,,1739209652.3362122,-24.74623867263306
,,1739209652.3362205,-33.981070128970906
,,1739209652.3362288,-45.120503652039325
,,1739209652.3362372,-45.120503652039325
,,1739209652.3362453,-45.120503652039325
,,1739209652.3362536,-45.120503652039325
,,1739209652.336262,-45.120503652039325
,,1739209652.33627,-26.487275050834715
,,1739209652.3362784,-30.49652367304973
,,1739209652.3362868,-45.120503652039325
,,1739209652.336295,-38.13080360867914
,,1739209652.3363032,-38.13080360867914
,,1739209652.3363116,-32.816014438256545
,,1739209652.3363197,-38.13080360867914
,,1739209652.336328,-45.120503652039325
,,1739209652.3363364,-35.57807855764607
,,1739209652.3363447,-35.57807855764607
,,1739209652.3363528,-45.120503652039325
,,1739209652.3363612,-45.120503652039325
,,1739209652.3363695,-45.120503652039325
,,1739209652.3363776,-45.120503652039325
,,1739209652.336386,-38.13080360867914
,,1739209652.3363943,-25.826314394896357
,,1739209652.3364024,-38.13080360867914
,,1739209652.3364108,-38.13080360867914
,,1739209652.336419,-35.57807855764607
,,1739209652.3364272,-45.120503652039325
,,1739209652.3364356,-12.555731589622528
,,1739209652.336444,-22.002965041481755
,,1739209652.336452,-33.98107012897096
,,1739209652.3364604,-33.981070128970906
,,1739209652.3364687,-45.120503652039325
,,1739209652.336477,-45.120503652039325
,,1739209652.3364851,-38.13080360867914
,,1739209652.3364935,-45.120503652039325
,,1739209652.3365018,-31.141103565318893
,,1739209652.33651,-27.8777449560314
,,1739209652.3365183,-45.120503652039325
,,1739209652.3365266,-45.120503652039325
,,1739209652.3365347,-32.816014438256545
,,1739209652.336543,-38.13080360867914
,,1739209652.3365514,-20.88804491267121
