CAN Message, 0x1b8:020007ffe03ccbf8,Timestamp,Amplitude
,,1739209894.2926743,-45.120503652039325
,,1739209894.2926767,-38.13080360867914
,,1739209894.2926788,-45.120503652039325
,,1739209894.292681,-38.13080360867914
,,1739209894.2926834,-35.57807855764607
,,1739209894.2926855,-45.120503652039325
,,1739209894.2926877,-45.120503652039325
,,1739209894.2926898,-45.120503652039325
,,1739209894.292692,-45.120503652039325
,,1739209894.2926943,-33.981070128970906
,,1739209894.2926965,-38.13080360867914
,,1739209894.2926986,-38.13080360867914
,,1739209894.2927008,-38.13080360867914
,,1739209894.292703,-38.13080360867914
,,1739209894.2927053,-45.120503652039325
,,1739209894.2927074,-45.120503652039325
,,1739209894.2927096,-45.120503652039325
,,1739209894.2927115,-45.120503652039325
,,1739209894.292714,-31.141103565318915
,,1739209894.2927165,-32.816014438256545
,,1739209894.2927184,-45.120503652039325
,,1739209894.2927206,-38.13080360867914
,,1739209894.2927227,-38.13080360867914
,,1739209894.292725,-38.13080360867914
,,1739209894.2927272,-38.13080360867914
,,1739209894.2927294,-32.816014438256545
,,1739209894.2927315,-38.13080360867914
,,1739209894.2927337,-45.120503652039325
,,1739209894.292736,-38.13080360867914
,,1739209894.2927382,-38.13080360867914
,,1739209894.2927403,-45.120503652039325
,,1739209894.2927425,-38.13080360867914
,,1739209894.2927446,-35.57807855764607
,,1739209894.292747,-45.120503652039325
,,1739209894.2927492,-38.13080360867914
,,1739209894.2927513,-38.13080360867914
,,1739209894.2927537,-45.120503652039325
,,1739209894.2927556,-38.13080360867914
,,1739209894.292758,-35.57807855764607
,,1739209894.29276,-38.13080360867914
,,1739209894.2927625,-45.120503652039325
,,1739209894.2927644,-45.120503652039325
,,1739209894.2927668,-31.141103565318915
,,1739209894.292769,-30.49652367304973
,,1739209894.292771,-38.13080360867914
,,1739209894.2927732,-45.120503652039325
,,1739209894.2927754,-33.981070128970906
,,1739209894.2927778,-32.816014438256545
,,1739209894.29278,-45.120503652039325
,,1739209894.292782,-45.120503652039325
,,1739209894.2927842,-13.462127405138007
,,1739209894.2927864,-25.826314394896357
,,1739209894.2927887,-45.120503652039325
,,1739209894.292791,-38.13080360867914
,,1739209894.292793,-38.13080360867914
,,1739209894.2927952,-45.120503652039325
,,1739209894.292797,-45.120503652039325
,,1739209894.2927997,-45.120503652039325
