CAN Message, 0x98:00003b6695e3bc89,Timestamp,Amplitude
,,1739209609.6195872,-45.120503652039325
,,1739209609.6195889,-45.120503652039325
,,1739209609.6195903,-38.13080360867914
,,1739209609.6195917,-38.13080360867914
,,1739209609.6195931,-31.141103565318943
,,1739209609.6195946,-45.120503652039325
,,1739209609.619596,-45.120503652039325
,,1739209609.6195977,-38.13080360867914
,,1739209609.619599,-45.120503652039325
,,1739209609.6196003,-38.13080360867914
,,1739209609.619602,-38.13080360867914
,,1739209609.6196034,-38.13080360867914
,,1739209609.6196048,-28.58837851428586
,,1739209609.6196065,-38.13080360867914
,,1739209609.619608,-45.120503652039325
,,1739209609.6196094,-33.981070128970906
,,1739209609.6196108,-35.57807855764607
,,1739209609.6196122,-38.13080360867914
,,1739209609.6196136,-45.120503652039325
,,1739209609.619615,-35.57807855764607
,,1739209609.6196165,-38.13080360867914
,,1739209609.6196182,-45.120503652039325
,,1739209609.6196196,-45.120503652039325
,,1739209609.619621,-45.120503652039325
,,1739209609.6196225,-45.120503652039325
,,1739209609.619624,-45.120503652039325
,,1739209609.619625,-35.57807855764607
,,1739209609.6196268,-38.13080360867914
,,1739209609.6196284,-32.816014438256545
,,1739209609.61963,-35.57807855764607
,,1739209609.6196313,-33.981070128970906
,,1739209609.6196327,-38.13080360867914
,,1739209609.6196342,-45.120503652039325
,,1739209609.6196356,-45.120503652039325
,,1739209609.619637,-38.13080360867914
,,1739209609.6196387,-33.981070128970906
,,1739209609.61964,-33.981070128970906
,,1739209609.6196415,-38.13080360867914
,,1739209609.619643,-38.13080360867914
,,1739209609.6196444,-38.13080360867914
,,1739209609.6196458,-35.57807855764607
,,1739209609.6196475,-38.13080360867914
,,1739209609.619649,-45.120503652039325
,,1739209609.6196504,-38.13080360867914
,,1739209609.6196518,-45.120503652039325
,,1739209609.6196532,-45.120503652039325
,,1739209609.619655,-38.13080360867914
,,1739209609.619656,-45.120503652039325
,,1739209609.6196578,-32.816014438256545
,,1739209609.6196592,-38.13080360867914
,,1739209609.6196606,-17.331758932011894
,,1739209609.619662,-15.203813578239808
,,1739209609.6196637,-38.13080360867914
,,1739209609.619665,-28.58837851428586
,,1739209609.6196663,-38.13080360867914
,,1739209609.619668,-38.13080360867914
,,1739209609.6196694,-45.120503652039325
,,1739209609.6196709,-38.13080360867914
,,1739209609.6196723,-35.57807855764607
,,1739209609.6196735,-45.120503652039325
,,1739209609.6196752,-29.438486411369333
,,1739209609.6196766,-32.816014438256545
,,1739209609.6196785,-45.120503652039325
,,1739209609.6196797,-45.120503652039325
,,1739209609.6196811,-45.120503652039325
,,1739209609.6196826,-45.120503652039325
,,1739209609.619684,-45.120503652039325
,,1739209609.6196854,-38.13080360867914
,,1739209609.619687,-38.13080360867914
,,1739209609.6196885,-38.13080360867914
,,1739209609.61969,-38.13080360867914
,,1739209609.6196914,-45.120503652039325
,,1739209609.6196928,-38.13080360867914
,,1739209609.6196942,-26.991370085610736
,,1739209609.6196957,-21.522148828640407
,,1739209609.619697,-28.992665084841967
,,1739209609.6196988,-32.816014438256545
,,1739209609.6197002,-38.13080360867914
,,1739209609.6197016,-23.506823629689546
,,1739209609.619703,-10.471139360821963
,,1739209609.6197045,-14.113352786308475
,,1739209609.619706,-23.16150712794696
,,1739209609.6197076,-30.49652367304973
,,1739209609.619709,-33.981070128970906
,,1739209609.6197104,-38.13080360867914
,,1739209609.619712,-45.120503652039325
,,1739209609.6197133,-35.57807855764607
,,1739209609.6197147,-35.57807855764607
,,1739209609.6197162,-45.120503652039325
,,1739209609.6197178,-45.120503652039325
,,1739209609.6197193,-38.13080360867914
,,1739209609.6197207,-45.120503652039325
,,1739209609.619722,-45.120503652039325
,,1739209609.6197236,-24.438645034577675
,,1739209609.619725,-45.120503652039325
,,1739209609.6197264,-38.13080360867914
,,1739209609.619728,-45.120503652039325
,,1739209609.6197295,-38.13080360867914
,,1739209609.619731,-38.13080360867914
,,1739209609.6197324,-38.13080360867914
,,1739209609.6197338,-38.13080360867914
,,1739209609.6197352,-35.57807855764607
,,1739209609.619737,-45.120503652039325
,,1739209609.6197383,-24.746238672633048
,,1739209609.6197398,-38.13080360867914
,,1739209609.6197412,-38.13080360867914
,,1739209609.6197426,-35.57807855764607
,,1739209609.619744,-38.13080360867914
,,1739209609.6197455,-11.411673484263233
,,1739209609.6197472,-17.85323156177357
,,1739209609.6197486,-45.120503652039325
,,1739209609.61975,-32.816014438256545
,,1739209609.6197517,-45.120503652039325
,,1739209609.619753,-45.120503652039325
,,1739209609.6197543,-38.13080360867914
,,1739209609.6197555,-45.120503652039325
,,1739209609.6197574,-38.13080360867914
,,1739209609.6197588,-31.141103565318915
,,1739209609.6197605,-28.992665084841946
,,1739209609.6197617,-38.13080360867914
,,1739209609.6197631,-38.13080360867914
,,1739209609.6197646,-31.141103565318915
,,1739209609.619766,-45.120503652039325
,,1739209609.6197677,-45.120503652039325
,,1739209609.619769,-38.13080360867914
,,1739209609.6197703,-38.13080360867914
,,1739209609.619772,-33.981070128970906
,,1739209609.6197734,-21.6765809151882
,,1739209609.6197748,-19.84420464332591
,,1739209609.6197762,-31.141103565318915
,,1739209609.619778,-38.13080360867914
,,1739209609.619779,-38.13080360867914
,,1739209609.6197808,-45.120503652039325
,,1739209609.6197822,-45.120503652039325
,,1739209609.6197836,-45.120503652039325
,,1739209609.619785,-38.13080360867914
,,1739209609.6197867,-38.13080360867914
,,1739209609.6197882,-38.13080360867914
,,1739209609.6197896,-45.120503652039325
,,1739209609.619791,-38.13080360867914
,,1739209609.6197925,-45.120503652039325
,,1739209609.619794,-38.13080360867914
,,1739209609.619795,-33.981070128970906
,,1739209609.619797,-45.120503652039325
,,1739209609.6197984,-38.13080360867914
,,1739209609.6198,-30.49652367304973
,,1739209609.6198013,-31.141103565318915
,,1739209609.6198027,-33.981070128970906
,,1739209609.619804,-35.57807855764607
,,1739209609.6198056,-31.141103565318915
,,1739209609.6198072,-28.992665084841946
,,1739209609.619809,-18.83661435153617
,,1739209609.61981,-31.14110356531892
,,1739209609.6198115,-32.816014438256545
,,1739209609.619813,-28.992665084841946
,,1739209609.6198144,-33.98107012897096
,,1739209609.6198158,-8.800995389447124
,,1739209609.6198175,-17.508745520481977
,,1739209609.619819,-25.82631439489636
,,1739209609.6198204,-29.438486411369333
,,1739209609.6198218,-45.120503652039325
,,1739209609.6198232,-38.13080360867914
,,1739209609.6198246,-28.992665084841946
,,1739209609.6198263,-33.981070128970906
,,1739209609.6198275,-38.13080360867914
,,1739209609.6198292,-35.57807855764607
