CAN Message, 0x1bb:0000b0ac705d55db,Timestamp,Amplitude
,,1739209635.7914252,-38.13080360867914
,,1739209635.7914288,-45.120503652039325
,,1739209635.791432,-35.57807855764607
,,1739209635.7914357,-32.816014438256545
,,1739209635.7914393,-45.120503652039325
,,1739209635.7914429,-38.13080360867914
,,1739209635.7914464,-38.13080360867914
,,1739209635.79145,-38.13080360867914
,,1739209635.7914536,-45.120503652039325
,,1739209635.7914572,-45.120503652039325
,,1739209635.7914608,-45.120503652039325
,,1739209635.7914643,-38.13080360867914
,,1739209635.791468,-38.13080360867914
,,1739209635.7914712,-45.120503652039325
,,1739209635.7914748,-38.13080360867914
,,1739209635.7914784,-26.991370085610736
,,1739209635.791482,-38.13080360867914
,,1739209635.7914855,-45.120503652039325
,,1739209635.7914891,-45.120503652039325
,,1739209635.7914927,-45.120503652039325
,,1739209635.7914965,-38.13080360867914
,,1739209635.7915,-38.13080360867914
,,1739209635.7915034,-35.57807855764607
,,1739209635.791507,-45.120503652039325
,,1739209635.7915106,-38.13080360867914
,,1739209635.791514,-38.13080360867914
,,1739209635.7915175,-45.120503652039325
,,1739209635.791521,-38.13080360867914
,,1739209635.7915246,-38.13080360867914
,,1739209635.7915282,-38.13080360867914
,,1739209635.7915318,-45.120503652039325
,,1739209635.7915354,-45.120503652039325
,,1739209635.791539,-45.120503652039325
,,1739209635.7915423,-35.57807855764607
,,1739209635.791546,-38.13080360867914
,,1739209635.7915497,-45.120503652039325
,,1739209635.791553,-45.120503652039325
,,1739209635.7915566,-32.816014438256545
,,1739209635.7915602,-38.13080360867914
,,1739209635.7915635,-35.57807855764607
,,1739209635.791567,-45.120503652039325
,,1739209635.791571,-38.13080360867914
,,1739209635.7915745,-38.13080360867914
,,1739209635.791578,-35.57807855764607
,,1739209635.7915816,-38.13080360867914
,,1739209635.7915852,-35.57807855764607
,,1739209635.7915888,-38.13080360867914
,,1739209635.791592,-45.120503652039325
,,1739209635.7915957,-38.13080360867914
,,1739209635.7915993,-30.49652367304973
,,1739209635.7916028,-8.681044524558626
,,1739209635.7916064,-17.331758932011894
,,1739209635.79161,-26.487275050834725
,,1739209635.7916136,-33.981070128970906
,,1739209635.7916172,-45.120503652039325
,,1739209635.7916207,-31.141103565318893
,,1739209635.7916243,-30.49652367304973
,,1739209635.791628,-45.120503652039325
,,1739209635.7916312,-38.13080360867914
,,1739209635.7916348,-38.13080360867914
,,1739209635.7916384,-45.120503652039325
,,1739209635.791642,-45.120503652039325
,,1739209635.7916455,-45.120503652039325
,,1739209635.791649,-45.120503652039325
,,1739209635.791653,-45.120503652039325
,,1739209635.7916565,-45.120503652039325
,,1739209635.7916598,-45.120503652039325
,,1739209635.7916634,-38.13080360867914
,,1739209635.791667,-28.992665084841946
,,1739209635.7916703,-38.13080360867914
,,1739209635.791674,-45.120503652039325
,,1739209635.7916777,-38.13080360867914
,,1739209635.791681,-38.13080360867914
,,1739209635.7916846,-33.981070128970906
,,1739209635.7916882,-18.836614351536173
,,1739209635.7916918,-45.120503652039325
,,1739209635.7916954,-38.13080360867914
,,1739209635.791699,-35.57807855764607
,,1739209635.7917025,-45.120503652039325
,,1739209635.791706,-13.833280808655024
,,1739209635.7917094,-38.13080360867914
,,1739209635.791713,-38.13080360867914
,,1739209635.7917166,-45.120503652039325
,,1739209635.7917202,-45.120503652039325
,,1739209635.7917235,-38.13080360867914
,,1739209635.7917273,-45.120503652039325
,,1739209635.7917309,-45.120503652039325
,,1739209635.7917345,-38.13080360867914
,,1739209635.791738,-45.120503652039325
,,1739209635.7917416,-38.13080360867914
,,1739209635.7917452,-38.13080360867914
,,1739209635.7917483,-38.13080360867914
,,1739209635.791752,-28.992665084841946
,,1739209635.7917557,-45.120503652039325
,,1739209635.7917593,-45.120503652039325
,,1739209635.7917628,-35.57807855764607
,,1739209635.7917664,-23.16150712794696
,,1739209635.79177,-33.981070128970906
,,1739209635.7917736,-38.13080360867914
,,1739209635.7917771,-45.120503652039325
,,1739209635.7917807,-33.981070128970906
,,1739209635.7917843,-32.816014438256545
,,1739209635.7917876,-33.98107012897096
,,1739209635.7917912,-19.45023999044868
,,1739209635.7917948,-28.992665084841946
,,1739209635.7917984,-38.13080360867914
,,1739209635.791802,-25.82631439489636
,,1739209635.7918055,-19.45023999044868
,,1739209635.791809,-9.335257599289362
,,1739209635.791813,-29.438486411369333
,,1739209635.7918162,-45.120503652039325
,,1739209635.7918198,-38.13080360867914
,,1739209635.7918234,-25.07728991421287
,,1739209635.791827,-31.141103565318915
